ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
2714,-6.81,-37.94,SAO DOMINGOS DE POMBAL - PB,SAO DOMINGOS DE POMBAL,PB,21903.8474922942
2715,-7.63,-36.43,SAO DOMINGOS DO CARIRI - PB,SAO DOMINGOS DO CARIRI,PB,11029.2276429867
2716,-6.61,-38.09,SAO FRANCISCO - PB,SAO FRANCISCO,PB,22030.1086131857
2717,-7.39,-36.53,SAO JOAO DO CARIRI - PB,SAO JOAO DO CARIRI,PB,28811.2610398301
2718,-6.72,-38.44,SAO JOAO DO RIO DO PEIXE - PB,SAO JOAO DO RIO DO PEIXE,PB,113998.650056746
2719,-8.07,-36.84,SAO JOAO DO TIGRE - PB,SAO JOAO DO TIGRE,PB,27285.0886751349
2720,-6.94,-38.16,SAO JOSE DA LAGOA TAPADA - PB,SAO JOSE DA LAGOA TAPADA,PB,52941.5426024139
2721,-7.24,-38.3,SAO JOSE DE CAIANA - PB,SAO JOSE DE CAIANA,PB,36185.5610482828
2722,-6.84,-37.32,SAO JOSE DE ESPINHARAS - PB,SAO JOSE DE ESPINHARAS,PB,34618.6137885699
2723,-7.12,-38.5,SAO JOSE DE PIRANHAS - PB,SAO JOSE DE PIRANHAS,PB,105611.530214108
2724,-7.73,-38.09,SAO JOSE DE PRINCESA - PB,SAO JOSE DE PRINCESA,PB,31794.3560260044
2725,-7.16,-37.3,SAO JOSE DO BONFIM - PB,SAO JOSE DO BONFIM,PB,17763.962251652
2726,-6.21,-37.35,SAO JOSE DO BREJO DO CRUZ - PB,SAO JOSE DO BREJO DO CRUZ,PB,9200.3885554023
2727,-6.77,-36.79,SAO JOSE DO SABUGI - PB,SAO JOSE DO SABUGI,PB,25702.922137685
2728,-7.39,-36.8,SAO JOSE DOS CORDEIROS - PB,SAO JOSE DOS CORDEIROS,PB,25533.3063451138
2729,-7.25,-35.38,SAO JOSE DOS RAMOS - PB,SAO JOSE DOS RAMOS,PB,31612.2187215832
2730,-6.92,-37.09,SAO MAMEDE - PB,SAO MAMEDE,PB,51524.4212385029
2731,-7.25,-35.21,SAO MIGUEL DE TAIPU - PB,SAO MIGUEL DE TAIPU,PB,27199.3212452338
2732,-7.08,-35.83,SAO SEBASTIAO DE LAGOA DE ROCA - PB,SAO SEBASTIAO DE LAGOA DE ROCA,PB,61525.1215943556
2733,-8.15,-37.01,SAO SEBASTIAO DO UMBUZEIRO - PB,SAO SEBASTIAO DO UMBUZEIRO,PB,15144.3343409163
2734,-7.09,-35.23,SAPE - PB,SAPE,PB,310837.391229602
2735,-6.93,-36.4,SERIDO - PB,SERIDO,PB,55888.9804750951
2736,-7.48,-36.66,SERRA BRANCA - PB,SERRA BRANCA,PB,80720.7630181781
2737,-6.68,-35.44,SERRA DA RAIZ - PB,SERRA DA RAIZ,PB,22547.4155654306
2738,-7.21,-38.37,SERRA GRANDE - PB,SERRA GRANDE,PB,17809.2859253281
2739,-7.17,-35.67,SERRA REDONDA - PB,SERRA REDONDA,PB,46933.7306178172
2740,-6.85,-35.62,SERRARIA - PB,SERRARIA,PB,56469.7554427951
2741,-6.75,-35.44,SERTAOZINHO - PB,SERTAOZINHO,PB,13924.1734714323
2742,-7.14,-35.23,SOBRADO - PB,SOBRADO,PB,38876.5600206098
2743,-6.77,-35.69,SOLANEA - PB,SOLANEA,PB,194304.178473129
2744,-7.05,-36.36,SOLEDADE - PB,SOLEDADE,PB,76606.5517556156
2745,-6.76,-36.25,SOSSEGO - PB,SOSSEGO,PB,16149.4811730026
2746,-6.76,-38.23,SOUSA - PB,SOUSA,PB,372547.423356408
2747,-7.67,-36.88,SUME - PB,SUME,PB,104758.292305833
2748,-6.48,-35.63,TACIMA - PB,TACIMA,PB,65825.0265988754
2749,-7.2,-36.82,TAPEROA - PB,TAPEROA,PB,82993.0045138896
2750,-7.63,-37.87,TAVARES - PB,TAVARES,PB,88268.1123655551
2751,-7.22,-37.25,TEIXEIRA - PB,TEIXEIRA,PB,85943.9648317066
2752,-6.94,-36.62,TENORIO - PB,TENORIO,PB,14405.867131926
2753,-6.57,-38.59,TRIUNFO - PB,TRIUNFO,PB,58769.1588312259
2754,-6.51,-38.41,UIRAUNA - PB,UIRAUNA,PB,85948.9689115262
2755,-7.69,-35.66,UMBUZEIRO - PB,UMBUZEIRO,PB,67630.2487112966
2756,-6.77,-36.99,VARZEA - PB,VARZEA,PB,14195.9815524621
2757,-6.5,-38.25,VIEIROPOLIS - PB,VIEIROPOLIS,PB,28039.1995201122
2758,-6.73,-37.56,VISTA SERRANA - PB,VISTA SERRANA,PB,20492.5281769899
2759,-8.07,-37.09,ZABELE - PB,ZABELE,PB,13280.2927365045
2760,-7.91,-34.9,ABREU E LIMA - PE,ABREU E LIMA,PE,485848.932205073
2761,-7.75,-37.63,AFOGADOS DA INGAZEIRA - PE,AFOGADOS DA INGAZEIRA,PE,193965.235390747
2762,-8.51,-41,AFRANIO - PE,AFRANIO,PE,85336.5956403246
2763,-8.45,-35.94,AGRESTINA - PE,AGRESTINA,PE,110778.829160991
2764,-8.7,-35.53,AGUA PRETA - PE,AGUA PRETA,PE,177002.179123163
2765,-9.11,-37.12,AGUAS BELAS - PE,AGUAS BELAS,PE,249456.072696048
2766,-8.46,-36.77,ALAGOINHA - PE,ALAGOINHA,PE,74021.0199821145
2767,-7.6,-35.23,ALIANCA - PE,ALIANCA,PE,247423.050393167
2768,-8.49,-36.05,ALTINHO - PE,ALTINHO,PE,149855.419353179
2769,-8.38,-35.45,AMARAJI - PE,AMARAJI,PE,134639.491167778
2770,-8.89,-36.28,ANGELIM - PE,ANGELIM,PE,57060.315478294
2771,-7.79,-35.09,ARACOIABA - PE,ARACOIABA,PE,80604.7471378876
2772,-7.57,-40.49,ARARIPINA - PE,ARARIPINA,PE,410624.395683015
2773,-8.41,-37.05,ARCOVERDE - PE,ARCOVERDE,PE,374597.839604404
2774,-8.42,-35.65,BARRA DE GUABIRABA - PE,BARRA DE GUABIRABA,PE,66526.8829185044
2775,-8.81,-35.18,BARREIROS - PE,BARREIROS,PE,252636.372450095
2776,-8.61,-35.8,BELEM DE MARIA - PE,BELEM DE MARIA,PE,92080.3422614376
2777,-8.75,-38.96,BELEM DE SAO FRANCISCO - PE,BELEM DE SAO FRANCISCO,PE,148527.441943364
2778,-8.33,-36.42,BELO JARDIM - PE,BELO JARDIM,PE,428006.682301333
2779,-8.27,-38.03,BETANIA - PE,BETANIA,PE,72307.9247074462
2780,-8.23,-35.79,BEZERROS - PE,BEZERROS,PE,343160.26092244
2781,-7.77,-39.94,BODOCO - PE,BODOCO,PE,156949.268963006
2782,-9.17,-36.68,BOM CONSELHO - PE,BOM CONSELHO,PE,249749.761592589
2783,-7.79,-35.58,BOM JARDIM - PE,BOM JARDIM,PE,231146.361870134
2784,-8.47,-35.72,BONITO - PE,BONITO,PE,233444.762906953
2785,-9.03,-36.56,BREJAO - PE,BREJAO,PE,56592.9603104135
2786,-7.34,-37.28,BREJINHO - PE,BREJINHO,PE,46398.6607167308
2787,-8.14,-36.37,BREJO DA MADRE DE DEUS - PE,BREJO DA MADRE DE DEUS,PE,243896.37021136
2788,-7.72,-35.32,BUENOS AIRES - PE,BUENOS AIRES,PE,78466.8215541698
2789,-8.62,-37.15,BUIQUE - PE,BUIQUE,PE,252276.741009538
2790,-8.28,-35.03,CABO DE SANTO AGOSTINHO - PE,CABO DE SANTO AGOSTINHO,PE,846067.931230346
2791,-8.51,-39.3,CABROBO - PE,CABROBO,PE,174718.6750694
2792,-8.48,-36.23,CACHOEIRINHA - PE,CACHOEIRINHA,PE,103549.170976943
2793,-8.77,-36.62,CAETES - PE,CAETES,PE,125469.41642386
2794,-8.74,-36.33,CALCADO - PE,CALCADO,PE,73477.3944807871
2795,-7.94,-38.15,CALUMBI - PE,CALUMBI,PE,47440.4765299936
2796,-8.02,-34.98,CAMARAGIBE - PE,CAMARAGIBE,PE,725399.914231375
2797,-8.35,-35.76,CAMOCIM DE SAO FELIX - PE,CAMOCIM DE SAO FELIX,PE,95481.1140608891
2798,-7.4,-35.27,CAMUTANGA - PE,CAMUTANGA,PE,49700.5598605802
2799,-8.88,-36.19,CANHOTINHO - PE,CANHOTINHO,PE,156970.142729621
2800,-8.73,-36.62,CAPOEIRAS - PE,CAPOEIRAS,PE,128459.234881748
2801,-7.8,-37.79,CARNAIBA - PE,CARNAIBA,PE,122801.600338356
2802,-8.32,-38.74,CARNAUBEIRA DA PENHA - PE,CARNAUBEIRA DA PENHA,PE,69558.8476615151
2803,-7.85,-35.25,CARPINA - PE,CARPINA,PE,376830.817725957
2804,-8.28,-35.97,CARUARU - PE,CARUARU,PE,1596041.52356624
2805,-7.74,-35.72,CASINHAS - PE,CASINHAS,PE,82629.9761011516
2806,-8.66,-35.71,CATENDE - PE,CATENDE,PE,197568.72374259
2807,-7.72,-39.23,CEDRO - PE,CEDRO,PE,52195.7752254212
2808,-8,-35.21,CHA DE ALEGRIA - PE,CHA DE ALEGRIA,PE,69485.0544284541
2809,-8.23,-35.46,CHA GRANDE - PE,CHA GRANDE,PE,100579.290240175
2810,-7.58,-35.1,CONDADO - PE,CONDADO,PE,133514.335429943
2811,-9.12,-36.33,CORRENTES - PE,CORRENTES,PE,108304.876364916
2812,-8.47,-35.54,CORTES - PE,CORTES,PE,87336.3126337214
2813,-8,-35.69,CUMARU - PE,CUMARU,PE,139258.60142514
2814,-8.61,-35.95,CUPIRA - PE,CUPIRA,PE,156525.58433771
2815,-8.08,-37.64,CUSTODIA - PE,CUSTODIA,PE,175640.477784476
2816,-8.44,-40.77,DORMENTES - PE,DORMENTES,PE,85404.4789663129
2817,-8.35,-35.22,ESCADA - PE,ESCADA,PE,379643.170561054
2818,-7.51,-39.72,EXU - PE,EXU,PE,208706.829935232
2819,-7.95,-35.38,FEIRA NOVA - PE,FEIRA NOVA,PE,114406.302033966
2820,-3.84,-32.41,FERNANDO DE NORONHA - PE,FERNANDO DE NORONHA,PE,12419.4863062249
2821,-7.44,-35.24,FERREIROS - PE,FERREIROS,PE,70874.4609116944
2822,-7.86,-37.97,FLORES - PE,FLORES,PE,140908.863468453
2823,-8.6,-38.56,FLORESTA - PE,FLORESTA,PE,150285.24448439
2824,-7.94,-35.91,FREI MIGUELINHO - PE,FREI MIGUELINHO,PE,83134.6371052811
2825,-8.58,-35.38,GAMELEIRA - PE,GAMELEIRA,PE,138520.159687231
2826,-8.89,-36.49,GARANHUNS - PE,GARANHUNS,PE,746019.663930924
2827,-8,-35.29,GLORIA DO GOITA - PE,GLORIA DO GOITA,PE,189821.01739077
2828,-7.56,-35,GOIANA - PE,GOIANA,PE,403611.240726804
2829,-7.71,-39.61,GRANITO - PE,GRANITO,PE,37373.3268382049
2830,-8.2,-35.56,GRAVATA - PE,GRAVATA,PE,388204.477368644
2831,-9.04,-36.84,IATI - PE,IATI,PE,111532.125577584
2832,-8.54,-37.69,IBIMIRIM - PE,IBIMIRIM,PE,172101.806144085
2833,-8.58,-36.17,IBIRAJUBA - PE,IBIRAJUBA,PE,44869.0043049948
2834,-7.83,-34.9,IGARASSU - PE,IGARASSU,PE,448811.574041496
2835,-7.83,-37.51,IGUARACI - PE,IGUARACI,PE,77077.2670097205
2836,-8.9,-37.82,INAJA - PE,INAJA,PE,69363.4375274488
2837,-7.67,-37.46,INGAZEIRA - PE,INGAZEIRA,PE,30411.0590061076
2838,-8.39,-35.06,IPOJUCA - PE,IPOJUCA,PE,294567.326933313
2839,-7.65,-40.14,IPUBI - PE,IPUBI,PE,139399.213351472
2840,-8.83,-38.7,ITACURUBA - PE,ITACURUBA,PE,23902.0705114697
2841,-8.94,-37.42,ITAIBA - PE,ITAIBA,PE,150486.57645393
2842,-7.74,-34.82,ITAMARACA - PE,ILHA DE ITAMARACA,PE,87144.0270983363
2843,-7.41,-35.11,ITAMBE - PE,ITAMBE,PE,203602.833236397
2844,-7.37,-37.19,ITAPETIM - PE,ITAPETIM,PE,92156.7465272874
2845,-7.77,-34.89,ITAPISSUMA - PE,ITAPISSUMA,PE,125124.112949234
2846,-7.66,-35.1,ITAQUITINGA - PE,ITAQUITINGA,PE,97802.7531634781
2847,-8.11,-35.01,JABOATAO DOS GUARARAPES - PE,JABOATAO DOS GUARARAPES,PE,529966
2848,-8.72,-35.79,JAQUEIRA - PE,JAQUEIRA,PE,66773.7635459413
2849,-7.99,-36.49,JATAUBA - PE,JATAUBA,PE,104301.687920949
2850,-9.18,-38.26,JATOBA - PE,JATOBA,PE,68815.4691758486
2851,-7.85,-35.58,JOAO ALFREDO - PE,JOAO ALFREDO,PE,168316.895587283
2852,-8.62,-35.53,JOAQUIM NABUCO - PE,JOAQUIM NABUCO,PE,100108.521904323
2853,-8.7,-36.48,JUCATI - PE,JUCATI,PE,53525.0747775706
2854,-8.71,-36.41,JUPI - PE,JUPI,PE,73239.236889262
2855,-8.71,-36.13,JUREMA - PE,JUREMA,PE,78015.2741936001
2856,-7.84,-35.32,LAGOA DO CARRO - PE,LAGOA DO CARRO,PE,76021.1624335844
2857,-7.93,-35.29,LAGOA DO ITAENGA - PE,LAGOA DO ITAENGA,PE,110578.081449853
2858,-9.12,-36.45,LAGOA DO OURO - PE,LAGOA DO OURO,PE,69795.4718588455
2859,-8.65,-35.9,LAGOA DOS GATOS - PE,LAGOA DOS GATOS,PE,104931.112407231
2860,-8.99,-40.27,LAGOA GRANDE - PE,LAGOA GRANDE,PE,111729.024764464
2861,-8.66,-36.32,LAJEDO - PE,LAJEDO,PE,206527.301126463
2862,-7.87,-35.45,LIMOEIRO - PE,LIMOEIRO,PE,345631.891223676
2863,-7.55,-35.45,MACAPARANA - PE,MACAPARANA,PE,136817.026362279
2864,-7.69,-35.52,MACHADOS - PE,MACHADOS,PE,63056.4000991941
2865,-8.96,-37.62,MANARI - PE,MANARI,PE,72124.5464476054
2866,-8.8,-35.82,MARAIAL - PE,MARAIAL,PE,78270.0511197327
2867,-8.11,-38.72,MIRANDIBA - PE,MIRANDIBA,PE,87512.9954637601
2868,-7.63,-39.55,MOREILANDIA - PE,MOREILANDIA,PE,82694.2155860241
2869,-8.11,-35.09,MORENO - PE,MORENO,PE,267153.013814192
2870,-7.74,-35.22,NAZARE DA MATA - PE,NAZARE DA MATA,PE,171701.57666846
2871,-8,-34.85,OLINDA - PE,OLINDA,PE,2280100.47458336
2872,-7.74,-35.6,OROBO - PE,OROBO,PE,153618.385616184
2873,-8.62,-39.6,OROCO - PE,OROCO,PE,71314.5181275015
2874,-7.88,-40.08,OURICURI - PE,OURICURI,PE,314265.777140219
2875,-8.68,-35.59,PALMARES - PE,PALMARES,PE,370794.167165831
2876,-9,-36.32,PALMEIRINA - PE,PALMEIRINA,PE,62107.768383363
2877,-8.66,-36,PANELAS - PE,PANELAS,PE,174695.543530607
2878,-8.92,-36.65,PARANATAMA - PE,PARANATAMA,PE,73795.5044341651
2879,-8.09,-39.57,PARNAMIRIM - PE,PARNAMIRIM,PE,129213.695848929
2880,-7.99,-35.58,PASSIRA - PE,PASSIRA,PE,194282.808851604
2881,-7.89,-35.18,PAUDALHO - PE,PAUDALHO,PE,269170.455425093
2882,-7.94,-34.87,PAULISTA - PE,PAULISTA,PE,1478846.42608713
2883,-8.49,-36.94,PEDRA - PE,PEDRA,PE,129310.333967759
2884,-8.35,-36.69,PESQUEIRA - PE,PESQUEIRA,PE,367743.09036798
2885,-9.06,-38.3,PETROLANDIA - PE,PETROLANDIA,PE,146661.796003045
2886,-9.39,-40.5,PETROLINA - PE,PETROLINA,PE,1302697.55632689
2887,-8.18,-36.7,POCAO - PE,POCAO,PE,63455.5441632709
2888,-8.14,-35.39,POMBOS - PE,POMBOS,PE,145888.798631559
2889,-8.33,-35.35,PRIMAVERA - PE,PRIMAVERA,PE,70790.4170158169
2890,-8.82,-36.01,QUIPAPA - PE,QUIPAPA,PE,127338.023195593
2891,-7.72,-37.84,QUIXABA - PE,QUIXABA,PE,44654.6296308177
2892,-8.05,-34.88,RECIFE - PE,RECIFE,PE,1346045
2893,-8.13,-35.85,RIACHO DAS ALMAS - PE,RIACHO DAS ALMAS,PE,116890.504738173
2894,-8.51,-35.37,RIBEIRAO - PE,RIBEIRAO,PE,273546.294522057
2895,-8.66,-35.15,RIO FORMOSO - PE,RIO FORMOSO,PE,123827.46643295
2896,-8.32,-35.7,SAIRE - PE,SAIRE,PE,85936.6240277399
2897,-7.93,-35.63,SALGADINHO - PE,SALGADINHO,PE,38362.3095618564
2898,-8.06,-39.12,SALGUEIRO - PE,SALGUEIRO,PE,306324.585002988
2899,-8.97,-36.68,SALOA - PE,SALOA,PE,103765.724056217
2900,-8.36,-36.56,SANHARO - PE,SANHARO,PE,95164.2935057974
2901,-8.24,-40.33,SANTA CRUZ - PE,SANTA CRUZ,PE,71105.5359290592
2902,-7.82,-38.15,SANTA CRUZ DA BAIXA VERDE - PE,SANTA CRUZ DA BAIXA VERDE,PE,73926.5585794799
2903,-7.95,-36.2,SANTA CRUZ DO CAPIBARIBE - PE,SANTA CRUZ DO CAPIBARIBE,PE,316269.799845798
2904,-8.16,-40.61,SANTA FILOMENA - PE,SANTA FILOMENA,PE,61678.800539248
2905,-8.8,-39.82,SANTA MARIA DA BOA VISTA - PE,SANTA MARIA DA BOA VISTA,PE,221345.050711525
2906,-7.84,-35.9,SANTA MARIA DO CAMBUCA - PE,SANTA MARIA DO CAMBUCA,PE,69805.2928138834
2907,-7.37,-37.48,SANTA TEREZINHA - PE,SANTA TEREZINHA,PE,58073.9587892373
2908,-8.8,-35.95,SAO BENEDITO DO SUL - PE,SAO BENEDITO DO SUL,PE,74575.9944252623
2909,-8.52,-36.44,SAO BENTO DO UNA - PE,SAO BENTO DO UNA,PE,296144.955573604
2910,-8.32,-36.14,SAO CAITANO - PE,SAO CAITANO,PE,210982.096345094
2911,-8.87,-36.36,SAO JOAO - PE,SAO JOAO,PE,123707.701138643
2912,-8.43,-35.8,SAO JOAQUIM DO MONTE - PE,SAO JOAQUIM DO MONTE,PE,114319.173774115
2913,-8.89,-35.14,SAO JOSE DA COROA GRANDE - PE,SAO JOSE DA COROA GRANDE,PE,81102.1815903226
2914,-7.86,-38.76,SAO JOSE DO BELMONTE - PE,SAO JOSE DO BELMONTE,PE,202778.353255762
2915,-7.47,-37.27,SAO JOSE DO EGITO - PE,SAO JOSE DO EGITO,PE,185823.555796684
2916,-8,-35.01,SAO LOURENCO DA MATA - PE,SAO LOURENCO DA MATA,PE,555893.798427899
2917,-7.59,-35.49,SAO VICENTE FERRER - PE,SAO VICENTE FERRER,PE,102717.653369249
2918,-7.98,-38.29,SERRA TALHADA - PE,SERRA TALHADA,PE,483549.546092806
2919,-7.93,-39.29,SERRITA - PE,SERRITA,PE,105655.11302636
2920,-8.07,-37.26,SERTANIA - PE,SERTANIA,PE,206214.333247722
2921,-8.59,-35.11,SIRINHAEM - PE,SIRINHAEM,PE,194726.609330324
2922,-7.6,-37.65,SOLIDAO - PE,SOLIDAO,PE,37002.8429313007
2923,-7.81,-35.74,SURUBIM - PE,SURUBIM,PE,282110.058473395
2924,-7.59,-37.53,TABIRA - PE,TABIRA,PE,150379.706872083
2925,-8.31,-36.29,TACAIMBO - PE,TACAIMBO,PE,70063.861334707
2926,-9.1,-38.15,TACARATU - PE,TACARATU,PE,100925.962621532
2927,-8.76,-35.1,TAMANDARE - PE,TAMANDARE,PE,104453.504877306
2928,-7.9,-36.04,TAQUARITINGA DO NORTE - PE,TAQUARITINGA DO NORTE,PE,115955.977484317
2929,-9.05,-36.62,TEREZINHA - PE,TEREZINHA,PE,41453.33669449
2930,-8.23,-39.37,TERRA NOVA - PE,TERRA NOVA,PE,47895.1143984465
2931,-7.5,-35.31,TIMBAUBA - PE,TIMBAUBA,PE,362162.075918535
2932,-7.99,-36.05,TORITAMA - PE,TORITAMA,PE,113876.239569894
2933,-7.8,-35.24,TRACUNHAEM - PE,TRACUNHAEM,PE,79519.7434169461
2934,-7.76,-40.26,TRINDADE - PE,TRINDADE,PE,121945.604717824
2935,-7.83,-38.1,TRIUNFO - PE,TRIUNFO,PE,101792.937515468
2936,-8.75,-37.34,TUPANATINGA - PE,TUPANATINGA,PE,131233.539836914
2937,-7.6,-37.31,TUPARETAMA - PE,TUPARETAMA,PE,52848.6548974893
2938,-8.57,-36.87,VENTUROSA - PE,VENTUROSA,PE,78151.7757823242
2939,-7.92,-38.97,VERDEJANTE - PE,VERDEJANTE,PE,55891.012505516
2940,-7.77,-35.85,VERTENTE DO LERIO - PE,VERTENTE DO LERIO,PE,58183.9645050987
2941,-7.9,-35.98,VERTENTES - PE,VERTENTES,PE,91588.7026638549
2942,-7.65,-35.32,VICENCIA - PE,VICENCIA,PE,174038.664064406
2943,-8.11,-35.29,VITORIA DE SANTO ANTAO - PE,VITORIA DE SANTO ANTAO,PE,673622.593382037
2944,-8.8,-35.62,XEXEU - PE,XEXEU,PE,87991.8060580099
2945,-8.21,-41.08,ACAUA - PI,ACAUA,PI,27035.4777831468
2946,-5.79,-42.66,AGRICOLANDIA - PI,AGRICOLANDIA,PI,34722.5920534801
2947,-5.89,-42.63,AGUA BRANCA - PI,AGUA BRANCA,PI,88927.824893575
2948,-7,-40.93,ALAGOINHA DO PIAUI - PI,ALAGOINHA DO PIAUI,PI,45300.3036084811
2949,-7.24,-40.85,ALEGRETE DO PIAUI - PI,ALEGRETE DO PIAUI,PI,28026.0083831265
2950,-5.25,-42.21,ALTO LONGA - PI,ALTO LONGA,PI,78848.3924950528
2951,-5.03,-42.46,ALTOS - PI,ALTOS,PI,261579.956693377
2952,-8.42,-43.77,ALVORADA DO GURGUEIA - PI,ALVORADA DO GURGUEIA,PI,25394.4622847945
2953,-6.24,-42.85,AMARANTE - PI,AMARANTE,PI,115974.107902478
2954,-6.08,-42.73,ANGICAL DO PIAUI - PI,ANGICAL DO PIAUI,PI,47241.1484564423
2955,-9.18,-43.04,ANISIO DE ABREU - PI,ANISIO DE ABREU,PI,39218.5600647205
2956,-7.21,-44.19,ANTONIO ALMEIDA - PI,ANTONIO ALMEIDA,PI,17785.1573103286
2957,-6.11,-41.79,AROAZES - PI,AROAZES,PI,38717.9390974631
2958,-6.65,-42.53,ARRAIAL - PI,ARRAIAL,PI,33255.8643385171
2959,-5.86,-41.03,ASSUNCAO DO PIAUI - PI,ASSUNCAO DO PIAUI,PI,40755.549724794
2960,-10.13,-43.94,AVELINO LOPES - PI,AVELINO LOPES,PI,61791.8322847782
2961,-7.85,-45.21,BAIXA GRANDE DO RIBEIRO - PI,BAIXA GRANDE DO RIBEIRO,PI,51444.7573991537
2962,-6.51,-42.11,BARRA D'ALCANTARA - PI,BARRA D'ALCANTARA,PI,27842.8476680097
2963,-4.24,-42.29,BARRAS - PI,BARRAS,PI,252196.981703428
2964,-9.92,-45.47,BARREIRAS DO PIAUI - PI,BARREIRAS DO PIAUI,PI,19266.4613841609
2965,-5.81,-42.51,BARRO DURO - PI,BARRO DURO,PI,41131.9858640041
2966,-4.02,-42.07,BATALHA - PI,BATALHA,PI,147723.547853652
2967,-7.98,-41.86,BELA VISTA DO PIAUI - PI,BELA VISTA DO PIAUI,PI,20336.4152746372
2968,-7.37,-40.97,BELEM DO PIAUI - PI,BELEM DO PIAUI,PI,14792.3659584805
2969,-5.45,-42.36,BENEDITINOS - PI,BENEDITINOS,PI,64345.9561424106
2970,-7.64,-43.95,BERTOLINIA - PI,BERTOLINIA,PI,35009.2292321424
2971,-8.14,-40.79,BETANIA DO PIAUI - PI,BETANIA DO PIAUI,PI,47637.71702428
2972,-4.41,-42.08,BOA HORA - PI,BOA HORA,PI,27195.5666188347
2973,-6.94,-41.32,BOCAINA - PI,BOCAINA,PI,26574.2616010814
2974,-9.07,-44.35,BOM JESUS - PI,BOM JESUS,PI,93314.0340666808
2975,-3.19,-41.64,BOM PRINCIPIO DO PIAUI - PI,BOM PRINCIPIO DO PIAUI,PI,32218.7179977155
2976,-9.16,-42.87,BONFIM DO PIAUI - PI,BONFIM DO PIAUI,PI,31722.3564890142
2977,-4.48,-42.07,BOQUEIRAO DO PIAUI - PI,BOQUEIRAO DO PIAUI,PI,38664.7756845213
2978,-4.13,-41.78,BRASILEIRA - PI,BRASILEIRA,PI,50031.619110121
2979,-8.21,-42.82,BREJO DO PIAUI - PI,BREJO DO PIAUI,PI,14987.8771901185
2980,-3.17,-41.86,BURITI DOS LOPES - PI,BURITI DOS LOPES,PI,114512.92208368
2981,-5.31,-41.09,BURITI DOS MONTES - PI,BURITI DOS MONTES,PI,42284.2260590151
2982,-4.47,-42.3,CABECEIRAS DO PIAUI - PI,CABECEIRAS DO PIAUI,PI,51804.3082610632
2983,-6.76,-42.39,CAJAZEIRAS DO PIAUI - PI,CAJAZEIRAS DO PIAUI,PI,15951.287001489
2984,-2.92,-41.33,CAJUEIRO DA PRAIA - PI,CAJUEIRO DA PRAIA,PI,41536.2965548968
2985,-7.33,-40.63,CALDEIRAO GRANDE DO PIAUI - PI,CALDEIRAO GRANDE DO PIAUI,PI,34609.7163037078
2986,-7.66,-41.88,CAMPINAS DO PIAUI - PI,CAMPINAS DO PIAUI,PI,32463.7561891989
2987,-8.37,-41.83,CAMPO ALEGRE DO FIDALGO - PI,CAMPO ALEGRE DO FIDALGO,PI,26346.5613371847
2988,-7.13,-41.03,CAMPO GRANDE DO PIAUI - PI,CAMPO GRANDE DO PIAUI,PI,28768.7596479061
2989,-3.81,-42.62,CAMPO LARGO DO PIAUI - PI,CAMPO LARGO DO PIAUI,PI,32928.863358952
2990,-4.82,-42.16,CAMPO MAIOR - PI,CAMPO MAIOR,PI,280455.352326639
2991,-7.68,-43.72,CANAVIEIRA - PI,CANAVIEIRA,PI,25098.4849239988
2992,-8.11,-42.94,CANTO DO BURITI - PI,CANTO DO BURITI,PI,109069.452248441
2993,-4.45,-41.94,CAPITAO DE CAMPOS - PI,CAPITAO DE CAMPOS,PI,63749.4262855308
2994,-8.49,-41.82,CAPITAO GERVASIO OLIVEIRA - PI,CAPITAO GERVASIO OLIVEIRA,PI,31223.7948983924
2995,-9.27,-43.33,CARACOL - PI,CARACOL,PI,45463.6382704691
2996,-3.47,-41.84,CARAUBAS DO PIAUI - PI,CARAUBAS DO PIAUI,PI,24527.7317244203
2997,-7.73,-40.99,CARIDADE DO PIAUI - PI,CARIDADE DO PIAUI,PI,22671.6019003574
2998,-5.32,-41.55,CASTELO DO PIAUI - PI,CASTELO DO PIAUI,PI,119857.020715815
2999,-3.41,-41.89,CAXINGO - PI,CAXINGO,PI,16936.75164148
3000,-3.47,-41.55,COCAL - PI,COCAL,PI,142547.127067984
3001,-4.55,-41.97,COCAL DE TELHA - PI,COCAL DE TELHA,PI,27458.9504887904
3002,-3.72,-41.44,COCAL DOS ALVES - PI,COCAL DOS ALVES,PI,27772.9726067166
3003,-5.06,-42.36,COIVARAS - PI,COIVARAS,PI,21798.3583718672
3004,-8.18,-43.79,COLONIA DO GURGUEIA - PI,COLONIA DO GURGUEIA,PI,31354.5396974353
3005,-7.23,-42.17,COLONIA DO PIAUI - PI,COLONIA DO PIAUI,PI,45138.6885720777
3006,-7.87,-41.59,CONCEICAO DO CANINDE - PI,CONCEICAO DO CANINDE,PI,26546.7995977349
3007,-8.81,-42.51,CORONEL JOSE DIAS - PI,CORONEL JOSE DIAS,PI,26429.5374619901
3008,-10.44,-45.16,CORRENTE - PI,CORRENTE,PI,137751.060082105
3009,-10.65,-45.18,CRISTALANDIA DO PIAUI - PI,CRISTALANDIA DO PIAUI,PI,40155.4468729584
3010,-8.81,-44.22,CRISTINO CASTRO - PI,CRISTINO CASTRO,PI,58309.7895578666
3011,-10.03,-44.3,CURIMATA - PI,CURIMATA,PI,53653.7830733185
