"Município";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"221130 Valença do Piauí";33231,2;35934,6;38477,1;43999,2;51623,6;57296,4;65471,8;70521,4;80979,5;90154,1;101909,8;109878,6;118065,5;897542,8
"221135 Várzea Branca";4485,0;5098,6;5291,7;6499,9;7138,1;8725,6;8797,3;9775,4;11665,3;14972,4;15658,0;17889,8;17531,9;133529,0
"221140 Várzea Grande";4905,4;5395,1;5886,3;8731,6;8983,0;8865,4;10164,9;11713,9;12723,2;14613,9;16257,9;17556,5;18399,9;144197,0
"221150 Vera Mendes";3605,3;4028,7;4045,1;5246,7;4961,3;6005,1;7431,9;8298,3;10497,9;12691,0;12900,0;14508,4;14067,9;108287,6
"221160 Vila Nova do Piauí";4849,8;4889,5;4382,3;5512,4;7132,3;7554,6;9066,1;9973,1;11265,7;13305,5;14492,0;17141,0;15513,3;125077,6
"221170 Wall Ferraz";4250,8;4813,3;5169,4;6909,1;7878,9;8142,3;9916,1;10703,4;12445,4;16073,4;16550,1;19206,5;17567,9;139626,6
"220000 Município ignorado - PI";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"230010 Abaiara";11326,5;11550,5;12417,6;15396,4;16213,5;16519,5;20125,1;22976,4;29330,5;33585,3;35974,3;40206,3;39314,2;304936,1
"230015 Acarape";29110,1;29894,8;30579,8;31731,3;33141,1;32591,1;37782,6;41803,0;50533,2;57295,1;68313,6;81592,8;80588,5;604957,0
"230020 Acaraú";68209,2;83643,3;100703,5;116638,4;134321,5;141563,9;157648,1;176061,4;218401,0;232005,7;309490,0;373880,9;394094,5;2506661,4
"230030 Acopiara";71418,8;64514,6;78579,2;87137,4;101079,4;105506,6;115571,5;126516,0;156562,5;169174,5;206011,5;236657,9;236047,2;1754777,1
"230040 Aiuaba";16242,3;15549,7;18724,7;24234,9;24448,3;29667,8;37445,0;38787,8;48337,8;48680,5;54257,5;67206,4;61574,7;485157,4
"230050 Alcântaras";9651,1;12185,5;14181,5;16607,8;18344,9;20789,4;24398,1;25162,1;29028,4;32676,5;37776,5;43322,7;43301,3;327425,8
"230060 Altaneira";6488,2;6973,8;8719,9;9740,9;10966,2;12125,9;14467,7;15450,2;19654,4;21715,0;24597,8;28378,2;30144,1;209422,3
"230070 Alto Santo";32223,2;32414,9;38976,5;38786,2;41424,2;37997,3;45155,0;52059,7;65151,7;72396,8;77095,7;83943,2;78836,3;696460,7
"230075 Amontada";61176,4;67526,4;82240,5;99587,1;111075,5;126085,8;144494,2;132205,5;174615,1;153840,1;183179,8;286505,0;326337,3;1948868,7
"230080 Antonina do Norte";8062,7;7289,2;10347,3;12309,8;13816,7;16052,2;17827,7;18547,0;24090,3;24479,1;28343,0;31417,0;32584,7;245166,7
"230090 Apuiarés";14740,0;15685,7;18405,3;21322,5;23860,2;28252,3;31701,6;33642,6;42157,3;44142,6;52312,6;58694,1;58006,4;442923,2
"230100 Aquiraz";197470,1;213232,0;250230,6;248667,3;298220,8;347544,8;368052,3;392869,6;497877,6;601088,6;682570,7;801369,4;935350,6;5834544,4
"230110 Aracati";161168,0;196785,8;230527,4;262028,6;330938,6;341617,2;381465,2;369276,0;443744,5;488662,0;560865,1;657448,5;932020,2;5356547,1
"230120 Aracoiaba";34627,7;40202,6;48525,6;53938,5;56029,0;59312,7;70239,5;69703,9;87486,5;95630,5;107383,6;129706,6;124081,4;976868,1
"230125 Ararendá";15495,9;16322,7;16458,8;19260,6;20636,8;22638,5;27133,5;27422,1;34630,3;35481,9;38906,7;44712,5;43087,0;362187,3
"230130 Araripe";23920,8;29095,2;31838,4;51434,7;44969,5;48588,8;59308,0;67717,9;82420,2;84258,0;89223,0;97661,4;89124,7;799560,6
"230140 Aratuba";20983,2;21910,0;23736,6;30191,7;34422,7;36583,0;43775,8;48318,4;54755,8;50271,5;60487,5;65840,6;58733,4;550010,2
"230150 Arneiroz";11150,6;11339,6;14380,1;16804,7;17489,0;19631,8;22548,6;22889,5;30262,3;29505,7;33968,3;38740,3;36942,3;305652,8
"230160 Assaré";25922,2;25640,1;29662,9;38081,8;39323,2;42143,8;50469,9;52318,3;68968,0;76404,5;87161,3;102403,6;98805,5;737305,1
"230170 Aurora";32942,8;31592,0;39841,3;50774,9;45745,8;52019,5;63893,7;65588,4;81910,9;89421,4;98162,9;116821,7;108670,4;877385,7
"230180 Baixio";8386,3;8036,9;9598,5;11947,0;12992,4;14313,1;16324,0;16414,7;21215,9;22147,6;25021,4;28466,3;27447,6;222311,7
"230185 Banabuiú";26302,3;25236,4;29242,4;39711,1;46391,1;50789,9;54975,0;59746,2;83379,7;76057,7;83039,6;95244,5;89606,2;759722,1
"230190 Barbalha";111605,1;130094,8;140807,9;143104,4;166838,0;183663,9;211919,7;237809,1;292083,2;353660,6;454409,8;499980,8;504630,5;3430607,8
"230195 Barreira";30923,1;33267,4;37702,6;43859,2;48024,5;49278,3;57274,2;59694,8;70526,2;75484,5;87775,1;98782,4;97964,7;790557,0
"230200 Barro";27596,6;27335,1;37262,1;40478,9;39698,4;42986,4;51470,1;54594,7;73636,0;77053,9;88487,6;92314,9;95706,8;748621,5
"230205 Barroquinha";16347,3;18398,0;21921,6;27347,9;32266,1;36989,2;42074,2;43233,8;52456,8;53549,1;63493,9;70015,5;68735,8;546829,2
"230210 Baturité";45665,9;58041,2;54660,5;65070,5;74520,1;82404,0;96166,0;100234,2;119789,1;133153,4;166097,2;188505,5;182862,7;1367170,3
"230220 Beberibe";68579,0;77124,5;87921,9;104261,8;121195,3;137914,2;159858,6;158852,5;195009,6;212948,1;252153,0;305830,4;353711,7;2235360,6
"230230 Bela Cruz";37093,0;39878,5;50146,4;59319,9;62949,5;65621,3;78812,6;77203,2;98379,5;101703,0;120465,0;128297,1;140948,9;1060817,9
"230240 Boa Viagem";67680,6;78998,7;94804,8;112269,2;113948,1;123122,3;144283,4;153207,0;198611,4;194712,2;230650,7;264888,3;246907,6;2024084,3
"230250 Brejo Santo";66364,9;77122,5;81648,1;105382,2;106539,9;117740,4;127489,3;138404,5;163668,8;184787,9;239566,3;272074,0;263573,5;1944362,3
"230260 Camocim";86930,9;96711,0;123257,7;146150,5;177540,2;184258,2;198489,3;213420,2;239876,9;267008,2;318396,4;395553,5;546071,7;2993664,7
"230270 Campos Sales";34473,9;40656,3;46240,2;50155,8;57099,3;60868,6;69503,9;72010,7;88908,3;98470,1;115804,7;129033,7;127469,6;990695,1
"230280 Canindé";153478,7;180025,7;206727,0;209543,7;199086,9;196137,8;214174,2;237048,5;315322,8;307249,6;362049,7;411747,6;395114,4;3387706,6
"230290 Capistrano";20756,2;20299,0;22578,2;29043,9;30640,0;34956,6;41584,4;41496,1;50859,4;52954,9;63480,6;74833,3;69449,0;552931,6
"230300 Caridade";38184,1;51587,1;40822,4;36198,5;34821,0;34298,1;40159,8;45035,5;59627,3;60414,4;73902,6;82589,5;79136,0;676776,3
"230310 Cariré";22344,1;24894,6;29567,1;39084,9;38200,9;41852,1;46410,6;49666,6;60853,5;64844,3;73906,0;96543,8;78743,3;666911,8
"230320 Caririaçu";28646,5;29749,8;35783,5;45923,1;70206,4;50523,2;55598,8;61102,6;78542,6;87183,7;95077,2;107558,9;105973,4;851869,7
"230330 Cariús";21197,1;21705,6;24529,3;29492,5;32973,7;35283,7;38658,2;44046,3;52350,7;58820,1;67288,5;72504,2;70979,4;569829,3
"230340 Carnaubal";19240,8;19115,4;21138,3;25780,4;30969,3;32846,1;39590,3;42390,2;55065,8;65244,8;72328,2;85599,6;82021,1;591330,3
"230350 Cascavel";164038,6;190094,9;229480,7;243108,4;323345,2;336434,9;303717,1;293693,1;372206,2;388752,0;447136,7;484885,9;484910,2;4261803,9
"230360 Catarina";15270,0;15938,3;20216,6;22700,0;26050,6;30044,8;33110,9;35617,4;44886,5;47668,0;59393,9;64467,5;63679,3;479043,8
"230365 Catunda";13036,2;13590,5;17560,9;19924,8;19717,3;21821,4;25839,7;27386,6;38082,0;37738,6;44457,4;56464,6;47827,5;383447,5
"230370 Caucaia";612224,7;665918,8;770866,3;901027,4;1085418,4;1149555,2;1351617,0;1471920,7;1973209,8;2182800,9;2597520,3;3239402,6;3657134,0;21658616,1
"230380 Cedro";34230,1;34191,1;38653,7;46849,1;51369,3;57801,2;65005,5;68533,4;81780,9;90816,3;106408,0;118190,5;117037,0;910866,1
"230390 Chaval";13808,2;15624,6;17996,3;21230,7;24881,7;29414,2;32610,2;32299,6;40452,9;44236,0;52225,9;58417,8;60728,0;443926,1
"230393 Choró";15627,5;14897,8;20011,0;22332,6;23124,9;26005,5;29388,9;30405,3;37676,2;42078,0;45857,4;54744,3;52407,6;414557,0
"230395 Chorozinho";29585,6;32594,8;36771,0;39853,1;48910,1;49110,5;59259,7;57203,5;71678,6;78024,6;90322,8;99975,6;89206,9;782496,8
"230400 Coreaú";21644,0;25246,9;28591,3;33990,5;35688,6;42973,7;48253,9;50029,1;63346,7;69436,7;83172,8;89476,2;88624,2;680474,6
"230410 Crateús";119731,9;151132,0;154477,7;191524,8;193436,7;210517,2;246926,0;297323,3;317687,0;329250,6;384605,9;429759,6;409438,4;3435811,1
"230420 Crato";277649,4;297348,8;337095,6;380580,7;439434,6;471974,2;492977,6;538617,0;654220,9;943346,5;846429,0;1022157,2;1001914,8;7703746,3
"230423 Croatá";22833,2;25054,5;25374,2;33044,3;38203,0;42545,0;52519,5;47773,9;67732,7;71461,1;75025,7;83160,3;78373,3;663100,7
"230425 Cruz";30396,1;34044,3;39357,6;43464,1;46774,0;52244,6;60141,3;58763,0;77697,7;76876,8;94029,9;103470,9;108418,7;825679,0
"230426 Deputado Irapuan Pinheiro";11906,6;11163,3;14247,8;16628,0;17653,7;20989,7;24695,3;24457,5;33126,2;33931,4;36825,6;42173,9;38732,7;326531,7
"230427 Ererê";10834,9;7768,2;9925,8;12043,1;13455,6;14614,4;15763,7;18503,9;23209,4;24693,6;28657,0;30427,5;31457,1;241354,2
"230428 Eusébio";303431,0;338676,6;469744,7;444822,8;575617,8;585324,5;649460,9;773240,6;941606,1;1110364,4;1271649,3;1472106,9;1407512,3;10343557,9
"230430 Farias Brito";21904,9;23182,7;29807,7;35946,7;37506,2;41506,8;45915,4;48051,3;59642,4;64326,9;74022,4;83740,8;81091,0;646645,2
"230435 Forquilha";23874,8;26097,6;31824,7;37915,1;50606,9;61624,5;62312,0;67762,8;77912,8;85412,1;97765,7;105846,1;107662,3;836617,4
"230440 Fortaleza";11146470,1;11996571,8;14348427,4;16048065,0;17623127,6;20060099,0;22331722,1;24476377,9;28769258,8;31373473,3;37106309,5;42010110,9;43402189,6;320692203,0
"230445 Fortim";38774,4;42219,1;48184,6;69863,4;65561,3;48247,9;51838,7;51431,7;60288,6;64578,0;78141,4;88704,4;87095,7;794929,2
"230450 Frecheirinha";17398,4;18078,6;19803,6;23982,5;26560,5;29024,3;35031,1;35900,8;45899,1;51833,5;63193,4;72757,3;72526,2;511989,3
"230460 General Sampaio";7959,1;7943,9;9363,9;11545,4;12343,8;13818,2;17251,5;19390,2;25300,0;25149,8;28842,4;32587,9;32072,4;243568,5
"230465 Graça";15063,7;18410,8;20947,2;25200,9;28402,4;31728,4;37814,9;37557,4;43498,3;48740,9;55850,2;60358,2;58853,8;482427,1
"230470 Granja";48992,7;57628,2;64947,4;74522,2;85005,0;90703,8;99287,1;119080,7;145363,0;164174,6;191680,7;186714,8;196568,4;1524668,6
"230480 Granjeiro";6451,8;6882,9;7614,5;9065,2;9702,5;10966,8;12283,8;13884,6;18512,6;19945,6;19559,6;21618,7;22676,5;179165,1
"230490 Groaíras";10749,9;11104,8;14404,3;16641,8;17827,3;19085,4;21238,7;25123,3;29838,3;33251,5;40462,2;43560,3;44394,8;327682,6
"230495 Guaiúba";23540,1;26951,0;30440,3;34584,5;39463,7;43823,1;53468,9;60191,8;73832,6;82098,1;100645,7;108678,4;107068,4;784786,6
"230500 Guaraciaba do Norte";56822,8;63847,3;68957,3;91383,8;100945,8;109043,0;133193,8;142831,7;172095,5;178047,5;211715,0;236212,1;219408,6;1784504,2
"230510 Guaramiranga";12466,2;12767,4;13365,9;16782,8;15919,1;18529,5;22325,6;21821,0;23888,1;25971,5;30162,3;33589,1;29743,6;277332,1
"230520 Hidrolândia";26993,4;24832,1;35817,5;44014,3;45427,8;48797,7;59438,0;60592,2;77247,4;76315,4;89899,9;105356,2;97389,0;792120,9
"230523 Horizonte";234426,5;262046,9;313615,1;344466,9;421949,3;513510,8;521358,1;607348,4;843406,3;1053899,0;995679,5;1075084,5;939561,6;8126352,9
"230526 Ibaretama";16938,7;16060,0;23444,1;25995,6;25953,6;30260,0;38646,7;35161,3;46226,2;42029,5;47603,5;62014,8;53094,3;463428,3
"230530 Ibiapina";52715,0;50119,5;58923,7;81515,1;86006,4;87516,6;104648,8;111080,5;132462,9;279854,6;144316,0;169240,2;152261,5;1510660,8
"230533 Ibicuitinga";14127,3;12618,2;16988,8;19746,4;20246,7;26404,1;32100,5;29185,5;38498,5;40382,1;45344,9;53391,3;51551,9;400586,2
"230535 Icapuí";47352,8;54731,4;60577,5;70934,4;77585,7;95452,2;119645,2;133731,0;150933,9;157077,5;191557,3;194011,0;223095,9;1576685,8
"230540 Icó";85399,2;86707,2;96723,6;115029,4;128580,8;140620,5;167916,6;184776,5;215823,2;238344,5;287336,3;315113,5;317608,4;2379979,7
"230550 Iguatu";225521,7;251862,4;272960,1;308738,4;364614,3;387760,6;447737,4;467469,3;539250,2;599954,6;763189,9;878952,5;881127,8;6389139,2
"230560 Independência";37581,2;40191,6;45982,9;55288,4;60230,3;62745,2;73530,5;75692,8;99007,3;106142,1;121426,0;145430,5;127662,1;1050910,9
"230565 Ipaporanga";14354,1;17785,4;18301,4;22830,2;22469,5;24113,6;27952,7;26459,2;32689,5;34315,1;39695,7;50050,9;45346,7;376364,0
"230570 Ipaumirim";16792,1;15416,6;19741,6;21835,3;23399,2;25375,2;28785,6;33002,3;40559,7;42845,3;50179,5;55494,5;56073,0;429499,9
"230580 Ipu";55768,3;63545,9;68657,1;81916,3;92627,3;106962,8;123617,9;125905,1;141690,4;161871,4;186622,3;213079,2;206252,3;1628516,3
"230590 Ipueiras";46712,0;50786,2;56079,1;68531,1;75380,6;82137,7;93521,1;103085,1;126173,4;135857,8;155112,8;176875,0;170385,1;1340637,0
"230600 Iracema";21839,4;19913,1;23129,3;27617,6;32445,5;35632,7;39346,6;46253,8;55802,1;62453,9;72541,5;75249,8;78396,0;590621,3
"230610 Irauçuba";25874,9;25901,4;31784,1;36316,6;39238,9;44446,8;50290,4;56079,3;71141,3;76481,8;88469,1;102762,9;103580,2;752367,7
"230620 Itaiçaba";12490,4;15557,1;18108,0;20462,3;23550,4;26562,7;31198,1;31515,9;27340,1;27901,4;35175,3;35875,7;36012,7;341750,1
"230625 Itaitinga";41084,2;38700,6;49457,0;56070,3;70631,7;82804,8;95942,7;101641,4;135257,9;156409,9;183011,8;211941,0;184857,6;1407810,9
"230630 Itapagé";81818,6;94596,8;126321,2;144823,6;168342,6;189243,0;183499,3;178727,6;234547,8;248985,6;422579,8;344175,3;316789,3;2734450,5
"230640 Itapipoca";191802,1;227126,8;254198,1;283479,3;344257,6;334952,0;402567,8;406071,1;495764,0;530091,8;626530,1;737522,9;784734,9;5619098,5
"230650 Itapiúna";20161,2;20481,7;23662,6;28307,3;30654,3;37154,6;43795,5;47372,7;59444,8;57150,2;68108,7;80935,5;75390,6;592619,7
"230655 Itarema";54589,2;62376,1;68722,7;93617,1;103915,1;112100,6;152753,8;154194,8;171525,1;162319,5;206614,2;240412,5;235261,5;1818402,2
"230660 Itatira";24562,1;22180,7;28140,3;38293,3;40737,3;40030,0;49260,5;52170,7;73755,0;66827,3;74316,9;92482,1;75282,6;678038,8
"230670 Jaguaretama";35085,8;34337,6;43953,6;51047,9;51266,9;56042,5;62693,1;67427,0;82656,0;82712,0;90615,3;105782,7;96019,8;859640,2
"230680 Jaguaribara";19975,7;20476,8;31220,7;31400,1;42033,5;34204,8;36288,1;34880,5;46233,0;49736,0;58002,4;63066,9;67207,6;534726,1
"230690 Jaguaribe";72181,6;81915,0;87284,1;100651,1;110598,3;114763,2;136143,1;150060,5;185928,5;204830,8;223808,9;266101,3;271542,5;2005808,9
"230700 Jaguaruana";62990,7;67285,1;79776,1;89625,2;105757,4;117738,6;145684,9;146225,3;184925,6;209502,0;238067,9;241135,6;215233,9;1903948,3
"230710 Jardim";27713,6;31545,4;36065,2;43792,3;48185,1;53127,6;61014,1;66000,0;83429,6;91854,5;102759,1;107518,1;110780,9;863785,5
"230720 Jati";9848,3;9040,5;10961,1;14084,4;14279,9;16363,7;19078,6;19877,2;25968,4;28888,8;30035,5;35524,4;33919,4;267870,2
"230725 Jijoca de Jericoacoara";16461,9;19392,9;23043,2;27052,5;32071,8;36543,6;43688,3;45269,4;57978,7;63947,2;79039,4;88306,4;92610,6;625405,9
"230730 Juazeiro do Norte";474628,6;531172,2;610317,6;678098,7;770443,2;856517,2;1095442,4;1164672,8;1413194,1;1587640,6;1959968,9;2249645,1;2354691,8;15746433,2
"230740 Jucás";28852,1;31200,7;35176,7;40011,9;44119,9;48339,8;53439,4;60955,5;70520,9;87718,3;100984,5;114774,3;107837,2;823931,2
"230750 Lavras da Mangabeira";41886,1;44655,8;49833,5;58018,6;59527,7;66635,2;75867,9;81120,7;96157,3;105809,0;120970,2;134949,3;133781,3;1069212,6
"230760 Limoeiro do Norte";112851,4;140636,9;144982,7;171412,9;218775,0;270191,9;330732,1;402130,3;492660,1;353667,6;402179,6;422923,8;424366,5;3887510,8
"230763 Madalena";22159,8;24757,4;33946,1;37545,4;35483,4;39106,0;46144,6;49188,2;68103,6;65246,1;76997,2;91360,5;83652,4;673690,7
"230765 Maracanaú";1346161,8;1406087,5;1643834,1;1754203,9;2151089,8;2312878,3;2366431,5;2607789,1;3142945,2;3561350,4;4100335,6;4797823,9;4789878,3;35980809,4
"230770 Maranguape";202347,3;224590,7;257586,3;281847,2;384866,7;466063,1;532865,0;578078,1;646870,3;640186,0;753273,4;802652,4;823652,2;6594878,7
"230780 Marco";31639,7;38691,1;43556,7;51445,6;59272,9;64635,3;72107,3;82149,5;96869,8;108341,4;136566,4;146040,3;159531,1;1090847,1
"230790 Martinópole";9184,1;11282,9;12640,8;14195,9;16082,9;16914,7;18608,5;20371,9;26741,5;30254,4;35681,8;40535,3;38327,8;290822,5
"230800 Massapê";35740,7;43488,8;48662,7;61532,5;67113,7;73857,6;91472,1;95391,1;113754,4;118766,5;134579,8;150628,2;150333,1;1185321,2
"230810 Mauriti";62169,2;61836,0;72637,1;84647,5;87112,3;91581,6;102183,1;128302,8;156519,6;170078,5;176511,5;222851,7;205236,1;1621667,0
"230820 Meruoca";14012,8;13543,4;16968,3;21302,0;23602,5;25068,1;29874,4;30138,1;35671,6;39825,0;49499,5;56707,5;57176,9;413390,1
"230830 Milagres";41116,9;38183,2;48230,1;59818,1;57294,5;58812,9;65630,8;69328,8;87617,5;103905,5;116868,5;131084,6;125140,2;1003031,6
"230835 Milhã";17953,6;18427,6;23491,7;25344,5;26833,2;33601,7;39051,5;39242,4;53755,4;49256,9;56046,2;65570,9;60088,9;508664,5
"230837 Miraíma";13382,0;12908,3;16113,4;17818,8;19945,7;21603,5;24955,9;26124,9;34051,5;37960,7;45389,4;50885,9;53045,2;374185,2
"230840 Missão Velha";40593,6;43539,9;49840,2;59519,4;63931,8;66358,8;82107,1;96152,4;116089,0;136206,1;151709,7;171811,1;161190,9;1239050,0
"230850 Mombaça";52183,2;55729,4;64119,9;73821,5;79785,7;90074,5;101984,5;106540,9;139409,1;142379,9;159523,1;174286,6;165744,1;1405582,4
"230860 Monsenhor Tabosa";20770,6;22249,6;25284,9;31524,2;33023,5;34824,5;41138,9;42761,7;56026,0;55883,3;64855,5;83015,8;72659,2;584017,7
"230870 Morada Nova";125196,3;124937,6;148461,0;170609,8;188162,3;193658,6;234803,0;265765,7;321511,4;349826,4;383022,7;447877,4;415746,2;3369578,4
"230880 Moraújo";7848,3;9795,9;10661,1;14917,2;15935,4;20086,2;22393,4;20829,4;24599,0;27320,8;32736,3;37257,5;36808,9;281189,4
"230890 Morrinhos";22151,6;22469,8;28896,8;41746,5;38378,5;39673,9;45101,1;48238,8;60420,4;68981,2;80390,9;89780,4;89651,1;675881,0
"230900 Mucambo";15368,5;18311,9;21372,3;25878,3;30001,0;29915,9;34126,0;35646,2;42957,1;45531,4;53597,3;62790,0;60943,1;476439,0
"230910 Mulungu";14764,8;14821,6;15304,3;17599,1;22412,0;25896,9;29186,2;40736,9;52791,3;46753,1;52811,0;59483,0;54964,1;447524,3
"230920 Nova Olinda";19630,6;20296,5;23588,8;24830,5;48087,9;31120,3;35992,2;37694,9;46372,4;53576,4;65168,0;74980,7;70526,5;551865,7
"230930 Nova Russas";45283,8;54196,2;56019,0;66812,3;72511,1;79963,1;90112,8;95508,1;119750,5;120805,5;146939,2;164528,4;168473,7;1280903,7
"230940 Novo Oriente";36200,4;42931,2;45672,6;49003,8;50364,2;55511,2;68423,6;70375,2;91219,2;93385,9;103713,2;133476,3;113398,4;953675,2
"230945 Ocara";27746,8;30140,9;37754,5;41600,1;49072,9;47060,9;57261,9;55280,1;71180,3;75644,9;84802,2;98036,2;95419,5;771001,2
"230950 Orós";38099,8;38025,2;43171,9;49744,3;49780,7;60249,3;69582,6;73016,1;85569,6;91303,7;106293,6;115808,6;116723,6;937369,0
"230960 Pacajus";246573,7;255724,7;281897,9;303442,8;363507,2;357707,8;365922,3;377441,8;416827,6;460832,4;514523,7;600109,2;599849,2;5144360,3
"230970 Pacatuba";133322,9;159458,6;175404,4;180366,1;212326,1;214619,6;362834,7;364692,1;457229,5;476586,9;554877,7;641458,2;650909,5;4584086,3
"230980 Pacoti";18545,9;17648,9;18423,2;22553,2;26056,5;29669,5;36421,9;37386,3;45036,9;48071,7;55036,1;63565,6;55413,8;473829,5
"230990 Pacujá";6665,6;9088,5;9646,9;11791,5;12622,1;13298,2;15930,0;16196,4;19037,9;21235,2;26151,0;27416,4;28688,6;217768,3
"231000 Palhano";10639,8;11594,5;15344,3;15349,6;20676,4;18640,8;22405,7;33377,1;31095,7;38895,8;46890,4;46615,9;41981,8;353507,8
"231010 Palmácia";13571,2;14301,7;14864,4;17732,0;18581,9;19960,9;23335,3;24064,8;32799,5;34299,3;43612,3;50051,1;47173,9;354348,3
"231020 Paracuru";71633,4;74086,4;90625,5;106269,3;115817,3;140441,0;153664,7;150208,2;180252,3;166519,7;196505,9;295400,8;396224,1;2137648,6
"231025 Paraipaba";45282,7;47991,9;53162,6;65010,5;72816,8;88388,5;111250,7;114770,7;127149,3;140732,9;174950,6;202397,3;199730,9;1443635,4
"231030 Parambu";39151,7;44551,4;54219,1;63221,4;59249,2;72030,5;87925,5;77591,0;108343,2;103983,7;121650,2;132462,2;128353,1;1092732,2
"231040 Paramoti";12752,8;13008,8;16114,6;19501,6;22154,1;23737,8;29810,0;32634,1;40756,9;41973,6;49672,3;59581,5;51852,0;413550,1
"231050 Pedra Branca";46910,9;49395,6;67515,9;69002,5;74896,2;91413,5;99192,2;99295,2;135271,9;132182,9;156465,3;182755,3;168418,2;1372715,6
"231060 Penaforte";8878,7;9175,6;10658,7;13356,2;14038,5;15631,4;19089,9;26345,2;33080,5;39606,4;44003,8;48003,4;50033,5;331901,8
"231070 Pentecoste";42639,7;45578,7;53319,4;58534,1;63599,0;75887,5;97006,4;102133,1;128518,5;149298,3;183021,8;225461,6;300895,4;1525893,5
"231080 Pereiro";20054,8;19322,7;24091,0;27903,6;30416,7;31280,4;37057,0;39522,8;49850,4;53559,4;62447,0;72114,1;71231,8;538851,7
"231085 Pindoretama";22520,3;25627,6;29768,8;35997,2;38943,0;45340,7;48276,3;54424,5;58112,5;78477,0;90237,0;101648,3;104306,4;733679,6
"231090 Piquet Carneiro";17634,7;17830,3;22333,3;25243,7;27825,2;30614,9;34524,2;37854,9;47389,5;51225,4;61280,6;68442,2;66787,2;508986,1
"231095 Pires Ferreira";10680,9;12763,0;14021,5;16850,8;18556,9;22135,8;26869,6;24468,1;30785,6;31377,7;38288,7;43346,9;40111,9;330257,4
"231100 Poranga";12757,7;15350,4;15924,5;18171,4;20586,3;22971,8;27266,6;26574,5;32539,9;35091,9;42277,6;46225,6;42093,4;357831,6
"231110 Porteiras";17810,2;18606,0;22611,6;28755,8;28291,8;31142,5;34743,2;39220,6;48632,3;53113,1;59398,7;67014,4;64790,5;514130,7
"231120 Potengi";10321,4;11144,9;14058,3;16895,4;17965,9;21071,2;25752,2;24775,3;31787,0;34221,6;40315,8;44187,5;44069,8;336566,3
"231123 Potiretama";10917,9;8971,3;11227,3;12556,4;14760,7;14305,4;17315,3;18323,3;24174,0;25386,5;28318,9;32494,2;30427,4;249178,6
"231126 Quiterianópolis";20433,0;26226,8;30477,6;31332,0;33314,7;41665,9;51814,6;48353,5;61892,0;63458,4;71562,8;102058,3;95154,8;677744,4
"231130 Quixadá";140943,6;154472,5;169404,6;195913,9;210647,2;235315,8;262607,2;284369,2;361839,1;449810,7;538778,3;602743,3;622865,5;4229710,9
"231135 Quixelô";24195,1;34130,1;32176,5;37625,3;39019,3;43379,4;54218,6;46159,6;54587,5;56961,9;66707,5;77575,7;57750,3;624486,8
"231140 Quixeramobim";113963,2;120509,6;133753,0;169071,2;197476,8;211838,3;254305,5;278281,9;325702,5;348433,8;405314,5;481551,8;466767,2;3506969,3
"231150 Quixeré";36964,0;61931,4;80881,9;83121,5;141866,4;128897,3;163727,2;178387,4;198614,7;135614,3;776829,3;159683,2;156689,6;2303208,2
"231160 Redenção";52861,9;56605,0;60543,0;62890,4;70419,8;78051,1;97719,7;77332,1;91325,3;99329,2;120712,6;140357,8;139484,8;1147632,7
"231170 Reriutaba";26682,8;31175,9;32601,1;39143,4;44196,3;47801,1;56741,0;54859,2;65670,3;70444,7;85705,0;98322,3;94949,4;748292,5
"231180 Russas";132362,8;144202,8;176750,9;213109,7;261185,1;290899,6;346242,2;377099,2;435378,5;438673,5;555646,2;607673,6;634363,1;4613587,2
"231190 Saboeiro";18662,3;19446,6;24190,3;26747,0;27939,7;31980,2;33047,4;35818,4;42963,2;48815,9;55998,6;61844,7;62016,9;489471,2
"231195 Salitre";15008,7;21289,0;31559,4;47635,6;35422,3;31986,9;41080,7;50412,9;81362,8;77841,8;63969,1;77379,8;63377,4;638326,4
"231220 Santa Quitéria";80295,6;88440,4;115263,9;124383,1;130431,7;126715,3;137110,6;141112,1;186944,3;190520,3;222221,1;251855,8;240212,0;2035506,2
"231200 Santana do Acaraú";38481,1;41560,3;50557,2;59157,7;62989,7;68658,6;84176,8;88142,1;105152,9;108306,0;122747,5;139473,5;137083,6;1106487,0
