Comuna,Poblacion,date,cases,diff_cases
Algarrobo,15174.0,2020-04-01,7.0,7.0
Algarrobo,15174.0,2020-04-03,9.0,2.0
Algarrobo,15174.0,2020-04-06,9.0,0.0
Algarrobo,15174.0,2020-04-10,8.0,0.0
Algarrobo,15174.0,2020-04-13,8.0,0.0
Algarrobo,15174.0,2020-04-15,9.0,1.0
Algarrobo,15174.0,2020-04-17,9.0,0.0
Algarrobo,15174.0,2020-04-20,9.0,0.0
Algarrobo,15174.0,2020-04-24,9.0,0.0
Algarrobo,15174.0,2020-04-27,10.0,1.0
Algarrobo,15174.0,2020-05-01,10.0,0.0
Algarrobo,15174.0,2020-05-04,10.0,0.0
Algarrobo,15174.0,2020-05-08,12.0,2.0
Algarrobo,15174.0,2020-05-11,14.0,2.0
Algarrobo,15174.0,2020-05-15,19.0,5.0
Algarrobo,15174.0,2020-05-18,23.0,4.0
Algarrobo,15174.0,2020-05-22,32.0,9.0
Algarrobo,15174.0,2020-05-25,33.0,1.0
Algarrobo,15174.0,2020-05-29,36.0,3.0
Algarrobo,15174.0,2020-06-01,42.0,6.0
Algarrobo,15174.0,2020-06-05,48.0,6.0
Algarrobo,15174.0,2020-06-08,57.0,9.0
Algarrobo,15174.0,2020-06-12,67.0,10.0
Algarrobo,15174.0,2020-06-15,72.0,5.0
Algarrobo,15174.0,2020-06-19,82.0,10.0
Algarrobo,15174.0,2020-06-23,89.0,7.0
Algarrobo,15174.0,2020-06-28,96.0,7.0
Algarrobo,15174.0,2020-07-01,98.0,2.0
Algarrobo,15174.0,2020-07-05,100.0,2.0
Algarrobo,15174.0,2020-07-10,101.0,1.0
Algarrobo,15174.0,2020-07-13,103.0,2.0
Algarrobo,15174.0,2020-07-17,106.0,3.0
Algarrobo,15174.0,2020-07-20,107.0,1.0
Algarrobo,15174.0,2020-07-24,108.0,1.0
Algarrobo,15174.0,2020-07-27,109.0,1.0
Algarrobo,15174.0,2020-07-31,110.0,1.0
Algarrobo,15174.0,2020-08-03,110.0,0.0
Algarrobo,15174.0,2020-08-07,110.0,0.0
Algarrobo,15174.0,2020-08-10,110.0,0.0
Algarrobo,15174.0,2020-08-14,112.0,2.0
Algarrobo,15174.0,2020-08-17,114.0,2.0
Algarrobo,15174.0,2020-08-21,117.0,3.0
Algarrobo,15174.0,2020-08-24,118.0,1.0
Algarrobo,15174.0,2020-08-28,129.0,11.0
Algarrobo,15174.0,2020-08-31,136.0,7.0
Algarrobo,15174.0,2020-09-04,138.0,2.0
Algarrobo,15174.0,2020-09-07,142.0,4.0
Algarrobo,15174.0,2020-09-11,144.0,2.0
Algarrobo,15174.0,2020-09-14,146.0,2.0
Algarrobo,15174.0,2020-09-18,147.0,1.0
Algarrobo,15174.0,2020-09-21,151.0,4.0
Algarrobo,15174.0,2020-09-25,154.0,3.0
Algarrobo,15174.0,2020-09-28,155.0,1.0
Algarrobo,15174.0,2020-10-02,156.0,1.0
Algarrobo,15174.0,2020-10-05,166.0,10.0
Algarrobo,15174.0,2020-10-09,169.0,3.0
Algarrobo,15174.0,2020-10-12,170.0,1.0
Algarrobo,15174.0,2020-10-16,172.0,2.0
Algarrobo,15174.0,2020-10-19,172.0,0.0
Algarrobo,15174.0,2020-10-24,182.0,10.0
Algarrobo,15174.0,2020-10-26,184.0,2.0
Algarrobo,15174.0,2020-10-30,187.0,3.0
Algarrobo,15174.0,2020-11-02,197.0,10.0
Algarrobo,15174.0,2020-11-06,210.0,13.0
Algarrobo,15174.0,2020-11-13,206.0,2.0
Algarrobo,15174.0,2020-11-16,208.0,2.0
Algarrobo,15174.0,2020-11-20,208.0,0.0
Algarrobo,15174.0,2020-11-23,211.0,3.0
Algarrobo,15174.0,2020-11-27,211.0,0.0
Algarrobo,15174.0,2020-11-30,221.0,10.0
Algarrobo,15174.0,2020-12-04,231.0,10.0
Algarrobo,15174.0,2020-12-07,233.0,2.0
Algarrobo,15174.0,2020-12-11,235.0,2.0
Algarrobo,15174.0,2020-12-14,237.0,2.0
Algarrobo,15174.0,2020-12-18,243.0,6.0
Algarrobo,15174.0,2020-12-21,244.0,1.0
Algarrobo,15174.0,2020-12-25,247.0,3.0
Algarrobo,15174.0,2020-12-28,248.0,1.0
Algarrobo,15174.0,2021-01-01,250.0,2.0
Algarrobo,15174.0,2021-01-04,251.0,1.0
Algarrobo,15174.0,2021-01-08,252.0,1.0
Algarrobo,15174.0,2021-01-11,264.0,12.0
Algarrobo,15174.0,2021-01-15,278.0,14.0
Algarrobo,15174.0,2021-01-18,282.0,4.0
Algarrobo,15174.0,2021-01-22,300.0,18.0
Algarrobo,15174.0,2021-01-25,316.0,16.0
Algarrobo,15174.0,2021-01-29,327.0,11.0
Algarrobo,15174.0,2021-02-01,333.0,6.0
Algarrobo,15174.0,2021-02-05,341.0,8.0
Algarrobo,15174.0,2021-02-08,358.0,17.0
Algarrobo,15174.0,2021-02-12,376.0,18.0
Algarrobo,15174.0,2021-02-15,390.0,14.0
Algarrobo,15174.0,2021-02-19,400.0,10.0
Algarrobo,15174.0,2021-02-22,411.0,11.0
Algarrobo,15174.0,2021-02-26,426.0,15.0
Algarrobo,15174.0,2021-03-01,435.0,9.0
Algarrobo,15174.0,2021-03-05,461.0,26.0
Algarrobo,15174.0,2021-03-08,471.0,10.0
Algarrobo,15174.0,2021-03-12,487.0,16.0
Algarrobo,15174.0,2021-03-15,500.0,13.0
Algarrobo,15174.0,2021-03-19,512.0,12.0
Algarrobo,15174.0,2021-03-22,519.0,7.0
Algarrobo,15174.0,2021-03-26,532.0,13.0
Algarrobo,15174.0,2021-03-29,556.0,24.0
Algarrobo,15174.0,2021-04-02,579.0,23.0
Algarrobo,15174.0,2021-04-05,608.0,29.0
Algarrobo,15174.0,2021-04-09,619.0,11.0
Algarrobo,15174.0,2021-04-12,628.0,9.0
Algarrobo,15174.0,2021-04-16,651.0,23.0
Algarrobo,15174.0,2021-04-19,679.0,28.0
Algarrobo,15174.0,2021-04-23,722.0,43.0
Algarrobo,15174.0,2021-04-26,751.0,29.0
Algarrobo,15174.0,2021-04-30,772.0,21.0
Algarrobo,15174.0,2021-05-03,782.0,10.0
Algarrobo,15174.0,2021-05-07,804.0,22.0
Algarrobo,15174.0,2021-05-10,808.0,4.0
Algarrobo,15174.0,2021-05-14,822.0,14.0
Algarrobo,15174.0,2021-05-17,838.0,16.0
Algarrobo,15174.0,2021-05-21,855.0,17.0
Algarrobo,15174.0,2021-05-24,868.0,13.0
Algarrobo,15174.0,2021-05-28,882.0,14.0
Algarrobo,15174.0,2021-05-31,908.0,26.0
Algarrobo,15174.0,2021-06-04,936.0,28.0
Algarrobo,15174.0,2021-06-07,955.0,19.0
Algarrobo,15174.0,2021-06-11,978.0,23.0
Algarrobo,15174.0,2021-06-14,989.0,11.0
Algarrobo,15174.0,2021-06-18,1008.0,19.0
Algarrobo,15174.0,2021-06-21,1021.0,13.0
Algarrobo,15174.0,2021-06-25,1040.0,19.0
Algarrobo,15174.0,2021-06-28,1052.0,12.0
Algarrobo,15174.0,2021-07-02,1064.0,12.0
Algarrobo,15174.0,2021-07-05,1072.0,8.0
Algarrobo,15174.0,2021-07-09,1086.0,14.0
Algarrobo,15174.0,2021-07-12,1097.0,11.0
Algarrobo,15174.0,2021-07-16,1106.0,9.0
Algarrobo,15174.0,2021-07-19,1107.0,1.0
Algarrobo,15174.0,2021-07-23,1114.0,7.0
Algarrobo,15174.0,2021-07-26,1118.0,4.0
Algarrobo,15174.0,2021-07-30,1126.0,8.0
Algarrobo,15174.0,2021-08-02,1129.0,3.0
Algarrobo,15174.0,2021-08-06,1147.0,18.0
Algarrobo,15174.0,2021-08-09,1153.0,6.0
Algarrobo,15174.0,2021-08-13,1154.0,1.0
Algarrobo,15174.0,2021-08-16,1158.0,4.0
Algarrobo,15174.0,2021-08-20,1161.0,3.0
Algarrobo,15174.0,2021-08-23,1161.0,0.0
Algarrobo,15174.0,2021-08-27,1162.0,1.0
Algarrobo,15174.0,2021-08-30,1166.0,4.0
Algarrobo,15174.0,2021-09-03,1167.0,1.0
Algarrobo,15174.0,2021-09-06,1169.0,2.0
Algarrobo,15174.0,2021-09-10,1173.0,4.0
Algarrobo,15174.0,2021-09-13,1174.0,1.0
Alhue,7405.0,2020-05-22,2.0,2.0
Alhue,7405.0,2020-05-25,3.0,1.0
Alhue,7405.0,2020-05-29,5.0,2.0
Alhue,7405.0,2020-06-01,7.0,2.0
Alhue,7405.0,2020-06-05,7.0,0.0
Alhue,7405.0,2020-06-08,10.0,3.0
Alhue,7405.0,2020-06-12,16.0,6.0
Alhue,7405.0,2020-06-15,22.0,6.0
Alhue,7405.0,2020-06-19,52.0,30.0
Alhue,7405.0,2020-06-23,63.0,11.0
Alhue,7405.0,2020-06-28,75.0,12.0
Alhue,7405.0,2020-07-01,84.0,9.0
Alhue,7405.0,2020-07-05,98.0,14.0
Alhue,7405.0,2020-07-10,122.0,24.0
Alhue,7405.0,2020-07-13,137.0,15.0
Alhue,7405.0,2020-07-17,151.0,14.0
Alhue,7405.0,2020-07-20,160.0,9.0
Alhue,7405.0,2020-07-24,167.0,7.0
Alhue,7405.0,2020-07-27,180.0,13.0
Alhue,7405.0,2020-07-31,186.0,6.0
Alhue,7405.0,2020-08-03,201.0,15.0
Alhue,7405.0,2020-08-07,204.0,3.0
Alhue,7405.0,2020-08-10,217.0,13.0
Alhue,7405.0,2020-08-14,239.0,22.0
Alhue,7405.0,2020-08-17,251.0,12.0
Alhue,7405.0,2020-08-21,259.0,8.0
Alhue,7405.0,2020-08-24,278.0,19.0
Alhue,7405.0,2020-08-28,291.0,13.0
Alhue,7405.0,2020-08-31,299.0,8.0
Alhue,7405.0,2020-09-04,305.0,6.0
Alhue,7405.0,2020-09-07,327.0,22.0
Alhue,7405.0,2020-09-11,337.0,10.0
Alhue,7405.0,2020-09-14,341.0,4.0
Alhue,7405.0,2020-09-18,347.0,6.0
Alhue,7405.0,2020-09-21,349.0,2.0
Alhue,7405.0,2020-09-25,350.0,1.0
Alhue,7405.0,2020-09-28,356.0,6.0
Alhue,7405.0,2020-10-02,362.0,6.0
Alhue,7405.0,2020-10-05,365.0,3.0
Alhue,7405.0,2020-10-09,368.0,3.0
Alhue,7405.0,2020-10-12,369.0,1.0
Alhue,7405.0,2020-10-16,372.0,3.0
Alhue,7405.0,2020-10-19,373.0,1.0
Alhue,7405.0,2020-10-24,375.0,2.0
Alhue,7405.0,2020-10-26,380.0,5.0
Alhue,7405.0,2020-10-30,396.0,16.0
Alhue,7405.0,2020-11-02,398.0,2.0
Alhue,7405.0,2020-11-06,400.0,2.0
Alhue,7405.0,2020-11-09,401.0,1.0
Alhue,7405.0,2020-11-13,402.0,1.0
Alhue,7405.0,2020-11-16,402.0,0.0
Alhue,7405.0,2020-11-20,402.0,0.0
Alhue,7405.0,2020-11-23,403.0,1.0
Alhue,7405.0,2020-11-27,404.0,1.0
Alhue,7405.0,2020-11-30,409.0,5.0
Alhue,7405.0,2020-12-04,411.0,2.0
Alhue,7405.0,2020-12-07,412.0,1.0
Alhue,7405.0,2020-12-11,412.0,0.0
Alhue,7405.0,2020-12-14,412.0,0.0
Alhue,7405.0,2020-12-18,413.0,1.0
Alhue,7405.0,2020-12-21,413.0,0.0
Alhue,7405.0,2020-12-25,413.0,0.0
Alhue,7405.0,2020-12-28,413.0,0.0
Alhue,7405.0,2021-01-04,416.0,4.0
Alhue,7405.0,2021-01-08,417.0,1.0
Alhue,7405.0,2021-01-11,418.0,1.0
Alhue,7405.0,2021-01-18,417.0,0.0
Alhue,7405.0,2021-01-22,418.0,1.0
Alhue,7405.0,2021-01-25,419.0,1.0
Alhue,7405.0,2021-01-29,419.0,0.0
Alhue,7405.0,2021-02-01,423.0,4.0
Alhue,7405.0,2021-02-08,425.0,3.0
Alhue,7405.0,2021-02-12,427.0,2.0
Alhue,7405.0,2021-02-15,427.0,0.0
Alhue,7405.0,2021-02-19,428.0,1.0
Alhue,7405.0,2021-02-22,436.0,8.0
Alhue,7405.0,2021-02-26,447.0,11.0
Alhue,7405.0,2021-03-05,455.0,9.0
Alhue,7405.0,2021-03-08,456.0,1.0
Alhue,7405.0,2021-03-12,460.0,4.0
Alhue,7405.0,2021-03-15,463.0,3.0
Alhue,7405.0,2021-03-19,472.0,9.0
Alhue,7405.0,2021-03-22,474.0,2.0
Alhue,7405.0,2021-03-26,478.0,4.0
Alhue,7405.0,2021-03-29,515.0,37.0
Alhue,7405.0,2021-04-02,538.0,23.0
Alhue,7405.0,2021-04-05,551.0,13.0
Alhue,7405.0,2021-04-09,563.0,12.0
Alhue,7405.0,2021-04-12,579.0,16.0
Alhue,7405.0,2021-04-16,593.0,14.0
Alhue,7405.0,2021-04-19,603.0,10.0
Alhue,7405.0,2021-04-23,614.0,11.0
Alhue,7405.0,2021-04-26,616.0,2.0
Alhue,7405.0,2021-04-30,627.0,11.0
Alhue,7405.0,2021-05-03,629.0,2.0
Alhue,7405.0,2021-05-07,642.0,13.0
Alhue,7405.0,2021-05-10,645.0,3.0
Alhue,7405.0,2021-05-14,652.0,7.0
Alhue,7405.0,2021-05-17,653.0,1.0
Alhue,7405.0,2021-05-21,656.0,3.0
Alhue,7405.0,2021-05-24,660.0,4.0
Alhue,7405.0,2021-05-28,669.0,9.0
Alhue,7405.0,2021-05-31,673.0,4.0
Alhue,7405.0,2021-06-04,682.0,9.0
Alhue,7405.0,2021-06-07,698.0,16.0
Alhue,7405.0,2021-06-11,710.0,12.0
Alhue,7405.0,2021-06-14,721.0,11.0
Alhue,7405.0,2021-06-18,731.0,10.0
Alhue,7405.0,2021-06-21,736.0,5.0
Alhue,7405.0,2021-06-25,743.0,7.0
Alhue,7405.0,2021-06-28,747.0,4.0
Alhue,7405.0,2021-07-02,751.0,4.0
Alhue,7405.0,2021-07-05,761.0,10.0
Alhue,7405.0,2021-07-09,767.0,6.0
Alhue,7405.0,2021-07-12,774.0,7.0
Alhue,7405.0,2021-07-16,775.0,1.0
Alhue,7405.0,2021-07-19,779.0,4.0
Alhue,7405.0,2021-07-23,785.0,6.0
Alhue,7405.0,2021-07-26,787.0,2.0
Alhue,7405.0,2021-07-30,787.0,0.0
Alhue,7405.0,2021-08-02,788.0,1.0
Alhue,7405.0,2021-08-06,790.0,2.0
Alhue,7405.0,2021-08-09,790.0,0.0
Alhue,7405.0,2021-08-13,792.0,2.0
Alhue,7405.0,2021-08-16,794.0,2.0
Alhue,7405.0,2021-08-20,795.0,1.0
Alhue,7405.0,2021-08-27,796.0,2.0
Alhue,7405.0,2021-08-30,796.0,0.0
Alhue,7405.0,2021-09-03,796.0,0.0
Alhue,7405.0,2021-09-06,796.0,0.0
Alhue,7405.0,2021-09-10,796.0,0.0
Alhue,7405.0,2021-09-13,796.0,0.0
Alto Biobio,6775.0,2020-04-15,1.0,1.0
Alto Biobio,6775.0,2020-04-17,1.0,0.0
Alto Biobio,6775.0,2020-04-20,1.0,0.0
Alto Biobio,6775.0,2020-05-22,1.0,0.0
Alto Biobio,6775.0,2020-05-25,17.0,16.0
Alto Biobio,6775.0,2020-05-29,45.0,28.0
Alto Biobio,6775.0,2020-06-01,88.0,43.0
Alto Biobio,6775.0,2020-06-05,98.0,10.0
Alto Biobio,6775.0,2020-06-08,120.0,22.0
Alto Biobio,6775.0,2020-06-12,123.0,3.0
Alto Biobio,6775.0,2020-06-15,132.0,9.0
Alto Biobio,6775.0,2020-06-19,151.0,19.0
Alto Biobio,6775.0,2020-06-23,158.0,7.0
Alto Biobio,6775.0,2020-06-28,162.0,4.0
Alto Biobio,6775.0,2020-07-01,162.0,0.0
Alto Biobio,6775.0,2020-07-10,162.0,5.0
Alto Biobio,6775.0,2020-07-13,167.0,5.0
Alto Biobio,6775.0,2020-07-17,168.0,1.0
Alto Biobio,6775.0,2020-07-20,169.0,1.0
Alto Biobio,6775.0,2020-07-24,171.0,2.0
Alto Biobio,6775.0,2020-07-27,171.0,0.0
Alto Biobio,6775.0,2020-07-31,172.0,1.0
Alto Biobio,6775.0,2020-08-03,173.0,1.0
Alto Biobio,6775.0,2020-08-07,173.0,0.0
Alto Biobio,6775.0,2020-08-10,175.0,2.0
Alto Biobio,6775.0,2020-08-14,176.0,1.0
Alto Biobio,6775.0,2020-08-17,176.0,0.0
Alto Biobio,6775.0,2020-08-21,177.0,1.0
Alto Biobio,6775.0,2020-08-24,177.0,0.0
Alto Biobio,6775.0,2020-08-28,178.0,1.0
Alto Biobio,6775.0,2020-08-31,178.0,0.0
Alto Biobio,6775.0,2020-09-04,179.0,1.0
Alto Biobio,6775.0,2020-09-07,180.0,1.0
Alto Biobio,6775.0,2020-09-11,182.0,2.0
Alto Biobio,6775.0,2020-09-14,183.0,1.0
Alto Biobio,6775.0,2020-09-21,183.0,2.0
Alto Biobio,6775.0,2020-09-25,183.0,0.0
Alto Biobio,6775.0,2020-09-28,183.0,0.0
Alto Biobio,6775.0,2020-10-02,183.0,0.0
Alto Biobio,6775.0,2020-10-05,185.0,2.0
Alto Biobio,6775.0,2020-10-09,185.0,0.0
Alto Biobio,6775.0,2020-10-12,185.0,0.0
Alto Biobio,6775.0,2020-10-16,185.0,0.0
Alto Biobio,6775.0,2020-10-19,185.0,0.0
Alto Biobio,6775.0,2020-10-24,186.0,1.0
Alto Biobio,6775.0,2020-10-26,186.0,0.0
Alto Biobio,6775.0,2020-10-30,187.0,1.0
Alto Biobio,6775.0,2020-11-02,188.0,1.0
Alto Biobio,6775.0,2020-11-06,189.0,1.0
Alto Biobio,6775.0,2020-11-13,188.0,0.0
Alto Biobio,6775.0,2020-11-16,188.0,0.0
Alto Biobio,6775.0,2020-11-20,188.0,0.0
Alto Biobio,6775.0,2020-11-23,188.0,0.0
Alto Biobio,6775.0,2020-11-27,188.0,0.0
Alto Biobio,6775.0,2020-11-30,188.0,0.0
Alto Biobio,6775.0,2020-12-04,190.0,2.0
Alto Biobio,6775.0,2020-12-07,192.0,2.0
Alto Biobio,6775.0,2020-12-11,198.0,6.0
Alto Biobio,6775.0,2020-12-14,220.0,22.0
Alto Biobio,6775.0,2020-12-18,244.0,24.0
Alto Biobio,6775.0,2020-12-21,246.0,2.0
Alto Biobio,6775.0,2020-12-25,255.0,9.0
Alto Biobio,6775.0,2020-12-28,256.0,1.0
Alto Biobio,6775.0,2021-01-01,258.0,2.0
Alto Biobio,6775.0,2021-01-04,261.0,3.0
Alto Biobio,6775.0,2021-01-08,262.0,1.0
Alto Biobio,6775.0,2021-01-11,267.0,5.0
Alto Biobio,6775.0,2021-01-15,268.0,1.0
Alto Biobio,6775.0,2021-01-18,272.0,4.0
Alto Biobio,6775.0,2021-01-22,275.0,3.0
Alto Biobio,6775.0,2021-01-25,277.0,2.0
Alto Biobio,6775.0,2021-01-29,277.0,0.0
Alto Biobio,6775.0,2021-02-01,278.0,1.0
Alto Biobio,6775.0,2021-02-05,280.0,2.0
Alto Biobio,6775.0,2021-02-08,286.0,6.0
Alto Biobio,6775.0,2021-02-12,287.0,1.0
Alto Biobio,6775.0,2021-02-15,295.0,8.0
Alto Biobio,6775.0,2021-02-19,296.0,1.0
Alto Biobio,6775.0,2021-02-22,297.0,1.0
Alto Biobio,6775.0,2021-02-26,298.0,1.0
Alto Biobio,6775.0,2021-03-05,301.0,4.0
Alto Biobio,6775.0,2021-03-08,305.0,4.0
Alto Biobio,6775.0,2021-03-12,308.0,3.0
Alto Biobio,6775.0,2021-03-15,308.0,0.0
Alto Biobio,6775.0,2021-03-19,310.0,2.0
Alto Biobio,6775.0,2021-03-22,311.0,1.0
Alto Biobio,6775.0,2021-03-26,315.0,4.0
Alto Biobio,6775.0,2021-03-29,315.0,0.0
Alto Biobio,6775.0,2021-04-02,317.0,2.0
Alto Biobio,6775.0,2021-04-05,323.0,6.0
Alto Biobio,6775.0,2021-04-09,328.0,5.0
Alto Biobio,6775.0,2021-04-12,342.0,14.0
Alto Biobio,6775.0,2021-04-16,375.0,33.0
Alto Biobio,6775.0,2021-04-19,403.0,28.0
Alto Biobio,6775.0,2021-04-23,480.0,77.0
Alto Biobio,6775.0,2021-04-26,566.0,86.0
Alto Biobio,6775.0,2021-04-30,636.0,70.0
Alto Biobio,6775.0,2021-05-03,678.0,42.0
Alto Biobio,6775.0,2021-05-07,710.0,32.0
Alto Biobio,6775.0,2021-05-10,742.0,32.0
Alto Biobio,6775.0,2021-05-14,754.0,12.0
Alto Biobio,6775.0,2021-05-17,770.0,16.0
Alto Biobio,6775.0,2021-05-21,787.0,17.0
Alto Biobio,6775.0,2021-05-24,803.0,16.0
Alto Biobio,6775.0,2021-05-28,822.0,19.0
Alto Biobio,6775.0,2021-05-31,879.0,57.0
Alto Biobio,6775.0,2021-06-04,887.0,8.0
Alto Biobio,6775.0,2021-06-07,921.0,34.0
Alto Biobio,6775.0,2021-06-11,931.0,10.0
Alto Biobio,6775.0,2021-06-14,945.0,14.0
Alto Biobio,6775.0,2021-06-18,953.0,8.0
Alto Biobio,6775.0,2021-06-21,966.0,13.0
Alto Biobio,6775.0,2021-06-25,972.0,6.0
Alto Biobio,6775.0,2021-06-28,984.0,12.0
Alto Biobio,6775.0,2021-07-02,988.0,4.0
Alto Biobio,6775.0,2021-07-05,1005.0,17.0
Alto Biobio,6775.0,2021-07-09,1006.0,1.0
Alto Biobio,6775.0,2021-07-12,1009.0,3.0
Alto Biobio,6775.0,2021-07-16,1012.0,3.0
Alto Biobio,6775.0,2021-07-19,1012.0,0.0
Alto Biobio,6775.0,2021-07-23,1014.0,2.0
Alto Biobio,6775.0,2021-07-26,1014.0,0.0
Alto Biobio,6775.0,2021-07-30,1014.0,0.0
Alto Biobio,6775.0,2021-08-02,1015.0,1.0
Alto Biobio,6775.0,2021-08-09,1016.0,2.0
Alto Biobio,6775.0,2021-08-13,1016.0,0.0
Alto Biobio,6775.0,2021-08-16,1016.0,0.0
Alto Biobio,6775.0,2021-08-20,1016.0,0.0
Alto Biobio,6775.0,2021-08-23,1016.0,0.0
Alto Biobio,6775.0,2021-08-30,1015.0,0.0
Alto Biobio,6775.0,2021-09-03,1015.0,0.0
Alto Biobio,6775.0,2021-09-06,1015.0,0.0
Alto Biobio,6775.0,2021-09-10,1015.0,0.0
Alto Biobio,6775.0,2021-09-13,1015.0,0.0
Alto Hospicio,129999.0,2020-04-06,5.0,5.0
Alto Hospicio,129999.0,2020-04-08,6.0,1.0
Alto Hospicio,129999.0,2020-04-10,10.0,4.0
Alto Hospicio,129999.0,2020-04-13,14.0,4.0
Alto Hospicio,129999.0,2020-04-15,15.0,1.0
Alto Hospicio,129999.0,2020-04-17,16.0,1.0
Alto Hospicio,129999.0,2020-04-20,27.0,11.0
Alto Hospicio,129999.0,2020-04-24,39.0,12.0
Alto Hospicio,129999.0,2020-04-27,55.0,16.0
Alto Hospicio,129999.0,2020-05-01,77.0,22.0
Alto Hospicio,129999.0,2020-05-04,128.0,51.0
Alto Hospicio,129999.0,2020-05-08,161.0,33.0
Alto Hospicio,129999.0,2020-05-11,188.0,27.0
Alto Hospicio,129999.0,2020-05-15,276.0,88.0
Alto Hospicio,129999.0,2020-05-18,379.0,103.0
Alto Hospicio,129999.0,2020-05-22,504.0,125.0
Alto Hospicio,129999.0,2020-05-25,591.0,87.0
Alto Hospicio,129999.0,2020-05-29,744.0,153.0
Alto Hospicio,129999.0,2020-06-01,919.0,175.0
Alto Hospicio,129999.0,2020-06-05,1062.0,143.0
Alto Hospicio,129999.0,2020-06-08,1238.0,176.0
Alto Hospicio,129999.0,2020-06-12,1345.0,107.0
Alto Hospicio,129999.0,2020-06-15,1468.0,123.0
Alto Hospicio,129999.0,2020-06-19,1672.0,204.0
Alto Hospicio,129999.0,2020-06-23,1815.0,143.0
Alto Hospicio,129999.0,2020-06-28,1949.0,134.0
Alto Hospicio,129999.0,2020-07-01,1982.0,33.0
Alto Hospicio,129999.0,2020-07-05,2065.0,83.0
Alto Hospicio,129999.0,2020-07-10,2150.0,85.0
Alto Hospicio,129999.0,2020-07-13,2191.0,41.0
Alto Hospicio,129999.0,2020-07-17,2241.0,50.0
Alto Hospicio,129999.0,2020-07-20,2313.0,72.0
Alto Hospicio,129999.0,2020-07-24,2371.0,58.0
Alto Hospicio,129999.0,2020-07-27,2414.0,43.0
Alto Hospicio,129999.0,2020-07-31,2523.0,109.0
Alto Hospicio,129999.0,2020-08-03,2595.0,72.0
Alto Hospicio,129999.0,2020-08-07,2679.0,84.0
Alto Hospicio,129999.0,2020-08-10,2740.0,61.0
Alto Hospicio,129999.0,2020-08-14,2864.0,124.0
Alto Hospicio,129999.0,2020-08-17,2951.0,87.0
Alto Hospicio,129999.0,2020-08-21,3052.0,101.0
Alto Hospicio,129999.0,2020-08-24,3139.0,87.0
Alto Hospicio,129999.0,2020-08-28,3214.0,75.0
Alto Hospicio,129999.0,2020-08-31,3280.0,66.0
Alto Hospicio,129999.0,2020-09-04,3355.0,75.0
Alto Hospicio,129999.0,2020-09-07,3418.0,63.0
Alto Hospicio,129999.0,2020-09-11,3492.0,74.0
Alto Hospicio,129999.0,2020-09-14,3560.0,68.0
Alto Hospicio,129999.0,2020-09-18,3629.0,69.0
Alto Hospicio,129999.0,2020-09-21,3660.0,31.0
Alto Hospicio,129999.0,2020-09-25,3708.0,48.0
Alto Hospicio,129999.0,2020-09-28,3753.0,45.0
Alto Hospicio,129999.0,2020-10-02,3824.0,71.0
Alto Hospicio,129999.0,2020-10-05,3850.0,26.0
Alto Hospicio,129999.0,2020-10-09,3917.0,67.0
Alto Hospicio,129999.0,2020-10-12,3951.0,34.0
Alto Hospicio,129999.0,2020-10-16,4000.0,49.0
Alto Hospicio,129999.0,2020-10-19,4041.0,41.0
Alto Hospicio,129999.0,2020-10-24,4126.0,85.0
Alto Hospicio,129999.0,2020-10-26,4158.0,32.0
Alto Hospicio,129999.0,2020-10-30,4193.0,35.0
Alto Hospicio,129999.0,2020-11-02,4232.0,39.0
Alto Hospicio,129999.0,2020-11-06,4271.0,39.0
Alto Hospicio,129999.0,2020-11-09,4311.0,40.0
Alto Hospicio,129999.0,2020-11-13,4376.0,65.0
Alto Hospicio,129999.0,2020-11-16,4400.0,24.0
Alto Hospicio,129999.0,2020-11-20,4444.0,44.0
Alto Hospicio,129999.0,2020-11-23,4459.0,15.0
Alto Hospicio,129999.0,2020-11-27,4511.0,52.0
Alto Hospicio,129999.0,2020-11-30,4550.0,39.0
Alto Hospicio,129999.0,2020-12-04,4587.0,37.0
Alto Hospicio,129999.0,2020-12-07,4639.0,52.0
Alto Hospicio,129999.0,2020-12-11,4692.0,53.0
Alto Hospicio,129999.0,2020-12-14,4753.0,61.0
Alto Hospicio,129999.0,2020-12-18,4887.0,134.0
Alto Hospicio,129999.0,2020-12-21,4971.0,84.0
Alto Hospicio,129999.0,2020-12-25,5113.0,142.0
Alto Hospicio,129999.0,2020-12-28,5210.0,97.0
Alto Hospicio,129999.0,2021-01-01,5423.0,213.0
Alto Hospicio,129999.0,2021-01-04,5523.0,100.0
Alto Hospicio,129999.0,2021-01-08,5827.0,304.0
Alto Hospicio,129999.0,2021-01-11,6047.0,220.0
Alto Hospicio,129999.0,2021-01-15,6429.0,382.0
Alto Hospicio,129999.0,2021-01-18,6614.0,185.0
Alto Hospicio,129999.0,2021-01-22,6932.0,318.0
Alto Hospicio,129999.0,2021-01-25,7141.0,209.0
Alto Hospicio,129999.0,2021-01-29,7401.0,260.0
Alto Hospicio,129999.0,2021-02-01,7537.0,136.0
Alto Hospicio,129999.0,2021-02-05,7838.0,301.0
Alto Hospicio,129999.0,2021-02-08,7974.0,136.0
Alto Hospicio,129999.0,2021-02-12,8192.0,218.0
Alto Hospicio,129999.0,2021-02-15,8325.0,133.0
Alto Hospicio,129999.0,2021-02-19,8493.0,168.0
