cities,population,cases
Coqueiro Seco(AL),5845,315
Coruripe(AL),56933,1961
Craíbas(AL),24219,778
Delmiro Gouveia(AL),52016,1164
Dois Riachos(AL),11075,267
Estrela de Alagoas(AL),18205,212
Feira Grande(AL),22166,483
Feliz Deserto(AL),4754,100
Flexeiras(AL),12790,342
Girau do Ponciano(AL),40917,1380
Ibateguara(AL),15616,445
Igaci(AL),25631,273
Igreja Nova(AL),24499,599
Inhapi(AL),18385,76
Jacaré dos Homens(AL),5253,123
Jacuípe(AL),7021,65
Japaratinga(AL),8361,171
Jaramataia(AL),5770,61
Jequiá da Praia(AL),11580,390
Joaquim Gomes(AL),23993,601
Jundiá(AL),4155,48
Junqueiro(AL),24727,585
Lagoa da Canoa(AL),17852,596
Limoeiro de Anadia(AL),28635,568
Maceió(AL),1018948,33737
Major Isidoro(AL),19804,445
Mar Vermelho(AL),3514,27
Maragogi(AL),32704,521
Maravilha(AL),9163,103
Marechal Deodoro(AL),51901,2876
Maribondo(AL),13264,359
Mata Grande(AL),25216,215
Matriz de Camaragibe(AL),24642,1130
Messias(AL),17856,666
Minador do Negrão(AL),5329,99
Monteirópolis(AL),7159,136
Murici(AL),28236,455
Novo Lino(AL),12690,114
Olho d'Água Grande(AL),5123,145
Olho d'Água das Flores(AL),21688,1166
Olho d'Água do Casado(AL),9373,43
Olivença(AL),11624,166
Ouro Branco(AL),11496,101
Palestina(AL),5011,308
Palmeira dos Índios(AL),73218,2058
Pariconha(AL),10533,211
Paripueira(AL),13176,195
Passo de Camaragibe(AL),15245,381
Paulo Jacinto(AL),7564,197
Penedo(AL),63683,1698
Piaçabuçu(AL),17827,433
Pilar(AL),35111,1532
Pindoba(AL),2908,79
Piranhas(AL),25039,305
Porto Calvo(AL),27165,798
Porto Real do Colégio(AL),20066,434
Porto de Pedras(AL),7786,159
Poço das Trincheiras(AL),14386,112
Pão de Açúcar(AL),24399,937
Quebrangulo(AL),11294,426
Rio Largo(AL),75120,1404
Roteiro(AL),6664,162
Santa Luzia do Norte(AL),7296,253
Santana do Ipanema(AL),47654,2069
Santana do Mundaú(AL),10740,303
Satuba(AL),13828,518
Senador Rui Palmeira(AL),13870,126
São Brás(AL),6961,264
São José da Laje(AL),23927,726
São José da Tapera(AL),32260,895
São Luís do Quitunde(AL),34555,873
São Miguel dos Campos(AL),61251,2221
São Miguel dos Milagres(AL),7951,128
São Sebastião(AL),34152,861
Tanque d'Arca(AL),6162,152
Taquarana(AL),19980,275
Teotônio Vilela(AL),44169,1342
Traipu(AL),27715,285
União dos Palmares(AL),65611,1056
Viçosa(AL),25733,469
Água Branca(AL),20196,110
Abaiara(CE),11737,147
Acarape(CE),14929,1938
Acaraú(CE),62641,2756
Acopiara(CE),54270,1356
Aiuaba(CE),17399,75
Alcântaras(CE),11714,571
Altaneira(CE),7586,230
Alto Santo(CE),17146,514
Amontada(CE),43452,977
Antonina do Norte(CE),7353,72
Apuiarés(CE),14600,263
Aquiraz(CE),80271,1341
Aracati(CE),74547,2188
Aracoiaba(CE),26469,880
Ararendá(CE),10935,334
Araripe(CE),21600,294
Aratuba(CE),11847,264
Arneiroz(CE),7840,65
Assaré(CE),23417,814
Aurora(CE),24654,822
Baixio(CE),6288,123
Banabuiú(CE),18197,634
Barbalha(CE),60781,2366
Barreira(CE),22425,364
Barro(CE),22680,470
Barroquinha(CE),15017,816
Baturité(CE),35750,683
Beberibe(CE),53573,1091
Bela Cruz(CE),32591,1326
Boa Viagem(CE),54470,1550
Brejo Santo(CE),49477,2656
Camocim(CE),63661,2489
Campos Sales(CE),27426,671
Canindé(CE),76997,2185
Capistrano(CE),17738,740
Caridade(CE),22547,354
Caririaçu(CE),26965,807
Cariré(CE),18448,1011
Cariús(CE),18699,622
Carnaubal(CE),17606,701
Cascavel(CE),71743,1846
Catarina(CE),20698,337
Catunda(CE),10342,410
Caucaia(CE),361400,6968
Cedro(CE),25557,690
Chaval(CE),13069,821
Chorozinho(CE),20264,717
Choró(CE),13521,354
Coreaú(CE),23136,1344
Crateús(CE),75074,6563
Crato(CE),132123,8157
Croatá(CE),18063,421
Cruz(CE),24827,1031
Deputado Irapuan Pinheiro(CE),9625,308
Ereré(CE),7198,412
Eusébio(CE),53618,2519
Farias Brito(CE),19450,1274
Forquilha(CE),24218,775
Fortaleza(CE),2669342,76327
Fortim(CE),16480,180
Frecheirinha(CE),14072,1556
General Sampaio(CE),7618,151
Granja(CE),54748,1321
Granjeiro(CE),4844,197
Graça(CE),14399,632
Groaíras(CE),11068,807
Guaiúba(CE),26064,340
Guaraciaba do Norte(CE),40642,996
Guaramiranga(CE),5193,201
Hidrolândia(CE),19978,729
Horizonte(CE),67337,2677
Ibaretama(CE),13353,174
Ibiapina(CE),24997,860
Ibicuitinga(CE),12525,594
Icapuí(CE),19934,825
Icó(CE),68018,2626
Iguatu(CE),102498,4685
Independência(CE),26178,518
Ipaporanga(CE),11593,387
Ipaumirim(CE),12463,262
Ipu(CE),41964,2476
Ipueiras(CE),38166,1561
Iracema(CE),14297,970
Irauçuba(CE),24156,417
Itaitinga(CE),37980,902
Itaiçaba(CE),7827,319
Itapajé(CE),52675,1217
Itapipoca(CE),129358,3611
Itapiúna(CE),20382,397
Itarema(CE),41826,2031
Itatira(CE),21647,1086
Jaguaretama(CE),18162,857
Jaguaribara(CE),11401,333
Jaguaribe(CE),34682,1691
Jaguaruana(CE),33705,1225
Jardim(CE),27174,367
Jati(CE),8111,115
Jijoca de Jericoacoara(CE),19816,960
Juazeiro do Norte(CE),274207,16763
Jucás(CE),24833,580
Lavras da Mangabeira(CE),31508,1162
Limoeiro do Norte(CE),59540,1894
Madalena(CE),19691,553
Maracanaú(CE),227886,8359
Maranguape(CE),128978,5680
Marco(CE),27361,522
Martinópole(CE),11233,231
Massapê(CE),38737,1030
Mauriti(CE),47962,1450
Meruoca(CE),15057,736
Milagres(CE),27512,910
Milhã(CE),13155,357
Miraíma(CE),13818,437
Missão Velha(CE),35393,1001
Mombaça(CE),43797,1333
Monsenhor Tabosa(CE),17234,773
Morada Nova(CE),61890,2817
Moraújo(CE),8724,513
Morrinhos(CE),22534,511
Mucambo(CE),14537,543
Mulungu(CE),10823,210
Nova Olinda(CE),15565,440
Nova Russas(CE),32328,863
Novo Oriente(CE),28607,560
Ocara(CE),25703,548
Orós(CE),21427,1327
Pacajus(CE),72203,2018
Pacatuba(CE),83432,2101
Pacoti(CE),12261,323
Pacujá(CE),6533,437
Palhano(CE),9386,147
Palmácia(CE),13322,336
Paracuru(CE),35076,1302
Paraipaba(CE),32744,1242
Parambu(CE),31521,382
Paramoti(CE),12226,229
Pedra Branca(CE),43258,380
Penaforte(CE),9077,64
Pentecoste(CE),37751,966
Pereiro(CE),16307,586
Pindoretama(CE),20567,562
Piquet Carneiro(CE),16959,849
Pires Ferreira(CE),10951,481
Poranga(CE),12336,222
Porteiras(CE),14996,442
Potengi(CE),11045,160
Potiretama(CE),6419,196
Quiterianópolis(CE),21084,812
Quixadá(CE),87728,4084
Quixelô(CE),16178,1167
Quixeramobim(CE),81082,2736
Quixeré(CE),22149,1071
Redenção(CE),29053,1741
Reriutaba(CE),18491,1126
Russas(CE),78194,3970
Saboeiro(CE),15819,460
Salitre(CE),16554,407
Santa Quitéria(CE),43703,1696
Santana do Acaraú(CE),32452,1155
Santana do Cariri(CE),17700,304
Senador Pompeu(CE),25496,748
Senador Sá(CE),7623,410
Sobral(CE),208935,12926
Solonópole(CE),18324,924
São Benedito(CE),47903,1593
São Gonçalo do Amarante(CE),48422,2955
São João do Jaguaribe(CE),7645,204
São Luís do Curu(CE),13000,196
Tabuleiro do Norte(CE),30697,1466
Tamboril(CE),26251,648
Tarrafas(CE),8592,65
Tauá(CE),58859,3303
Tejuçuoca(CE),19187,570
Tianguá(CE),75946,4115
Trairi(CE),55918,740
Tururu(CE),16271,540
Ubajara(CE),34792,1083
Umari(CE),7733,198
Umirim(CE),19825,374
Uruburetama(CE),21850,798
Uruoca(CE),13840,629
Varjota(CE),18420,1172
Viçosa do Ceará(CE),60889,2145
Várzea Alegre(CE),40721,1096
Afonso Cláudio(ES),30586,1398
Alegre(ES),30084,721
Alfredo Chaves(ES),14601,1095
Alto Rio Novo(ES),7836,363
Anchieta(ES),29263,1713
Apiacá(ES),7567,260
Aracruz(ES),101220,6227
Atilio Vivacqua(ES),11936,601
Baixo Guandu(ES),30998,1468
Barra de São Francisco(ES),44650,1554
Boa Esperança(ES),15037,482
Bom Jesus do Norte(ES),9936,454
Brejetuba(ES),12404,635
Cachoeiro de Itapemirim(ES),208972,10762
Cariacica(ES),381285,19142
Castelo(ES),37534,2709
Colatina(ES),122499,10066
Conceição da Barra(ES),31063,440
Conceição do Castelo(ES),12723,493
Divino de São Lourenço(ES),4304,236
Domingos Martins(ES),33850,1544
Dores do Rio Preto(ES),6749,285
Ecoporanga(ES),22923,1560
Fundão(ES),21509,966
Governador Lindenberg(ES),12709,782
Guarapari(ES),124859,5817
Guaçuí(ES),30867,782
Ibatiba(ES),26082,1170
Ibiraçu(ES),12479,899
Ibitirama(ES),8889,175
Iconha(ES),13860,1199
Irupi(ES),13377,507
Itaguaçu(ES),14066,769
Itapemirim(ES),34348,2132
Itarana(ES),10555,606
Iúna(ES),29161,867
Jaguaré(ES),30477,1434
Jerônimo Monteiro(ES),12192,374
João Neiva(ES),16668,894
Laranja da Terra(ES),10947,185
Linhares(ES),173555,10578
Mantenópolis(ES),15350,418
Marataízes(ES),38499,2790
Marechal Floriano(ES),16694,1455
Marilândia(ES),12833,889
Mimoso do Sul(ES),26153,1216
Montanha(ES),18833,513
Mucurici(ES),5524,194
Muniz Freire(ES),17465,632
Muqui(ES),15449,582
Nova Venécia(ES),50110,1937
Pancas(ES),23184,807
Pedro Canário(ES),26184,667
Pinheiros(ES),27047,853
Piúma(ES),21711,1222
Ponto Belo(ES),7863,160
Presidente Kennedy(ES),11574,1069
Rio Bananal(ES),19141,837
Rio Novo do Sul(ES),11622,654
Santa Leopoldina(ES),12224,405
Santa Maria de Jetibá(ES),40431,1772
Santa Teresa(ES),23590,2115
Serra(ES),517510,27804
Sooretama(ES),30070,1207
São Domingos do Norte(ES),8638,547
São Gabriel da Palha(ES),37947,2323
São José do Calçado(ES),10556,422
São Mateus(ES),130611,4398
São Roque do Canaã(ES),12415,845
Vargem Alta(ES),21402,920
Venda Nova do Imigrante(ES),25277,1800
Viana(ES),78239,3401
Vila Pavão(ES),9208,333
Vila Valério(ES),14080,820
Vila Velha(ES),493838,31312
Vitória(ES),362097,26541
Água Doce do Norte(ES),11019,366
Águia Branca(ES),9642,643
Abadia de Goiás(GO),8773,748
Abadiânia(GO),20042,189
Acreúna(GO),22366,1046
Adelândia(GO),2516,88
Alexânia(GO),27653,1387
Aloândia(GO),1995,142
Alto Horizonte(GO),6414,210
Alto Paraíso de Goiás(GO),7624,368
Alvorada do Norte(GO),8660,337
Amaralina(GO),3812,15
Americano do Brasil(GO),6111,155
Amorinópolis(GO),3126,93
Anhanguera(GO),1149,18
Anicuns(GO),21850,947
Anápolis(GO),386923,16119
Aparecida de Goiânia(GO),578179,39452
Aparecida do Rio Doce(GO),2474,105
Aporé(GO),4198,150
Aragarças(GO),20118,880
Aragoiânia(GO),10308,430
Araguapaz(GO),7770,199
Araçu(GO),3522,133
Arenópolis(GO),2612,32
Aruanã(GO),9875,172
Aurilândia(GO),3120,65
Avelinópolis(GO),2417,140
Baliza(GO),5138,50
Barro Alto(GO),11167,618
Bela Vista de Goiás(GO),29975,1062
Bom Jardim de Goiás(GO),8841,179
Bom Jesus de Goiás(GO),25216,1067
Bonfinópolis(GO),9706,381
Bonópolis(GO),4405,86
Brazabrantes(GO),3703,171
Britânia(GO),5779,206
Buriti Alegre(GO),9459,326
Buriti de Goiás(GO),2488,106
Buritinópolis(GO),3292,58
Cabeceiras(GO),7993,90
Cachoeira Alta(GO),12484,790
Cachoeira Dourada(GO),8067,170
Cachoeira de Goiás(GO),1351,25
Caiapônia(GO),18913,270
Caldas Novas(GO),91162,2836
Caldazinha(GO),3804,112
Campestre de Goiás(GO),3630,189
Campinaçu(GO),3640,127
Campinorte(GO),12626,453
Campo Alegre de Goiás(GO),7589,42
Campo Limpo de Goiás(GO),7789,120
Campos Belos(GO),19887,396
Campos Verdes(GO),2141,51
Carmo do Rio Verde(GO),10082,137
Castelândia(GO),3435,94
Catalão(GO),108823,3437
Caturaí(GO),5070,121
Cavalcante(GO),9709,72
Caçu(GO),16009,765
Ceres(GO),22191,1173
Cezarina(GO),8606,255
Chapadão do Céu(GO),10167,644
Cidade Ocidental(GO),71376,3894
Cocalzinho de Goiás(GO),20240,665
Colinas do Sul(GO),3382,112
Corumbaíba(GO),9723,383
Corumbá de Goiás(GO),11110,257
Cristalina(GO),58997,898
Cristianópolis(GO),2966,122
Crixás(GO),16949,624
Cromínia(GO),3486,110
Cumari(GO),2854,88
Córrego do Ouro(GO),2327,96
Damianópolis(GO),3311,18
Damolândia(GO),2938,91
Davinópolis(GO),2094,18
Diorama(GO),2484,30
Divinópolis de Goiás(GO),4804,91
Doverlândia(GO),7322,129
Edealina(GO),3699,240
Edéia(GO),12372,384
Estrela do Norte(GO),3275,58
Faina(GO),6627,230
Fazenda Nova(GO),5637,104
Firminópolis(GO),13292,217
Flores de Goiás(GO),16557,93
Formosa(GO),121617,3728
Formoso(GO),4248,43
Gameleira de Goiás(GO),3818,93
Goiandira(GO),5600,126
Goianira(GO),44289,1666
Goianápolis(GO),11231,501
Goianésia(GO),70084,4709
Goiatuba(GO),34095,1841
Goiás(GO),22645,426
Goiânia(GO),1516113,76156
Gouvelândia(GO),5898,161
Guapó(GO),14209,586
Guarani de Goiás(GO),3893,49
Guaraíta(GO),1996,103
Guarinos(GO),1794,26
Heitoraí(GO),3724,53
Hidrolina(GO),3564,202
Hidrolândia(GO),21706,1106
Iaciara(GO),13947,174
Inaciolândia(GO),6194,173
Indiara(GO),15611,422
Inhumas(GO),52866,3007
Ipameri(GO),26985,534
Ipiranga de Goiás(GO),2893,35
Iporá(GO),31531,1343
Israelândia(GO),2800,71
Itaberaí(GO),42900,1480
Itaguari(GO),4676,383
Itaguaru(GO),5237,238
Itajá(GO),4539,141
Itapaci(GO),22981,519
Itapirapuã(GO),4997,214
Itapuranga(GO),25768,761
Itarumã(GO),7178,145
Itauçu(GO),8938,431
Itumbiara(GO),104742,4186
Ivolândia(GO),2370,69
Jandaia(GO),6048,341
Jaraguá(GO),50511,1076
Jataí(GO),100882,5248
Jaupaci(GO),2879,26
Jesúpolis(GO),2490,46
Joviânia(GO),7387,264
Jussara(GO),18478,717
Lagoa Santa(GO),1588,49
Leopoldo de Bulhões(GO),7647,190
Luziânia(GO),208299,6986
Mairipotaba(GO),2368,54
Mambaí(GO),8882,69
Mara Rosa(GO),9503,133
Marzagão(GO),2236,74
Matrinchã(GO),4351,85
Maurilândia(GO),14080,551
Mimoso de Goiás(GO),2597,59
Minaçu(GO),29070,751
Mineiros(GO),66801,5296
Moiporá(GO),1529,38
Monte Alegre de Goiás(GO),8606,37
Montes Claros de Goiás(GO),8055,270
Montividiu(GO),13396,668
Montividiu do Norte(GO),4479,26
Morrinhos(GO),46136,2519
Morro Agudo de Goiás(GO),2248,73
Mossâmedes(GO),4290,92
Mozarlândia(GO),15659,1003
Mundo Novo(GO),4887,126
Mutunópolis(GO),3778,42
Nazário(GO),9142,282
Nerópolis(GO),29850,708
Niquelândia(GO),46388,1233
Nova América(GO),2352,59
Nova Aurora(GO),2210,63
Nova Crixás(GO),12869,407
Nova Glória(GO),8164,280
Nova Iguaçu de Goiás(GO),2929,52
Nova Roma(GO),3264,81
Nova Veneza(GO),9853,416
Novo Brasil(GO),2913,87
Novo Gama(GO),115711,2748
Novo Planalto(GO),4495,185
Orizona(GO),15615,368
Ouro Verde de Goiás(GO),3759,112
Ouvidor(GO),6667,253
Padre Bernardo(GO),33835,779
Palestina de Goiás(GO),3464,74
Palmeiras de Goiás(GO),28858,3148
Palmelo(GO),2381,133
Palminópolis(GO),3585,222
Panamá(GO),2615,100
Paranaiguara(GO),10057,171
Paraúna(GO),10988,287
Perolândia(GO),3129,71
Petrolina de Goiás(GO),10281,214
Pilar de Goiás(GO),2253,33
Piracanjuba(GO),24524,733
Piranhas(GO),10385,274
Pirenópolis(GO),24908,281
Pires do Rio(GO),31458,1154
Planaltina(GO),89918,1845
Pontalina(GO),17819,770
Porangatu(GO),45394,1222
Porteirão(GO),3881,885
Portelândia(GO),4011,266
Posse(GO),36900,739
Professor Jamil(GO),3223,94
Quirinópolis(GO),50065,1508
Rialma(GO),10918,619
Rianápolis(GO),4801,222
Rio Quente(GO),4493,96
Rio Verde(GO),235647,14890
Rubiataba(GO),19882,445
Sanclerlândia(GO),7637,202
Santa Bárbara de Goiás(GO),6560,411
Santa Cruz de Goiás(GO),2855,66
Santa Fé de Goiás(GO),5459,152
Santa Helena de Goiás(GO),38648,3137
Santa Isabel(GO),3809,162
Santa Rita do Araguaia(GO),8756,114
Santa Rita do Novo Destino(GO),3343,92
Santa Rosa de Goiás(GO),2319,46
Santa Tereza de Goiás(GO),3355,35
Santa Terezinha de Goiás(GO),8744,119
Santo Antônio da Barra(GO),4821,176
Santo Antônio de Goiás(GO),6283,451
Santo Antônio do Descoberto(GO),74744,1468
Senador Canedo(GO),115371,6631
Serranópolis(GO),8544,288
Silvânia(GO),20695,412
Simolândia(GO),6856,92
São Domingos(GO),12949,30
São Francisco de Goiás(GO),6264,97
São João d'Aliança(GO),13740,352
São João da Paraúna(GO),1381,20
São Luiz do Norte(GO),5167,144
São Luís de Montes Belos(GO),33817,1242
São Miguel do Araguaia(GO),21993,608
São Miguel do Passa Quatro(GO),4057,92
São Patrício(GO),2036,89
São Simão(GO),20645,554
Sítio d'Abadia(GO),2989,17
Taquaral de Goiás(GO),3529,98
Teresina de Goiás(GO),3458,35
Terezópolis de Goiás(GO),8043,453
Trindade(GO),127599,3990
Trombas(GO),3500,48
Três Ranchos(GO),2833,58
Turvelândia(GO),5281,449
Turvânia(GO),4598,242
Uirapuru(GO),2854,11
Uruana(GO),13843,176
Uruaçu(GO),40532,1256
Urutaí(GO),3072,68
Valparaíso de Goiás(GO),168468,7947
Varjão(GO),3827,62
Vianópolis(GO),13863,238
Vicentinópolis(GO),8743,221
Vila Boa(GO),6171,64
Vila Propício(GO),5821,258
Água Fria de Goiás(GO),5735,80
Água Limpa(GO),1850,14
Águas Lindas de Goiás(GO),212440,4474
Abaré(BA),20086,150
Abaíra(BA),8739,139
Acajutiba(BA),15159,229
Adustina(BA),17040,132
Aiquara(BA),4446,331
Alagoinhas(BA),151596,6394
Alcobaça(BA),22470,852
Almadina(BA),5464,380
Amargosa(BA),37241,688
Amélia Rodrigues(BA),25102,716
América Dourada(BA),16094,309
Anagé(BA),22005,212
Andaraí(BA),13143,189
Andorinha(BA),14595,276
Angical(BA),13977,271
Anguera(BA),11221,125
Antas(BA),19291,527
Antônio Cardoso(BA),11683,123
Antônio Gonçalves(BA),11798,298
Aporá(BA),17731,286
Apuarema(BA),7330,475
Aracatu(BA),13135,331
Araci(BA),54379,1337
Aramari(BA),11397,202
Arataca(BA),11019,280
Aratuípe(BA),8825,182
Araçás(BA),12177,387
Aurelino Leal(BA),11531,559
Baianópolis(BA),13877,183
Baixa Grande(BA),20468,312
Banzaê(BA),13229,639
Barra(BA),53578,563
Barra da Estiva(BA),20598,572
Barra do Choça(BA),31603,740
Barra do Mendes(BA),13865,405
Barra do Rocha(BA),5714,155
Barreiras(BA),155439,6733
Barro Alto(BA),14931,358
Barro Preto(BA),5591,284
Barrocas(BA),15978,211
Belmonte(BA),23328,588
Belo Campo(BA),17211,171
Biritinga(BA),15979,116
Boa Nova(BA),12633,234
Boa Vista do Tupim(BA),18576,118
Bom Jesus da Lapa(BA),69148,1257
Bom Jesus da Serra(BA),9880,126
Boninal(BA),14368,205
Bonito(BA),16764,359
Boquira(BA),21508,148
Botuporã(BA),10211,30
Brejolândia(BA),10557,67
Brejões(BA),14295,176
Brotas de Macaúbas(BA),10231,23
Brumado(BA),67195,3375
Buerarema(BA),18349,660
Buritirama(BA),21174,507
Caatiba(BA),6758,434
Cabaceiras do Paraguaçu(BA),18807,138
Cachoeira(BA),33470,517
Caculé(BA),23170,161
Caetanos(BA),14542,239
Caetité(BA),50975,521
Cafarnaum(BA),18437,411
Cairu(BA),18176,611
Caldeirão Grande(BA),13327,423
Camacan(BA),31988,1671
Camamu(BA),35316,936
Camaçari(BA),299132,7172
Campo Alegre de Lourdes(BA),28798,193
Campo Formoso(BA),71206,1550
Canarana(BA),26176,657
Canavieiras(BA),31099,478
Candeal(BA),8258,224
Candeias(BA),87076,3112
Candiba(BA),14319,75
Cansanção(BA),34834,258
Canudos(BA),16668,199
Canápolis(BA),9711,110
Capela do Alto Alegre(BA),11637,460
Capim Grosso(BA),30662,1798
Caravelas(BA),22016,593
Caraíbas(BA),8951,35
Cardeal da Silva(BA),9295,103
Carinhanha(BA),29018,230
Casa Nova(BA),71969,968
Castro Alves(BA),26264,691
Catolândia(BA),3577,55
Catu(BA),54704,2000
Caturama(BA),9329,12
Caém(BA),9213,216
Central(BA),17266,163
Chorrochó(BA),11177,45
Cipó(BA),17300,287
Coaraci(BA),16993,1011
Cocos(BA),18777,299
Conceição da Feira(BA),22581,770
Conceição do Almeida(BA),17247,955
Conceição do Coité(BA),66612,5045
Conceição do Jacuípe(BA),33153,1181
Conde(BA),25837,409
Condeúba(BA),17247,174
Contendas do Sincorá(BA),4066,84
Coração de Maria(BA),22605,792
Cordeiros(BA),8614,275
Coribe(BA),14194,406
Coronel João Sá(BA),15895,273
Correntina(BA),32137,766
Cotegipe(BA),13782,121
Cravolândia(BA),5349,37
Cristópolis(BA),13910,261
Crisópolis(BA),21103,211
Cruz das Almas(BA),63239,1197
Curaçá(BA),34700,575
Cândido Sales(BA),25189,1153
Cícero Dantas(BA),32515,774
Dias d'Ávila(BA),81089,1890
Dom Basílio(BA),12199,296
Dom Macedo Costa(BA),4058,252
Dário Meira(BA),10710,571
Elísio Medrado(BA),8122,295
Encruzilhada(BA),17006,361
Entre Rios(BA),41780,522
Esplanada(BA),37237,550
Euclides da Cunha(BA),60585,602
Eunápolis(BA),113380,4119
Feira da Mata(BA),5665,83
Feira de Santana(BA),614872,21382
Filadélfia(BA),16377,770
Firmino Alves(BA),5617,135
Floresta Azul(BA),10629,407
Formosa do Rio Preto(BA),25591,464
Fátima(BA),17890,527
Gandu(BA),32403,1820
Gavião(BA),4463,185
Gentio do Ouro(BA),11233,242
Glória(BA),15221,259
Gongogi(BA),7128,215
Governador Mangabeira(BA),20722,253
Guajeru(BA),6937,131
Guanambi(BA),84481,2015
Guaratinga(BA),20843,756
Heliópolis(BA),13031,71
Iaçu(BA),24305,397
Ibiassucê(BA),9224,51
Ibicaraí(BA),21689,1121
Ibicoara(BA),19571,384
Ibicuí(BA),16198,828
Ibipeba(BA),18211,598
Ibipitanga(BA),14902,343
Ibiquera(BA),4044,21
Ibirapitanga(BA),23375,815
Ibirapuã(BA),8637,597
Ibirataia(BA),15312,1525
Ibitiara(BA),16339,175
Ibititá(BA),17113,781
Ibotirama(BA),26927,524
Ichu(BA),6206,81
Igaporã(BA),15640,79
Igrapiúna(BA),13226,293
Iguaí(BA),26916,614
Ilhéus(BA),162327,8524
Inhambupe(BA),39926,643
Ipecaetá(BA),14487,157
Ipiaú(BA),45873,2237
Ipirá(BA),59595,787
Ipupiara(BA),9865,115
Irajuba(BA),7260,92
Iramaia(BA),8537,52
Iraquara(BA),25216,767
Irará(BA),29034,508
Irecê(BA),72967,4117
Itabela(BA),30584,989
Itaberaba(BA),64489,2670
Itabuna(BA),213223,15469
Itacaré(BA),28296,512
Itaeté(BA),16056,155
Itagi(BA),12351,500
Itagibá(BA),14579,550
Itagimirim(BA),6869,228
Itaguaçu da Bahia(BA),14429,155
