#city,population,cases
Amapá(AP),9109,1137
Calçoene(AP),11117,1558
Cutias(AP),5983,820
Ferreira Gomes(AP),7780,1209
Itaubal(AP),5503,369
Laranjal do Jari(AP),50410,7280
Macapá(AP),503327,40064
Mazagão(AP),21632,2516
Oiapoque(AP),27270,4727
Pedra Branca do Amapari(AP),16502,3114
Porto Grande(AP),21971,1660
Pracuúba(AP),5120,358
Santana(AP),121364,20995
Serra do Navio(AP),5397,950
Tartarugalzinho(AP),17315,1783
Vitória do Jari(AP),15931,3470
Acrelândia(AC),15256,1141
Assis Brasil(AC),7417,1291
Brasiléia(AC),26278,2013
Bujari(AC),10266,896
Capixaba(AC),11733,386
Cruzeiro do Sul(AC),88376,6578
Epitaciolândia(AC),18411,1069
Feijó(AC),34780,2198
Jordão(AC),8317,322
Manoel Urbano(AC),9459,749
Marechal Thaumaturgo(AC),18867,979
Mâncio Lima(AC),18977,1770
Plácido de Castro(AC),19761,1261
Porto Acre(AC),18504,1022
Porto Walter(AC),11982,421
Rio Branco(AC),407319,29974
Rodrigues Alves(AC),18930,554
Santa Rosa do Purus(AC),6540,494
Sena Madureira(AC),45848,4309
Senador Guiomard(AC),23024,934
Tarauacá(AC),42567,4468
Xapuri(AC),19323,2617
Alvarães(AM),16041,2542
Amaturá(AM),11536,1910
Anamã(AM),13614,1535
Anori(AM),21010,1796
Apuí(AM),21973,979
Atalaia do Norte(AM),19921,2487
Autazes(AM),39565,2544
Barcelos(AM),27502,3991
Barreirinha(AM),32041,2166
Benjamin Constant(AM),42984,2494
Beruri(AM),19679,1950
Boa Vista do Ramos(AM),19207,814
Boca do Acre(AM),34308,2336
Borba(AM),41161,1509
Caapiranga(AM),13081,540
Canutama(AM),15629,1046
Carauari(AM),28294,5811
Careiro(AM),37869,4107
Careiro da Várzea(AM),30225,853
Coari(AM),85097,9160
Codajás(AM),28637,1593
Eirunepé(AM),35273,3802
Envira(AM),20033,1550
Fonte Boa(AM),17609,1328
Guajará(AM),16678,1373
Humaitá(AM),55080,6813
Ipixuna(AM),29689,4143
Iranduba(AM),48296,8116
Itacoatiara(AM),101337,6935
Itamarati(AM),7851,733
Itapiranga(AM),9148,2831
Japurá(AM),2755,774
Juruá(AM),14712,860
Jutaí(AM),14317,1434
Lábrea(AM),46069,5529
Manacapuru(AM),97377,7404
Manaquiri(AM),32105,1354
Manaus(AM),2182763,156173
Manicoré(AM),55751,3110
Maraã(AM),18224,1825
Maués(AM),63905,3599
Nhamundá(AM),21173,1638
Nova Olinda do Norte(AM),37378,2371
Novo Airão(AM),19454,2204
Novo Aripuanã(AM),25644,1604
Parintins(AM),114273,8939
Pauini(AM),19426,2540
Presidente Figueiredo(AM),36279,5530
Rio Preto da Eva(AM),33347,4230
Santa Isabel do Rio Negro(AM),25156,2677
Santo Antônio do Içá(AM),21602,1640
Silves(AM),9171,1257
São Gabriel da Cachoeira(AM),45564,7520
São Paulo de Olivença(AM),39299,4120
São Sebastião do Uatumã(AM),14020,1391
Tabatinga(AM),65844,3159
Tapauá(AM),17156,1681
Tefé(AM),59849,7822
Tonantins(AM),18755,1163
Uarini(AM),13540,1643
Urucará(AM),16256,1830
Urucurituba(AM),23065,2242
Brasília(DF),3015268,288264
Anadia(AL),17545,883
Arapiraca(AL),231747,18578
Atalaia(AL),47185,823
Barra de Santo Antônio(AL),15932,173
Barra de São Miguel(AL),8322,250
Batalha(AL),18232,777
Belo Monte(AL),6704,223
Belém(AL),4344,81
Boca da Mata(AL),27281,1444
Branquinha(AL),10494,352
Cacimbinhas(AL),10858,421
Cajueiro(AL),21264,452
Campestre(AL),6936,180
Campo Alegre(AL),57063,2280
Campo Grande(AL),9558,323
Canapi(AL),17722,114
Capela(AL),17053,644
Carneiros(AL),9081,161
Chã Preta(AL),7311,124
Coité do Nóia(AL),10693,306
Colônia Leopoldina(AL),21698,287
Coqueiro Seco(AL),5845,352
Coruripe(AL),56933,2772
Craíbas(AL),24219,918
Delmiro Gouveia(AL),52016,2251
Dois Riachos(AL),11075,424
Estrela de Alagoas(AL),18205,266
Feira Grande(AL),22166,556
Feliz Deserto(AL),4754,110
Flexeiras(AL),12790,397
Girau do Ponciano(AL),40917,1518
Ibateguara(AL),15616,502
Igaci(AL),25631,431
Igreja Nova(AL),24499,735
Inhapi(AL),18385,199
Jacaré dos Homens(AL),5253,161
Jacuípe(AL),7021,104
Japaratinga(AL),8361,259
Jaramataia(AL),5770,65
Jequiá da Praia(AL),11580,440
Joaquim Gomes(AL),23993,693
Jundiá(AL),4155,97
Junqueiro(AL),24727,764
Lagoa da Canoa(AL),17852,635
Limoeiro de Anadia(AL),28635,729
Maceió(AL),1018948,57905
Major Isidoro(AL),19804,544
Mar Vermelho(AL),3514,65
Maragogi(AL),32704,1050
Maravilha(AL),9163,152
Marechal Deodoro(AL),51901,4235
Maribondo(AL),13264,386
Mata Grande(AL),25216,309
Matriz de Camaragibe(AL),24642,1187
Messias(AL),17856,763
Minador do Negrão(AL),5329,105
Monteirópolis(AL),7159,161
Murici(AL),28236,737
Novo Lino(AL),12690,145
Olho d'Água Grande(AL),5123,153
Olho d'Água das Flores(AL),21688,1240
Olho d'Água do Casado(AL),9373,68
Olivença(AL),11624,343
Ouro Branco(AL),11496,159
Palestina(AL),5011,330
Palmeira dos Índios(AL),73218,2986
Pariconha(AL),10533,443
Paripueira(AL),13176,225
Passo de Camaragibe(AL),15245,437
Paulo Jacinto(AL),7564,224
Penedo(AL),63683,2384
Piaçabuçu(AL),17827,561
Pilar(AL),35111,2098
Pindoba(AL),2908,84
Piranhas(AL),25039,644
Porto Calvo(AL),27165,941
Porto Real do Colégio(AL),20066,464
Porto de Pedras(AL),7786,240
Poço das Trincheiras(AL),14386,290
Pão de Açúcar(AL),24399,1018
Quebrangulo(AL),11294,607
Rio Largo(AL),75120,2143
Roteiro(AL),6664,211
Santa Luzia do Norte(AL),7296,354
Santana do Ipanema(AL),47654,3272
Santana do Mundaú(AL),10740,505
Satuba(AL),13828,757
Senador Rui Palmeira(AL),13870,223
São Brás(AL),6961,290
São José da Laje(AL),23927,878
São José da Tapera(AL),32260,1057
São Luís do Quitunde(AL),34555,947
São Miguel dos Campos(AL),61251,2657
São Miguel dos Milagres(AL),7951,178
São Sebastião(AL),34152,1015
Tanque d'Arca(AL),6162,204
Taquarana(AL),19980,457
Teotônio Vilela(AL),44169,1438
Traipu(AL),27715,345
União dos Palmares(AL),65611,1422
Viçosa(AL),25733,905
Água Branca(AL),20196,261
Abaiara(CE),11737,281
Acarape(CE),14929,2120
Acaraú(CE),62641,3673
Acopiara(CE),54270,1932
Aiuaba(CE),17399,264
Alcântaras(CE),11714,831
Altaneira(CE),7586,291
Alto Santo(CE),17146,668
Amontada(CE),43452,1389
Antonina do Norte(CE),7353,113
Apuiarés(CE),14600,510
Aquiraz(CE),80271,3170
Aracati(CE),74547,3680
Aracoiaba(CE),26469,1292
Ararendá(CE),10935,535
Araripe(CE),21600,609
Aratuba(CE),11847,404
Arneiroz(CE),7840,127
Assaré(CE),23417,1058
Aurora(CE),24654,1034
Baixio(CE),6288,227
Banabuiú(CE),18197,793
Barbalha(CE),60781,3128
Barreira(CE),22425,639
Barro(CE),22680,585
Barroquinha(CE),15017,882
Baturité(CE),35750,1289
Beberibe(CE),53573,2010
Bela Cruz(CE),32591,2049
Boa Viagem(CE),54470,2062
Brejo Santo(CE),49477,4559
Camocim(CE),63661,3370
Campos Sales(CE),27426,1274
Canindé(CE),76997,2796
Capistrano(CE),17738,949
Caridade(CE),22547,706
Caririaçu(CE),26965,923
Cariré(CE),18448,1373
Cariús(CE),18699,976
Carnaubal(CE),17606,983
Cascavel(CE),71743,2789
Catarina(CE),20698,561
Catunda(CE),10342,713
Caucaia(CE),361400,14738
Cedro(CE),25557,1864
Chaval(CE),13069,902
Chorozinho(CE),20264,1137
Choró(CE),13521,445
Coreaú(CE),23136,1712
Crateús(CE),75074,7469
Crato(CE),132123,10610
Croatá(CE),18063,516
Cruz(CE),24827,1811
Deputado Irapuan Pinheiro(CE),9625,456
Ereré(CE),7198,551
Eusébio(CE),53618,5107
Farias Brito(CE),19450,1488
