cities,population,cases
Amapá(AP),9109,1061
Calçoene(AP),11117,1523
Cutias(AP),5983,808
Ferreira Gomes(AP),7780,1109
Itaubal(AP),5503,356
Laranjal do Jari(AP),50410,5687
Macapá(AP),503327,33111
Mazagão(AP),21632,2156
Oiapoque(AP),27270,3765
Pedra Branca do Amapari(AP),16502,3022
Porto Grande(AP),21971,1627
Pracuúba(AP),5120,353
Santana(AP),121364,16549
Serra do Navio(AP),5397,913
Tartarugalzinho(AP),17315,1628
Vitória do Jari(AP),15931,3216
Acrelândia(AC),15256,647
Assis Brasil(AC),7417,898
Brasiléia(AC),26278,1602
Bujari(AC),10266,520
Capixaba(AC),11733,332
Cruzeiro do Sul(AC),88376,4486
Epitaciolândia(AC),18411,792
Feijó(AC),34780,1788
Jordão(AC),8317,267
Manoel Urbano(AC),9459,521
Marechal Thaumaturgo(AC),18867,715
Mâncio Lima(AC),18977,1497
Plácido de Castro(AC),19761,880
Porto Acre(AC),18504,789
Porto Walter(AC),11982,380
Rio Branco(AC),407319,21784
Rodrigues Alves(AC),18930,302
Santa Rosa do Purus(AC),6540,433
Sena Madureira(AC),45848,3080
Senador Guiomard(AC),23024,713
Tarauacá(AC),42567,3677
Xapuri(AC),19323,2244
Alvarães(AM),16041,2005
Amaturá(AM),11536,1372
Anamã(AM),13614,1418
Anori(AM),21010,1560
Apuí(AM),21973,766
Atalaia do Norte(AM),19921,2042
Autazes(AM),39565,2045
Barcelos(AM),27502,3584
Barreirinha(AM),32041,1770
Benjamin Constant(AM),42984,2140
Beruri(AM),19679,1648
Boa Vista do Ramos(AM),19207,702
Boca do Acre(AM),34308,2177
Borba(AM),41161,1181
Caapiranga(AM),13081,490
Canutama(AM),15629,862
Carauari(AM),28294,4950
Careiro(AM),37869,3397
Careiro da Várzea(AM),30225,669
Coari(AM),85097,8810
Codajás(AM),28637,469
Eirunepé(AM),35273,3169
Envira(AM),20033,1246
Fonte Boa(AM),17609,1260
Guajará(AM),16678,1104
Humaitá(AM),55080,5798
Ipixuna(AM),29689,3194
Iranduba(AM),48296,5321
Itacoatiara(AM),101337,4207
Itamarati(AM),7851,611
Itapiranga(AM),9148,2101
Japurá(AM),2755,709
Juruá(AM),14712,749
Jutaí(AM),14317,826
Lábrea(AM),46069,4543
Manacapuru(AM),97377,6133
Manaquiri(AM),32105,1054
Manaus(AM),2182763,119504
Manicoré(AM),55751,2301
Maraã(AM),18224,1713
Maués(AM),63905,2965
Nhamundá(AM),21173,1177
Nova Olinda do Norte(AM),37378,2055
Novo Airão(AM),19454,1393
Novo Aripuanã(AM),25644,1123
Parintins(AM),114273,7999
Pauini(AM),19426,1839
Presidente Figueiredo(AM),36279,4777
Rio Preto da Eva(AM),33347,3119
Santa Isabel do Rio Negro(AM),25156,2518
Santo Antônio do Içá(AM),21602,1405
Silves(AM),9171,981
São Gabriel da Cachoeira(AM),45564,6122
São Paulo de Olivença(AM),39299,2388
São Sebastião do Uatumã(AM),14020,1004
Tabatinga(AM),65844,2676
Tapauá(AM),17156,1585
Tefé(AM),59849,5983
Tonantins(AM),18755,808
Uarini(AM),13540,1325
Urucará(AM),16256,1267
Urucurituba(AM),23065,1885
