cities,population,cases
Amapá(AP),9109,809
Calçoene(AP),11117,1224
Cutias(AP),5983,620
Ferreira Gomes(AP),7780,610
Itaubal(AP),5503,321
Laranjal do Jari(AP),50410,4929
Macapá(AP),503327,21568
Mazagão(AP),21632,1624
Oiapoque(AP),27270,2992
Pedra Branca do Amapari(AP),16502,2826
Porto Grande(AP),21971,1278
Pracuúba(AP),5120,351
Santana(AP),121364,10926
Serra do Navio(AP),5397,703
Tartarugalzinho(AP),17315,1410
Vitória do Jari(AP),15931,2965
Acrelândia(AC),15256,498
Assis Brasil(AC),7417,724
Brasiléia(AC),26278,1206
Bujari(AC),10266,429
Capixaba(AC),11733,260
Cruzeiro do Sul(AC),88376,3737
Epitaciolândia(AC),18411,537
Feijó(AC),34780,1331
Jordão(AC),8317,218
Manoel Urbano(AC),9459,350
Marechal Thaumaturgo(AC),18867,676
Mâncio Lima(AC),18977,1235
Plácido de Castro(AC),19761,431
Porto Acre(AC),18504,539
Porto Walter(AC),11982,321
Rio Branco(AC),407319,13623
Rodrigues Alves(AC),18930,212
Santa Rosa do Purus(AC),6540,368
Sena Madureira(AC),45848,1822
Senador Guiomard(AC),23024,561
Tarauacá(AC),42567,2662
Xapuri(AC),19323,1555
Alvarães(AM),16041,1314
Amaturá(AM),11536,1012
Anamã(AM),13614,895
Anori(AM),21010,1050
Apuí(AM),21973,323
Atalaia do Norte(AM),19921,1436
Autazes(AM),39565,1423
Barcelos(AM),27502,2815
Barreirinha(AM),32041,1290
Benjamin Constant(AM),42984,1669
Beruri(AM),19679,1021
Boa Vista do Ramos(AM),19207,464
Boca do Acre(AM),34308,1429
Borba(AM),41161,751
Caapiranga(AM),13081,373
Canutama(AM),15629,648
Carauari(AM),28294,3413
Careiro(AM),37869,1993
Careiro da Várzea(AM),30225,338
Coari(AM),85097,7800
Codajás(AM),28637,292
Eirunepé(AM),35273,2592
Envira(AM),20033,932
Fonte Boa(AM),17609,972
Guajará(AM),16678,950
Humaitá(AM),55080,3874
Ipixuna(AM),29689,2255
Iranduba(AM),48296,2670
Itacoatiara(AM),101337,2561
Itamarati(AM),7851,583
Itapiranga(AM),9148,1155
Japurá(AM),2755,509
Juruá(AM),14712,572
Jutaí(AM),14317,454
Lábrea(AM),46069,3158
Manacapuru(AM),97377,4282
Manaquiri(AM),32105,604
Manaus(AM),2182763,66767
Manicoré(AM),55751,1531
Maraã(AM),18224,612
Maués(AM),63905,2162
Nhamundá(AM),21173,944
Nova Olinda do Norte(AM),37378,1142
Novo Airão(AM),19454,545
Novo Aripuanã(AM),25644,820
Parintins(AM),114273,6565
Pauini(AM),19426,1444
Presidente Figueiredo(AM),36279,2820
Rio Preto da Eva(AM),33347,1702
Santa Isabel do Rio Negro(AM),25156,2303
Santo Antônio do Içá(AM),21602,1320
Silves(AM),9171,606
São Gabriel da Cachoeira(AM),45564,4687
São Paulo de Olivença(AM),39299,2041
São Sebastião do Uatumã(AM),14020,663
Tabatinga(AM),65844,1964
Tapauá(AM),17156,1095
Tefé(AM),59849,4258
Tonantins(AM),18755,651
Uarini(AM),13540,889
Urucará(AM),16256,862
Urucurituba(AM),23065,1287
Brasília(DF),3015268,193345
Anadia(AL),17545,507
Arapiraca(AL),231747,12525
Atalaia(AL),47185,630
Barra de Santo Antônio(AL),15932,136
Barra de São Miguel(AL),8322,158
Batalha(AL),18232,607
Belo Monte(AL),6704,173
Belém(AL),4344,59
Boca da Mata(AL),27281,1253
Branquinha(AL),10494,272
Cacimbinhas(AL),10858,283
Cajueiro(AL),21264,365
Campestre(AL),6936,96
Campo Alegre(AL),57063,1448
Campo Grande(AL),9558,225
Canapi(AL),17722,67
Capela(AL),17053,535
Carneiros(AL),9081,95
Chã Preta(AL),7311,47
Coité do Nóia(AL),10693,159
Colônia Leopoldina(AL),21698,253
Coqueiro Seco(AL),5845,305
Coruripe(AL),56933,1819
Craíbas(AL),24219,712
Delmiro Gouveia(AL),52016,1027
Dois Riachos(AL),11075,202
Estrela de Alagoas(AL),18205,202
Feira Grande(AL),22166,472
Feliz Deserto(AL),4754,99
Flexeiras(AL),12790,326
Girau do Ponciano(AL),40917,1345
Ibateguara(AL),15616,444
Igaci(AL),25631,250
Igreja Nova(AL),24499,568
Inhapi(AL),18385,75
Jacaré dos Homens(AL),5253,120
Jacuípe(AL),7021,63
Japaratinga(AL),8361,157
Jaramataia(AL),5770,61
Jequiá da Praia(AL),11580,383
Joaquim Gomes(AL),23993,560
Jundiá(AL),4155,48
Junqueiro(AL),24727,572
Lagoa da Canoa(AL),17852,573
Limoeiro de Anadia(AL),28635,534
Maceió(AL),1018948,30112
Major Isidoro(AL),19804,426
Mar Vermelho(AL),3514,24
Maragogi(AL),32704,501
Maravilha(AL),9163,99
Marechal Deodoro(AL),51901,2665
Maribondo(AL),13264,357
Mata Grande(AL),25216,201
Matriz de Camaragibe(AL),24642,1114
Messias(AL),17856,642
Minador do Negrão(AL),5329,85
Monteirópolis(AL),7159,126
Murici(AL),28236,428
Novo Lino(AL),12690,111
Olho d'Água Grande(AL),5123,145
Olho d'Água das Flores(AL),21688,1157
Olho d'Água do Casado(AL),9373,42
Olivença(AL),11624,153
Ouro Branco(AL),11496,93
Palestina(AL),5011,302
Palmeira dos Índios(AL),73218,1895
Pariconha(AL),10533,206
Paripueira(AL),13176,189
Passo de Camaragibe(AL),15245,377
Paulo Jacinto(AL),7564,185
Penedo(AL),63683,1593
Piaçabuçu(AL),17827,367
Pilar(AL),35111,1452
Pindoba(AL),2908,79
Piranhas(AL),25039,285
Porto Calvo(AL),27165,795
Porto Real do Colégio(AL),20066,413
Porto de Pedras(AL),7786,149
Poço das Trincheiras(AL),14386,100
Pão de Açúcar(AL),24399,888
Quebrangulo(AL),11294,391
Rio Largo(AL),75120,1317
Roteiro(AL),6664,155
Santa Luzia do Norte(AL),7296,242
Santana do Ipanema(AL),47654,1763
Santana do Mundaú(AL),10740,268
Satuba(AL),13828,510
Senador Rui Palmeira(AL),13870,119
São Brás(AL),6961,261
São José da Laje(AL),23927,718
São José da Tapera(AL),32260,889
São Luís do Quitunde(AL),34555,855
São Miguel dos Campos(AL),61251,2146
São Miguel dos Milagres(AL),7951,126
São Sebastião(AL),34152,848
Tanque d'Arca(AL),6162,127
Taquarana(AL),19980,258
Teotônio Vilela(AL),44169,1315
Traipu(AL),27715,278
União dos Palmares(AL),65611,955
Viçosa(AL),25733,424
Água Branca(AL),20196,103
Abaiara(CE),11737,103
Acarape(CE),14929,1928
Acaraú(CE),62641,2701
Acopiara(CE),54270,1283
Aiuaba(CE),17399,62
Alcântaras(CE),11714,551
Altaneira(CE),7586,137
Alto Santo(CE),17146,469
Amontada(CE),43452,844
Antonina do Norte(CE),7353,57
Apuiarés(CE),14600,250
Aquiraz(CE),80271,1146
Aracati(CE),74547,1922
Aracoiaba(CE),26469,826
Ararendá(CE),10935,252
Araripe(CE),21600,246
Aratuba(CE),11847,259
Arneiroz(CE),7840,62
Assaré(CE),23417,492
Aurora(CE),24654,610
Baixio(CE),6288,108
Banabuiú(CE),18197,599
Barbalha(CE),60781,2246
Barreira(CE),22425,352
Barro(CE),22680,412
Barroquinha(CE),15017,803
Baturité(CE),35750,623
Beberibe(CE),53573,944
Bela Cruz(CE),32591,1249
Boa Viagem(CE),54470,1399
Brejo Santo(CE),49477,1939
Camocim(CE),63661,2415
Campos Sales(CE),27426,573
Canindé(CE),76997,2049
Capistrano(CE),17738,725
Caridade(CE),22547,328
Caririaçu(CE),26965,781
Cariré(CE),18448,902
Cariús(CE),18699,574
Carnaubal(CE),17606,627
Cascavel(CE),71743,1695
Catarina(CE),20698,268
Catunda(CE),10342,369
Caucaia(CE),361400,6406
Cedro(CE),25557,614
Chaval(CE),13069,815
Chorozinho(CE),20264,634
Choró(CE),13521,352
Coreaú(CE),23136,1333
Crateús(CE),75074,6251
Crato(CE),132123,7506
Croatá(CE),18063,398
Cruz(CE),24827,906
Deputado Irapuan Pinheiro(CE),9625,263
Ereré(CE),7198,368
Eusébio(CE),53618,2183
Farias Brito(CE),19450,1214
Forquilha(CE),24218,756
Fortaleza(CE),2669342,62909
Fortim(CE),16480,170
Frecheirinha(CE),14072,1535
General Sampaio(CE),7618,148
Granja(CE),54748,1292
Granjeiro(CE),4844,194
Graça(CE),14399,581
Groaíras(CE),11068,801
Guaiúba(CE),26064,317
Guaraciaba do Norte(CE),40642,825
Guaramiranga(CE),5193,143
Hidrolândia(CE),19978,537
Horizonte(CE),67337,2186
Ibaretama(CE),13353,160
Ibiapina(CE),24997,836
Ibicuitinga(CE),12525,533
Icapuí(CE),19934,630
Icó(CE),68018,2279
Iguatu(CE),102498,4110
Independência(CE),26178,481
Ipaporanga(CE),11593,349
Ipaumirim(CE),12463,239
Ipu(CE),41964,2263
Ipueiras(CE),38166,1527
Iracema(CE),14297,793
Irauçuba(CE),24156,412
Itaitinga(CE),37980,810
Itaiçaba(CE),7827,279
Itapajé(CE),52675,1184
Itapipoca(CE),129358,3373
Itapiúna(CE),20382,366
Itarema(CE),41826,1981
Itatira(CE),21647,998
Jaguaretama(CE),18162,842
Jaguaribara(CE),11401,303
Jaguaribe(CE),34682,1557
Jaguaruana(CE),33705,1102
Jardim(CE),27174,309
Jati(CE),8111,92
Jijoca de Jericoacoara(CE),19816,859
Juazeiro do Norte(CE),274207,16341
Jucás(CE),24833,533
Lavras da Mangabeira(CE),31508,990
Limoeiro do Norte(CE),59540,1732
Madalena(CE),19691,514
Maracanaú(CE),227886,7744
Maranguape(CE),128978,5227
Marco(CE),27361,507
Martinópole(CE),11233,225
Massapê(CE),38737,988
Mauriti(CE),47962,1331
Meruoca(CE),15057,714
Milagres(CE),27512,588
Milhã(CE),13155,349
Miraíma(CE),13818,424
Missão Velha(CE),35393,880
Mombaça(CE),43797,1198
Monsenhor Tabosa(CE),17234,701
Morada Nova(CE),61890,2432
Moraújo(CE),8724,507
Morrinhos(CE),22534,505
Mucambo(CE),14537,525
Mulungu(CE),10823,198
Nova Olinda(CE),15565,339
Nova Russas(CE),32328,823
Novo Oriente(CE),28607,536
Ocara(CE),25703,506
Orós(CE),21427,1282
Pacajus(CE),72203,1652
Pacatuba(CE),83432,1872
Pacoti(CE),12261,297
Pacujá(CE),6533,340
Palhano(CE),9386,114
Palmácia(CE),13322,321
Paracuru(CE),35076,1247
Paraipaba(CE),32744,1132
Parambu(CE),31521,340
Paramoti(CE),12226,216
Pedra Branca(CE),43258,372
Penaforte(CE),9077,45
Pentecoste(CE),37751,860
Pereiro(CE),16307,511
Pindoretama(CE),20567,493
Piquet Carneiro(CE),16959,812
Pires Ferreira(CE),10951,427
Poranga(CE),12336,199
Porteiras(CE),14996,376
Potengi(CE),11045,151
Potiretama(CE),6419,189
Quiterianópolis(CE),21084,664
Quixadá(CE),87728,3904
Quixelô(CE),16178,1132
Quixeramobim(CE),81082,2536
Quixeré(CE),22149,886
Redenção(CE),29053,1632
Reriutaba(CE),18491,1056
Russas(CE),78194,3399
Saboeiro(CE),15819,394
Salitre(CE),16554,370
Santa Quitéria(CE),43703,1599
Santana do Acaraú(CE),32452,1125
Santana do Cariri(CE),17700,236
Senador Pompeu(CE),25496,726
Senador Sá(CE),7623,410
Sobral(CE),208935,12588
Solonópole(CE),18324,862
São Benedito(CE),47903,1457
São Gonçalo do Amarante(CE),48422,2760
São João do Jaguaribe(CE),7645,195
São Luís do Curu(CE),13000,179
Tabuleiro do Norte(CE),30697,1299
Tamboril(CE),26251,466
Tarrafas(CE),8592,39
Tauá(CE),58859,3060
Tejuçuoca(CE),19187,526
Tianguá(CE),75946,3941
Trairi(CE),55918,720
Tururu(CE),16271,522
Ubajara(CE),34792,1037
Umari(CE),7733,146
Umirim(CE),19825,347
Uruburetama(CE),21850,764
Uruoca(CE),13840,628
Varjota(CE),18420,1103
Viçosa do Ceará(CE),60889,2093
Várzea Alegre(CE),40721,959
Afonso Cláudio(ES),30586,1146
Alegre(ES),30084,456
Alfredo Chaves(ES),14601,629
Alto Rio Novo(ES),7836,214
Anchieta(ES),29263,1192
Apiacá(ES),7567,197
Aracruz(ES),101220,4912
Atilio Vivacqua(ES),11936,390
Baixo Guandu(ES),30998,1009
Barra de São Francisco(ES),44650,1102
Boa Esperança(ES),15037,404
Bom Jesus do Norte(ES),9936,361
Brejetuba(ES),12404,578
Cachoeiro de Itapemirim(ES),208972,7616
Cariacica(ES),381285,15594
Castelo(ES),37534,1927
Colatina(ES),122499,7677
Conceição da Barra(ES),31063,395
Conceição do Castelo(ES),12723,393
Divino de São Lourenço(ES),4304,149
Domingos Martins(ES),33850,1185
Dores do Rio Preto(ES),6749,91
Ecoporanga(ES),22923,1238
Fundão(ES),21509,793
