#city,population,cases
Cariús(CE),18699,484
Carnaubal(CE),17606,572
Cascavel(CE),71743,1514
Catarina(CE),20698,228
Catunda(CE),10342,337
Caucaia(CE),361400,5695
Cedro(CE),25557,429
Chaval(CE),13069,797
Chorozinho(CE),20264,518
Choró(CE),13521,317
Coreaú(CE),23136,1220
Crateús(CE),75074,3982
Crato(CE),132123,6084
Croatá(CE),18063,187
Cruz(CE),24827,856
Deputado Irapuan Pinheiro(CE),9625,158
Ereré(CE),7198,231
Eusébio(CE),53618,1770
Farias Brito(CE),19450,1056
Forquilha(CE),24218,739
Fortaleza(CE),2669342,48211
Fortim(CE),16480,154
Frecheirinha(CE),14072,1485
General Sampaio(CE),7618,134
Granja(CE),54748,1259
Granjeiro(CE),4844,70
Graça(CE),14399,533
Groaíras(CE),11068,718
Guaiúba(CE),26064,282
Guaraciaba do Norte(CE),40642,701
Guaramiranga(CE),5193,121
Hidrolândia(CE),19978,265
Horizonte(CE),67337,1723
Ibaretama(CE),13353,135
Ibiapina(CE),24997,748
Ibicuitinga(CE),12525,464
Icapuí(CE),19934,497
Icó(CE),68018,1057
Iguatu(CE),102498,3041
Independência(CE),26178,255
Ipaporanga(CE),11593,193
Ipaumirim(CE),12463,167
Ipu(CE),41964,1586
Ipueiras(CE),38166,750
Iracema(CE),14297,442
Irauçuba(CE),24156,371
Itaitinga(CE),37980,673
Itaiçaba(CE),7827,260
Itapajé(CE),52675,1103
Itapipoca(CE),129358,2611
Itapiúna(CE),20382,337
Itarema(CE),41826,1944
Itatira(CE),21647,861
Jaguaretama(CE),18162,766
Jaguaribara(CE),11401,268
Jaguaribe(CE),34682,1344
Jaguaruana(CE),33705,871
Jardim(CE),27174,186
Jati(CE),8111,65
Jijoca de Jericoacoara(CE),19816,803
Juazeiro do Norte(CE),274207,14857
Jucás(CE),24833,446
Lavras da Mangabeira(CE),31508,442
Limoeiro do Norte(CE),59540,1519
Madalena(CE),19691,459
Maracanaú(CE),227886,6590
Maranguape(CE),128978,4724
Marco(CE),27361,444
Martinópole(CE),11233,187
Massapê(CE),38737,927
Mauriti(CE),47962,958
Meruoca(CE),15057,644
Milagres(CE),27512,333
Milhã(CE),13155,285
Miraíma(CE),13818,401
Missão Velha(CE),35393,788
Mombaça(CE),43797,955
Monsenhor Tabosa(CE),17234,378
Morada Nova(CE),61890,1881
Moraújo(CE),8724,492
Morrinhos(CE),22534,489
Mucambo(CE),14537,502
Mulungu(CE),10823,151
Nova Olinda(CE),15565,84
Nova Russas(CE),32328,694
Novo Oriente(CE),28607,420
Ocara(CE),25703,454
Orós(CE),21427,1137
Pacajus(CE),72203,1262
Pacatuba(CE),83432,1681
Pacoti(CE),12261,275
Pacujá(CE),6533,233
Palhano(CE),9386,99
Palmácia(CE),13322,231
Paracuru(CE),35076,863
Paraipaba(CE),32744,1053
Parambu(CE),31521,259
Paramoti(CE),12226,182
Pedra Branca(CE),43258,314
Penaforte(CE),9077,39
Pentecoste(CE),37751,734
Pereiro(CE),16307,331
Pindoretama(CE),20567,417
Piquet Carneiro(CE),16959,363
Pires Ferreira(CE),10951,224
Poranga(CE),12336,152
Porteiras(CE),14996,327
Potengi(CE),11045,121
Potiretama(CE),6419,115
Quiterianópolis(CE),21084,375
Quixadá(CE),87728,3599
Quixelô(CE),16178,924
Quixeramobim(CE),81082,2227
Quixeré(CE),22149,685
Redenção(CE),29053,1420
Reriutaba(CE),18491,641
Russas(CE),78194,2895
Saboeiro(CE),15819,57
Salitre(CE),16554,297
Santa Quitéria(CE),43703,1321
Santana do Acaraú(CE),32452,926
Santana do Cariri(CE),17700,190
Senador Pompeu(CE),25496,531
Senador Sá(CE),7623,403
Sobral(CE),208935,11525
Solonópole(CE),18324,584
São Benedito(CE),47903,930
São Gonçalo do Amarante(CE),48422,2338
São João do Jaguaribe(CE),7645,173
São Luís do Curu(CE),13000,143
Tabuleiro do Norte(CE),30697,1030
Tamboril(CE),26251,254
Tarrafas(CE),8592,36
Tauá(CE),58859,1263
Tejuçuoca(CE),19187,503
Tianguá(CE),75946,3479
Trairi(CE),55918,677
Tururu(CE),16271,493
Ubajara(CE),34792,923
Umari(CE),7733,64
Umirim(CE),19825,285
Uruburetama(CE),21850,722
Uruoca(CE),13840,574
Varjota(CE),18420,910
Viçosa do Ceará(CE),60889,1840
Várzea Alegre(CE),40721,818
Afonso Cláudio(ES),30586,856
Alegre(ES),30084,339
Alfredo Chaves(ES),14601,456
Alto Rio Novo(ES),7836,176
Anchieta(ES),29263,862
Apiacá(ES),7567,162
Aracruz(ES),101220,3514
Atilio Vivacqua(ES),11936,328
Baixo Guandu(ES),30998,723
Barra de São Francisco(ES),44650,777
Boa Esperança(ES),15037,357
Bom Jesus do Norte(ES),9936,305
Brejetuba(ES),12404,453
Cachoeiro de Itapemirim(ES),208972,5529
Cariacica(ES),381285,11394
Castelo(ES),37534,1350
Colatina(ES),122499,5971
Conceição da Barra(ES),31063,338
Conceição do Castelo(ES),12723,281
Divino de São Lourenço(ES),4304,129
Domingos Martins(ES),33850,694
Dores do Rio Preto(ES),6749,87
Ecoporanga(ES),22923,876
Fundão(ES),21509,621
Governador Lindenberg(ES),12709,299
Guarapari(ES),124859,3175
Guaçuí(ES),30867,342
Ibatiba(ES),26082,663
Ibiraçu(ES),12479,537
Ibitirama(ES),8889,108
Iconha(ES),13860,470
Irupi(ES),13377,248
Itaguaçu(ES),14066,150
Itapemirim(ES),34348,1333
Itarana(ES),10555,160
Iúna(ES),29161,583
Jaguaré(ES),30477,768
Jerônimo Monteiro(ES),12192,243
João Neiva(ES),16668,429
Laranja da Terra(ES),10947,111
Linhares(ES),173555,6678
Mantenópolis(ES),15350,218
Marataízes(ES),38499,1601
Marechal Floriano(ES),16694,739
Marilândia(ES),12833,407
Mimoso do Sul(ES),26153,771
Montanha(ES),18833,290
Mucurici(ES),5524,92
Muniz Freire(ES),17465,277
Muqui(ES),15449,351
Nova Venécia(ES),50110,1159
Pancas(ES),23184,555
Pedro Canário(ES),26184,506
Pinheiros(ES),27047,644
Piúma(ES),21711,641
Ponto Belo(ES),7863,93
Presidente Kennedy(ES),11574,746
Rio Bananal(ES),19141,411
Rio Novo do Sul(ES),11622,385
Santa Leopoldina(ES),12224,217
Santa Maria de Jetibá(ES),40431,739
Santa Teresa(ES),23590,520
Serra(ES),517510,14772
Sooretama(ES),30070,818
São Domingos do Norte(ES),8638,319
São Gabriel da Palha(ES),37947,1689
São José do Calçado(ES),10556,309
São Mateus(ES),130611,3020
São Roque do Canaã(ES),12415,198
Vargem Alta(ES),21402,479
Venda Nova do Imigrante(ES),25277,922
Viana(ES),78239,1768
Vila Pavão(ES),9208,118
Vila Valério(ES),14080,470
Vila Velha(ES),493838,17018
Vitória(ES),362097,14664
Água Doce do Norte(ES),11019,173
Águia Branca(ES),9642,374
Abadia de Goiás(GO),8773,508
Abadiânia(GO),20042,117
Acreúna(GO),22366,464
Adelândia(GO),2516,65
Alexânia(GO),27653,941
Aloândia(GO),1995,83
Alto Horizonte(GO),6414,146
Alto Paraíso de Goiás(GO),7624,148
Alvorada do Norte(GO),8660,177
Amaralina(GO),3812,5
Americano do Brasil(GO),6111,134
Amorinópolis(GO),3126,40
Anhanguera(GO),1149,12
Anicuns(GO),21850,614
Anápolis(GO),386923,8405
Aparecida de Goiânia(GO),578179,26167
Aparecida do Rio Doce(GO),2474,79
Aporé(GO),4198,29
Aragarças(GO),20118,648
Aragoiânia(GO),10308,280
Araguapaz(GO),7770,106
Araçu(GO),3522,68
Arenópolis(GO),2612,28
Aruanã(GO),9875,103
Aurilândia(GO),3120,56
Avelinópolis(GO),2417,92
Baliza(GO),5138,18
Barro Alto(GO),11167,294
Bela Vista de Goiás(GO),29975,719
Bom Jardim de Goiás(GO),8841,131
Bom Jesus de Goiás(GO),25216,350
Bonfinópolis(GO),9706,242
Bonópolis(GO),4405,37
Brazabrantes(GO),3703,70
Britânia(GO),5779,129
Buriti Alegre(GO),9459,219
Buriti de Goiás(GO),2488,86
Buritinópolis(GO),3292,38
Cabeceiras(GO),7993,63
Cachoeira Alta(GO),12484,573
Cachoeira Dourada(GO),8067,73
Cachoeira de Goiás(GO),1351,15
Caiapônia(GO),18913,141
Caldas Novas(GO),91162,1366
Caldazinha(GO),3804,67
Campestre de Goiás(GO),3630,133
Campinaçu(GO),3640,119
Campinorte(GO),12626,323
Campo Alegre de Goiás(GO),7589,10
Campo Limpo de Goiás(GO),7789,21
Campos Belos(GO),19887,265
Campos Verdes(GO),2141,33
Carmo do Rio Verde(GO),10082,64
Castelândia(GO),3435,36
Catalão(GO),108823,1934
Caturaí(GO),5070,110
Cavalcante(GO),9709,44
Caçu(GO),16009,417
Ceres(GO),22191,766
Cezarina(GO),8606,126
Chapadão do Céu(GO),10167,333
Cidade Ocidental(GO),71376,2559
Cocalzinho de Goiás(GO),20240,459
Colinas do Sul(GO),3382,65
Corumbaíba(GO),9723,76
Corumbá de Goiás(GO),11110,121
Cristalina(GO),58997,565
Cristianópolis(GO),2966,34
Crixás(GO),16949,418
Cromínia(GO),3486,36
Cumari(GO),2854,16
Córrego do Ouro(GO),2327,53
Damianópolis(GO),3311,9
Damolândia(GO),2938,70
Davinópolis(GO),2094,16
Diorama(GO),2484,17
Divinópolis de Goiás(GO),4804,60
Doverlândia(GO),7322,87
Edealina(GO),3699,82
Edéia(GO),12372,249
Estrela do Norte(GO),3275,19
Faina(GO),6627,247
Fazenda Nova(GO),5637,47
Firminópolis(GO),13292,142
Flores de Goiás(GO),16557,72
Formosa(GO),121617,2021
Formoso(GO),4248,27
Gameleira de Goiás(GO),3818,80
Goiandira(GO),5600,56
Goianira(GO),44289,528
Goianápolis(GO),11231,329
Goianésia(GO),70084,2188
Goiatuba(GO),34095,1080
Goiás(GO),22645,160
Goiânia(GO),1516113,45662
Gouvelândia(GO),5898,87
Guapó(GO),14209,387
Guarani de Goiás(GO),3893,47
Guaraíta(GO),1996,32
Guarinos(GO),1794,18
Heitoraí(GO),3724,38
Hidrolina(GO),3564,161
Hidrolândia(GO),21706,830
Iaciara(GO),13947,105
Inaciolândia(GO),6194,129
Indiara(GO),15611,219
Inhumas(GO),52866,2250
Ipameri(GO),26985,244
Ipiranga de Goiás(GO),2893,24
Iporá(GO),31531,803
Israelândia(GO),2800,54
Itaberaí(GO),42900,1083
Itaguari(GO),4676,262
Itaguaru(GO),5237,75
Itajá(GO),4539,48
Itapaci(GO),22981,293
Itapirapuã(GO),4997,114
Itapuranga(GO),25768,445
Itarumã(GO),7178,91
Itauçu(GO),8938,18
Itumbiara(GO),104742,2008
Ivolândia(GO),2370,34
Jandaia(GO),6048,243
Jaraguá(GO),50511,310
Jataí(GO),100882,3061
Jaupaci(GO),2879,21
Jesúpolis(GO),2490,37
Joviânia(GO),7387,174
Jussara(GO),18478,307
Lagoa Santa(GO),1588,5
Leopoldo de Bulhões(GO),7647,143
Luziânia(GO),208299,4355
Mairipotaba(GO),2368,17
Mambaí(GO),8882,34
Mara Rosa(GO),9503,88
Marzagão(GO),2236,18
Matrinchã(GO),4351,19
Maurilândia(GO),14080,340
Mimoso de Goiás(GO),2597,49
Minaçu(GO),29070,333
Mineiros(GO),66801,3460
Moiporá(GO),1529,30
Monte Alegre de Goiás(GO),8606,16
Montes Claros de Goiás(GO),8055,190
Montividiu(GO),13396,393
Montividiu do Norte(GO),4479,40
Morrinhos(GO),46136,1460
Morro Agudo de Goiás(GO),2248,16
Mossâmedes(GO),4290,27
Mozarlândia(GO),15659,893
Mundo Novo(GO),4887,61
Mutunópolis(GO),3778,10
Nazário(GO),9142,85
Nerópolis(GO),29850,400
Niquelândia(GO),46388,659
Nova América(GO),2352,33
Nova Aurora(GO),2210,38
Nova Crixás(GO),12869,209
Nova Glória(GO),8164,204
Nova Iguaçu de Goiás(GO),2929,25
Nova Roma(GO),3264,2
Nova Veneza(GO),9853,248
Novo Brasil(GO),2913,28
Novo Gama(GO),115711,1535
Novo Planalto(GO),4495,4
Orizona(GO),15615,181
Ouro Verde de Goiás(GO),3759,54
Ouvidor(GO),6667,185
Padre Bernardo(GO),33835,547
Palestina de Goiás(GO),3464,28
Palmeiras de Goiás(GO),28858,2239
Palmelo(GO),2381,70
Palminópolis(GO),3585,92
Panamá(GO),2615,63
Paranaiguara(GO),10057,107
Paraúna(GO),10988,246
Perolândia(GO),3129,28
Petrolina de Goiás(GO),10281,134
Pilar de Goiás(GO),2253,26
Piracanjuba(GO),24524,474
Piranhas(GO),10385,218
Pirenópolis(GO),24908,34
Pires do Rio(GO),31458,795
Planaltina(GO),89918,1404
Pontalina(GO),17819,173
Porangatu(GO),45394,658
Porteirão(GO),3881,230
Portelândia(GO),4011,39
Posse(GO),36900,268
Professor Jamil(GO),3223,52
Quirinópolis(GO),50065,991
Rialma(GO),10918,372
Rianápolis(GO),4801,110
Rio Quente(GO),4493,39
Rio Verde(GO),235647,10213
Rubiataba(GO),19882,207
Sanclerlândia(GO),7637,117
Santa Bárbara de Goiás(GO),6560,199
Santa Cruz de Goiás(GO),2855,56
Santa Fé de Goiás(GO),5459,37
Santa Helena de Goiás(GO),38648,2208
Santa Isabel(GO),3809,129
Santa Rita do Araguaia(GO),8756,42
Santa Rita do Novo Destino(GO),3343,51
Santa Rosa de Goiás(GO),2319,25
Santa Tereza de Goiás(GO),3355,21
Santa Terezinha de Goiás(GO),8744,58
Santo Antônio da Barra(GO),4821,100
Santo Antônio de Goiás(GO),6283,371
Santo Antônio do Descoberto(GO),74744,1022
Senador Canedo(GO),115371,3536
Serranópolis(GO),8544,126
Silvânia(GO),20695,203
Simolândia(GO),6856,64
São Domingos(GO),12949,4
São Francisco de Goiás(GO),6264,74
São João d'Aliança(GO),13740,164
São João da Paraúna(GO),1381,8
São Luiz do Norte(GO),5167,113
São Luís de Montes Belos(GO),33817,769
São Miguel do Araguaia(GO),21993,48
São Miguel do Passa Quatro(GO),4057,61
São Patrício(GO),2036,58
São Simão(GO),20645,381
Sítio d'Abadia(GO),2989,1
Taquaral de Goiás(GO),3529,55
Teresina de Goiás(GO),3458,19
Terezópolis de Goiás(GO),8043,116
Trindade(GO),127599,2244
Trombas(GO),3500,17
Três Ranchos(GO),2833,43
Turvelândia(GO),5281,147
Turvânia(GO),4598,158
Uirapuru(GO),2854,6
Uruana(GO),13843,112
Uruaçu(GO),40532,801
Urutaí(GO),3072,28
Valparaíso de Goiás(GO),168468,4639
Varjão(GO),3827,56
Vianópolis(GO),13863,152
Vicentinópolis(GO),8743,133
Vila Boa(GO),6171,51
Vila Propício(GO),5821,167
Água Fria de Goiás(GO),5735,69
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,3027
Abaré(BA),20086,87
Abaíra(BA),8739,12
Acajutiba(BA),15159,123
Adustina(BA),17040,87
Aiquara(BA),4446,157
Alagoinhas(BA),151596,5160
Alcobaça(BA),22470,464
Almadina(BA),5464,335
Amargosa(BA),37241,351
Amélia Rodrigues(BA),25102,371
América Dourada(BA),16094,95
Anagé(BA),22005,96
Andaraí(BA),13143,37
Andorinha(BA),14595,64
Angical(BA),13977,132
Anguera(BA),11221,60
Antas(BA),19291,224
Antônio Cardoso(BA),11683,47
Antônio Gonçalves(BA),11798,161
Aporá(BA),17731,183
Apuarema(BA),7330,293
Aracatu(BA),13135,32
Araci(BA),54379,1068
Aramari(BA),11397,118
Arataca(BA),11019,183
Aratuípe(BA),8825,111
Araçás(BA),12177,150
Aurelino Leal(BA),11531,393
Baianópolis(BA),13877,81
Baixa Grande(BA),20468,33
Banzaê(BA),13229,233
Barra(BA),53578,206
Barra da Estiva(BA),20598,9
Barra do Choça(BA),31603,400
Barra do Mendes(BA),13865,18
Barra do Rocha(BA),5714,92
Barreiras(BA),155439,4382
Barro Alto(BA),14931,51
Barro Preto(BA),5591,231
Barrocas(BA),15978,127
Belmonte(BA),23328,446
Belo Campo(BA),17211,48
Biritinga(BA),15979,75
Boa Nova(BA),12633,116
Boa Vista do Tupim(BA),18576,98
Bom Jesus da Lapa(BA),69148,360
Bom Jesus da Serra(BA),9880,99
Boninal(BA),14368,9
Bonito(BA),16764,44
Boquira(BA),21508,35
Botuporã(BA),10211,5
Brejolândia(BA),10557,5
Brejões(BA),14295,53
Brotas de Macaúbas(BA),10231,3
Brumado(BA),67195,1192
Buerarema(BA),18349,488
Buritirama(BA),21174,225
Caatiba(BA),6758,254
Cabaceiras do Paraguaçu(BA),18807,65
Cachoeira(BA),33470,429
Caculé(BA),23170,78
Caetanos(BA),14542,73
Caetité(BA),50975,156
Cafarnaum(BA),18437,204
Cairu(BA),18176,213
Caldeirão Grande(BA),13327,123
Camacan(BA),31988,1359
Camamu(BA),35316,805
Camaçari(BA),299132,5905
Campo Alegre de Lourdes(BA),28798,112
Campo Formoso(BA),71206,994
Canarana(BA),26176,110
Canavieiras(BA),31099,203
Candeal(BA),8258,85
Candeias(BA),87076,2166
Candiba(BA),14319,28
Cansanção(BA),34834,158
Canudos(BA),16668,122
Canápolis(BA),9711,30
Capela do Alto Alegre(BA),11637,165
Capim Grosso(BA),30662,995
Caravelas(BA),22016,322
Caraíbas(BA),8951,20
Cardeal da Silva(BA),9295,60
Carinhanha(BA),29018,105
Casa Nova(BA),71969,455
Castro Alves(BA),26264,390
Catolândia(BA),3577,34
Catu(BA),54704,1505
Caturama(BA),9329,2
Caém(BA),9213,109
Central(BA),17266,50
Chorrochó(BA),11177,34
Cipó(BA),17300,177
Coaraci(BA),16993,480
Cocos(BA),18777,72
Conceição da Feira(BA),22581,553
Conceição do Almeida(BA),17247,534
Conceição do Coité(BA),66612,1880
Conceição do Jacuípe(BA),33153,568
Conde(BA),25837,304
Condeúba(BA),17247,49
Contendas do Sincorá(BA),4066,35
Coração de Maria(BA),22605,265
Cordeiros(BA),8614,31
Coribe(BA),14194,98
Coronel João Sá(BA),15895,195
Correntina(BA),32137,292
Cotegipe(BA),13782,61
Cravolândia(BA),5349,10
Cristópolis(BA),13910,105
Crisópolis(BA),21103,187
Cruz das Almas(BA),63239,629
Curaçá(BA),34700,324
Cândido Sales(BA),25189,530
Cícero Dantas(BA),32515,519
Dias d'Ávila(BA),81089,1440
Dom Basílio(BA),12199,43
Dom Macedo Costa(BA),4058,78
Dário Meira(BA),10710,541
Elísio Medrado(BA),8122,60
Encruzilhada(BA),17006,156
Entre Rios(BA),41780,328
Esplanada(BA),37237,340
Euclides da Cunha(BA),60585,185
Eunápolis(BA),113380,2893
Feira da Mata(BA),5665,24
Feira de Santana(BA),614872,12628
Filadélfia(BA),16377,379
Firmino Alves(BA),5617,75
Floresta Azul(BA),10629,340
Formosa do Rio Preto(BA),25591,207
Fátima(BA),17890,419
Gandu(BA),32403,1394
Gavião(BA),4463,40
Gentio do Ouro(BA),11233,182
Glória(BA),15221,177
Gongogi(BA),7128,116
Governador Mangabeira(BA),20722,120
Guajeru(BA),6937,5
Guanambi(BA),84481,518
Guaratinga(BA),20843,386
Heliópolis(BA),13031,50
Iaçu(BA),24305,187
Ibiassucê(BA),9224,21
Ibicaraí(BA),21689,697
Ibicoara(BA),19571,12
Ibicuí(BA),16198,489
Ibipeba(BA),18211,19
Ibipitanga(BA),14902,15
Ibiquera(BA),4044,4
Ibirapitanga(BA),23375,638
Ibirapuã(BA),8637,129
Ibirataia(BA),15312,957
Ibitiara(BA),16339,11
Ibititá(BA),17113,192
Ibotirama(BA),26927,239
Ichu(BA),6206,23
Igaporã(BA),15640,22
Igrapiúna(BA),13226,249
Iguaí(BA),26916,466
Ilhéus(BA),162327,6399
Inhambupe(BA),39926,359
Ipecaetá(BA),14487,93
Ipiaú(BA),45873,1882
Ipirá(BA),59595,379
Ipupiara(BA),9865,2
Irajuba(BA),7260,44
Iramaia(BA),8537,14
Iraquara(BA),25216,209
Irará(BA),29034,392
Irecê(BA),72967,1584
Itabela(BA),30584,731
Itaberaba(BA),64489,2199
Itabuna(BA),213223,11933
Itacaré(BA),28296,367
Itaeté(BA),16056,69
Itagi(BA),12351,315
Itagibá(BA),14579,381
Itagimirim(BA),6869,90
Itaguaçu da Bahia(BA),14429,30
Itaju do Colônia(BA),6682,186
Itajuípe(BA),20491,914
Itamaraju(BA),64486,2075
Itamari(BA),8035,208
Itambé(BA),23049,343
