cities,population,cases
Messias(AL),17856,682
Minador do Negrão(AL),5329,100
Monteirópolis(AL),7159,142
Murici(AL),28236,476
Novo Lino(AL),12690,115
Olho d'Água Grande(AL),5123,147
Olho d'Água das Flores(AL),21688,1182
Olho d'Água do Casado(AL),9373,50
Olivença(AL),11624,182
Ouro Branco(AL),11496,105
Palestina(AL),5011,308
Palmeira dos Índios(AL),73218,2204
Pariconha(AL),10533,215
Paripueira(AL),13176,200
Passo de Camaragibe(AL),15245,381
Paulo Jacinto(AL),7564,202
Penedo(AL),63683,1754
Piaçabuçu(AL),17827,449
Pilar(AL),35111,1563
Pindoba(AL),2908,80
Piranhas(AL),25039,326
Porto Calvo(AL),27165,800
Porto Real do Colégio(AL),20066,439
Porto de Pedras(AL),7786,162
Poço das Trincheiras(AL),14386,128
Pão de Açúcar(AL),24399,945
Quebrangulo(AL),11294,448
Rio Largo(AL),75120,1476
Roteiro(AL),6664,163
Santa Luzia do Norte(AL),7296,258
Santana do Ipanema(AL),47654,2291
Santana do Mundaú(AL),10740,318
Satuba(AL),13828,553
Senador Rui Palmeira(AL),13870,127
São Brás(AL),6961,264
São José da Laje(AL),23927,727
São José da Tapera(AL),32260,900
São Luís do Quitunde(AL),34555,886
São Miguel dos Campos(AL),61251,2256
São Miguel dos Milagres(AL),7951,128
São Sebastião(AL),34152,865
Tanque d'Arca(AL),6162,160
Taquarana(AL),19980,300
Teotônio Vilela(AL),44169,1357
Traipu(AL),27715,286
União dos Palmares(AL),65611,1125
Viçosa(AL),25733,510
Água Branca(AL),20196,145
Abaiara(CE),11737,160
Acarape(CE),14929,1949
Acaraú(CE),62641,2760
Acopiara(CE),54270,1370
Aiuaba(CE),17399,76
Alcântaras(CE),11714,587
Altaneira(CE),7586,236
Alto Santo(CE),17146,523
Amontada(CE),43452,999
Antonina do Norte(CE),7353,78
Apuiarés(CE),14600,263
Aquiraz(CE),80271,1410
Aracati(CE),74547,2291
Aracoiaba(CE),26469,891
Ararendá(CE),10935,408
Araripe(CE),21600,308
Aratuba(CE),11847,268
Arneiroz(CE),7840,71
Assaré(CE),23417,917
Aurora(CE),24654,870
Baixio(CE),6288,126
Banabuiú(CE),18197,648
Barbalha(CE),60781,2420
Barreira(CE),22425,374
Barro(CE),22680,485
Barroquinha(CE),15017,820
Baturité(CE),35750,753
Beberibe(CE),53573,1213
Bela Cruz(CE),32591,1335
Boa Viagem(CE),54470,1574
Brejo Santo(CE),49477,3014
Camocim(CE),63661,2558
Campos Sales(CE),27426,725
Canindé(CE),76997,2233
Capistrano(CE),17738,752
Caridade(CE),22547,371
Caririaçu(CE),26965,818
Cariré(CE),18448,1081
Cariús(CE),18699,646
Carnaubal(CE),17606,714
Cascavel(CE),71743,1935
Catarina(CE),20698,359
Catunda(CE),10342,414
Caucaia(CE),361400,7349
Cedro(CE),25557,775
Chaval(CE),13069,825
Chorozinho(CE),20264,739
Choró(CE),13521,356
Coreaú(CE),23136,1349
Crateús(CE),75074,6736
Crato(CE),132123,8521
Croatá(CE),18063,422
Cruz(CE),24827,1073
Deputado Irapuan Pinheiro(CE),9625,319
Ereré(CE),7198,470
Eusébio(CE),53618,2683
Farias Brito(CE),19450,1298
Forquilha(CE),24218,781
Fortaleza(CE),2669342,82294
Fortim(CE),16480,186
Frecheirinha(CE),14072,1565
General Sampaio(CE),7618,156
Granja(CE),54748,1326
Granjeiro(CE),4844,197
Graça(CE),14399,634
Groaíras(CE),11068,811
Guaiúba(CE),26064,352
Guaraciaba do Norte(CE),40642,1039
Guaramiranga(CE),5193,208
Hidrolândia(CE),19978,1009
Horizonte(CE),67337,2827
Ibaretama(CE),13353,176
Ibiapina(CE),24997,867
Ibicuitinga(CE),12525,615
Icapuí(CE),19934,899
Icó(CE),68018,2718
Iguatu(CE),102498,4886
Independência(CE),26178,554
Ipaporanga(CE),11593,411
Ipaumirim(CE),12463,266
Ipu(CE),41964,2505
Ipueiras(CE),38166,1565
Iracema(CE),14297,1037
Irauçuba(CE),24156,416
Itaitinga(CE),37980,1002
Itaiçaba(CE),7827,320
Itapajé(CE),52675,1229
Itapipoca(CE),129358,3732
Itapiúna(CE),20382,420
Itarema(CE),41826,2041
Itatira(CE),21647,1111
Jaguaretama(CE),18162,890
Jaguaribara(CE),11401,350
Jaguaribe(CE),34682,1760
Jaguaruana(CE),33705,1256
Jardim(CE),27174,396
Jati(CE),8111,118
Jijoca de Jericoacoara(CE),19816,996
Juazeiro do Norte(CE),274207,16869
Jucás(CE),24833,581
Lavras da Mangabeira(CE),31508,1223
Limoeiro do Norte(CE),59540,1952
Madalena(CE),19691,566
Maracanaú(CE),227886,8639
Maranguape(CE),128978,5850
Marco(CE),27361,532
Martinópole(CE),11233,239
Massapê(CE),38737,1044
Mauriti(CE),47962,1507
Meruoca(CE),15057,745
Milagres(CE),27512,995
Milhã(CE),13155,359
Miraíma(CE),13818,443
Missão Velha(CE),35393,1037
Mombaça(CE),43797,1382
Monsenhor Tabosa(CE),17234,821
Morada Nova(CE),61890,3083
Moraújo(CE),8724,524
Morrinhos(CE),22534,511
Mucambo(CE),14537,550
Mulungu(CE),10823,233
Nova Olinda(CE),15565,455
Nova Russas(CE),32328,879
Novo Oriente(CE),28607,563
Ocara(CE),25703,563
Orós(CE),21427,1369
Pacajus(CE),72203,2134
Pacatuba(CE),83432,2188
Pacoti(CE),12261,330
Pacujá(CE),6533,438
Palhano(CE),9386,205
Palmácia(CE),13322,342
Paracuru(CE),35076,1326
Paraipaba(CE),32744,1253
Parambu(CE),31521,425
Paramoti(CE),12226,239
Pedra Branca(CE),43258,386
Penaforte(CE),9077,73
Pentecoste(CE),37751,1060
Pereiro(CE),16307,654
Pindoretama(CE),20567,581
Piquet Carneiro(CE),16959,880
Pires Ferreira(CE),10951,517
Poranga(CE),12336,231
Porteiras(CE),14996,524
Potengi(CE),11045,163
Potiretama(CE),6419,198
Quiterianópolis(CE),21084,813
Quixadá(CE),87728,4256
Quixelô(CE),16178,1171
Quixeramobim(CE),81082,2863
Quixeré(CE),22149,1124
Redenção(CE),29053,1799
Reriutaba(CE),18491,1136
Russas(CE),78194,4298
Saboeiro(CE),15819,489
Salitre(CE),16554,410
Santa Quitéria(CE),43703,1737
Santana do Acaraú(CE),32452,1170
Santana do Cariri(CE),17700,330
Senador Pompeu(CE),25496,753
Senador Sá(CE),7623,410
Sobral(CE),208935,13222
Solonópole(CE),18324,938
São Benedito(CE),47903,1651
São Gonçalo do Amarante(CE),48422,3012
São João do Jaguaribe(CE),7645,211
São Luís do Curu(CE),13000,208
Tabuleiro do Norte(CE),30697,1593
Tamboril(CE),26251,797
Tarrafas(CE),8592,107
Tauá(CE),58859,3381
Tejuçuoca(CE),19187,620
Tianguá(CE),75946,4237
Trairi(CE),55918,742
Tururu(CE),16271,543
Ubajara(CE),34792,1115
Umari(CE),7733,208
Umirim(CE),19825,379
Uruburetama(CE),21850,816
Uruoca(CE),13840,659
Varjota(CE),18420,1241
Viçosa do Ceará(CE),60889,2157
Várzea Alegre(CE),40721,1123
Afonso Cláudio(ES),30586,1656
Alegre(ES),30084,831
Alfredo Chaves(ES),14601,1336
Alto Rio Novo(ES),7836,420
Anchieta(ES),29263,1983
Apiacá(ES),7567,307
Aracruz(ES),101220,7433
Atilio Vivacqua(ES),11936,738
Baixo Guandu(ES),30998,1748
Barra de São Francisco(ES),44650,1739
Boa Esperança(ES),15037,528
Bom Jesus do Norte(ES),9936,552
Brejetuba(ES),12404,707
Cachoeiro de Itapemirim(ES),208972,12240
Cariacica(ES),381285,20996
Castelo(ES),37534,2995
Colatina(ES),122499,11630
Conceição da Barra(ES),31063,483
Conceição do Castelo(ES),12723,603
Divino de São Lourenço(ES),4304,266
Domingos Martins(ES),33850,1810
Dores do Rio Preto(ES),6749,359
Ecoporanga(ES),22923,1651
Fundão(ES),21509,1070
Governador Lindenberg(ES),12709,905
Guarapari(ES),124859,6592
Guaçuí(ES),30867,1047
Ibatiba(ES),26082,1334
Ibiraçu(ES),12479,990
Ibitirama(ES),8889,223
Iconha(ES),13860,1329
Irupi(ES),13377,605
Itaguaçu(ES),14066,901
Itapemirim(ES),34348,2364
Itarana(ES),10555,691
Iúna(ES),29161,1009
Jaguaré(ES),30477,1697
Jerônimo Monteiro(ES),12192,451
João Neiva(ES),16668,1111
Laranja da Terra(ES),10947,233
Linhares(ES),173555,12192
Mantenópolis(ES),15350,444
Marataízes(ES),38499,3104
Marechal Floriano(ES),16694,1640
Marilândia(ES),12833,1116
Mimoso do Sul(ES),26153,1451
Montanha(ES),18833,614
Mucurici(ES),5524,265
Muniz Freire(ES),17465,826
Muqui(ES),15449,671
Nova Venécia(ES),50110,2147
Pancas(ES),23184,970
Pedro Canário(ES),26184,730
Pinheiros(ES),27047,942
Piúma(ES),21711,1366
Ponto Belo(ES),7863,211
Presidente Kennedy(ES),11574,1156
Rio Bananal(ES),19141,987
Rio Novo do Sul(ES),11622,758
Santa Leopoldina(ES),12224,430
Santa Maria de Jetibá(ES),40431,2069
Santa Teresa(ES),23590,2415
Serra(ES),517510,30955
Sooretama(ES),30070,1356
São Domingos do Norte(ES),8638,625
São Gabriel da Palha(ES),37947,2681
São José do Calçado(ES),10556,453
São Mateus(ES),130611,5098
São Roque do Canaã(ES),12415,964
Vargem Alta(ES),21402,1046
Venda Nova do Imigrante(ES),25277,2152
Viana(ES),78239,3786
Vila Pavão(ES),9208,385
Vila Valério(ES),14080,980
Vila Velha(ES),493838,33825
Vitória(ES),362097,28864
Água Doce do Norte(ES),11019,421
Águia Branca(ES),9642,690
Abadia de Goiás(GO),8773,763
Abadiânia(GO),20042,190
Acreúna(GO),22366,1048
Adelândia(GO),2516,91
Alexânia(GO),27653,1438
Aloândia(GO),1995,143
Alto Horizonte(GO),6414,210
Alto Paraíso de Goiás(GO),7624,361
Alvorada do Norte(GO),8660,342
Amaralina(GO),3812,15
Americano do Brasil(GO),6111,160
Amorinópolis(GO),3126,95
Anhanguera(GO),1149,18
Anicuns(GO),21850,1014
Anápolis(GO),386923,16514
Aparecida de Goiânia(GO),578179,40092
Aparecida do Rio Doce(GO),2474,111
Aporé(GO),4198,150
Aragarças(GO),20118,955
Aragoiânia(GO),10308,444
Araguapaz(GO),7770,205
Araçu(GO),3522,135
Arenópolis(GO),2612,32
Aruanã(GO),9875,175
Aurilândia(GO),3120,66
Avelinópolis(GO),2417,140
Baliza(GO),5138,60
Barro Alto(GO),11167,620
Bela Vista de Goiás(GO),29975,1213
Bom Jardim de Goiás(GO),8841,184
Bom Jesus de Goiás(GO),25216,1074
Bonfinópolis(GO),9706,380
Bonópolis(GO),4405,87
Brazabrantes(GO),3703,182
Britânia(GO),5779,213
Buriti Alegre(GO),9459,348
Buriti de Goiás(GO),2488,119
Buritinópolis(GO),3292,58
Cabeceiras(GO),7993,91
Cachoeira Alta(GO),12484,797
Cachoeira Dourada(GO),8067,176
Cachoeira de Goiás(GO),1351,25
Caiapônia(GO),18913,285
Caldas Novas(GO),91162,3094
Caldazinha(GO),3804,117
Campestre de Goiás(GO),3630,193
Campinaçu(GO),3640,126
Campinorte(GO),12626,508
Campo Alegre de Goiás(GO),7589,45
Campo Limpo de Goiás(GO),7789,122
Campos Belos(GO),19887,404
Campos Verdes(GO),2141,51
Carmo do Rio Verde(GO),10082,201
Castelândia(GO),3435,95
Catalão(GO),108823,3727
Caturaí(GO),5070,122
Cavalcante(GO),9709,73
Caçu(GO),16009,767
Ceres(GO),22191,1218
Cezarina(GO),8606,259
Chapadão do Céu(GO),10167,739
Cidade Ocidental(GO),71376,3955
Cocalzinho de Goiás(GO),20240,684
Colinas do Sul(GO),3382,112
Corumbaíba(GO),9723,436
Corumbá de Goiás(GO),11110,258
Cristalina(GO),58997,957
Cristianópolis(GO),2966,151
Crixás(GO),16949,644
Cromínia(GO),3486,112
Cumari(GO),2854,126
Córrego do Ouro(GO),2327,99
Damianópolis(GO),3311,22
Damolândia(GO),2938,100
Davinópolis(GO),2094,21
Diorama(GO),2484,32
Divinópolis de Goiás(GO),4804,91
Doverlândia(GO),7322,135
Edealina(GO),3699,258
Edéia(GO),12372,433
Estrela do Norte(GO),3275,60
Faina(GO),6627,237
Fazenda Nova(GO),5637,104
Firminópolis(GO),13292,222
Flores de Goiás(GO),16557,99
Formosa(GO),121617,4064
Formoso(GO),4248,78
Gameleira de Goiás(GO),3818,107
Goiandira(GO),5600,157
Goianira(GO),44289,1717
Goianápolis(GO),11231,510
Goianésia(GO),70084,4867
Goiatuba(GO),34095,1934
Goiás(GO),22645,444
Goiânia(GO),1516113,79265
Gouvelândia(GO),5898,162
Guapó(GO),14209,614
Guarani de Goiás(GO),3893,49
Guaraíta(GO),1996,112
Guarinos(GO),1794,29
Heitoraí(GO),3724,53
Hidrolina(GO),3564,203
Hidrolândia(GO),21706,1149
Iaciara(GO),13947,185
Inaciolândia(GO),6194,179
Indiara(GO),15611,424
Inhumas(GO),52866,3120
Ipameri(GO),26985,581
Ipiranga de Goiás(GO),2893,35
Iporá(GO),31531,1401
Israelândia(GO),2800,71
Itaberaí(GO),42900,1493
Itaguari(GO),4676,384
Itaguaru(GO),5237,251
Itajá(GO),4539,142
Itapaci(GO),22981,557
Itapirapuã(GO),4997,224
Itapuranga(GO),25768,782
Itarumã(GO),7178,156
Itauçu(GO),8938,452
Itumbiara(GO),104742,4518
Ivolândia(GO),2370,70
Jandaia(GO),6048,376
Jaraguá(GO),50511,1103
Jataí(GO),100882,5402
Jaupaci(GO),2879,26
Jesúpolis(GO),2490,47
Joviânia(GO),7387,281
Jussara(GO),18478,763
Lagoa Santa(GO),1588,49
Leopoldo de Bulhões(GO),7647,191
Luziânia(GO),208299,7249
Mairipotaba(GO),2368,54
Mambaí(GO),8882,69
Mara Rosa(GO),9503,134
Marzagão(GO),2236,81
Matrinchã(GO),4351,85
Maurilândia(GO),14080,560
Mimoso de Goiás(GO),2597,59
Minaçu(GO),29070,754
Mineiros(GO),66801,5483
Moiporá(GO),1529,38
Monte Alegre de Goiás(GO),8606,62
Montes Claros de Goiás(GO),8055,275
Montividiu(GO),13396,669
Montividiu do Norte(GO),4479,26
Morrinhos(GO),46136,2647
Morro Agudo de Goiás(GO),2248,78
Mossâmedes(GO),4290,93
Mozarlândia(GO),15659,1028
Mundo Novo(GO),4887,126
Mutunópolis(GO),3778,50
Nazário(GO),9142,295
Nerópolis(GO),29850,709
Niquelândia(GO),46388,1273
Nova América(GO),2352,59
Nova Aurora(GO),2210,66
Nova Crixás(GO),12869,426
Nova Glória(GO),8164,280
Nova Iguaçu de Goiás(GO),2929,52
Nova Roma(GO),3264,82
Nova Veneza(GO),9853,418
Novo Brasil(GO),2913,85
Novo Gama(GO),115711,2938
Novo Planalto(GO),4495,185
Orizona(GO),15615,369
Ouro Verde de Goiás(GO),3759,112
Ouvidor(GO),6667,269
Padre Bernardo(GO),33835,796
Palestina de Goiás(GO),3464,74
Palmeiras de Goiás(GO),28858,3295
Palmelo(GO),2381,136
Palminópolis(GO),3585,222
Panamá(GO),2615,102
Paranaiguara(GO),10057,176
Paraúna(GO),10988,287
Perolândia(GO),3129,71
Petrolina de Goiás(GO),10281,228
Pilar de Goiás(GO),2253,42
Piracanjuba(GO),24524,791
Piranhas(GO),10385,275
Pirenópolis(GO),24908,304
Pires do Rio(GO),31458,1203
Planaltina(GO),89918,1862
Pontalina(GO),17819,860
Porangatu(GO),45394,1229
Porteirão(GO),3881,909
Portelândia(GO),4011,267
Posse(GO),36900,830
Professor Jamil(GO),3223,94
Quirinópolis(GO),50065,1512
Rialma(GO),10918,628
Rianápolis(GO),4801,245
Rio Quente(GO),4493,110
Rio Verde(GO),235647,15365
Rubiataba(GO),19882,479
Sanclerlândia(GO),7637,265
Santa Bárbara de Goiás(GO),6560,417
Santa Cruz de Goiás(GO),2855,66
Santa Fé de Goiás(GO),5459,174
Santa Helena de Goiás(GO),38648,3158
Santa Isabel(GO),3809,166
Santa Rita do Araguaia(GO),8756,114
Santa Rita do Novo Destino(GO),3343,94
Santa Rosa de Goiás(GO),2319,65
Santa Tereza de Goiás(GO),3355,35
Santa Terezinha de Goiás(GO),8744,145
Santo Antônio da Barra(GO),4821,202
Santo Antônio de Goiás(GO),6283,456
Santo Antônio do Descoberto(GO),74744,1520
Senador Canedo(GO),115371,6744
Serranópolis(GO),8544,293
Silvânia(GO),20695,437
Simolândia(GO),6856,92
São Domingos(GO),12949,50
São Francisco de Goiás(GO),6264,98
São João d'Aliança(GO),13740,370
São João da Paraúna(GO),1381,23
São Luiz do Norte(GO),5167,144
São Luís de Montes Belos(GO),33817,1295
São Miguel do Araguaia(GO),21993,620
São Miguel do Passa Quatro(GO),4057,98
São Patrício(GO),2036,92
São Simão(GO),20645,571
Sítio d'Abadia(GO),2989,17
Taquaral de Goiás(GO),3529,98
Teresina de Goiás(GO),3458,36
Terezópolis de Goiás(GO),8043,475
Trindade(GO),127599,4054
Trombas(GO),3500,48
Três Ranchos(GO),2833,60
Turvelândia(GO),5281,459
Turvânia(GO),4598,247
Uirapuru(GO),2854,14
Uruana(GO),13843,176
Uruaçu(GO),40532,1258
Urutaí(GO),3072,71
Valparaíso de Goiás(GO),168468,8102
Varjão(GO),3827,62
Vianópolis(GO),13863,312
Vicentinópolis(GO),8743,277
Vila Boa(GO),6171,66
Vila Propício(GO),5821,257
Água Fria de Goiás(GO),5735,80
Água Limpa(GO),1850,17
Águas Lindas de Goiás(GO),212440,4685
Abaré(BA),20086,156
Abaíra(BA),8739,143
Acajutiba(BA),15159,235
Adustina(BA),17040,147
Aiquara(BA),4446,341
Alagoinhas(BA),151596,6700
Alcobaça(BA),22470,871
Almadina(BA),5464,382
Amargosa(BA),37241,800
Amélia Rodrigues(BA),25102,785
América Dourada(BA),16094,340
Anagé(BA),22005,286
Andaraí(BA),13143,334
Andorinha(BA),14595,363
Angical(BA),13977,281
Anguera(BA),11221,128
Antas(BA),19291,609
Antônio Cardoso(BA),11683,127
Antônio Gonçalves(BA),11798,342
Aporá(BA),17731,291
Apuarema(BA),7330,476
Aracatu(BA),13135,384
Araci(BA),54379,1374
Aramari(BA),11397,220
Arataca(BA),11019,282
Aratuípe(BA),8825,193
Araçás(BA),12177,444
Aurelino Leal(BA),11531,607
Baianópolis(BA),13877,184
Baixa Grande(BA),20468,361
Banzaê(BA),13229,662
Barra(BA),53578,652
Barra da Estiva(BA),20598,770
Barra do Choça(BA),31603,846
Barra do Mendes(BA),13865,483
Barra do Rocha(BA),5714,177
Barreiras(BA),155439,7176
Barro Alto(BA),14931,497
Barro Preto(BA),5591,321
Barrocas(BA),15978,234
Belmonte(BA),23328,629
Belo Campo(BA),17211,194
Biritinga(BA),15979,121
Boa Nova(BA),12633,241
Boa Vista do Tupim(BA),18576,121
Bom Jesus da Lapa(BA),69148,1318
Bom Jesus da Serra(BA),9880,148
Boninal(BA),14368,283
Bonito(BA),16764,404
Boquira(BA),21508,271
Botuporã(BA),10211,36
Brejolândia(BA),10557,119
Brejões(BA),14295,257
Brotas de Macaúbas(BA),10231,44
Brumado(BA),67195,3820
Buerarema(BA),18349,729
Buritirama(BA),21174,536
Caatiba(BA),6758,444
Cabaceiras do Paraguaçu(BA),18807,175
Cachoeira(BA),33470,547
Caculé(BA),23170,241
Caetanos(BA),14542,252
Caetité(BA),50975,660
Cafarnaum(BA),18437,453
Cairu(BA),18176,675
Caldeirão Grande(BA),13327,460
Camacan(BA),31988,1739
Camamu(BA),35316,975
Camaçari(BA),299132,7631
Campo Alegre de Lourdes(BA),28798,197
Campo Formoso(BA),71206,1869
Canarana(BA),26176,690
Canavieiras(BA),31099,533
Candeal(BA),8258,247
Candeias(BA),87076,3262
Candiba(BA),14319,87
Cansanção(BA),34834,280
Canudos(BA),16668,259
Canápolis(BA),9711,136
Capela do Alto Alegre(BA),11637,533
Capim Grosso(BA),30662,2021
Caravelas(BA),22016,698
Caraíbas(BA),8951,115
Cardeal da Silva(BA),9295,112
Carinhanha(BA),29018,246
Casa Nova(BA),71969,1011
Castro Alves(BA),26264,712
Catolândia(BA),3577,58
Catu(BA),54704,2209
Caturama(BA),9329,34
Caém(BA),9213,259
Central(BA),17266,187
Chorrochó(BA),11177,50
Cipó(BA),17300,311
Coaraci(BA),16993,1055
Cocos(BA),18777,330
Conceição da Feira(BA),22581,816
Conceição do Almeida(BA),17247,1048
Conceição do Coité(BA),66612,5580
Conceição do Jacuípe(BA),33153,1404
Conde(BA),25837,422
Condeúba(BA),17247,226
Contendas do Sincorá(BA),4066,101
Coração de Maria(BA),22605,838
Cordeiros(BA),8614,323
Coribe(BA),14194,485
Coronel João Sá(BA),15895,289
Correntina(BA),32137,782
Cotegipe(BA),13782,147
Cravolândia(BA),5349,67
Cristópolis(BA),13910,287
Crisópolis(BA),21103,211
Cruz das Almas(BA),63239,1476
Curaçá(BA),34700,607
Cândido Sales(BA),25189,1213
Cícero Dantas(BA),32515,797
Dias d'Ávila(BA),81089,1999
Dom Basílio(BA),12199,416
Dom Macedo Costa(BA),4058,268
Dário Meira(BA),10710,575
Elísio Medrado(BA),8122,300
Encruzilhada(BA),17006,404
Entre Rios(BA),41780,563
Esplanada(BA),37237,658
Euclides da Cunha(BA),60585,976
Eunápolis(BA),113380,4450
Feira da Mata(BA),5665,119
Feira de Santana(BA),614872,22636
Filadélfia(BA),16377,795
Firmino Alves(BA),5617,140
Floresta Azul(BA),10629,428
Formosa do Rio Preto(BA),25591,508
Fátima(BA),17890,588
Gandu(BA),32403,1915
Gavião(BA),4463,241
Gentio do Ouro(BA),11233,262
Glória(BA),15221,264
Gongogi(BA),7128,266
Governador Mangabeira(BA),20722,267
Guajeru(BA),6937,145
Guanambi(BA),84481,2370
Guaratinga(BA),20843,838
Heliópolis(BA),13031,95
Iaçu(BA),24305,441
Ibiassucê(BA),9224,63
Ibicaraí(BA),21689,1135
Ibicoara(BA),19571,445
Ibicuí(BA),16198,852
Ibipeba(BA),18211,705
Ibipitanga(BA),14902,407
Ibiquera(BA),4044,24
Ibirapitanga(BA),23375,882
Ibirapuã(BA),8637,628
Ibirataia(BA),15312,1580
Ibitiara(BA),16339,218
Ibititá(BA),17113,830
Ibotirama(BA),26927,545
Ichu(BA),6206,103
Igaporã(BA),15640,95
Igrapiúna(BA),13226,304
Iguaí(BA),26916,646
Ilhéus(BA),162327,9013
Inhambupe(BA),39926,688
Ipecaetá(BA),14487,163
Ipiaú(BA),45873,2305
Ipirá(BA),59595,869
Ipupiara(BA),9865,131
Irajuba(BA),7260,136
Iramaia(BA),8537,60
Iraquara(BA),25216,896
Irará(BA),29034,569
Irecê(BA),72967,4565
Itabela(BA),30584,1002
Itaberaba(BA),64489,2969
Itabuna(BA),213223,16583
Itacaré(BA),28296,597
Itaeté(BA),16056,199
Itagi(BA),12351,534
Itagibá(BA),14579,567
Itagimirim(BA),6869,247
