cities,population,cases
Baixio(CE),6288,319
Banabuiú(CE),18197,974
Barbalha(CE),60781,3588
Barreira(CE),22425,958
Barro(CE),22680,681
Barroquinha(CE),15017,916
Baturité(CE),35750,2031
Beberibe(CE),53573,2996
Bela Cruz(CE),32591,2519
Boa Viagem(CE),54470,2476
Brejo Santo(CE),49477,6279
Camocim(CE),63661,4277
Campos Sales(CE),27426,1481
Canindé(CE),76997,3633
Capistrano(CE),17738,1428
Caridade(CE),22547,972
Caririaçu(CE),26965,997
Cariré(CE),18448,1866
Cariús(CE),18699,1374
Carnaubal(CE),17606,1154
Cascavel(CE),71743,3936
Catarina(CE),20698,621
Catunda(CE),10342,917
Caucaia(CE),361400,17817
Cedro(CE),25557,2279
Chaval(CE),13069,1105
Chorozinho(CE),20264,1494
Choró(CE),13521,585
Coreaú(CE),23136,2083
Crateús(CE),75074,8109
Crato(CE),132123,11941
Croatá(CE),18063,611
Cruz(CE),24827,2312
Deputado Irapuan Pinheiro(CE),9625,531
Ereré(CE),7198,613
Eusébio(CE),53618,7024
Farias Brito(CE),19450,1671
Forquilha(CE),24218,1041
Fortaleza(CE),2669342,191705
Fortim(CE),16480,1237
Frecheirinha(CE),14072,2393
General Sampaio(CE),7618,405
Granja(CE),54748,2324
Granjeiro(CE),4844,308
Graça(CE),14399,816
Groaíras(CE),11068,1264
Guaiúba(CE),26064,934
Guaraciaba do Norte(CE),40642,1650
Guaramiranga(CE),5193,533
Hidrolândia(CE),19978,1812
Horizonte(CE),67337,5964
Ibaretama(CE),13353,457
Ibiapina(CE),24997,1135
Ibicuitinga(CE),12525,1019
Icapuí(CE),19934,1555
Icó(CE),68018,4254
Iguatu(CE),102498,6655
Independência(CE),26178,1038
Ipaporanga(CE),11593,741
Ipaumirim(CE),12463,509
Ipu(CE),41964,3441
Ipueiras(CE),38166,1904
Iracema(CE),14297,1589
Irauçuba(CE),24156,590
Itaitinga(CE),37980,3289
Itaiçaba(CE),7827,798
Itapajé(CE),52675,2048
Itapipoca(CE),129358,7024
Itapiúna(CE),20382,1327
Itarema(CE),41826,2671
Itatira(CE),21647,1514
Jaguaretama(CE),18162,1426
Jaguaribara(CE),11401,659
Jaguaribe(CE),34682,2787
Jaguaruana(CE),33705,2151
Jardim(CE),27174,762
Jati(CE),8111,457
Jijoca de Jericoacoara(CE),19816,1889
Juazeiro do Norte(CE),274207,20271
Jucás(CE),24833,932
Lavras da Mangabeira(CE),31508,1708
Limoeiro do Norte(CE),59540,4106
Madalena(CE),19691,936
Maracanaú(CE),227886,17132
Maranguape(CE),128978,9761
Marco(CE),27361,1223
Martinópole(CE),11233,804
Massapê(CE),38737,1679
Mauriti(CE),47962,2264
Meruoca(CE),15057,1357
Milagres(CE),27512,1791
Milhã(CE),13155,657
Miraíma(CE),13818,782
Missão Velha(CE),35393,1504
Mombaça(CE),43797,2954
Monsenhor Tabosa(CE),17234,1213
Morada Nova(CE),61890,6123
Moraújo(CE),8724,1387
Morrinhos(CE),22534,1028
Mucambo(CE),14537,893
Mulungu(CE),10823,585
Nova Olinda(CE),15565,665
Nova Russas(CE),32328,1854
Novo Oriente(CE),28607,891
Ocara(CE),25703,1203
Orós(CE),21427,1901
Pacajus(CE),72203,4305
Pacatuba(CE),83432,4981
Pacoti(CE),12261,770
Pacujá(CE),6533,515
Palhano(CE),9386,895
Palmácia(CE),13322,635
Paracuru(CE),35076,2269
Paraipaba(CE),32744,1836
Parambu(CE),31521,974
Paramoti(CE),12226,501
Pedra Branca(CE),43258,581
Penaforte(CE),9077,436
Pentecoste(CE),37751,2736
Pereiro(CE),16307,1091
Pindoretama(CE),20567,1257
Piquet Carneiro(CE),16959,1220
Pires Ferreira(CE),10951,746
Poranga(CE),12336,352
Porteiras(CE),14996,1067
Potengi(CE),11045,301
Potiretama(CE),6419,389
Quiterianópolis(CE),21084,1004
Quixadá(CE),87728,5909
Quixelô(CE),16178,1486
Quixeramobim(CE),81082,4916
Quixeré(CE),22149,2049
Redenção(CE),29053,3033
Reriutaba(CE),18491,1622
Russas(CE),78194,7570
Saboeiro(CE),15819,637
Salitre(CE),16554,875
Santa Quitéria(CE),43703,4101
Santana do Acaraú(CE),32452,1854
Santana do Cariri(CE),17700,705
Senador Pompeu(CE),25496,1320
Senador Sá(CE),7623,848
Sobral(CE),208935,20677
Solonópole(CE),18324,1119
São Benedito(CE),47903,2710
São Gonçalo do Amarante(CE),48422,5256
São João do Jaguaribe(CE),7645,461
São Luís do Curu(CE),13000,890
Tabuleiro do Norte(CE),30697,3554
Tamboril(CE),26251,1408
Tarrafas(CE),8592,266
Tauá(CE),58859,5594
Tejuçuoca(CE),19187,1067
Tianguá(CE),75946,6682
Trairi(CE),55918,1385
Tururu(CE),16271,955
Ubajara(CE),34792,1510
Umari(CE),7733,292
Umirim(CE),19825,625
Uruburetama(CE),21850,1582
Uruoca(CE),13840,1106
Varjota(CE),18420,1688
Viçosa do Ceará(CE),60889,3171
Várzea Alegre(CE),40721,2126
Afonso Cláudio(ES),30586,3019
Alegre(ES),30084,1713
Alfredo Chaves(ES),14601,2010
Alto Rio Novo(ES),7836,638
Anchieta(ES),29263,3988
Apiacá(ES),7567,606
Aracruz(ES),101220,12625
Atilio Vivacqua(ES),11936,1253
Baixo Guandu(ES),30998,3042
Barra de São Francisco(ES),44650,4225
Boa Esperança(ES),15037,1052
Bom Jesus do Norte(ES),9936,823
Brejetuba(ES),12404,1379
Cachoeiro de Itapemirim(ES),208972,21369
Cariacica(ES),381285,32509
Castelo(ES),37534,5031
Colatina(ES),122499,17772
Conceição da Barra(ES),31063,1103
Conceição do Castelo(ES),12723,1113
Divino de São Lourenço(ES),4304,343
Domingos Martins(ES),33850,3032
Dores do Rio Preto(ES),6749,552
Ecoporanga(ES),22923,2534
Fundão(ES),21509,1998
Governador Lindenberg(ES),12709,1433
Guarapari(ES),124859,12520
Guaçuí(ES),30867,1859
Ibatiba(ES),26082,2841
Ibiraçu(ES),12479,1420
Ibitirama(ES),8889,339
Iconha(ES),13860,2276
Irupi(ES),13377,1155
Itaguaçu(ES),14066,1417
Itapemirim(ES),34348,3441
Itarana(ES),10555,1270
Iúna(ES),29161,2059
Jaguaré(ES),30477,2946
Jerônimo Monteiro(ES),12192,968
João Neiva(ES),16668,2262
Laranja da Terra(ES),10947,548
Linhares(ES),173555,21151
Mantenópolis(ES),15350,758
Marataízes(ES),38499,5237
Marechal Floriano(ES),16694,2580
Marilândia(ES),12833,1832
Mimoso do Sul(ES),26153,2578
Montanha(ES),18833,1203
Mucurici(ES),5524,544
Muniz Freire(ES),17465,2402
Muqui(ES),15449,1685
Nova Venécia(ES),50110,4507
Pancas(ES),23184,2219
Pedro Canário(ES),26184,1632
Pinheiros(ES),27047,2452
Piúma(ES),21711,2242
Ponto Belo(ES),7863,503
Presidente Kennedy(ES),11574,1619
Rio Bananal(ES),19141,1849
Rio Novo do Sul(ES),11622,1266
Santa Leopoldina(ES),12224,864
Santa Maria de Jetibá(ES),40431,4322
Santa Teresa(ES),23590,3714
Serra(ES),517510,52384
Sooretama(ES),30070,2388
São Domingos do Norte(ES),8638,1046
São Gabriel da Palha(ES),37947,5150
São José do Calçado(ES),10556,754
São Mateus(ES),130611,9069
São Roque do Canaã(ES),12415,1551
Vargem Alta(ES),21402,1745
Venda Nova do Imigrante(ES),25277,3693
Viana(ES),78239,6476
Vila Pavão(ES),9208,955
Vila Valério(ES),14080,2326
Vila Velha(ES),493838,52151
Vitória(ES),362097,45658
Água Doce do Norte(ES),11019,689
Águia Branca(ES),9642,1771
Abadia de Goiás(GO),8773,1223
Abadiânia(GO),20042,313
Acreúna(GO),22366,1503
Adelândia(GO),2516,121
Alexânia(GO),27653,2510
Aloândia(GO),1995,202
Alto Horizonte(GO),6414,612
Alto Paraíso de Goiás(GO),7624,518
Alvorada do Norte(GO),8660,577
Amaralina(GO),3812,51
Americano do Brasil(GO),6111,379
Amorinópolis(GO),3126,145
Anhanguera(GO),1149,85
Anicuns(GO),21850,2179
Anápolis(GO),386923,29782
Aparecida de Goiânia(GO),578179,58233
Aparecida do Rio Doce(GO),2474,183
Aporé(GO),4198,296
Aragarças(GO),20118,1769
Aragoiânia(GO),10308,850
Araguapaz(GO),7770,424
Araçu(GO),3522,363
Arenópolis(GO),2612,164
Aruanã(GO),9875,360
Aurilândia(GO),3120,170
Avelinópolis(GO),2417,262
Baliza(GO),5138,180
Barro Alto(GO),11167,1182
Bela Vista de Goiás(GO),29975,2000
Bom Jardim de Goiás(GO),8841,564
Bom Jesus de Goiás(GO),25216,2358
Bonfinópolis(GO),9706,428
Bonópolis(GO),4405,121
Brazabrantes(GO),3703,345
Britânia(GO),5779,425
Buriti Alegre(GO),9459,764
Buriti de Goiás(GO),2488,175
Buritinópolis(GO),3292,149
Cabeceiras(GO),7993,246
Cachoeira Alta(GO),12484,1107
Cachoeira Dourada(GO),8067,373
Cachoeira de Goiás(GO),1351,50
Caiapônia(GO),18913,900
Caldas Novas(GO),91162,6740
Caldazinha(GO),3804,199
Campestre de Goiás(GO),3630,397
Campinaçu(GO),3640,179
Campinorte(GO),12626,1085
Campo Alegre de Goiás(GO),7589,214
Campo Limpo de Goiás(GO),7789,157
Campos Belos(GO),19887,1037
Campos Verdes(GO),2141,204
Carmo do Rio Verde(GO),10082,499
Castelândia(GO),3435,264
Catalão(GO),108823,7691
Caturaí(GO),5070,420
Cavalcante(GO),9709,207
Caçu(GO),16009,1161
Ceres(GO),22191,2196
Cezarina(GO),8606,740
Chapadão do Céu(GO),10167,2183
Cidade Ocidental(GO),71376,4897
Cocalzinho de Goiás(GO),20240,1138
Colinas do Sul(GO),3382,222
Corumbaíba(GO),9723,835
Corumbá de Goiás(GO),11110,472
Cristalina(GO),58997,2226
Cristianópolis(GO),2966,247
Crixás(GO),16949,1947
Cromínia(GO),3486,186
Cumari(GO),2854,237
Córrego do Ouro(GO),2327,229
Damianópolis(GO),3311,53
Damolândia(GO),2938,179
Davinópolis(GO),2094,88
Diorama(GO),2484,93
Divinópolis de Goiás(GO),4804,197
Doverlândia(GO),7322,394
Edealina(GO),3699,416
Edéia(GO),12372,1127
Estrela do Norte(GO),3275,220
Faina(GO),6627,438
Fazenda Nova(GO),5637,308
Firminópolis(GO),13292,490
Flores de Goiás(GO),16557,148
Formosa(GO),121617,7098
Formoso(GO),4248,395
Gameleira de Goiás(GO),3818,275
Goiandira(GO),5600,269
Goianira(GO),44289,2810
Goianápolis(GO),11231,899
Goianésia(GO),70084,7710
Goiatuba(GO),34095,3886
Goiás(GO),22645,909
Goiânia(GO),1516113,132263
Gouvelândia(GO),5898,286
Guapó(GO),14209,1220
Guarani de Goiás(GO),3893,169
Guaraíta(GO),1996,176
Guarinos(GO),1794,117
Heitoraí(GO),3724,108
Hidrolina(GO),3564,232
Hidrolândia(GO),21706,1911
Iaciara(GO),13947,478
Inaciolândia(GO),6194,463
Indiara(GO),15611,654
Inhumas(GO),52866,6554
Ipameri(GO),26985,1624
Ipiranga de Goiás(GO),2893,124
Iporá(GO),31531,2603
Israelândia(GO),2800,145
Itaberaí(GO),42900,2172
Itaguari(GO),4676,593
Itaguaru(GO),5237,382
Itajá(GO),4539,182
Itapaci(GO),22981,1586
Itapirapuã(GO),4997,563
Itapuranga(GO),25768,2410
Itarumã(GO),7178,314
Itauçu(GO),8938,748
Itumbiara(GO),104742,7512
Ivolândia(GO),2370,185
Jandaia(GO),6048,647
Jaraguá(GO),50511,4087
Jataí(GO),100882,8400
Jaupaci(GO),2879,64
Jesúpolis(GO),2490,110
Joviânia(GO),7387,861
Jussara(GO),18478,1334
Lagoa Santa(GO),1588,84
Leopoldo de Bulhões(GO),7647,384
Luziânia(GO),208299,16798
Mairipotaba(GO),2368,170
Mambaí(GO),8882,173
Mara Rosa(GO),9503,275
Marzagão(GO),2236,217
Matrinchã(GO),4351,173
Maurilândia(GO),14080,812
Mimoso de Goiás(GO),2597,110
Minaçu(GO),29070,1462
Mineiros(GO),66801,8603
Moiporá(GO),1529,52
Monte Alegre de Goiás(GO),8606,150
Montes Claros de Goiás(GO),8055,760
Montividiu(GO),13396,1017
Montividiu do Norte(GO),4479,196
Morrinhos(GO),46136,5090
Morro Agudo de Goiás(GO),2248,207
Mossâmedes(GO),4290,150
Mozarlândia(GO),15659,1523
Mundo Novo(GO),4887,305
Mutunópolis(GO),3778,264
Nazário(GO),9142,680
Nerópolis(GO),29850,1314
Niquelândia(GO),46388,2560
Nova América(GO),2352,218
Nova Aurora(GO),2210,150
Nova Crixás(GO),12869,967
Nova Glória(GO),8164,635
Nova Iguaçu de Goiás(GO),2929,146
Nova Roma(GO),3264,125
Nova Veneza(GO),9853,843
Novo Brasil(GO),2913,284
Novo Gama(GO),115711,3591
Novo Planalto(GO),4495,265
Orizona(GO),15615,536
Ouro Verde de Goiás(GO),3759,231
Ouvidor(GO),6667,584
Padre Bernardo(GO),33835,1360
Palestina de Goiás(GO),3464,146
Palmeiras de Goiás(GO),28858,4796
Palmelo(GO),2381,199
Palminópolis(GO),3585,346
Panamá(GO),2615,164
Paranaiguara(GO),10057,305
Paraúna(GO),10988,530
Perolândia(GO),3129,113
Petrolina de Goiás(GO),10281,720
Pilar de Goiás(GO),2253,247
Piracanjuba(GO),24524,1614
Piranhas(GO),10385,762
Pirenópolis(GO),24908,1222
Pires do Rio(GO),31458,2166
Planaltina(GO),89918,2985
Pontalina(GO),17819,1362
Porangatu(GO),45394,1918
Porteirão(GO),3881,1353
Portelândia(GO),4011,471
Posse(GO),36900,1407
Professor Jamil(GO),3223,204
Quirinópolis(GO),50065,2346
Rialma(GO),10918,1204
Rianápolis(GO),4801,510
Rio Quente(GO),4493,333
Rio Verde(GO),235647,20811
Rubiataba(GO),19882,2106
Sanclerlândia(GO),7637,498
Santa Bárbara de Goiás(GO),6560,624
Santa Cruz de Goiás(GO),2855,121
Santa Fé de Goiás(GO),5459,596
Santa Helena de Goiás(GO),38648,4143
Santa Isabel(GO),3809,401
Santa Rita do Araguaia(GO),8756,311
Santa Rita do Novo Destino(GO),3343,157
Santa Rosa de Goiás(GO),2319,171
Santa Tereza de Goiás(GO),3355,138
Santa Terezinha de Goiás(GO),8744,624
Santo Antônio da Barra(GO),4821,359
Santo Antônio de Goiás(GO),6283,681
Santo Antônio do Descoberto(GO),74744,2229
Senador Canedo(GO),115371,12420
Serranópolis(GO),8544,618
Silvânia(GO),20695,1153
Simolândia(GO),6856,268
São Domingos(GO),12949,136
São Francisco de Goiás(GO),6264,312
São João d'Aliança(GO),13740,561
São João da Paraúna(GO),1381,75
São Luiz do Norte(GO),5167,287
São Luís de Montes Belos(GO),33817,3110
São Miguel do Araguaia(GO),21993,1312
São Miguel do Passa Quatro(GO),4057,170
São Patrício(GO),2036,206
São Simão(GO),20645,858
Sítio d'Abadia(GO),2989,21
Taquaral de Goiás(GO),3529,177
Teresina de Goiás(GO),3458,156
Terezópolis de Goiás(GO),8043,746
Trindade(GO),127599,7333
Trombas(GO),3500,358
Três Ranchos(GO),2833,137
Turvelândia(GO),5281,562
Turvânia(GO),4598,534
Uirapuru(GO),2854,124
Uruana(GO),13843,792
Uruaçu(GO),40532,3016
Urutaí(GO),3072,141
Valparaíso de Goiás(GO),168468,10443
Varjão(GO),3827,222
Vianópolis(GO),13863,573
Vicentinópolis(GO),8743,972
Vila Boa(GO),6171,104
Vila Propício(GO),5821,300
Água Fria de Goiás(GO),5735,162
Água Limpa(GO),1850,84
Águas Lindas de Goiás(GO),212440,6088
Abaré(BA),20086,644
Abaíra(BA),8739,247
Acajutiba(BA),15159,467
Adustina(BA),17040,553
Aiquara(BA),4446,436
Alagoinhas(BA),151596,10550
Alcobaça(BA),22470,1197
Almadina(BA),5464,582
Amargosa(BA),37241,2202
Amélia Rodrigues(BA),25102,1741
América Dourada(BA),16094,623
Anagé(BA),22005,663
Andaraí(BA),13143,610
Andorinha(BA),14595,654
Angical(BA),13977,400
Anguera(BA),11221,308
Antas(BA),19291,1016
Antônio Cardoso(BA),11683,313
Antônio Gonçalves(BA),11798,600
Aporá(BA),17731,440
Apuarema(BA),7330,618
Aracatu(BA),13135,676
Araci(BA),54379,3153
Aramari(BA),11397,508
Arataca(BA),11019,453
Aratuípe(BA),8825,289
Araçás(BA),12177,525
Aurelino Leal(BA),11531,806
Baianópolis(BA),13877,332
Baixa Grande(BA),20468,581
Banzaê(BA),13229,806
Barra(BA),53578,1485
Barra da Estiva(BA),20598,1306
Barra do Choça(BA),31603,1685
Barra do Mendes(BA),13865,614
Barra do Rocha(BA),5714,340
Barreiras(BA),155439,11265
Barro Alto(BA),14931,645
Barro Preto(BA),5591,512
Barrocas(BA),15978,651
Belmonte(BA),23328,879
Belo Campo(BA),17211,602
Biritinga(BA),15979,276
Boa Nova(BA),12633,674
Boa Vista do Tupim(BA),18576,167
Bom Jesus da Lapa(BA),69148,2845
Bom Jesus da Serra(BA),9880,401
Boninal(BA),14368,561
Bonito(BA),16764,608
Boquira(BA),21508,436
Botuporã(BA),10211,187
Brejolândia(BA),10557,129
Brejões(BA),14295,521
Brotas de Macaúbas(BA),10231,58
Brumado(BA),67195,7826
Buerarema(BA),18349,1219
Buritirama(BA),21174,728
Caatiba(BA),6758,668
Cabaceiras do Paraguaçu(BA),18807,401
Cachoeira(BA),33470,1157
Caculé(BA),23170,1251
Caetanos(BA),14542,516
Caetité(BA),50975,1863
Cafarnaum(BA),18437,743
Cairu(BA),18176,1010
Caldeirão Grande(BA),13327,536
Camacan(BA),31988,2345
Camamu(BA),35316,1887
Camaçari(BA),299132,19732
Campo Alegre de Lourdes(BA),28798,492
Campo Formoso(BA),71206,3415
Canarana(BA),26176,1124
Canavieiras(BA),31099,943
Candeal(BA),8258,444
Candeias(BA),87076,5734
Candiba(BA),14319,521
Cansanção(BA),34834,686
Canudos(BA),16668,475
Canápolis(BA),9711,220
Capela do Alto Alegre(BA),11637,736
Capim Grosso(BA),30662,3101
Caravelas(BA),22016,1119
Caraíbas(BA),8951,234
Cardeal da Silva(BA),9295,258
Carinhanha(BA),29018,743
Casa Nova(BA),71969,1467
Castro Alves(BA),26264,1106
Catolândia(BA),3577,129
Catu(BA),54704,4689
Caturama(BA),9329,193
Caém(BA),9213,409
Central(BA),17266,313
Chorrochó(BA),11177,117
Cipó(BA),17300,551
Coaraci(BA),16993,1631
Cocos(BA),18777,541
Conceição da Feira(BA),22581,1164
Conceição do Almeida(BA),17247,1870
Conceição do Coité(BA),66612,7056
Conceição do Jacuípe(BA),33153,2236
Conde(BA),25837,668
Condeúba(BA),17247,712
Contendas do Sincorá(BA),4066,197
Coração de Maria(BA),22605,1182
Cordeiros(BA),8614,598
Coribe(BA),14194,857
Coronel João Sá(BA),15895,695
Correntina(BA),32137,1794
Cotegipe(BA),13782,315
Cravolândia(BA),5349,204
Cristópolis(BA),13910,542
Crisópolis(BA),21103,295
Cruz das Almas(BA),63239,3729
Curaçá(BA),34700,888
Cândido Sales(BA),25189,1588
Cícero Dantas(BA),32515,1297
Dias d'Ávila(BA),81089,4802
Dom Basílio(BA),12199,684
Dom Macedo Costa(BA),4058,335
Dário Meira(BA),10710,769
Elísio Medrado(BA),8122,423
Encruzilhada(BA),17006,563
Entre Rios(BA),41780,1122
Esplanada(BA),37237,1372
Euclides da Cunha(BA),60585,2236
Eunápolis(BA),113380,8715
Feira da Mata(BA),5665,177
Feira de Santana(BA),614872,37264
Filadélfia(BA),16377,930
Firmino Alves(BA),5617,298
Floresta Azul(BA),10629,719
Formosa do Rio Preto(BA),25591,716
Fátima(BA),17890,765
Gandu(BA),32403,2408
Gavião(BA),4463,304
Gentio do Ouro(BA),11233,311
Glória(BA),15221,507
Gongogi(BA),7128,447
Governador Mangabeira(BA),20722,750
Guajeru(BA),6937,286
Guanambi(BA),84481,6144
Guaratinga(BA),20843,1123
Heliópolis(BA),13031,507
Iaçu(BA),24305,1212
Ibiassucê(BA),9224,305
Ibicaraí(BA),21689,1814
Ibicoara(BA),19571,544
Ibicuí(BA),16198,1014
Ibipeba(BA),18211,889
Ibipitanga(BA),14902,855
Ibiquera(BA),4044,108
Ibirapitanga(BA),23375,1406
Ibirapuã(BA),8637,827
Ibirataia(BA),15312,2097
Ibitiara(BA),16339,476
Ibititá(BA),17113,1249
Ibotirama(BA),26927,778
Ichu(BA),6206,324
Igaporã(BA),15640,406
Igrapiúna(BA),13226,664
Iguaí(BA),26916,826
Ilhéus(BA),162327,16693
Inhambupe(BA),39926,1341
Ipecaetá(BA),14487,246
Ipiaú(BA),45873,2962
Ipirá(BA),59595,1587
Ipupiara(BA),9865,187
Irajuba(BA),7260,265
Iramaia(BA),8537,131
