cities,population,cases
Santa Luzia do Norte(AL),7296,173
Santana do Ipanema(AL),47654,978
Santana do Mundaú(AL),10740,120
Satuba(AL),13828,431
Senador Rui Palmeira(AL),13870,59
São Brás(AL),6961,145
São José da Laje(AL),23927,610
São José da Tapera(AL),32260,476
São Luís do Quitunde(AL),34555,630
São Miguel dos Campos(AL),61251,1842
São Miguel dos Milagres(AL),7951,125
São Sebastião(AL),34152,687
Tanque d'Arca(AL),6162,92
Taquarana(AL),19980,224
Teotônio Vilela(AL),44169,1093
Traipu(AL),27715,151
União dos Palmares(AL),65611,752
Viçosa(AL),25733,272
Água Branca(AL),20196,68
Abaiara(CE),11737,63
Acarape(CE),14929,1268
Acaraú(CE),62641,2531
Acopiara(CE),54270,497
Aiuaba(CE),17399,17
Alcântaras(CE),11714,398
Altaneira(CE),7586,9
Alto Santo(CE),17146,231
Amontada(CE),43452,737
Antonina do Norte(CE),7353,13
Apuiarés(CE),14600,187
Aquiraz(CE),80271,850
Aracati(CE),74547,1392
Aracoiaba(CE),26469,682
Ararendá(CE),10935,40
Araripe(CE),21600,178
Aratuba(CE),11847,185
Arneiroz(CE),7840,41
Assaré(CE),23417,258
Aurora(CE),24654,175
Baixio(CE),6288,51
Banabuiú(CE),18197,453
Barbalha(CE),60781,959
Barreira(CE),22425,308
Barro(CE),22680,93
Barroquinha(CE),15017,724
Baturité(CE),35750,519
Beberibe(CE),53573,691
Bela Cruz(CE),32591,1133
Boa Viagem(CE),54470,309
Brejo Santo(CE),49477,809
Camocim(CE),63661,2228
Campos Sales(CE),27426,252
Canindé(CE),76997,1798
Capistrano(CE),17738,599
Caridade(CE),22547,299
Caririaçu(CE),26965,514
Cariré(CE),18448,591
Cariús(CE),18699,292
Carnaubal(CE),17606,397
Cascavel(CE),71743,1365
Catarina(CE),20698,163
Catunda(CE),10342,263
Caucaia(CE),361400,5264
Cedro(CE),25557,270
Chaval(CE),13069,759
Chorozinho(CE),20264,482
Choró(CE),13521,293
Coreaú(CE),23136,1074
Crateús(CE),75074,2073
Crato(CE),132123,3887
Croatá(CE),18063,117
Cruz(CE),24827,805
Deputado Irapuan Pinheiro(CE),9625,47
Ereré(CE),7198,75
Eusébio(CE),53618,1665
Farias Brito(CE),19450,694
Forquilha(CE),24218,659
Fortaleza(CE),2669342,43850
Fortim(CE),16480,139
Frecheirinha(CE),14072,886
General Sampaio(CE),7618,129
Granja(CE),54748,1106
Granjeiro(CE),4844,24
Graça(CE),14399,453
Groaíras(CE),11068,646
Guaiúba(CE),26064,257
Guaraciaba do Norte(CE),40642,427
Guaramiranga(CE),5193,109
Hidrolândia(CE),19978,176
Horizonte(CE),67337,1487
Ibaretama(CE),13353,52
Ibiapina(CE),24997,442
Ibicuitinga(CE),12525,430
Icapuí(CE),19934,342
Icó(CE),68018,499
Iguatu(CE),102498,2089
Independência(CE),26178,175
Ipaporanga(CE),11593,127
Ipaumirim(CE),12463,64
Ipu(CE),41964,708
Ipueiras(CE),38166,294
Iracema(CE),14297,202
Irauçuba(CE),24156,344
Itaitinga(CE),37980,634
Itaiçaba(CE),7827,216
Itapajé(CE),52675,1009
Itapipoca(CE),129358,2339
Itapiúna(CE),20382,280
Itarema(CE),41826,1775
Itatira(CE),21647,826
Jaguaretama(CE),18162,418
Jaguaribara(CE),11401,225
Jaguaribe(CE),34682,815
Jaguaruana(CE),33705,658
Jardim(CE),27174,122
Jati(CE),8111,31
Jijoca de Jericoacoara(CE),19816,664
Juazeiro do Norte(CE),274207,11705
Jucás(CE),24833,311
Lavras da Mangabeira(CE),31508,239
Limoeiro do Norte(CE),59540,1172
Madalena(CE),19691,395
Maracanaú(CE),227886,5638
Maranguape(CE),128978,4241
Marco(CE),27361,410
Martinópole(CE),11233,155
Massapê(CE),38737,879
Mauriti(CE),47962,639
Meruoca(CE),15057,569
Milagres(CE),27512,190
Milhã(CE),13155,173
Miraíma(CE),13818,364
Missão Velha(CE),35393,702
Mombaça(CE),43797,833
Monsenhor Tabosa(CE),17234,142
Morada Nova(CE),61890,1467
Moraújo(CE),8724,460
Morrinhos(CE),22534,426
Mucambo(CE),14537,370
Mulungu(CE),10823,107
Nova Olinda(CE),15565,56
Nova Russas(CE),32328,410
Novo Oriente(CE),28607,269
Ocara(CE),25703,372
Orós(CE),21427,858
Pacajus(CE),72203,1112
Pacatuba(CE),83432,1527
Pacoti(CE),12261,269
Pacujá(CE),6533,176
Palhano(CE),9386,82
Palmácia(CE),13322,212
Paracuru(CE),35076,714
Paraipaba(CE),32744,848
Parambu(CE),31521,233
Paramoti(CE),12226,155
Pedra Branca(CE),43258,260
Penaforte(CE),9077,22
Pentecoste(CE),37751,645
Pereiro(CE),16307,93
Pindoretama(CE),20567,371
Piquet Carneiro(CE),16959,129
Pires Ferreira(CE),10951,129
Poranga(CE),12336,106
Porteiras(CE),14996,212
Potengi(CE),11045,117
Potiretama(CE),6419,59
Quiterianópolis(CE),21084,224
Quixadá(CE),87728,3015
Quixelô(CE),16178,575
Quixeramobim(CE),81082,1549
Quixeré(CE),22149,536
Redenção(CE),29053,1137
Reriutaba(CE),18491,301
Russas(CE),78194,2305
Saboeiro(CE),15819,39
Salitre(CE),16554,236
Santa Quitéria(CE),43703,1061
Santana do Acaraú(CE),32452,713
Santana do Cariri(CE),17700,152
Senador Pompeu(CE),25496,237
Senador Sá(CE),7623,340
Sobral(CE),208935,10304
Solonópole(CE),18324,263
São Benedito(CE),47903,687
São Gonçalo do Amarante(CE),48422,2093
São João do Jaguaribe(CE),7645,159
São Luís do Curu(CE),13000,135
Tabuleiro do Norte(CE),30697,722
Tamboril(CE),26251,185
Tarrafas(CE),8592,32
Tauá(CE),58859,855
Tejuçuoca(CE),19187,407
Tianguá(CE),75946,2946
Trairi(CE),55918,667
Tururu(CE),16271,353
Ubajara(CE),34792,824
Umari(CE),7733,57
Umirim(CE),19825,264
Uruburetama(CE),21850,703
Uruoca(CE),13840,459
Varjota(CE),18420,673
Viçosa do Ceará(CE),60889,1437
Várzea Alegre(CE),40721,608
Afonso Cláudio(ES),30586,568
Alegre(ES),30084,253
Alfredo Chaves(ES),14601,292
Alto Rio Novo(ES),7836,117
Anchieta(ES),29263,614
Apiacá(ES),7567,97
Aracruz(ES),101220,2571
Atilio Vivacqua(ES),11936,228
Baixo Guandu(ES),30998,557
Barra de São Francisco(ES),44650,369
Boa Esperança(ES),15037,293
Bom Jesus do Norte(ES),9936,222
Brejetuba(ES),12404,334
Cachoeiro de Itapemirim(ES),208972,3883
Cariacica(ES),381285,9405
Castelo(ES),37534,924
Colatina(ES),122499,4261
Conceição da Barra(ES),31063,198
Conceição do Castelo(ES),12723,167
Divino de São Lourenço(ES),4304,106
Domingos Martins(ES),33850,538
Dores do Rio Preto(ES),6749,60
Ecoporanga(ES),22923,452
Fundão(ES),21509,520
Governador Lindenberg(ES),12709,132
Guarapari(ES),124859,2183
Guaçuí(ES),30867,262
Ibatiba(ES),26082,340
Ibiraçu(ES),12479,437
Ibitirama(ES),8889,80
Iconha(ES),13860,343
Irupi(ES),13377,185
Itaguaçu(ES),14066,102
Itapemirim(ES),34348,796
Itarana(ES),10555,69
Iúna(ES),29161,512
Jaguaré(ES),30477,387
Jerônimo Monteiro(ES),12192,164
João Neiva(ES),16668,338
Laranja da Terra(ES),10947,71
Linhares(ES),173555,4835
Mantenópolis(ES),15350,173
Marataízes(ES),38499,1023
Marechal Floriano(ES),16694,623
Marilândia(ES),12833,313
Mimoso do Sul(ES),26153,615
Montanha(ES),18833,164
Mucurici(ES),5524,53
Muniz Freire(ES),17465,144
Muqui(ES),15449,282
Nova Venécia(ES),50110,725
Pancas(ES),23184,401
Pedro Canário(ES),26184,321
Pinheiros(ES),27047,408
Piúma(ES),21711,433
Ponto Belo(ES),7863,48
Presidente Kennedy(ES),11574,588
Rio Bananal(ES),19141,234
Rio Novo do Sul(ES),11622,286
Santa Leopoldina(ES),12224,183
Santa Maria de Jetibá(ES),40431,410
Santa Teresa(ES),23590,410
Serra(ES),517510,11701
Sooretama(ES),30070,591
São Domingos do Norte(ES),8638,212
São Gabriel da Palha(ES),37947,1076
São José do Calçado(ES),10556,241
São Mateus(ES),130611,1636
São Roque do Canaã(ES),12415,153
Vargem Alta(ES),21402,332
Venda Nova do Imigrante(ES),25277,650
Viana(ES),78239,1480
Vila Pavão(ES),9208,53
Vila Valério(ES),14080,321
Vila Velha(ES),493838,13276
Vitória(ES),362097,12097
Água Doce do Norte(ES),11019,133
Águia Branca(ES),9642,242
Abadia de Goiás(GO),8773,217
Abadiânia(GO),20042,80
Acreúna(GO),22366,188
Adelândia(GO),2516,43
Alexânia(GO),27653,467
Aloândia(GO),1995,13
Alto Horizonte(GO),6414,74
Alto Paraíso de Goiás(GO),7624,79
Alvorada do Norte(GO),8660,118
Amaralina(GO),3812,2
Americano do Brasil(GO),6111,99
Amorinópolis(GO),3126,14
Anhanguera(GO),1149,12
Anicuns(GO),21850,323
Anápolis(GO),386923,3148
Aparecida de Goiânia(GO),578179,13075
Aparecida do Rio Doce(GO),2474,34
Aporé(GO),4198,0
Aragarças(GO),20118,397
Aragoiânia(GO),10308,131
Araguapaz(GO),7770,76
Araçu(GO),3522,16
Arenópolis(GO),2612,14
Aruanã(GO),9875,36
Aurilândia(GO),3120,30
Avelinópolis(GO),2417,31
Baliza(GO),5138,11
Barro Alto(GO),11167,105
Bela Vista de Goiás(GO),29975,313
Bom Jardim de Goiás(GO),8841,87
Bom Jesus de Goiás(GO),25216,158
Bonfinópolis(GO),9706,142
Bonópolis(GO),4405,9
Brazabrantes(GO),3703,52
Britânia(GO),5779,13
Buriti Alegre(GO),9459,165
Buriti de Goiás(GO),2488,21
Buritinópolis(GO),3292,25
Cabeceiras(GO),7993,12
Cachoeira Alta(GO),12484,222
Cachoeira Dourada(GO),8067,22
Cachoeira de Goiás(GO),1351,11
Caiapônia(GO),18913,48
Caldas Novas(GO),91162,476
Caldazinha(GO),3804,32
Campestre de Goiás(GO),3630,56
Campinaçu(GO),3640,71
Campinorte(GO),12626,125
Campo Alegre de Goiás(GO),7589,3
Campo Limpo de Goiás(GO),7789,17
Campos Belos(GO),19887,93
Campos Verdes(GO),2141,12
Carmo do Rio Verde(GO),10082,47
Castelândia(GO),3435,6
Catalão(GO),108823,851
Caturaí(GO),5070,62
Cavalcante(GO),9709,11
Caçu(GO),16009,296
Ceres(GO),22191,367
Cezarina(GO),8606,73
Chapadão do Céu(GO),10167,64
Cidade Ocidental(GO),71376,1545
Cocalzinho de Goiás(GO),20240,190
Colinas do Sul(GO),3382,36
Corumbaíba(GO),9723,38
Corumbá de Goiás(GO),11110,33
Cristalina(GO),58997,191
Cristianópolis(GO),2966,10
Crixás(GO),16949,211
Cromínia(GO),3486,18
Cumari(GO),2854,14
Córrego do Ouro(GO),2327,29
Damianópolis(GO),3311,1
Damolândia(GO),2938,31
Davinópolis(GO),2094,9
Diorama(GO),2484,10
Divinópolis de Goiás(GO),4804,42
Doverlândia(GO),7322,56
Edealina(GO),3699,23
Edéia(GO),12372,120
Estrela do Norte(GO),3275,8
Faina(GO),6627,143
Fazenda Nova(GO),5637,16
Firminópolis(GO),13292,101
Flores de Goiás(GO),16557,23
Formosa(GO),121617,804
Formoso(GO),4248,20
Gameleira de Goiás(GO),3818,25
Goiandira(GO),5600,26
Goianira(GO),44289,369
Goianápolis(GO),11231,154
Goianésia(GO),70084,665
Goiatuba(GO),34095,461
Goiás(GO),22645,61
Goiânia(GO),1516113,21334
Gouvelândia(GO),5898,54
Guapó(GO),14209,164
Guarani de Goiás(GO),3893,28
Guaraíta(GO),1996,22
Guarinos(GO),1794,1
Heitoraí(GO),3724,18
Hidrolina(GO),3564,85
Hidrolândia(GO),21706,341
Iaciara(GO),13947,12
Inaciolândia(GO),6194,42
Indiara(GO),15611,72
Inhumas(GO),52866,1064
Ipameri(GO),26985,130
Ipiranga de Goiás(GO),2893,13
Iporá(GO),31531,310
Israelândia(GO),2800,12
Itaberaí(GO),42900,589
Itaguari(GO),4676,122
Itaguaru(GO),5237,45
Itajá(GO),4539,16
Itapaci(GO),22981,86
Itapirapuã(GO),4997,54
Itapuranga(GO),25768,221
Itarumã(GO),7178,14
Itauçu(GO),8938,13
Itumbiara(GO),104742,897
Ivolândia(GO),2370,12
Jandaia(GO),6048,79
Jaraguá(GO),50511,123
Jataí(GO),100882,1411
Jaupaci(GO),2879,8
Jesúpolis(GO),2490,17
Joviânia(GO),7387,106
Jussara(GO),18478,161
Lagoa Santa(GO),1588,0
Leopoldo de Bulhões(GO),7647,114
Luziânia(GO),208299,2079
Mairipotaba(GO),2368,7
Mambaí(GO),8882,6
Mara Rosa(GO),9503,84
Marzagão(GO),2236,1
Matrinchã(GO),4351,13
Maurilândia(GO),14080,143
Mimoso de Goiás(GO),2597,20
Minaçu(GO),29070,72
Mineiros(GO),66801,693
Moiporá(GO),1529,10
Monte Alegre de Goiás(GO),8606,8
Montes Claros de Goiás(GO),8055,77
Montividiu(GO),13396,146
Montividiu do Norte(GO),4479,5
Morrinhos(GO),46136,711
Morro Agudo de Goiás(GO),2248,6
Mossâmedes(GO),4290,14
Mozarlândia(GO),15659,585
Mundo Novo(GO),4887,27
Mutunópolis(GO),3778,4
Nazário(GO),9142,47
Nerópolis(GO),29850,52
Niquelândia(GO),46388,247
Nova América(GO),2352,1
Nova Aurora(GO),2210,15
Nova Crixás(GO),12869,20
Nova Glória(GO),8164,138
Nova Iguaçu de Goiás(GO),2929,7
Nova Roma(GO),3264,0
Nova Veneza(GO),9853,80
Novo Brasil(GO),2913,6
Novo Gama(GO),115711,922
Novo Planalto(GO),4495,0
Orizona(GO),15615,88
Ouro Verde de Goiás(GO),3759,14
Ouvidor(GO),6667,96
Padre Bernardo(GO),33835,300
Palestina de Goiás(GO),3464,6
Palmeiras de Goiás(GO),28858,713
Palmelo(GO),2381,59
Palminópolis(GO),3585,37
Panamá(GO),2615,8
Paranaiguara(GO),10057,20
Paraúna(GO),10988,197
Perolândia(GO),3129,2
Petrolina de Goiás(GO),10281,71
Pilar de Goiás(GO),2253,1
Piracanjuba(GO),24524,171
Piranhas(GO),10385,98
Pirenópolis(GO),24908,16
Pires do Rio(GO),31458,499
Planaltina(GO),89918,899
Pontalina(GO),17819,29
Porangatu(GO),45394,89
Porteirão(GO),3881,57
Portelândia(GO),4011,32
Posse(GO),36900,136
Professor Jamil(GO),3223,30
Quirinópolis(GO),50065,473
Rialma(GO),10918,193
Rianápolis(GO),4801,38
Rio Quente(GO),4493,13
Rio Verde(GO),235647,7315
Rubiataba(GO),19882,126
Sanclerlândia(GO),7637,39
Santa Bárbara de Goiás(GO),6560,60
Santa Cruz de Goiás(GO),2855,19
Santa Fé de Goiás(GO),5459,23
Santa Helena de Goiás(GO),38648,901
Santa Isabel(GO),3809,55
Santa Rita do Araguaia(GO),8756,26
Santa Rita do Novo Destino(GO),3343,19
Santa Rosa de Goiás(GO),2319,11
Santa Tereza de Goiás(GO),3355,5
Santa Terezinha de Goiás(GO),8744,41
Santo Antônio da Barra(GO),4821,33
Santo Antônio de Goiás(GO),6283,154
Santo Antônio do Descoberto(GO),74744,651
Senador Canedo(GO),115371,2233
Serranópolis(GO),8544,18
Silvânia(GO),20695,112
Simolândia(GO),6856,29
São Domingos(GO),12949,0
São Francisco de Goiás(GO),6264,30
São João d'Aliança(GO),13740,97
São João da Paraúna(GO),1381,7
São Luiz do Norte(GO),5167,45
São Luís de Montes Belos(GO),33817,254
São Miguel do Araguaia(GO),21993,46
São Miguel do Passa Quatro(GO),4057,0
São Patrício(GO),2036,31
São Simão(GO),20645,272
Sítio d'Abadia(GO),2989,0
Taquaral de Goiás(GO),3529,16
Teresina de Goiás(GO),3458,4
Terezópolis de Goiás(GO),8043,108
Trindade(GO),127599,699
Trombas(GO),3500,3
Três Ranchos(GO),2833,16
Turvelândia(GO),5281,47
Turvânia(GO),4598,54
Uirapuru(GO),2854,1
Uruana(GO),13843,66
Uruaçu(GO),40532,335
Urutaí(GO),3072,9
Valparaíso de Goiás(GO),168468,2276
Varjão(GO),3827,50
Vianópolis(GO),13863,101
Vicentinópolis(GO),8743,61
Vila Boa(GO),6171,34
Vila Propício(GO),5821,66
Água Fria de Goiás(GO),5735,33
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,1633
Abaré(BA),20086,42
Abaíra(BA),8739,10
Acajutiba(BA),15159,75
Adustina(BA),17040,60
Aiquara(BA),4446,122
Alagoinhas(BA),151596,2488
Alcobaça(BA),22470,315
Almadina(BA),5464,230
Amargosa(BA),37241,228
Amélia Rodrigues(BA),25102,221
América Dourada(BA),16094,90
Anagé(BA),22005,69
Andaraí(BA),13143,23
Andorinha(BA),14595,38
Angical(BA),13977,37
Anguera(BA),11221,48
Antas(BA),19291,85
Antônio Cardoso(BA),11683,40
Antônio Gonçalves(BA),11798,124
Aporá(BA),17731,77
Apuarema(BA),7330,203
Aracatu(BA),13135,23
Araci(BA),54379,742
Aramari(BA),11397,87
Arataca(BA),11019,108
Aratuípe(BA),8825,49
Araçás(BA),12177,56
Aurelino Leal(BA),11531,322
Baianópolis(BA),13877,52
Baixa Grande(BA),20468,12
Banzaê(BA),13229,107
Barra(BA),53578,110
Barra da Estiva(BA),20598,7
Barra do Choça(BA),31603,291
Barra do Mendes(BA),13865,8
Barra do Rocha(BA),5714,39
Barreiras(BA),155439,2133
Barro Alto(BA),14931,9
Barro Preto(BA),5591,170
Barrocas(BA),15978,78
Belmonte(BA),23328,289
Belo Campo(BA),17211,5
Biritinga(BA),15979,34
Boa Nova(BA),12633,47
Boa Vista do Tupim(BA),18576,24
Bom Jesus da Lapa(BA),69148,171
Bom Jesus da Serra(BA),9880,67
Boninal(BA),14368,7
Bonito(BA),16764,29
Boquira(BA),21508,20
Botuporã(BA),10211,3
Brejolândia(BA),10557,1
Brejões(BA),14295,23
Brotas de Macaúbas(BA),10231,0
Brumado(BA),67195,577
Buerarema(BA),18349,289
Buritirama(BA),21174,115
Caatiba(BA),6758,138
Cabaceiras do Paraguaçu(BA),18807,45
Cachoeira(BA),33470,327
Caculé(BA),23170,51
Caetanos(BA),14542,15
Caetité(BA),50975,83
Cafarnaum(BA),18437,122
Cairu(BA),18176,141
Caldeirão Grande(BA),13327,108
Camacan(BA),31988,1018
Camamu(BA),35316,708
Camaçari(BA),299132,4530
Campo Alegre de Lourdes(BA),28798,82
Campo Formoso(BA),71206,738
Canarana(BA),26176,70
Canavieiras(BA),31099,116
Candeal(BA),8258,40
Candeias(BA),87076,1679
Candiba(BA),14319,20
Cansanção(BA),34834,114
Canudos(BA),16668,85
Canápolis(BA),9711,0
Capela do Alto Alegre(BA),11637,126
Capim Grosso(BA),30662,564
Caravelas(BA),22016,168
Caraíbas(BA),8951,9
Cardeal da Silva(BA),9295,22
Carinhanha(BA),29018,66
Casa Nova(BA),71969,281
Castro Alves(BA),26264,232
Catolândia(BA),3577,13
Catu(BA),54704,998
Caturama(BA),9329,1
Caém(BA),9213,55
Central(BA),17266,17
Chorrochó(BA),11177,10
Cipó(BA),17300,114
Coaraci(BA),16993,207
Cocos(BA),18777,45
Conceição da Feira(BA),22581,433
Conceição do Almeida(BA),17247,332
Conceição do Coité(BA),66612,1210
Conceição do Jacuípe(BA),33153,367
Conde(BA),25837,177
Condeúba(BA),17247,34
Contendas do Sincorá(BA),4066,27
Coração de Maria(BA),22605,181
Cordeiros(BA),8614,22
Coribe(BA),14194,67
Coronel João Sá(BA),15895,133
Correntina(BA),32137,138
Cotegipe(BA),13782,17
Cravolândia(BA),5349,10
Cristópolis(BA),13910,59
Crisópolis(BA),21103,132
Cruz das Almas(BA),63239,445
Curaçá(BA),34700,201
Cândido Sales(BA),25189,268
Cícero Dantas(BA),32515,159
Dias d'Ávila(BA),81089,1040
Dom Basílio(BA),12199,21
Dom Macedo Costa(BA),4058,44
Dário Meira(BA),10710,459
Elísio Medrado(BA),8122,49
Encruzilhada(BA),17006,105
Entre Rios(BA),41780,214
Esplanada(BA),37237,208
Euclides da Cunha(BA),60585,105
Eunápolis(BA),113380,2124
Feira da Mata(BA),5665,19
Feira de Santana(BA),614872,8979
Filadélfia(BA),16377,310
Firmino Alves(BA),5617,33
Floresta Azul(BA),10629,191
Formosa do Rio Preto(BA),25591,44
Fátima(BA),17890,74
Gandu(BA),32403,1235
Gavião(BA),4463,1
Gentio do Ouro(BA),11233,167
Glória(BA),15221,52
Gongogi(BA),7128,40
Governador Mangabeira(BA),20722,95
Guajeru(BA),6937,4
Guanambi(BA),84481,207
Guaratinga(BA),20843,233
Heliópolis(BA),13031,37
Iaçu(BA),24305,143
Ibiassucê(BA),9224,13
Ibicaraí(BA),21689,379
Ibicoara(BA),19571,11
Ibicuí(BA),16198,228
Ibipeba(BA),18211,11
Ibipitanga(BA),14902,8
Ibiquera(BA),4044,1
Ibirapitanga(BA),23375,336
Ibirapuã(BA),8637,73
Ibirataia(BA),15312,486
Ibitiara(BA),16339,10
Ibititá(BA),17113,29
Ibotirama(BA),26927,177
Ichu(BA),6206,5
Igaporã(BA),15640,14
Igrapiúna(BA),13226,168
Iguaí(BA),26916,370
Ilhéus(BA),162327,3531
Inhambupe(BA),39926,152
Ipecaetá(BA),14487,63
Ipiaú(BA),45873,1563
Ipirá(BA),59595,232
Ipupiara(BA),9865,0
Irajuba(BA),7260,31
Iramaia(BA),8537,10
Iraquara(BA),25216,187
Irará(BA),29034,198
Irecê(BA),72967,621
Itabela(BA),30584,490
Itaberaba(BA),64489,1176
Itabuna(BA),213223,6489
Itacaré(BA),28296,273
Itaeté(BA),16056,57
Itagi(BA),12351,117
Itagibá(BA),14579,212
Itagimirim(BA),6869,67
Itaguaçu da Bahia(BA),14429,12
Itaju do Colônia(BA),6682,58
Itajuípe(BA),20491,747
Itamaraju(BA),64486,1477
Itamari(BA),8035,127
Itambé(BA),23049,87
Itanagra(BA),6441,15
Itanhém(BA),19405,195
Itaparica(BA),22228,277
Itapebi(BA),10259,128
