cities,population,cases
Roteiro(AL),6664,133
Santa Luzia do Norte(AL),7296,180
Santana do Ipanema(AL),47654,1176
Santana do Mundaú(AL),10740,129
Satuba(AL),13828,449
Senador Rui Palmeira(AL),13870,66
São Brás(AL),6961,171
São José da Laje(AL),23927,624
São José da Tapera(AL),32260,592
São Luís do Quitunde(AL),34555,683
São Miguel dos Campos(AL),61251,1988
São Miguel dos Milagres(AL),7951,125
São Sebastião(AL),34152,717
Tanque d'Arca(AL),6162,97
Taquarana(AL),19980,234
Teotônio Vilela(AL),44169,1126
Traipu(AL),27715,194
União dos Palmares(AL),65611,835
Viçosa(AL),25733,299
Água Branca(AL),20196,69
Abaiara(CE),11737,66
Acarape(CE),14929,1342
Acaraú(CE),62641,2618
Acopiara(CE),54270,549
Aiuaba(CE),17399,20
Alcântaras(CE),11714,411
Altaneira(CE),7586,10
Alto Santo(CE),17146,284
Amontada(CE),43452,759
Antonina do Norte(CE),7353,13
Apuiarés(CE),14600,205
Aquiraz(CE),80271,926
Aracati(CE),74547,1432
Aracoiaba(CE),26469,733
Ararendá(CE),10935,43
Araripe(CE),21600,190
Aratuba(CE),11847,197
Arneiroz(CE),7840,41
Assaré(CE),23417,275
Aurora(CE),24654,188
Baixio(CE),6288,71
Banabuiú(CE),18197,481
Barbalha(CE),60781,1015
Barreira(CE),22425,310
Barro(CE),22680,107
Barroquinha(CE),15017,738
Baturité(CE),35750,530
Beberibe(CE),53573,713
Bela Cruz(CE),32591,1148
Boa Viagem(CE),54470,376
Brejo Santo(CE),49477,1059
Camocim(CE),63661,2272
Campos Sales(CE),27426,272
Canindé(CE),76997,1853
Capistrano(CE),17738,639
Caridade(CE),22547,302
Caririaçu(CE),26965,593
Cariré(CE),18448,630
Cariús(CE),18699,361
Carnaubal(CE),17606,432
Cascavel(CE),71743,1404
Catarina(CE),20698,189
Catunda(CE),10342,280
Caucaia(CE),361400,5411
Cedro(CE),25557,349
Chaval(CE),13069,778
Chorozinho(CE),20264,492
Choró(CE),13521,299
Coreaú(CE),23136,1125
Crateús(CE),75074,2440
Crato(CE),132123,4637
Croatá(CE),18063,120
Cruz(CE),24827,824
Deputado Irapuan Pinheiro(CE),9625,66
Ereré(CE),7198,86
Eusébio(CE),53618,1717
Farias Brito(CE),19450,787
Forquilha(CE),24218,660
Fortaleza(CE),2669342,45120
Fortim(CE),16480,141
Frecheirinha(CE),14072,1122
General Sampaio(CE),7618,131
Granja(CE),54748,1195
Granjeiro(CE),4844,44
Graça(CE),14399,495
Groaíras(CE),11068,679
Guaiúba(CE),26064,264
Guaraciaba do Norte(CE),40642,489
Guaramiranga(CE),5193,120
Hidrolândia(CE),19978,195
Horizonte(CE),67337,1565
Ibaretama(CE),13353,55
Ibiapina(CE),24997,497
Ibicuitinga(CE),12525,440
Icapuí(CE),19934,364
Icó(CE),68018,559
Iguatu(CE),102498,2320
Independência(CE),26178,183
Ipaporanga(CE),11593,133
Ipaumirim(CE),12463,107
Ipu(CE),41964,881
Ipueiras(CE),38166,329
Iracema(CE),14297,249
Irauçuba(CE),24156,347
Itaitinga(CE),37980,652
Itaiçaba(CE),7827,225
Itapajé(CE),52675,1036
Itapipoca(CE),129358,2424
Itapiúna(CE),20382,314
Itarema(CE),41826,1822
Itatira(CE),21647,826
Jaguaretama(CE),18162,484
Jaguaribara(CE),11401,234
Jaguaribe(CE),34682,982
Jaguaruana(CE),33705,727
Jardim(CE),27174,131
Jati(CE),8111,37
Jijoca de Jericoacoara(CE),19816,692
Juazeiro do Norte(CE),274207,12765
Jucás(CE),24833,359
Lavras da Mangabeira(CE),31508,312
Limoeiro do Norte(CE),59540,1258
Madalena(CE),19691,423
Maracanaú(CE),227886,5917
Maranguape(CE),128978,4287
Marco(CE),27361,433
Martinópole(CE),11233,158
Massapê(CE),38737,895
Mauriti(CE),47962,731
Meruoca(CE),15057,618
Milagres(CE),27512,215
Milhã(CE),13155,184
Miraíma(CE),13818,389
Missão Velha(CE),35393,731
Mombaça(CE),43797,864
Monsenhor Tabosa(CE),17234,154
Morada Nova(CE),61890,1508
Moraújo(CE),8724,472
Morrinhos(CE),22534,467
Mucambo(CE),14537,410
Mulungu(CE),10823,107
Nova Olinda(CE),15565,59
Nova Russas(CE),32328,492
Novo Oriente(CE),28607,302
Ocara(CE),25703,392
Orós(CE),21427,931
Pacajus(CE),72203,1166
Pacatuba(CE),83432,1592
Pacoti(CE),12261,269
Pacujá(CE),6533,184
Palhano(CE),9386,85
Palmácia(CE),13322,225
Paracuru(CE),35076,741
Paraipaba(CE),32744,1003
Parambu(CE),31521,241
Paramoti(CE),12226,159
Pedra Branca(CE),43258,277
Penaforte(CE),9077,32
Pentecoste(CE),37751,679
Pereiro(CE),16307,141
Pindoretama(CE),20567,383
Piquet Carneiro(CE),16959,160
Pires Ferreira(CE),10951,159
Poranga(CE),12336,119
Porteiras(CE),14996,262
Potengi(CE),11045,119
Potiretama(CE),6419,79
Quiterianópolis(CE),21084,259
Quixadá(CE),87728,3168
Quixelô(CE),16178,652
Quixeramobim(CE),81082,1753
Quixeré(CE),22149,594
Redenção(CE),29053,1209
Reriutaba(CE),18491,337
Russas(CE),78194,2477
Saboeiro(CE),15819,45
Salitre(CE),16554,247
Santa Quitéria(CE),43703,1145
Santana do Acaraú(CE),32452,747
Santana do Cariri(CE),17700,169
Senador Pompeu(CE),25496,302
Senador Sá(CE),7623,346
Sobral(CE),208935,10683
Solonópole(CE),18324,375
São Benedito(CE),47903,741
São Gonçalo do Amarante(CE),48422,2134
São João do Jaguaribe(CE),7645,159
São Luís do Curu(CE),13000,135
Tabuleiro do Norte(CE),30697,800
Tamboril(CE),26251,198
Tarrafas(CE),8592,33
Tauá(CE),58859,916
Tejuçuoca(CE),19187,415
Tianguá(CE),75946,3032
Trairi(CE),55918,671
Tururu(CE),16271,398
Ubajara(CE),34792,842
Umari(CE),7733,61
Umirim(CE),19825,271
Uruburetama(CE),21850,709
Uruoca(CE),13840,539
Varjota(CE),18420,739
Viçosa do Ceará(CE),60889,1557
Várzea Alegre(CE),40721,704
Afonso Cláudio(ES),30586,620
Alegre(ES),30084,294
Alfredo Chaves(ES),14601,350
Alto Rio Novo(ES),7836,155
Anchieta(ES),29263,678
Apiacá(ES),7567,111
Aracruz(ES),101220,2930
Atilio Vivacqua(ES),11936,275
Baixo Guandu(ES),30998,600
Barra de São Francisco(ES),44650,457
Boa Esperança(ES),15037,308
Bom Jesus do Norte(ES),9936,250
Brejetuba(ES),12404,362
Cachoeiro de Itapemirim(ES),208972,4281
Cariacica(ES),381285,10003
Castelo(ES),37534,1047
Colatina(ES),122499,5107
Conceição da Barra(ES),31063,245
Conceição do Castelo(ES),12723,185
Divino de São Lourenço(ES),4304,110
Domingos Martins(ES),33850,579
Dores do Rio Preto(ES),6749,68
Ecoporanga(ES),22923,571
Fundão(ES),21509,545
Governador Lindenberg(ES),12709,187
Guarapari(ES),124859,2460
Guaçuí(ES),30867,275
Ibatiba(ES),26082,414
Ibiraçu(ES),12479,476
Ibitirama(ES),8889,86
Iconha(ES),13860,384
Irupi(ES),13377,202
Itaguaçu(ES),14066,112
Itapemirim(ES),34348,931
Itarana(ES),10555,127
Iúna(ES),29161,541
Jaguaré(ES),30477,470
Jerônimo Monteiro(ES),12192,191
João Neiva(ES),16668,363
Laranja da Terra(ES),10947,87
Linhares(ES),173555,5408
Mantenópolis(ES),15350,198
Marataízes(ES),38499,1243
Marechal Floriano(ES),16694,659
Marilândia(ES),12833,342
Mimoso do Sul(ES),26153,670
Montanha(ES),18833,196
Mucurici(ES),5524,77
Muniz Freire(ES),17465,166
Muqui(ES),15449,306
Nova Venécia(ES),50110,835
Pancas(ES),23184,436
Pedro Canário(ES),26184,398
Pinheiros(ES),27047,484
Piúma(ES),21711,474
Ponto Belo(ES),7863,58
Presidente Kennedy(ES),11574,627
Rio Bananal(ES),19141,280
Rio Novo do Sul(ES),11622,296
Santa Leopoldina(ES),12224,195
Santa Maria de Jetibá(ES),40431,521
Santa Teresa(ES),23590,460
Serra(ES),517510,12862
Sooretama(ES),30070,651
São Domingos do Norte(ES),8638,244
São Gabriel da Palha(ES),37947,1336
São José do Calçado(ES),10556,265
São Mateus(ES),130611,2353
São Roque do Canaã(ES),12415,170
Vargem Alta(ES),21402,381
Venda Nova do Imigrante(ES),25277,752
Viana(ES),78239,1556
Vila Pavão(ES),9208,66
Vila Valério(ES),14080,381
Vila Velha(ES),493838,14744
Vitória(ES),362097,12965
Água Doce do Norte(ES),11019,142
Águia Branca(ES),9642,296
Abadia de Goiás(GO),8773,343
Abadiânia(GO),20042,88
Acreúna(GO),22366,285
Adelândia(GO),2516,46
Alexânia(GO),27653,588
Aloândia(GO),1995,14
Alto Horizonte(GO),6414,95
Alto Paraíso de Goiás(GO),7624,84
Alvorada do Norte(GO),8660,135
Amaralina(GO),3812,2
Americano do Brasil(GO),6111,117
Amorinópolis(GO),3126,17
Anhanguera(GO),1149,13
Anicuns(GO),21850,412
Anápolis(GO),386923,4235
Aparecida de Goiânia(GO),578179,15752
Aparecida do Rio Doce(GO),2474,43
Aporé(GO),4198,2
Aragarças(GO),20118,478
Aragoiânia(GO),10308,148
Araguapaz(GO),7770,98
Araçu(GO),3522,25
Arenópolis(GO),2612,21
Aruanã(GO),9875,44
Aurilândia(GO),3120,35
Avelinópolis(GO),2417,54
Baliza(GO),5138,12
Barro Alto(GO),11167,137
Bela Vista de Goiás(GO),29975,471
Bom Jardim de Goiás(GO),8841,92
Bom Jesus de Goiás(GO),25216,161
Bonfinópolis(GO),9706,193
Bonópolis(GO),4405,12
Brazabrantes(GO),3703,63
Britânia(GO),5779,36
Buriti Alegre(GO),9459,187
Buriti de Goiás(GO),2488,28
Buritinópolis(GO),3292,26
Cabeceiras(GO),7993,26
Cachoeira Alta(GO),12484,323
Cachoeira Dourada(GO),8067,27
Cachoeira de Goiás(GO),1351,11
Caiapônia(GO),18913,76
Caldas Novas(GO),91162,678
Caldazinha(GO),3804,43
Campestre de Goiás(GO),3630,85
Campinaçu(GO),3640,107
Campinorte(GO),12626,191
Campo Alegre de Goiás(GO),7589,5
Campo Limpo de Goiás(GO),7789,18
Campos Belos(GO),19887,125
Campos Verdes(GO),2141,20
Carmo do Rio Verde(GO),10082,57
Castelândia(GO),3435,14
Catalão(GO),108823,1116
Caturaí(GO),5070,78
Cavalcante(GO),9709,11
Caçu(GO),16009,315
Ceres(GO),22191,564
Cezarina(GO),8606,85
Chapadão do Céu(GO),10167,156
Cidade Ocidental(GO),71376,1685
Cocalzinho de Goiás(GO),20240,247
Colinas do Sul(GO),3382,44
Corumbaíba(GO),9723,48
Corumbá de Goiás(GO),11110,54
Cristalina(GO),58997,281
Cristianópolis(GO),2966,23
Crixás(GO),16949,242
Cromínia(GO),3486,26
Cumari(GO),2854,14
Córrego do Ouro(GO),2327,33
Damianópolis(GO),3311,2
Damolândia(GO),2938,38
Davinópolis(GO),2094,15
Diorama(GO),2484,12
Divinópolis de Goiás(GO),4804,48
Doverlândia(GO),7322,57
Edealina(GO),3699,27
Edéia(GO),12372,157
Estrela do Norte(GO),3275,8
Faina(GO),6627,186
Fazenda Nova(GO),5637,18
Firminópolis(GO),13292,116
Flores de Goiás(GO),16557,37
Formosa(GO),121617,969
Formoso(GO),4248,22
Gameleira de Goiás(GO),3818,29
Goiandira(GO),5600,33
Goianira(GO),44289,447
Goianápolis(GO),11231,212
Goianésia(GO),70084,929
Goiatuba(GO),34095,600
Goiás(GO),22645,75
Goiânia(GO),1516113,27362
Gouvelândia(GO),5898,62
Guapó(GO),14209,170
Guarani de Goiás(GO),3893,35
Guaraíta(GO),1996,26
Guarinos(GO),1794,1
Heitoraí(GO),3724,18
Hidrolina(GO),3564,127
Hidrolândia(GO),21706,489
Iaciara(GO),13947,33
Inaciolândia(GO),6194,73
Indiara(GO),15611,84
Inhumas(GO),52866,1473
Ipameri(GO),26985,154
Ipiranga de Goiás(GO),2893,15
Iporá(GO),31531,444
Israelândia(GO),2800,14
Itaberaí(GO),42900,703
Itaguari(GO),4676,156
Itaguaru(GO),5237,51
Itajá(GO),4539,18
Itapaci(GO),22981,110
Itapirapuã(GO),4997,64
Itapuranga(GO),25768,293
Itarumã(GO),7178,36
Itauçu(GO),8938,13
Itumbiara(GO),104742,1139
Ivolândia(GO),2370,14
Jandaia(GO),6048,128
Jaraguá(GO),50511,183
Jataí(GO),100882,2087
Jaupaci(GO),2879,11
Jesúpolis(GO),2490,21
Joviânia(GO),7387,124
Jussara(GO),18478,189
Lagoa Santa(GO),1588,1
Leopoldo de Bulhões(GO),7647,129
Luziânia(GO),208299,2463
Mairipotaba(GO),2368,7
Mambaí(GO),8882,15
Mara Rosa(GO),9503,83
Marzagão(GO),2236,3
Matrinchã(GO),4351,14
Maurilândia(GO),14080,168
Mimoso de Goiás(GO),2597,25
Minaçu(GO),29070,91
Mineiros(GO),66801,2294
Moiporá(GO),1529,24
Monte Alegre de Goiás(GO),8606,8
Montes Claros de Goiás(GO),8055,96
Montividiu(GO),13396,163
Montividiu do Norte(GO),4479,14
Morrinhos(GO),46136,877
Morro Agudo de Goiás(GO),2248,7
Mossâmedes(GO),4290,21
Mozarlândia(GO),15659,764
Mundo Novo(GO),4887,33
Mutunópolis(GO),3778,5
Nazário(GO),9142,48
Nerópolis(GO),29850,70
Niquelândia(GO),46388,335
Nova América(GO),2352,3
Nova Aurora(GO),2210,18
Nova Crixás(GO),12869,30
Nova Glória(GO),8164,181
Nova Iguaçu de Goiás(GO),2929,10
Nova Roma(GO),3264,1
Nova Veneza(GO),9853,84
Novo Brasil(GO),2913,10
Novo Gama(GO),115711,1077
Novo Planalto(GO),4495,0
Orizona(GO),15615,129
Ouro Verde de Goiás(GO),3759,31
Ouvidor(GO),6667,147
Padre Bernardo(GO),33835,354
Palestina de Goiás(GO),3464,9
Palmeiras de Goiás(GO),28858,1024
Palmelo(GO),2381,65
Palminópolis(GO),3585,45
Panamá(GO),2615,40
Paranaiguara(GO),10057,40
Paraúna(GO),10988,200
Perolândia(GO),3129,4
Petrolina de Goiás(GO),10281,79
Pilar de Goiás(GO),2253,2
Piracanjuba(GO),24524,230
Piranhas(GO),10385,110
Pirenópolis(GO),24908,19
Pires do Rio(GO),31458,575
Planaltina(GO),89918,1016
Pontalina(GO),17819,50
Porangatu(GO),45394,132
Porteirão(GO),3881,84
Portelândia(GO),4011,39
Posse(GO),36900,138
Professor Jamil(GO),3223,31
Quirinópolis(GO),50065,573
Rialma(GO),10918,249
Rianápolis(GO),4801,53
Rio Quente(GO),4493,25
Rio Verde(GO),235647,8028
Rubiataba(GO),19882,136
Sanclerlândia(GO),7637,55
Santa Bárbara de Goiás(GO),6560,70
Santa Cruz de Goiás(GO),2855,26
Santa Fé de Goiás(GO),5459,41
Santa Helena de Goiás(GO),38648,1167
Santa Isabel(GO),3809,80
Santa Rita do Araguaia(GO),8756,27
Santa Rita do Novo Destino(GO),3343,19
Santa Rosa de Goiás(GO),2319,12
Santa Tereza de Goiás(GO),3355,6
Santa Terezinha de Goiás(GO),8744,50
Santo Antônio da Barra(GO),4821,48
Santo Antônio de Goiás(GO),6283,242
Santo Antônio do Descoberto(GO),74744,742
Senador Canedo(GO),115371,2523
Serranópolis(GO),8544,42
Silvânia(GO),20695,130
Simolândia(GO),6856,29
São Domingos(GO),12949,0
São Francisco de Goiás(GO),6264,47
São João d'Aliança(GO),13740,114
São João da Paraúna(GO),1381,8
São Luiz do Norte(GO),5167,74
São Luís de Montes Belos(GO),33817,377
São Miguel do Araguaia(GO),21993,37
São Miguel do Passa Quatro(GO),4057,0
São Patrício(GO),2036,43
São Simão(GO),20645,303
Sítio d'Abadia(GO),2989,0
Taquaral de Goiás(GO),3529,21
Teresina de Goiás(GO),3458,6
Terezópolis de Goiás(GO),8043,111
Trindade(GO),127599,934
Trombas(GO),3500,9
Três Ranchos(GO),2833,27
Turvelândia(GO),5281,61
Turvânia(GO),4598,86
Uirapuru(GO),2854,3
Uruana(GO),13843,83
Uruaçu(GO),40532,432
Urutaí(GO),3072,17
Valparaíso de Goiás(GO),168468,2822
Varjão(GO),3827,51
Vianópolis(GO),13863,127
Vicentinópolis(GO),8743,81
Vila Boa(GO),6171,41
Vila Propício(GO),5821,94
Água Fria de Goiás(GO),5735,39
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,2347
Abaré(BA),20086,49
Abaíra(BA),8739,17
Acajutiba(BA),15159,84
Adustina(BA),17040,66
Aiquara(BA),4446,142
Alagoinhas(BA),151596,3161
Alcobaça(BA),22470,351
Almadina(BA),5464,270
Amargosa(BA),37241,270
Amélia Rodrigues(BA),25102,253
América Dourada(BA),16094,90
Anagé(BA),22005,77
Andaraí(BA),13143,27
Andorinha(BA),14595,51
Angical(BA),13977,67
Anguera(BA),11221,53
Antas(BA),19291,116
Antônio Cardoso(BA),11683,42
Antônio Gonçalves(BA),11798,139
Aporá(BA),17731,123
Apuarema(BA),7330,230
Aracatu(BA),13135,25
Araci(BA),54379,856
Aramari(BA),11397,102
Arataca(BA),11019,136
Aratuípe(BA),8825,62
Araçás(BA),12177,84
Aurelino Leal(BA),11531,339
Baianópolis(BA),13877,56
Baixa Grande(BA),20468,22
Banzaê(BA),13229,113
Barra(BA),53578,121
Barra da Estiva(BA),20598,7
Barra do Choça(BA),31603,312
Barra do Mendes(BA),13865,10
Barra do Rocha(BA),5714,57
Barreiras(BA),155439,2727
Barro Alto(BA),14931,17
Barro Preto(BA),5591,197
Barrocas(BA),15978,88
Belmonte(BA),23328,336
Belo Campo(BA),17211,7
Biritinga(BA),15979,64
Boa Nova(BA),12633,63
Boa Vista do Tupim(BA),18576,26
Bom Jesus da Lapa(BA),69148,210
Bom Jesus da Serra(BA),9880,73
Boninal(BA),14368,7
Bonito(BA),16764,34
Boquira(BA),21508,23
Botuporã(BA),10211,3
Brejolândia(BA),10557,4
Brejões(BA),14295,30
Brotas de Macaúbas(BA),10231,0
Brumado(BA),67195,672
Buerarema(BA),18349,373
Buritirama(BA),21174,143
Caatiba(BA),6758,152
Cabaceiras do Paraguaçu(BA),18807,51
Cachoeira(BA),33470,387
Caculé(BA),23170,64
Caetanos(BA),14542,20
Caetité(BA),50975,99
Cafarnaum(BA),18437,128
Cairu(BA),18176,151
Caldeirão Grande(BA),13327,112
Camacan(BA),31988,1104
Camamu(BA),35316,744
Camaçari(BA),299132,4968
Campo Alegre de Lourdes(BA),28798,88
Campo Formoso(BA),71206,852
Canarana(BA),26176,74
Canavieiras(BA),31099,143
Candeal(BA),8258,49
Candeias(BA),87076,1801
Candiba(BA),14319,24
Cansanção(BA),34834,118
Canudos(BA),16668,94
Canápolis(BA),9711,0
Capela do Alto Alegre(BA),11637,139
Capim Grosso(BA),30662,727
Caravelas(BA),22016,221
Caraíbas(BA),8951,12
Cardeal da Silva(BA),9295,38
Carinhanha(BA),29018,73
Casa Nova(BA),71969,328
Castro Alves(BA),26264,275
Catolândia(BA),3577,22
Catu(BA),54704,1208
Caturama(BA),9329,1
Caém(BA),9213,61
Central(BA),17266,29
Chorrochó(BA),11177,23
Cipó(BA),17300,133
Coaraci(BA),16993,264
Cocos(BA),18777,55
Conceição da Feira(BA),22581,479
Conceição do Almeida(BA),17247,399
Conceição do Coité(BA),66612,1346
Conceição do Jacuípe(BA),33153,434
Conde(BA),25837,219
Condeúba(BA),17247,35
Contendas do Sincorá(BA),4066,33
Coração de Maria(BA),22605,211
Cordeiros(BA),8614,22
Coribe(BA),14194,74
Coronel João Sá(BA),15895,147
Correntina(BA),32137,165
Cotegipe(BA),13782,23
Cravolândia(BA),5349,10
Cristópolis(BA),13910,68
Crisópolis(BA),21103,166
Cruz das Almas(BA),63239,535
Curaçá(BA),34700,220
Cândido Sales(BA),25189,296
Cícero Dantas(BA),32515,253
Dias d'Ávila(BA),81089,1149
Dom Basílio(BA),12199,28
Dom Macedo Costa(BA),4058,56
Dário Meira(BA),10710,487
Elísio Medrado(BA),8122,52
Encruzilhada(BA),17006,119
Entre Rios(BA),41780,240
Esplanada(BA),37237,258
Euclides da Cunha(BA),60585,119
Eunápolis(BA),113380,2362
Feira da Mata(BA),5665,20
Feira de Santana(BA),614872,9969
Filadélfia(BA),16377,338
Firmino Alves(BA),5617,39
Floresta Azul(BA),10629,225
Formosa do Rio Preto(BA),25591,80
Fátima(BA),17890,94
Gandu(BA),32403,1284
Gavião(BA),4463,2
Gentio do Ouro(BA),11233,171
Glória(BA),15221,61
Gongogi(BA),7128,67
Governador Mangabeira(BA),20722,104
Guajeru(BA),6937,5
Guanambi(BA),84481,259
Guaratinga(BA),20843,266
Heliópolis(BA),13031,38
Iaçu(BA),24305,163
Ibiassucê(BA),9224,17
Ibicaraí(BA),21689,445
Ibicoara(BA),19571,12
Ibicuí(BA),16198,371
Ibipeba(BA),18211,12
Ibipitanga(BA),14902,13
Ibiquera(BA),4044,3
Ibirapitanga(BA),23375,480
Ibirapuã(BA),8637,89
Ibirataia(BA),15312,631
Ibitiara(BA),16339,12
Ibititá(BA),17113,65
Ibotirama(BA),26927,195
Ichu(BA),6206,8
Igaporã(BA),15640,16
Igrapiúna(BA),13226,197
Iguaí(BA),26916,395
Ilhéus(BA),162327,4487
Inhambupe(BA),39926,220
Ipecaetá(BA),14487,75
Ipiaú(BA),45873,1652
Ipirá(BA),59595,280
Ipupiara(BA),9865,0
Irajuba(BA),7260,33
Iramaia(BA),8537,13
Iraquara(BA),25216,188
Irará(BA),29034,304
Irecê(BA),72967,795
Itabela(BA),30584,577
Itaberaba(BA),64489,1506
Itabuna(BA),213223,7738
Itacaré(BA),28296,292
Itaeté(BA),16056,60
Itagi(BA),12351,185
Itagibá(BA),14579,253
Itagimirim(BA),6869,71
Itaguaçu da Bahia(BA),14429,14
Itaju do Colônia(BA),6682,67
Itajuípe(BA),20491,792
Itamaraju(BA),64486,1672
Itamari(BA),8035,153
Itambé(BA),23049,122
Itanagra(BA),6441,21
Itanhém(BA),19405,349
