#city,population,cases
Amapá(AP),9109,1021
Calçoene(AP),11117,1494
Cutias(AP),5983,798
Ferreira Gomes(AP),7780,1038
Itaubal(AP),5503,356
Laranjal do Jari(AP),50410,5311
Macapá(AP),503327,29583
Mazagão(AP),21632,1990
Oiapoque(AP),27270,3417
Pedra Branca do Amapari(AP),16502,2996
Porto Grande(AP),21971,1573
Pracuúba(AP),5120,353
Santana(AP),121364,15351
Serra do Navio(AP),5397,849
Tartarugalzinho(AP),17315,1606
Vitória do Jari(AP),15931,3166
Acrelândia(AC),15256,574
Assis Brasil(AC),7417,762
Brasiléia(AC),26278,1395
Bujari(AC),10266,493
Capixaba(AC),11733,314
Cruzeiro do Sul(AC),88376,4194
Epitaciolândia(AC),18411,636
Feijó(AC),34780,1672
Jordão(AC),8317,267
Manoel Urbano(AC),9459,496
Marechal Thaumaturgo(AC),18867,705
Mâncio Lima(AC),18977,1326
Plácido de Castro(AC),19761,624
Porto Acre(AC),18504,739
Porto Walter(AC),11982,328
Rio Branco(AC),407319,19827
Rodrigues Alves(AC),18930,244
Santa Rosa do Purus(AC),6540,388
Sena Madureira(AC),45848,2729
Senador Guiomard(AC),23024,644
Tarauacá(AC),42567,2877
Xapuri(AC),19323,1893
Alvarães(AM),16041,1642
Amaturá(AM),11536,1158
Anamã(AM),13614,1330
Anori(AM),21010,1354
Apuí(AM),21973,585
Atalaia do Norte(AM),19921,1666
Autazes(AM),39565,1699
Barcelos(AM),27502,3199
Barreirinha(AM),32041,1531
Benjamin Constant(AM),42984,1850
Beruri(AM),19679,1196
Boa Vista do Ramos(AM),19207,620
Boca do Acre(AM),34308,2084
Borba(AM),41161,1020
Caapiranga(AM),13081,424
Canutama(AM),15629,805
Carauari(AM),28294,3944
Careiro(AM),37869,2364
Careiro da Várzea(AM),30225,513
Coari(AM),85097,8400
Codajás(AM),28637,434
Eirunepé(AM),35273,2818
Envira(AM),20033,1071
Fonte Boa(AM),17609,1222
Guajará(AM),16678,1013
Humaitá(AM),55080,4950
Ipixuna(AM),29689,2832
Iranduba(AM),48296,3448
Itacoatiara(AM),101337,3041
Itamarati(AM),7851,608
Itapiranga(AM),9148,1757
Japurá(AM),2755,640
Juruá(AM),14712,591
Jutaí(AM),14317,655
Lábrea(AM),46069,4059
Manacapuru(AM),97377,4706
Manaquiri(AM),32105,807
Manaus(AM),2182763,89570
Manicoré(AM),55751,1777
Maraã(AM),18224,1269
Maués(AM),63905,2441
Nhamundá(AM),21173,996
Nova Olinda do Norte(AM),37378,1744
Novo Airão(AM),19454,1204
Novo Aripuanã(AM),25644,898
Parintins(AM),114273,7487
Pauini(AM),19426,1651
Presidente Figueiredo(AM),36279,4158
Rio Preto da Eva(AM),33347,2341
Santa Isabel do Rio Negro(AM),25156,2370
Santo Antônio do Içá(AM),21602,1364
Silves(AM),9171,843
São Gabriel da Cachoeira(AM),45564,5183
São Paulo de Olivença(AM),39299,2206
São Sebastião do Uatumã(AM),14020,821
Tabatinga(AM),65844,2202
Tapauá(AM),17156,1333
Tefé(AM),59849,5667
Tonantins(AM),18755,777
Uarini(AM),13540,1112
Urucará(AM),16256,980
Urucurituba(AM),23065,1531
Brasília(DF),3015268,226718
Anadia(AL),17545,545
Arapiraca(AL),231747,14393
Atalaia(AL),47185,659
Barra de Santo Antônio(AL),15932,146
Barra de São Miguel(AL),8322,195
Batalha(AL),18232,660
Belo Monte(AL),6704,189
Belém(AL),4344,72
Boca da Mata(AL),27281,1285
Branquinha(AL),10494,277
Cacimbinhas(AL),10858,342
Cajueiro(AL),21264,385
Campestre(AL),6936,104
Campo Alegre(AL),57063,1652
Campo Grande(AL),9558,247
Canapi(AL),17722,71
Capela(AL),17053,568
Carneiros(AL),9081,108
Chã Preta(AL),7311,49
Coité do Nóia(AL),10693,208
Colônia Leopoldina(AL),21698,260
Coqueiro Seco(AL),5845,334
Coruripe(AL),56933,2104
Craíbas(AL),24219,798
Delmiro Gouveia(AL),52016,1340
Dois Riachos(AL),11075,292
Estrela de Alagoas(AL),18205,219
Feira Grande(AL),22166,497
Feliz Deserto(AL),4754,101
Flexeiras(AL),12790,347
Girau do Ponciano(AL),40917,1403
Ibateguara(AL),15616,455
Igaci(AL),25631,295
Igreja Nova(AL),24499,631
Inhapi(AL),18385,80
Jacaré dos Homens(AL),5253,126
Jacuípe(AL),7021,69
Japaratinga(AL),8361,179
Jaramataia(AL),5770,61
Jequiá da Praia(AL),11580,396
Joaquim Gomes(AL),23993,627
Jundiá(AL),4155,48
Junqueiro(AL),24727,596
Lagoa da Canoa(AL),17852,603
Limoeiro de Anadia(AL),28635,593
Maceió(AL),1018948,38405
Major Isidoro(AL),19804,451
Mar Vermelho(AL),3514,28
Maragogi(AL),32704,595
Maravilha(AL),9163,105
Marechal Deodoro(AL),51901,3074
Maribondo(AL),13264,370
Mata Grande(AL),25216,227
Matriz de Camaragibe(AL),24642,1137
Messias(AL),17856,686
Minador do Negrão(AL),5329,100
Monteirópolis(AL),7159,143
Murici(AL),28236,487
Novo Lino(AL),12690,115
Olho d'Água Grande(AL),5123,147
Olho d'Água das Flores(AL),21688,1186
Olho d'Água do Casado(AL),9373,52
Olivença(AL),11624,185
Ouro Branco(AL),11496,107
Palestina(AL),5011,308
Palmeira dos Índios(AL),73218,2288
Pariconha(AL),10533,222
Paripueira(AL),13176,200
Passo de Camaragibe(AL),15245,381
Paulo Jacinto(AL),7564,206
Penedo(AL),63683,1821
Piaçabuçu(AL),17827,458
Pilar(AL),35111,1605
Pindoba(AL),2908,81
Piranhas(AL),25039,335
Porto Calvo(AL),27165,803
Porto Real do Colégio(AL),20066,441
Porto de Pedras(AL),7786,163
Poço das Trincheiras(AL),14386,143
Pão de Açúcar(AL),24399,951
Quebrangulo(AL),11294,464
Rio Largo(AL),75120,1556
Roteiro(AL),6664,164
Santa Luzia do Norte(AL),7296,264
Santana do Ipanema(AL),47654,2354
Santana do Mundaú(AL),10740,335
Satuba(AL),13828,570
Senador Rui Palmeira(AL),13870,137
São Brás(AL),6961,269
São José da Laje(AL),23927,731
São José da Tapera(AL),32260,903
São Luís do Quitunde(AL),34555,888
São Miguel dos Campos(AL),61251,2276
São Miguel dos Milagres(AL),7951,129
São Sebastião(AL),34152,869
Tanque d'Arca(AL),6162,163
Taquarana(AL),19980,308
Teotônio Vilela(AL),44169,1373
Traipu(AL),27715,289
União dos Palmares(AL),65611,1160
Viçosa(AL),25733,537
Água Branca(AL),20196,180
Abaiara(CE),11737,165
Acarape(CE),14929,1952
Acaraú(CE),62641,2762
Acopiara(CE),54270,1379
Aiuaba(CE),17399,83
Alcântaras(CE),11714,605
Altaneira(CE),7586,238
Alto Santo(CE),17146,527
Amontada(CE),43452,1015
Antonina do Norte(CE),7353,81
Apuiarés(CE),14600,263
Aquiraz(CE),80271,1433
Aracati(CE),74547,2384
Aracoiaba(CE),26469,911
Ararendá(CE),10935,408
Araripe(CE),21600,313
Aratuba(CE),11847,271
Arneiroz(CE),7840,71
Assaré(CE),23417,931
Aurora(CE),24654,879
Baixio(CE),6288,128
Banabuiú(CE),18197,648
Barbalha(CE),60781,2455
Barreira(CE),22425,377
Barro(CE),22680,491
Barroquinha(CE),15017,821
Baturité(CE),35750,769
Beberibe(CE),53573,1290
Bela Cruz(CE),32591,1350
Boa Viagem(CE),54470,1587
Brejo Santo(CE),49477,3046
Camocim(CE),63661,2611
Campos Sales(CE),27426,755
Canindé(CE),76997,2267
Capistrano(CE),17738,760
Caridade(CE),22547,384
Caririaçu(CE),26965,826
Cariré(CE),18448,1088
Cariús(CE),18699,662
Carnaubal(CE),17606,714
Cascavel(CE),71743,1979
Catarina(CE),20698,359
Catunda(CE),10342,419
Caucaia(CE),361400,7616
Cedro(CE),25557,798
Chaval(CE),13069,828
Chorozinho(CE),20264,748
Choró(CE),13521,356
Coreaú(CE),23136,1350
Crateús(CE),75074,6789
Crato(CE),132123,8718
Croatá(CE),18063,424
Cruz(CE),24827,1118
Deputado Irapuan Pinheiro(CE),9625,323
Ereré(CE),7198,471
Eusébio(CE),53618,2754
Farias Brito(CE),19450,1310
Forquilha(CE),24218,781
Fortaleza(CE),2669342,86434
Fortim(CE),16480,189
Frecheirinha(CE),14072,1574
General Sampaio(CE),7618,157
Granja(CE),54748,1330
Granjeiro(CE),4844,197
Graça(CE),14399,633
Groaíras(CE),11068,811
Guaiúba(CE),26064,354
Guaraciaba do Norte(CE),40642,1069
Guaramiranga(CE),5193,210
Hidrolândia(CE),19978,1051
Horizonte(CE),67337,2852
Ibaretama(CE),13353,178
Ibiapina(CE),24997,872
Ibicuitinga(CE),12525,635
Icapuí(CE),19934,937
Icó(CE),68018,2822
Iguatu(CE),102498,4951
Independência(CE),26178,576
Ipaporanga(CE),11593,418
Ipaumirim(CE),12463,271
Ipu(CE),41964,2633
Ipueiras(CE),38166,1569
Iracema(CE),14297,1061
Irauçuba(CE),24156,416
Itaitinga(CE),37980,1114
Itaiçaba(CE),7827,323
Itapajé(CE),52675,1233
Itapipoca(CE),129358,3785
Itapiúna(CE),20382,424
Itarema(CE),41826,2048
Itatira(CE),21647,1124
Jaguaretama(CE),18162,898
Jaguaribara(CE),11401,362
Jaguaribe(CE),34682,1812
Jaguaruana(CE),33705,1266
Jardim(CE),27174,423
Jati(CE),8111,122
Jijoca de Jericoacoara(CE),19816,1018
Juazeiro do Norte(CE),274207,17000
Jucás(CE),24833,585
Lavras da Mangabeira(CE),31508,1240
Limoeiro do Norte(CE),59540,2030
Madalena(CE),19691,575
Maracanaú(CE),227886,8785
Maranguape(CE),128978,5964
Marco(CE),27361,553
Martinópole(CE),11233,240
Massapê(CE),38737,1046
Mauriti(CE),47962,1525
Meruoca(CE),15057,744
Milagres(CE),27512,1027
Milhã(CE),13155,360
Miraíma(CE),13818,449
Missão Velha(CE),35393,1068
Mombaça(CE),43797,1419
Monsenhor Tabosa(CE),17234,829
Morada Nova(CE),61890,3209
Moraújo(CE),8724,531
Morrinhos(CE),22534,513
Mucambo(CE),14537,550
Mulungu(CE),10823,236
Nova Olinda(CE),15565,458
Nova Russas(CE),32328,884
Novo Oriente(CE),28607,568
Ocara(CE),25703,587
Orós(CE),21427,1390
Pacajus(CE),72203,2181
Pacatuba(CE),83432,2224
Pacoti(CE),12261,334
Pacujá(CE),6533,439
Palhano(CE),9386,249
Palmácia(CE),13322,347
Paracuru(CE),35076,1387
Paraipaba(CE),32744,1264
Parambu(CE),31521,448
Paramoti(CE),12226,249
Pedra Branca(CE),43258,390
Penaforte(CE),9077,85
Pentecoste(CE),37751,1100
Pereiro(CE),16307,693
Pindoretama(CE),20567,583
Piquet Carneiro(CE),16959,914
Pires Ferreira(CE),10951,526
Poranga(CE),12336,243
Porteiras(CE),14996,567
Potengi(CE),11045,174
Potiretama(CE),6419,198
Quiterianópolis(CE),21084,814
Quixadá(CE),87728,4357
Quixelô(CE),16178,1175
Quixeramobim(CE),81082,2914
Quixeré(CE),22149,1156
Redenção(CE),29053,1811
Reriutaba(CE),18491,1138
Russas(CE),78194,4396
Saboeiro(CE),15819,489
Salitre(CE),16554,420
Santa Quitéria(CE),43703,1740
Santana do Acaraú(CE),32452,1173
Santana do Cariri(CE),17700,333
Senador Pompeu(CE),25496,758
Senador Sá(CE),7623,410
Sobral(CE),208935,13449
Solonópole(CE),18324,939
São Benedito(CE),47903,1694
São Gonçalo do Amarante(CE),48422,3065
São João do Jaguaribe(CE),7645,224
São Luís do Curu(CE),13000,214
Tabuleiro do Norte(CE),30697,1684
Tamboril(CE),26251,822
Tarrafas(CE),8592,108
Tauá(CE),58859,3428
Tejuçuoca(CE),19187,630
Tianguá(CE),75946,4302
Trairi(CE),55918,742
Tururu(CE),16271,543
Ubajara(CE),34792,1145
Umari(CE),7733,210
Umirim(CE),19825,386
Uruburetama(CE),21850,817
Uruoca(CE),13840,661
Varjota(CE),18420,1252
Viçosa do Ceará(CE),60889,2183
Várzea Alegre(CE),40721,1129
Afonso Cláudio(ES),30586,1776
Alegre(ES),30084,917
Alfredo Chaves(ES),14601,1398
Alto Rio Novo(ES),7836,436
Anchieta(ES),29263,2088
Apiacá(ES),7567,346
Aracruz(ES),101220,8175
Atilio Vivacqua(ES),11936,798
Baixo Guandu(ES),30998,1938
Barra de São Francisco(ES),44650,1790
Boa Esperança(ES),15037,572
Bom Jesus do Norte(ES),9936,613
Brejetuba(ES),12404,764
Cachoeiro de Itapemirim(ES),208972,13095
Cariacica(ES),381285,21902
Castelo(ES),37534,3131
Colatina(ES),122499,12271
Conceição da Barra(ES),31063,517
Conceição do Castelo(ES),12723,693
Divino de São Lourenço(ES),4304,272
Domingos Martins(ES),33850,1913
Dores do Rio Preto(ES),6749,371
Ecoporanga(ES),22923,1678
Fundão(ES),21509,1134
Governador Lindenberg(ES),12709,947
Guarapari(ES),124859,7072
Guaçuí(ES),30867,1188
Ibatiba(ES),26082,1448
Ibiraçu(ES),12479,1037
Ibitirama(ES),8889,244
Iconha(ES),13860,1380
Irupi(ES),13377,644
Itaguaçu(ES),14066,968
Itapemirim(ES),34348,2456
Itarana(ES),10555,726
Iúna(ES),29161,1105
Jaguaré(ES),30477,1808
Jerônimo Monteiro(ES),12192,506
João Neiva(ES),16668,1243
Laranja da Terra(ES),10947,284
Linhares(ES),173555,13130
Mantenópolis(ES),15350,451
Marataízes(ES),38499,3303
Marechal Floriano(ES),16694,1756
Marilândia(ES),12833,1227
Mimoso do Sul(ES),26153,1574
Montanha(ES),18833,660
Mucurici(ES),5524,293
Muniz Freire(ES),17465,1011
Muqui(ES),15449,711
Nova Venécia(ES),50110,2302
Pancas(ES),23184,1030
Pedro Canário(ES),26184,763
Pinheiros(ES),27047,1034
Piúma(ES),21711,1399
Ponto Belo(ES),7863,264
Presidente Kennedy(ES),11574,1191
Rio Bananal(ES),19141,1096
Rio Novo do Sul(ES),11622,798
Santa Leopoldina(ES),12224,482
Santa Maria de Jetibá(ES),40431,2274
Santa Teresa(ES),23590,2551
Serra(ES),517510,32806
Sooretama(ES),30070,1463
São Domingos do Norte(ES),8638,653
São Gabriel da Palha(ES),37947,2898
São José do Calçado(ES),10556,477
São Mateus(ES),130611,5383
São Roque do Canaã(ES),12415,1021
Vargem Alta(ES),21402,1113
Venda Nova do Imigrante(ES),25277,2338
Viana(ES),78239,3954
Vila Pavão(ES),9208,424
Vila Valério(ES),14080,1084
Vila Velha(ES),493838,35395
Vitória(ES),362097,30374
Água Doce do Norte(ES),11019,429
Águia Branca(ES),9642,722
Abadia de Goiás(GO),8773,773
Abadiânia(GO),20042,196
Acreúna(GO),22366,1047
Adelândia(GO),2516,92
Alexânia(GO),27653,1483
Aloândia(GO),1995,145
Alto Horizonte(GO),6414,210
Alto Paraíso de Goiás(GO),7624,368
Alvorada do Norte(GO),8660,353
Amaralina(GO),3812,15
Americano do Brasil(GO),6111,162
Amorinópolis(GO),3126,97
Anhanguera(GO),1149,18
Anicuns(GO),21850,1015
Anápolis(GO),386923,16825
Aparecida de Goiânia(GO),578179,40458
Aparecida do Rio Doce(GO),2474,111
Aporé(GO),4198,152
Aragarças(GO),20118,1055
Aragoiânia(GO),10308,445
Araguapaz(GO),7770,204
Araçu(GO),3522,135
Arenópolis(GO),2612,32
Aruanã(GO),9875,181
Aurilândia(GO),3120,66
Avelinópolis(GO),2417,143
Baliza(GO),5138,67
Barro Alto(GO),11167,637
Bela Vista de Goiás(GO),29975,1239
Bom Jardim de Goiás(GO),8841,185
Bom Jesus de Goiás(GO),25216,1094
Bonfinópolis(GO),9706,382
Bonópolis(GO),4405,87
Brazabrantes(GO),3703,183
Britânia(GO),5779,238
Buriti Alegre(GO),9459,408
Buriti de Goiás(GO),2488,120
Buritinópolis(GO),3292,60
Cabeceiras(GO),7993,94
Cachoeira Alta(GO),12484,802
Cachoeira Dourada(GO),8067,182
Cachoeira de Goiás(GO),1351,25
Caiapônia(GO),18913,305
Caldas Novas(GO),91162,3248
Caldazinha(GO),3804,120
Campestre de Goiás(GO),3630,213
Campinaçu(GO),3640,126
Campinorte(GO),12626,519
Campo Alegre de Goiás(GO),7589,47
Campo Limpo de Goiás(GO),7789,123
Campos Belos(GO),19887,405
Campos Verdes(GO),2141,54
Carmo do Rio Verde(GO),10082,201
Castelândia(GO),3435,96
Catalão(GO),108823,3911
Caturaí(GO),5070,122
Cavalcante(GO),9709,72
Caçu(GO),16009,767
Ceres(GO),22191,1256
Cezarina(GO),8606,265
Chapadão do Céu(GO),10167,816
Cidade Ocidental(GO),71376,4019
Cocalzinho de Goiás(GO),20240,700
Colinas do Sul(GO),3382,129
Corumbaíba(GO),9723,436
Corumbá de Goiás(GO),11110,260
Cristalina(GO),58997,972
Cristianópolis(GO),2966,151
Crixás(GO),16949,673
Cromínia(GO),3486,120
Cumari(GO),2854,142
Córrego do Ouro(GO),2327,105
Damianópolis(GO),3311,24
Damolândia(GO),2938,101
Davinópolis(GO),2094,23
Diorama(GO),2484,33
Divinópolis de Goiás(GO),4804,92
Doverlândia(GO),7322,141
Edealina(GO),3699,262
Edéia(GO),12372,481
Estrela do Norte(GO),3275,61
Faina(GO),6627,237
Fazenda Nova(GO),5637,110
Firminópolis(GO),13292,242
Flores de Goiás(GO),16557,118
Formosa(GO),121617,4154
Formoso(GO),4248,101
Gameleira de Goiás(GO),3818,110
Goiandira(GO),5600,163
Goianira(GO),44289,1764
Goianápolis(GO),11231,513
Goianésia(GO),70084,4969
Goiatuba(GO),34095,1984
Goiás(GO),22645,464
Goiânia(GO),1516113,82047
Gouvelândia(GO),5898,163
Guapó(GO),14209,614
Guarani de Goiás(GO),3893,52
Guaraíta(GO),1996,118
Guarinos(GO),1794,30
Heitoraí(GO),3724,53
Hidrolina(GO),3564,203
Hidrolândia(GO),21706,1167
Iaciara(GO),13947,196
Inaciolândia(GO),6194,179
Indiara(GO),15611,424
Inhumas(GO),52866,3252
Ipameri(GO),26985,617
Ipiranga de Goiás(GO),2893,36
Iporá(GO),31531,1489
Israelândia(GO),2800,74
Itaberaí(GO),42900,1501
Itaguari(GO),4676,397
Itaguaru(GO),5237,255
Itajá(GO),4539,142
Itapaci(GO),22981,577
Itapirapuã(GO),4997,240
Itapuranga(GO),25768,835
Itarumã(GO),7178,165
Itauçu(GO),8938,454
Itumbiara(GO),104742,4541
Ivolândia(GO),2370,70
Jandaia(GO),6048,407
Jaraguá(GO),50511,1173
Jataí(GO),100882,5420
Jaupaci(GO),2879,24
Jesúpolis(GO),2490,48
Joviânia(GO),7387,288
Jussara(GO),18478,786
Lagoa Santa(GO),1588,49
Leopoldo de Bulhões(GO),7647,193
Luziânia(GO),208299,7632
Mairipotaba(GO),2368,54
Mambaí(GO),8882,69
Mara Rosa(GO),9503,134
Marzagão(GO),2236,85
Matrinchã(GO),4351,85
Maurilândia(GO),14080,570
Mimoso de Goiás(GO),2597,66
Minaçu(GO),29070,755
Mineiros(GO),66801,5544
Moiporá(GO),1529,38
Monte Alegre de Goiás(GO),8606,62
Montes Claros de Goiás(GO),8055,283
Montividiu(GO),13396,675
Montividiu do Norte(GO),4479,26
Morrinhos(GO),46136,2778
Morro Agudo de Goiás(GO),2248,82
Mossâmedes(GO),4290,93
Mozarlândia(GO),15659,1056
Mundo Novo(GO),4887,128
Mutunópolis(GO),3778,51
Nazário(GO),9142,299
Nerópolis(GO),29850,731
Niquelândia(GO),46388,1359
Nova América(GO),2352,60
Nova Aurora(GO),2210,68
Nova Crixás(GO),12869,449
Nova Glória(GO),8164,285
Nova Iguaçu de Goiás(GO),2929,55
Nova Roma(GO),3264,82
Nova Veneza(GO),9853,423
Novo Brasil(GO),2913,85
Novo Gama(GO),115711,2950
Novo Planalto(GO),4495,185
Orizona(GO),15615,369
Ouro Verde de Goiás(GO),3759,113
Ouvidor(GO),6667,276
Padre Bernardo(GO),33835,800
Palestina de Goiás(GO),3464,74
Palmeiras de Goiás(GO),28858,3391
Palmelo(GO),2381,137
Palminópolis(GO),3585,224
Panamá(GO),2615,102
Paranaiguara(GO),10057,177
Paraúna(GO),10988,309
Perolândia(GO),3129,72
Petrolina de Goiás(GO),10281,232
Pilar de Goiás(GO),2253,43
Piracanjuba(GO),24524,845
Piranhas(GO),10385,275
Pirenópolis(GO),24908,308
Pires do Rio(GO),31458,1263
Planaltina(GO),89918,1889
Pontalina(GO),17819,874
Porangatu(GO),45394,1251
Porteirão(GO),3881,932
Portelândia(GO),4011,268
Posse(GO),36900,899
Professor Jamil(GO),3223,110
Quirinópolis(GO),50065,1520
Rialma(GO),10918,628
Rianápolis(GO),4801,262
Rio Quente(GO),4493,125
Rio Verde(GO),235647,15592
Rubiataba(GO),19882,532
Sanclerlândia(GO),7637,284
Santa Bárbara de Goiás(GO),6560,420
Santa Cruz de Goiás(GO),2855,66
Santa Fé de Goiás(GO),5459,183
Santa Helena de Goiás(GO),38648,3192
Santa Isabel(GO),3809,180
Santa Rita do Araguaia(GO),8756,116
Santa Rita do Novo Destino(GO),3343,95
Santa Rosa de Goiás(GO),2319,70
Santa Tereza de Goiás(GO),3355,35
Santa Terezinha de Goiás(GO),8744,147
Santo Antônio da Barra(GO),4821,202
Santo Antônio de Goiás(GO),6283,464
Santo Antônio do Descoberto(GO),74744,1565
Senador Canedo(GO),115371,6830
Serranópolis(GO),8544,304
