cities,population,cases
Amapá(AP),9109,773
Calçoene(AP),11117,1165
Cutias(AP),5983,608
Ferreira Gomes(AP),7780,564
Itaubal(AP),5503,316
Laranjal do Jari(AP),50410,4725
Macapá(AP),503327,18651
Mazagão(AP),21632,1521
Oiapoque(AP),27270,2737
Pedra Branca do Amapari(AP),16502,2679
Porto Grande(AP),21971,1208
Pracuúba(AP),5120,351
Santana(AP),121364,8967
Serra do Navio(AP),5397,673
Tartarugalzinho(AP),17315,1211
Vitória do Jari(AP),15931,2814
Acrelândia(AC),15256,472
Assis Brasil(AC),7417,639
Brasiléia(AC),26278,1159
Bujari(AC),10266,384
Capixaba(AC),11733,255
Cruzeiro do Sul(AC),88376,3532
Epitaciolândia(AC),18411,515
Feijó(AC),34780,1274
Jordão(AC),8317,209
Manoel Urbano(AC),9459,307
Marechal Thaumaturgo(AC),18867,571
Mâncio Lima(AC),18977,1049
Plácido de Castro(AC),19761,414
Porto Acre(AC),18504,519
Porto Walter(AC),11982,317
Rio Branco(AC),407319,10713
Rodrigues Alves(AC),18930,159
Santa Rosa do Purus(AC),6540,367
Sena Madureira(AC),45848,1615
Senador Guiomard(AC),23024,526
Tarauacá(AC),42567,2557
Xapuri(AC),19323,1265
Alvarães(AM),16041,1239
Amaturá(AM),11536,853
Anamã(AM),13614,776
Anori(AM),21010,800
Apuí(AM),21973,245
Atalaia do Norte(AM),19921,1074
Autazes(AM),39565,1314
Barcelos(AM),27502,2695
Barreirinha(AM),32041,1050
Benjamin Constant(AM),42984,1608
Beruri(AM),19679,867
Boa Vista do Ramos(AM),19207,373
Boca do Acre(AM),34308,1332
Borba(AM),41161,716
Caapiranga(AM),13081,329
Canutama(AM),15629,434
Carauari(AM),28294,2419
Careiro(AM),37869,1673
Careiro da Várzea(AM),30225,196
Coari(AM),85097,7055
Codajás(AM),28637,261
Eirunepé(AM),35273,2393
Envira(AM),20033,745
Fonte Boa(AM),17609,826
Guajará(AM),16678,934
Humaitá(AM),55080,3449
Ipixuna(AM),29689,2001
Iranduba(AM),48296,2037
Itacoatiara(AM),101337,2196
Itamarati(AM),7851,574
Itapiranga(AM),9148,962
Japurá(AM),2755,449
Juruá(AM),14712,564
Jutaí(AM),14317,392
Lábrea(AM),46069,2787
Manacapuru(AM),97377,4047
Manaquiri(AM),32105,497
Manaus(AM),2182763,54292
Manicoré(AM),55751,1449
Maraã(AM),18224,535
Maués(AM),63905,1731
Nhamundá(AM),21173,885
Nova Olinda do Norte(AM),37378,1037
Novo Airão(AM),19454,502
Novo Aripuanã(AM),25644,704
Parintins(AM),114273,5448
Pauini(AM),19426,1375
Presidente Figueiredo(AM),36279,2204
Rio Preto da Eva(AM),33347,1478
Santa Isabel do Rio Negro(AM),25156,2183
Santo Antônio do Içá(AM),21602,1223
Silves(AM),9171,474
São Gabriel da Cachoeira(AM),45564,4400
São Paulo de Olivença(AM),39299,1954
São Sebastião do Uatumã(AM),14020,634
Tabatinga(AM),65844,1888
Tapauá(AM),17156,975
Tefé(AM),59849,3785
Tonantins(AM),18755,622
Uarini(AM),13540,751
Urucará(AM),16256,707
Urucurituba(AM),23065,1094
Brasília(DF),3015268,173123
Anadia(AL),17545,474
Arapiraca(AL),231747,11745
Atalaia(AL),47185,599
Barra de Santo Antônio(AL),15932,131
Barra de São Miguel(AL),8322,147
Batalha(AL),18232,592
Belo Monte(AL),6704,167
Belém(AL),4344,58
Boca da Mata(AL),27281,1246
Branquinha(AL),10494,271
Cacimbinhas(AL),10858,263
Cajueiro(AL),21264,310
Campestre(AL),6936,94
Campo Alegre(AL),57063,1415
Campo Grande(AL),9558,218
Canapi(AL),17722,66
Capela(AL),17053,528
Carneiros(AL),9081,87
Chã Preta(AL),7311,45
Coité do Nóia(AL),10693,151
Colônia Leopoldina(AL),21698,242
Coqueiro Seco(AL),5845,226
Coruripe(AL),56933,1651
Craíbas(AL),24219,645
Delmiro Gouveia(AL),52016,966
Dois Riachos(AL),11075,196
Estrela de Alagoas(AL),18205,197
Feira Grande(AL),22166,459
Feliz Deserto(AL),4754,97
Flexeiras(AL),12790,308
Girau do Ponciano(AL),40917,1302
Ibateguara(AL),15616,431
Igaci(AL),25631,218
Igreja Nova(AL),24499,537
Inhapi(AL),18385,73
Jacaré dos Homens(AL),5253,85
Jacuípe(AL),7021,61
Japaratinga(AL),8361,151
Jaramataia(AL),5770,59
Jequiá da Praia(AL),11580,375
Joaquim Gomes(AL),23993,507
Jundiá(AL),4155,45
Junqueiro(AL),24727,553
Lagoa da Canoa(AL),17852,553
Limoeiro de Anadia(AL),28635,512
Maceió(AL),1018948,29080
Major Isidoro(AL),19804,416
Mar Vermelho(AL),3514,24
Maragogi(AL),32704,479
Maravilha(AL),9163,94
Marechal Deodoro(AL),51901,2502
Maribondo(AL),13264,354
Mata Grande(AL),25216,180
Matriz de Camaragibe(AL),24642,1068
Messias(AL),17856,605
Minador do Negrão(AL),5329,21
Monteirópolis(AL),7159,122
Murici(AL),28236,421
Novo Lino(AL),12690,108
Olho d'Água Grande(AL),5123,139
Olho d'Água das Flores(AL),21688,1093
Olho d'Água do Casado(AL),9373,36
Olivença(AL),11624,149
Ouro Branco(AL),11496,104
Palestina(AL),5011,271
Palmeira dos Índios(AL),73218,1756
