#city,population,cases
Monteirópolis(AL),7159,169
Murici(AL),28236,781
Novo Lino(AL),12690,146
Olho d'Água Grande(AL),5123,155
Olho d'Água das Flores(AL),21688,1259
Olho d'Água do Casado(AL),9373,77
Olivença(AL),11624,370
Ouro Branco(AL),11496,164
Palestina(AL),5011,336
Palmeira dos Índios(AL),73218,3095
Pariconha(AL),10533,455
Paripueira(AL),13176,227
Passo de Camaragibe(AL),15245,441
Paulo Jacinto(AL),7564,227
Penedo(AL),63683,2558
Piaçabuçu(AL),17827,573
Pilar(AL),35111,2193
Pindoba(AL),2908,84
Piranhas(AL),25039,674
Porto Calvo(AL),27165,967
Porto Real do Colégio(AL),20066,465
Porto de Pedras(AL),7786,276
Poço das Trincheiras(AL),14386,309
Pão de Açúcar(AL),24399,1026
Quebrangulo(AL),11294,653
Rio Largo(AL),75120,2244
Roteiro(AL),6664,220
Santa Luzia do Norte(AL),7296,378
Santana do Ipanema(AL),47654,3494
Santana do Mundaú(AL),10740,535
Satuba(AL),13828,785
Senador Rui Palmeira(AL),13870,242
São Brás(AL),6961,295
São José da Laje(AL),23927,916
São José da Tapera(AL),32260,1098
São Luís do Quitunde(AL),34555,990
São Miguel dos Campos(AL),61251,2760
São Miguel dos Milagres(AL),7951,189
São Sebastião(AL),34152,1072
Tanque d'Arca(AL),6162,224
Taquarana(AL),19980,479
Teotônio Vilela(AL),44169,1486
Traipu(AL),27715,360
União dos Palmares(AL),65611,1449
Viçosa(AL),25733,986
Água Branca(AL),20196,271
Abaiara(CE),11737,308
Acarape(CE),14929,2187
Acaraú(CE),62641,3944
Acopiara(CE),54270,2095
Aiuaba(CE),17399,302
Alcântaras(CE),11714,886
Altaneira(CE),7586,293
Alto Santo(CE),17146,700
Amontada(CE),43452,1531
Antonina do Norte(CE),7353,137
Apuiarés(CE),14600,636
Aquiraz(CE),80271,3689
Aracati(CE),74547,4017
Aracoiaba(CE),26469,1544
Ararendá(CE),10935,572
Araripe(CE),21600,628
Aratuba(CE),11847,597
Arneiroz(CE),7840,167
Assaré(CE),23417,1080
Aurora(CE),24654,1085
Baixio(CE),6288,263
Banabuiú(CE),18197,834
Barbalha(CE),60781,3279
Barreira(CE),22425,763
Barro(CE),22680,601
Barroquinha(CE),15017,910
Baturité(CE),35750,1547
Beberibe(CE),53573,2347
Bela Cruz(CE),32591,2149
Boa Viagem(CE),54470,2230
Brejo Santo(CE),49477,5295
Camocim(CE),63661,3615
Campos Sales(CE),27426,1336
Canindé(CE),76997,3051
Capistrano(CE),17738,1061
Caridade(CE),22547,803
Caririaçu(CE),26965,947
Cariré(CE),18448,1567
Cariús(CE),18699,1073
Carnaubal(CE),17606,1038
Cascavel(CE),71743,3141
Catarina(CE),20698,603
Catunda(CE),10342,752
Caucaia(CE),361400,16270
Cedro(CE),25557,2024
Chaval(CE),13069,959
Chorozinho(CE),20264,1266
Choró(CE),13521,486
Coreaú(CE),23136,1815
Crateús(CE),75074,7673
Crato(CE),132123,11137
Croatá(CE),18063,554
Cruz(CE),24827,1959
Deputado Irapuan Pinheiro(CE),9625,470
Ereré(CE),7198,554
Eusébio(CE),53618,5712
Farias Brito(CE),19450,1537
Forquilha(CE),24218,972
Fortaleza(CE),2669342,161309
Fortim(CE),16480,938
Frecheirinha(CE),14072,2136
General Sampaio(CE),7618,314
Granja(CE),54748,1933
Granjeiro(CE),4844,290
Graça(CE),14399,729
Groaíras(CE),11068,1106
Guaiúba(CE),26064,751
Guaraciaba do Norte(CE),40642,1496
Guaramiranga(CE),5193,416
Hidrolândia(CE),19978,1544
Horizonte(CE),67337,4799
Ibaretama(CE),13353,357
Ibiapina(CE),24997,1068
Ibicuitinga(CE),12525,859
Icapuí(CE),19934,1387
Icó(CE),68018,3892
Iguatu(CE),102498,6170
Independência(CE),26178,798
Ipaporanga(CE),11593,579
Ipaumirim(CE),12463,412
Ipu(CE),41964,3236
Ipueiras(CE),38166,1761
Iracema(CE),14297,1472
Irauçuba(CE),24156,498
Itaitinga(CE),37980,2675
Itaiçaba(CE),7827,569
Itapajé(CE),52675,1693
Itapipoca(CE),129358,5623
Itapiúna(CE),20382,929
Itarema(CE),41826,2561
Itatira(CE),21647,1392
Jaguaretama(CE),18162,1330
Jaguaribara(CE),11401,585
Jaguaribe(CE),34682,2508
Jaguaruana(CE),33705,1869
Jardim(CE),27174,631
Jati(CE),8111,336
Jijoca de Jericoacoara(CE),19816,1616
Juazeiro do Norte(CE),274207,19251
Jucás(CE),24833,788
Lavras da Mangabeira(CE),31508,1541
Limoeiro do Norte(CE),59540,3045
Madalena(CE),19691,775
Maracanaú(CE),227886,14291
Maranguape(CE),128978,8582
Marco(CE),27361,963
Martinópole(CE),11233,543
Massapê(CE),38737,1431
Mauriti(CE),47962,2027
Meruoca(CE),15057,1182
Milagres(CE),27512,1563
Milhã(CE),13155,587
Miraíma(CE),13818,656
Missão Velha(CE),35393,1331
Mombaça(CE),43797,2614
Monsenhor Tabosa(CE),17234,1105
Morada Nova(CE),61890,5135
Moraújo(CE),8724,1240
Morrinhos(CE),22534,834
Mucambo(CE),14537,750
Mulungu(CE),10823,435
Nova Olinda(CE),15565,594
Nova Russas(CE),32328,1547
Novo Oriente(CE),28607,797
Ocara(CE),25703,881
Orós(CE),21427,1717
Pacajus(CE),72203,3605
Pacatuba(CE),83432,4125
Pacoti(CE),12261,558
Pacujá(CE),6533,495
Palhano(CE),9386,679
Palmácia(CE),13322,538
Paracuru(CE),35076,1880
Paraipaba(CE),32744,1592
Parambu(CE),31521,856
Paramoti(CE),12226,431
Pedra Branca(CE),43258,512
Penaforte(CE),9077,262
Pentecoste(CE),37751,2231
Pereiro(CE),16307,981
Pindoretama(CE),20567,1007
Piquet Carneiro(CE),16959,1105
Pires Ferreira(CE),10951,688
Poranga(CE),12336,321
Porteiras(CE),14996,955
Potengi(CE),11045,258
Potiretama(CE),6419,342
Quiterianópolis(CE),21084,926
Quixadá(CE),87728,5251
Quixelô(CE),16178,1354
Quixeramobim(CE),81082,4026
Quixeré(CE),22149,1556
Redenção(CE),29053,2615
Reriutaba(CE),18491,1468
Russas(CE),78194,6569
Saboeiro(CE),15819,572
Salitre(CE),16554,747
Santa Quitéria(CE),43703,3673
Santana do Acaraú(CE),32452,1566
Santana do Cariri(CE),17700,462
Senador Pompeu(CE),25496,1150
Senador Sá(CE),7623,557
Sobral(CE),208935,18336
Solonópole(CE),18324,1032
São Benedito(CE),47903,2385
São Gonçalo do Amarante(CE),48422,4545
São João do Jaguaribe(CE),7645,390
São Luís do Curu(CE),13000,635
Tabuleiro do Norte(CE),30697,2781
Tamboril(CE),26251,1173
Tarrafas(CE),8592,253
Tauá(CE),58859,4953
Tejuçuoca(CE),19187,919
Tianguá(CE),75946,5788
Trairi(CE),55918,1254
Tururu(CE),16271,793
Ubajara(CE),34792,1454
Umari(CE),7733,264
Umirim(CE),19825,523
Uruburetama(CE),21850,1359
Uruoca(CE),13840,935
Varjota(CE),18420,1560
Viçosa do Ceará(CE),60889,2791
Várzea Alegre(CE),40721,1872
Afonso Cláudio(ES),30586,2872
Alegre(ES),30084,1521
Alfredo Chaves(ES),14601,1895
Alto Rio Novo(ES),7836,593
Anchieta(ES),29263,3615
Apiacá(ES),7567,541
Aracruz(ES),101220,11661
Atilio Vivacqua(ES),11936,1108
Baixo Guandu(ES),30998,2808
Barra de São Francisco(ES),44650,3210
Boa Esperança(ES),15037,922
Bom Jesus do Norte(ES),9936,761
Brejetuba(ES),12404,1313
Cachoeiro de Itapemirim(ES),208972,20103
Cariacica(ES),381285,29397
Castelo(ES),37534,4382
Colatina(ES),122499,16940
Conceição da Barra(ES),31063,916
Conceição do Castelo(ES),12723,1032
Divino de São Lourenço(ES),4304,331
Domingos Martins(ES),33850,2758
Dores do Rio Preto(ES),6749,533
Ecoporanga(ES),22923,2259
Fundão(ES),21509,1791
Governador Lindenberg(ES),12709,1347
Guarapari(ES),124859,11206
Guaçuí(ES),30867,1717
Ibatiba(ES),26082,2670
Ibiraçu(ES),12479,1321
Ibitirama(ES),8889,313
Iconha(ES),13860,2163
Irupi(ES),13377,1036
Itaguaçu(ES),14066,1359
Itapemirim(ES),34348,3164
Itarana(ES),10555,1213
Iúna(ES),29161,1870
Jaguaré(ES),30477,2767
Jerônimo Monteiro(ES),12192,869
João Neiva(ES),16668,1925
Laranja da Terra(ES),10947,518
Linhares(ES),173555,18860
Mantenópolis(ES),15350,670
Marataízes(ES),38499,4680
Marechal Floriano(ES),16694,2373
Marilândia(ES),12833,1657
Mimoso do Sul(ES),26153,2384
Montanha(ES),18833,1096
Mucurici(ES),5524,504
Muniz Freire(ES),17465,1944
Muqui(ES),15449,1496
Nova Venécia(ES),50110,4065
Pancas(ES),23184,1934
Pedro Canário(ES),26184,1303
Pinheiros(ES),27047,2049
Piúma(ES),21711,2103
Ponto Belo(ES),7863,442
Presidente Kennedy(ES),11574,1515
Rio Bananal(ES),19141,1606
Rio Novo do Sul(ES),11622,1146
Santa Leopoldina(ES),12224,743
Santa Maria de Jetibá(ES),40431,3881
Santa Teresa(ES),23590,3520
Serra(ES),517510,47527
Sooretama(ES),30070,2155
São Domingos do Norte(ES),8638,890
São Gabriel da Palha(ES),37947,4605
São José do Calçado(ES),10556,665
São Mateus(ES),130611,8193
São Roque do Canaã(ES),12415,1408
Vargem Alta(ES),21402,1613
Venda Nova do Imigrante(ES),25277,3413
Viana(ES),78239,5784
Vila Pavão(ES),9208,914
Vila Valério(ES),14080,2057
Vila Velha(ES),493838,47907
Vitória(ES),362097,41452
Água Doce do Norte(ES),11019,616
Águia Branca(ES),9642,1682
Abadia de Goiás(GO),8773,1151
Abadiânia(GO),20042,300
Acreúna(GO),22366,1344
Adelândia(GO),2516,108
Alexânia(GO),27653,2145
Aloândia(GO),1995,184
Alto Horizonte(GO),6414,555
Alto Paraíso de Goiás(GO),7624,480
Alvorada do Norte(GO),8660,543
Amaralina(GO),3812,43
Americano do Brasil(GO),6111,317
Amorinópolis(GO),3126,143
Anhanguera(GO),1149,77
Anicuns(GO),21850,2065
Anápolis(GO),386923,26142
Aparecida de Goiânia(GO),578179,52734
Aparecida do Rio Doce(GO),2474,158
Aporé(GO),4198,247
Aragarças(GO),20118,1653
Aragoiânia(GO),10308,773
Araguapaz(GO),7770,362
Araçu(GO),3522,334
Arenópolis(GO),2612,137
Aruanã(GO),9875,346
Aurilândia(GO),3120,164
Avelinópolis(GO),2417,234
Baliza(GO),5138,145
Barro Alto(GO),11167,1137
Bela Vista de Goiás(GO),29975,1852
Bom Jardim de Goiás(GO),8841,504
Bom Jesus de Goiás(GO),25216,2148
Bonfinópolis(GO),9706,419
Bonópolis(GO),4405,101
Brazabrantes(GO),3703,331
Britânia(GO),5779,394
Buriti Alegre(GO),9459,693
Buriti de Goiás(GO),2488,156
Buritinópolis(GO),3292,120
Cabeceiras(GO),7993,227
Cachoeira Alta(GO),12484,1019
Cachoeira Dourada(GO),8067,310
Cachoeira de Goiás(GO),1351,41
Caiapônia(GO),18913,792
Caldas Novas(GO),91162,6332
Caldazinha(GO),3804,186
Campestre de Goiás(GO),3630,357
Campinaçu(GO),3640,167
Campinorte(GO),12626,951
Campo Alegre de Goiás(GO),7589,164
Campo Limpo de Goiás(GO),7789,148
Campos Belos(GO),19887,963
Campos Verdes(GO),2141,173
Carmo do Rio Verde(GO),10082,433
Castelândia(GO),3435,227
Catalão(GO),108823,7255
Caturaí(GO),5070,385
Cavalcante(GO),9709,147
Caçu(GO),16009,1159
Ceres(GO),22191,2086
Cezarina(GO),8606,630
Chapadão do Céu(GO),10167,1683
Cidade Ocidental(GO),71376,4675
Cocalzinho de Goiás(GO),20240,992
Colinas do Sul(GO),3382,202
Corumbaíba(GO),9723,756
Corumbá de Goiás(GO),11110,429
Cristalina(GO),58997,1883
Cristianópolis(GO),2966,235
Crixás(GO),16949,1764
Cromínia(GO),3486,152
Cumari(GO),2854,228
Córrego do Ouro(GO),2327,212
Damianópolis(GO),3311,45
Damolândia(GO),2938,166
Davinópolis(GO),2094,62
Diorama(GO),2484,91
Divinópolis de Goiás(GO),4804,188
Doverlândia(GO),7322,362
Edealina(GO),3699,393
Edéia(GO),12372,977
Estrela do Norte(GO),3275,200
Faina(GO),6627,408
Fazenda Nova(GO),5637,299
Firminópolis(GO),13292,458
Flores de Goiás(GO),16557,141
Formosa(GO),121617,6290
Formoso(GO),4248,390
Gameleira de Goiás(GO),3818,257
Goiandira(GO),5600,256
Goianira(GO),44289,2693
Goianápolis(GO),11231,838
Goianésia(GO),70084,7020
Goiatuba(GO),34095,3304
Goiás(GO),22645,821
Goiânia(GO),1516113,124306
Gouvelândia(GO),5898,241
Guapó(GO),14209,1055
Guarani de Goiás(GO),3893,150
Guaraíta(GO),1996,161
Guarinos(GO),1794,99
Heitoraí(GO),3724,102
Hidrolina(GO),3564,230
Hidrolândia(GO),21706,1737
Iaciara(GO),13947,391
Inaciolândia(GO),6194,380
Indiara(GO),15611,539
Inhumas(GO),52866,6292
Ipameri(GO),26985,1544
Ipiranga de Goiás(GO),2893,117
Iporá(GO),31531,2488
Israelândia(GO),2800,144
Itaberaí(GO),42900,2023
Itaguari(GO),4676,556
Itaguaru(GO),5237,374
Itajá(GO),4539,182
Itapaci(GO),22981,1447
Itapirapuã(GO),4997,476
Itapuranga(GO),25768,1957
Itarumã(GO),7178,254
Itauçu(GO),8938,679
Itumbiara(GO),104742,6741
Ivolândia(GO),2370,174
Jandaia(GO),6048,596
Jaraguá(GO),50511,3683
Jataí(GO),100882,8075
Jaupaci(GO),2879,48
Jesúpolis(GO),2490,98
Joviânia(GO),7387,629
Jussara(GO),18478,1278
Lagoa Santa(GO),1588,76
Leopoldo de Bulhões(GO),7647,343
Luziânia(GO),208299,13633
Mairipotaba(GO),2368,156
Mambaí(GO),8882,130
Mara Rosa(GO),9503,262
Marzagão(GO),2236,199
Matrinchã(GO),4351,164
Maurilândia(GO),14080,741
Mimoso de Goiás(GO),2597,102
Minaçu(GO),29070,1380
Mineiros(GO),66801,7682
Moiporá(GO),1529,51
Monte Alegre de Goiás(GO),8606,146
Montes Claros de Goiás(GO),8055,680
Montividiu(GO),13396,945
Montividiu do Norte(GO),4479,173
Morrinhos(GO),46136,4715
Morro Agudo de Goiás(GO),2248,144
Mossâmedes(GO),4290,137
Mozarlândia(GO),15659,1436
Mundo Novo(GO),4887,296
Mutunópolis(GO),3778,192
Nazário(GO),9142,600
Nerópolis(GO),29850,1250
Niquelândia(GO),46388,2190
Nova América(GO),2352,215
Nova Aurora(GO),2210,143
Nova Crixás(GO),12869,884
Nova Glória(GO),8164,574
Nova Iguaçu de Goiás(GO),2929,123
Nova Roma(GO),3264,120
Nova Veneza(GO),9853,772
Novo Brasil(GO),2913,281
Novo Gama(GO),115711,3433
Novo Planalto(GO),4495,232
Orizona(GO),15615,529
Ouro Verde de Goiás(GO),3759,207
Ouvidor(GO),6667,513
Padre Bernardo(GO),33835,1212
Palestina de Goiás(GO),3464,145
Palmeiras de Goiás(GO),28858,4432
Palmelo(GO),2381,193
Palminópolis(GO),3585,331
Panamá(GO),2615,139
Paranaiguara(GO),10057,280
Paraúna(GO),10988,451
Perolândia(GO),3129,94
Petrolina de Goiás(GO),10281,628
Pilar de Goiás(GO),2253,180
Piracanjuba(GO),24524,1491
Piranhas(GO),10385,664
Pirenópolis(GO),24908,926
Pires do Rio(GO),31458,2019
Planaltina(GO),89918,2691
Pontalina(GO),17819,1318
Porangatu(GO),45394,1813
Porteirão(GO),3881,1205
Portelândia(GO),4011,430
Posse(GO),36900,1166
Professor Jamil(GO),3223,195
Quirinópolis(GO),50065,2058
Rialma(GO),10918,1121
Rianápolis(GO),4801,466
Rio Quente(GO),4493,309
Rio Verde(GO),235647,19342
Rubiataba(GO),19882,1970
Sanclerlândia(GO),7637,438
Santa Bárbara de Goiás(GO),6560,606
Santa Cruz de Goiás(GO),2855,114
Santa Fé de Goiás(GO),5459,552
Santa Helena de Goiás(GO),38648,4043
Santa Isabel(GO),3809,394
Santa Rita do Araguaia(GO),8756,279
Santa Rita do Novo Destino(GO),3343,157
Santa Rosa de Goiás(GO),2319,156
Santa Tereza de Goiás(GO),3355,132
Santa Terezinha de Goiás(GO),8744,547
Santo Antônio da Barra(GO),4821,301
Santo Antônio de Goiás(GO),6283,649
Santo Antônio do Descoberto(GO),74744,1922
Senador Canedo(GO),115371,11176
Serranópolis(GO),8544,564
Silvânia(GO),20695,1019
Simolândia(GO),6856,139
São Domingos(GO),12949,130
São Francisco de Goiás(GO),6264,280
São João d'Aliança(GO),13740,514
São João da Paraúna(GO),1381,72
São Luiz do Norte(GO),5167,274
São Luís de Montes Belos(GO),33817,2874
São Miguel do Araguaia(GO),21993,1224
São Miguel do Passa Quatro(GO),4057,156
São Patrício(GO),2036,185
São Simão(GO),20645,782
Sítio d'Abadia(GO),2989,20
Taquaral de Goiás(GO),3529,164
Teresina de Goiás(GO),3458,141
Terezópolis de Goiás(GO),8043,695
Trindade(GO),127599,6657
Trombas(GO),3500,322
Três Ranchos(GO),2833,127
Turvelândia(GO),5281,549
Turvânia(GO),4598,494
Uirapuru(GO),2854,107
Uruana(GO),13843,712
Uruaçu(GO),40532,2667
Urutaí(GO),3072,129
Valparaíso de Goiás(GO),168468,9899
Varjão(GO),3827,180
Vianópolis(GO),13863,567
Vicentinópolis(GO),8743,684
Vila Boa(GO),6171,96
Vila Propício(GO),5821,299
Água Fria de Goiás(GO),5735,152
Água Limpa(GO),1850,58
Águas Lindas de Goiás(GO),212440,5882
Abaré(BA),20086,583
Abaíra(BA),8739,241
Acajutiba(BA),15159,429
Adustina(BA),17040,507
Aiquara(BA),4446,435
Alagoinhas(BA),151596,10022
Alcobaça(BA),22470,1148
Almadina(BA),5464,564
Amargosa(BA),37241,2040
Amélia Rodrigues(BA),25102,1618
América Dourada(BA),16094,481
Anagé(BA),22005,596
Andaraí(BA),13143,588
Andorinha(BA),14595,610
Angical(BA),13977,357
Anguera(BA),11221,296
Antas(BA),19291,926
Antônio Cardoso(BA),11683,289
Antônio Gonçalves(BA),11798,532
Aporá(BA),17731,395
Apuarema(BA),7330,599
Aracatu(BA),13135,632
Araci(BA),54379,3020
Aramari(BA),11397,483
Arataca(BA),11019,425
Aratuípe(BA),8825,260
Araçás(BA),12177,503
Aurelino Leal(BA),11531,780
Baianópolis(BA),13877,264
Baixa Grande(BA),20468,498
Banzaê(BA),13229,785
Barra(BA),53578,1324
Barra da Estiva(BA),20598,1231
Barra do Choça(BA),31603,1614
Barra do Mendes(BA),13865,585
Barra do Rocha(BA),5714,299
Barreiras(BA),155439,10461
Barro Alto(BA),14931,597
Barro Preto(BA),5591,473
Barrocas(BA),15978,607
Belmonte(BA),23328,856
Belo Campo(BA),17211,506
Biritinga(BA),15979,264
Boa Nova(BA),12633,595
Boa Vista do Tupim(BA),18576,163
Bom Jesus da Lapa(BA),69148,2295
Bom Jesus da Serra(BA),9880,388
Boninal(BA),14368,536
Bonito(BA),16764,577
Boquira(BA),21508,382
Botuporã(BA),10211,175
Brejolândia(BA),10557,129
Brejões(BA),14295,480
Brotas de Macaúbas(BA),10231,56
Brumado(BA),67195,6873
Buerarema(BA),18349,1140
Buritirama(BA),21174,642
Caatiba(BA),6758,601
Cabaceiras do Paraguaçu(BA),18807,375
Cachoeira(BA),33470,1082
Caculé(BA),23170,1000
Caetanos(BA),14542,466
Caetité(BA),50975,1584
Cafarnaum(BA),18437,721
Cairu(BA),18176,985
Caldeirão Grande(BA),13327,533
Camacan(BA),31988,2168
Camamu(BA),35316,1821
Camaçari(BA),299132,18441
Campo Alegre de Lourdes(BA),28798,400
Campo Formoso(BA),71206,3013
Canarana(BA),26176,1029
Canavieiras(BA),31099,890
Candeal(BA),8258,398
Candeias(BA),87076,5369
Candiba(BA),14319,432
Cansanção(BA),34834,580
Canudos(BA),16668,433
Canápolis(BA),9711,207
Capela do Alto Alegre(BA),11637,663
Capim Grosso(BA),30662,2875
Caravelas(BA),22016,1046
Caraíbas(BA),8951,207
Cardeal da Silva(BA),9295,245
Carinhanha(BA),29018,627
Casa Nova(BA),71969,1309
Castro Alves(BA),26264,1041
Catolândia(BA),3577,85
Catu(BA),54704,4385
Caturama(BA),9329,168
Caém(BA),9213,378
Central(BA),17266,265
Chorrochó(BA),11177,79
Cipó(BA),17300,470
Coaraci(BA),16993,1564
Cocos(BA),18777,465
Conceição da Feira(BA),22581,1068
Conceição do Almeida(BA),17247,1769
Conceição do Coité(BA),66612,6853
Conceição do Jacuípe(BA),33153,2064
Conde(BA),25837,639
Condeúba(BA),17247,608
Contendas do Sincorá(BA),4066,152
Coração de Maria(BA),22605,1101
Cordeiros(BA),8614,540
Coribe(BA),14194,714
Coronel João Sá(BA),15895,592
Correntina(BA),32137,1518
Cotegipe(BA),13782,255
Cravolândia(BA),5349,167
Cristópolis(BA),13910,506
Crisópolis(BA),21103,274
Cruz das Almas(BA),63239,3540
Curaçá(BA),34700,831
Cândido Sales(BA),25189,1526
Cícero Dantas(BA),32515,1181
Dias d'Ávila(BA),81089,4487
Dom Basílio(BA),12199,638
Dom Macedo Costa(BA),4058,323
Dário Meira(BA),10710,750
Elísio Medrado(BA),8122,401
Encruzilhada(BA),17006,539
Entre Rios(BA),41780,1034
Esplanada(BA),37237,1211
Euclides da Cunha(BA),60585,1976
Eunápolis(BA),113380,7815
Feira da Mata(BA),5665,150
Feira de Santana(BA),614872,34136
Filadélfia(BA),16377,891
Firmino Alves(BA),5617,287
Floresta Azul(BA),10629,687
Formosa do Rio Preto(BA),25591,632
Fátima(BA),17890,718
Gandu(BA),32403,2366
Gavião(BA),4463,301
Gentio do Ouro(BA),11233,299
Glória(BA),15221,443
Gongogi(BA),7128,425
Governador Mangabeira(BA),20722,700
Guajeru(BA),6937,250
Guanambi(BA),84481,5394
Guaratinga(BA),20843,1066
Heliópolis(BA),13031,367
Iaçu(BA),24305,1052
Ibiassucê(BA),9224,233
Ibicaraí(BA),21689,1708
Ibicoara(BA),19571,521
Ibicuí(BA),16198,999
Ibipeba(BA),18211,835
Ibipitanga(BA),14902,799
Ibiquera(BA),4044,89
Ibirapitanga(BA),23375,1329
Ibirapuã(BA),8637,762
Ibirataia(BA),15312,2065
Ibitiara(BA),16339,453
Ibititá(BA),17113,1055
Ibotirama(BA),26927,727
Ichu(BA),6206,307
Igaporã(BA),15640,283
Igrapiúna(BA),13226,643
Iguaí(BA),26916,765
Ilhéus(BA),162327,15334
Inhambupe(BA),39926,1248
Ipecaetá(BA),14487,233
Ipiaú(BA),45873,2903
Ipirá(BA),59595,1419
Ipupiara(BA),9865,186
Irajuba(BA),7260,249
Iramaia(BA),8537,118
Iraquara(BA),25216,1272
Irará(BA),29034,981
