cities,population,cases
Hidrolândia(CE),19978,1345
Horizonte(CE),67337,3156
Ibaretama(CE),13353,224
Ibiapina(CE),24997,951
Ibicuitinga(CE),12525,714
Icapuí(CE),19934,1156
Icó(CE),68018,3459
Iguatu(CE),102498,5559
Independência(CE),26178,702
Ipaporanga(CE),11593,509
Ipaumirim(CE),12463,323
Ipu(CE),41964,3001
Ipueiras(CE),38166,1640
Iracema(CE),14297,1369
Irauçuba(CE),24156,433
Itaitinga(CE),37980,1633
Itaiçaba(CE),7827,429
Itapajé(CE),52675,1344
Itapipoca(CE),129358,4183
Itapiúna(CE),20382,669
Itarema(CE),41826,2178
Itatira(CE),21647,1291
Jaguaretama(CE),18162,1147
Jaguaribara(CE),11401,511
Jaguaribe(CE),34682,2209
Jaguaruana(CE),33705,1601
Jardim(CE),27174,561
Jati(CE),8111,210
Jijoca de Jericoacoara(CE),19816,1334
Juazeiro do Norte(CE),274207,18125
Jucás(CE),24833,672
Lavras da Mangabeira(CE),31508,1433
Limoeiro do Norte(CE),59540,2449
Madalena(CE),19691,645
Maracanaú(CE),227886,10593
Maranguape(CE),128978,6843
Marco(CE),27361,744
Martinópole(CE),11233,291
Massapê(CE),38737,1132
Mauriti(CE),47962,1853
Meruoca(CE),15057,873
Milagres(CE),27512,1327
Milhã(CE),13155,496
Miraíma(CE),13818,517
Missão Velha(CE),35393,1205
Mombaça(CE),43797,1990
Monsenhor Tabosa(CE),17234,964
Morada Nova(CE),61890,3986
Moraújo(CE),8724,875
Morrinhos(CE),22534,633
Mucambo(CE),14537,623
Mulungu(CE),10823,350
Nova Olinda(CE),15565,543
Nova Russas(CE),32328,1085
Novo Oriente(CE),28607,698
Ocara(CE),25703,692
Orós(CE),21427,1582
Pacajus(CE),72203,2606
Pacatuba(CE),83432,2955
Pacoti(CE),12261,416
Pacujá(CE),6533,451
Palhano(CE),9386,518
Palmácia(CE),13322,420
Paracuru(CE),35076,1586
Paraipaba(CE),32744,1352
Parambu(CE),31521,754
Paramoti(CE),12226,341
Pedra Branca(CE),43258,445
Penaforte(CE),9077,170
Pentecoste(CE),37751,1483
Pereiro(CE),16307,944
Pindoretama(CE),20567,774
Piquet Carneiro(CE),16959,1017
Pires Ferreira(CE),10951,595
Poranga(CE),12336,292
Porteiras(CE),14996,792
Potengi(CE),11045,244
Potiretama(CE),6419,261
Quiterianópolis(CE),21084,843
Quixadá(CE),87728,4769
Quixelô(CE),16178,1241
Quixeramobim(CE),81082,3369
Quixeré(CE),22149,1316
Redenção(CE),29053,2251
Reriutaba(CE),18491,1256
Russas(CE),78194,5176
Saboeiro(CE),15819,531
Salitre(CE),16554,547
Santa Quitéria(CE),43703,2502
Santana do Acaraú(CE),32452,1311
Santana do Cariri(CE),17700,375
Senador Pompeu(CE),25496,936
Senador Sá(CE),7623,442
Sobral(CE),208935,15104
Solonópole(CE),18324,962
São Benedito(CE),47903,1944
São Gonçalo do Amarante(CE),48422,3671
São João do Jaguaribe(CE),7645,345
São Luís do Curu(CE),13000,337
Tabuleiro do Norte(CE),30697,2348
Tamboril(CE),26251,1020
Tarrafas(CE),8592,205
Tauá(CE),58859,4355
Tejuçuoca(CE),19187,719
Tianguá(CE),75946,4747
Trairi(CE),55918,897
Tururu(CE),16271,638
Ubajara(CE),34792,1298
Umari(CE),7733,242
Umirim(CE),19825,444
Uruburetama(CE),21850,1016
Uruoca(CE),13840,736
Varjota(CE),18420,1374
Viçosa do Ceará(CE),60889,2503
Várzea Alegre(CE),40721,1570
Afonso Cláudio(ES),30586,2487
Alegre(ES),30084,1267
Alfredo Chaves(ES),14601,1681
Alto Rio Novo(ES),7836,486
Anchieta(ES),29263,2786
Apiacá(ES),7567,439
Aracruz(ES),101220,10705
Atilio Vivacqua(ES),11936,962
Baixo Guandu(ES),30998,2370
Barra de São Francisco(ES),44650,2307
Boa Esperança(ES),15037,754
Bom Jesus do Norte(ES),9936,717
Brejetuba(ES),12404,1090
Cachoeiro de Itapemirim(ES),208972,17483
Cariacica(ES),381285,25532
Castelo(ES),37534,3590
Colatina(ES),122499,14721
Conceição da Barra(ES),31063,713
Conceição do Castelo(ES),12723,934
Divino de São Lourenço(ES),4304,305
Domingos Martins(ES),33850,2348
Dores do Rio Preto(ES),6749,430
Ecoporanga(ES),22923,1947
Fundão(ES),21509,1518
Governador Lindenberg(ES),12709,1169
Guarapari(ES),124859,9434
Guaçuí(ES),30867,1530
Ibatiba(ES),26082,1979
Ibiraçu(ES),12479,1208
Ibitirama(ES),8889,300
Iconha(ES),13860,1651
Irupi(ES),13377,900
Itaguaçu(ES),14066,1168
Itapemirim(ES),34348,2795
Itarana(ES),10555,881
Iúna(ES),29161,1590
Jaguaré(ES),30477,2219
Jerônimo Monteiro(ES),12192,734
João Neiva(ES),16668,1583
Laranja da Terra(ES),10947,430
Linhares(ES),173555,15892
Mantenópolis(ES),15350,522
Marataízes(ES),38499,4128
Marechal Floriano(ES),16694,1994
Marilândia(ES),12833,1507
Mimoso do Sul(ES),26153,1992
Montanha(ES),18833,983
Mucurici(ES),5524,446
Muniz Freire(ES),17465,1463
Muqui(ES),15449,914
Nova Venécia(ES),50110,3198
Pancas(ES),23184,1200
Pedro Canário(ES),26184,1011
Pinheiros(ES),27047,1348
Piúma(ES),21711,1752
Ponto Belo(ES),7863,384
Presidente Kennedy(ES),11574,1369
Rio Bananal(ES),19141,1385
Rio Novo do Sul(ES),11622,977
Santa Leopoldina(ES),12224,610
Santa Maria de Jetibá(ES),40431,2944
Santa Teresa(ES),23590,3125
Serra(ES),517510,41028
Sooretama(ES),30070,1871
São Domingos do Norte(ES),8638,790
São Gabriel da Palha(ES),37947,3679
São José do Calçado(ES),10556,580
São Mateus(ES),130611,7210
São Roque do Canaã(ES),12415,1186
Vargem Alta(ES),21402,1408
Venda Nova do Imigrante(ES),25277,2926
Viana(ES),78239,4880
Vila Pavão(ES),9208,619
Vila Valério(ES),14080,1416
Vila Velha(ES),493838,42149
Vitória(ES),362097,36070
Água Doce do Norte(ES),11019,492
Águia Branca(ES),9642,1168
Abadia de Goiás(GO),8773,901
Abadiânia(GO),20042,229
Acreúna(GO),22366,1269
Adelândia(GO),2516,99
Alexânia(GO),27653,1671
Aloândia(GO),1995,182
Alto Horizonte(GO),6414,360
Alto Paraíso de Goiás(GO),7624,445
Alvorada do Norte(GO),8660,430
Amaralina(GO),3812,22
Americano do Brasil(GO),6111,195
Amorinópolis(GO),3126,122
Anhanguera(GO),1149,45
Anicuns(GO),21850,1371
Anápolis(GO),386923,20913
Aparecida de Goiânia(GO),578179,46003
Aparecida do Rio Doce(GO),2474,133
Aporé(GO),4198,200
Aragarças(GO),20118,1446
Aragoiânia(GO),10308,589
Araguapaz(GO),7770,242
Araçu(GO),3522,226
Arenópolis(GO),2612,50
Aruanã(GO),9875,270
Aurilândia(GO),3120,77
Avelinópolis(GO),2417,166
Baliza(GO),5138,110
Barro Alto(GO),11167,848
Bela Vista de Goiás(GO),29975,1416
Bom Jardim de Goiás(GO),8841,364
Bom Jesus de Goiás(GO),25216,1415
Bonfinópolis(GO),9706,404
Bonópolis(GO),4405,95
Brazabrantes(GO),3703,258
Britânia(GO),5779,358
Buriti Alegre(GO),9459,571
Buriti de Goiás(GO),2488,130
Buritinópolis(GO),3292,83
Cabeceiras(GO),7993,126
Cachoeira Alta(GO),12484,937
Cachoeira Dourada(GO),8067,234
Cachoeira de Goiás(GO),1351,34
Caiapônia(GO),18913,601
Caldas Novas(GO),91162,5160
Caldazinha(GO),3804,140
Campestre de Goiás(GO),3630,273
Campinaçu(GO),3640,139
Campinorte(GO),12626,766
Campo Alegre de Goiás(GO),7589,113
Campo Limpo de Goiás(GO),7789,141
Campos Belos(GO),19887,623
Campos Verdes(GO),2141,115
Carmo do Rio Verde(GO),10082,291
Castelândia(GO),3435,143
Catalão(GO),108823,6275
Caturaí(GO),5070,221
Cavalcante(GO),9709,90
Caçu(GO),16009,877
Ceres(GO),22191,1682
Cezarina(GO),8606,439
Chapadão do Céu(GO),10167,1303
Cidade Ocidental(GO),71376,4413
Cocalzinho de Goiás(GO),20240,802
Colinas do Sul(GO),3382,169
Corumbaíba(GO),9723,610
Corumbá de Goiás(GO),11110,293
Cristalina(GO),58997,1426
Cristianópolis(GO),2966,177
Crixás(GO),16949,1227
Cromínia(GO),3486,144
Cumari(GO),2854,211
Córrego do Ouro(GO),2327,129
Damianópolis(GO),3311,35
Damolândia(GO),2938,141
Davinópolis(GO),2094,40
Diorama(GO),2484,80
Divinópolis de Goiás(GO),4804,119
Doverlândia(GO),7322,249
Edealina(GO),3699,278
Edéia(GO),12372,755
Estrela do Norte(GO),3275,119
Faina(GO),6627,340
Fazenda Nova(GO),5637,176
Firminópolis(GO),13292,313
Flores de Goiás(GO),16557,127
Formosa(GO),121617,5172
Formoso(GO),4248,307
Gameleira de Goiás(GO),3818,196
Goiandira(GO),5600,240
Goianira(GO),44289,2369
Goianápolis(GO),11231,653
Goianésia(GO),70084,6000
Goiatuba(GO),34095,2533
Goiás(GO),22645,643
Goiânia(GO),1516113,104215
Gouvelândia(GO),5898,175
Guapó(GO),14209,747
Guarani de Goiás(GO),3893,113
Guaraíta(GO),1996,152
Guarinos(GO),1794,57
Heitoraí(GO),3724,85
Hidrolina(GO),3564,220
Hidrolândia(GO),21706,1326
Iaciara(GO),13947,269
Inaciolândia(GO),6194,247
Indiara(GO),15611,491
Inhumas(GO),52866,4620
Ipameri(GO),26985,1204
Ipiranga de Goiás(GO),2893,103
Iporá(GO),31531,1965
Israelândia(GO),2800,98
Itaberaí(GO),42900,1704
Itaguari(GO),4676,446
Itaguaru(GO),5237,307
Itajá(GO),4539,172
Itapaci(GO),22981,1126
Itapirapuã(GO),4997,312
Itapuranga(GO),25768,1586
Itarumã(GO),7178,228
Itauçu(GO),8938,543
Itumbiara(GO),104742,5748
Ivolândia(GO),2370,128
Jandaia(GO),6048,497
Jaraguá(GO),50511,2581
Jataí(GO),100882,6598
Jaupaci(GO),2879,31
Jesúpolis(GO),2490,58
Joviânia(GO),7387,371
Jussara(GO),18478,1041
Lagoa Santa(GO),1588,61
Leopoldo de Bulhões(GO),7647,263
Luziânia(GO),208299,9303
Mairipotaba(GO),2368,76
Mambaí(GO),8882,98
Mara Rosa(GO),9503,226
Marzagão(GO),2236,136
Matrinchã(GO),4351,126
Maurilândia(GO),14080,630
Mimoso de Goiás(GO),2597,90
Minaçu(GO),29070,1069
Mineiros(GO),66801,6605
Moiporá(GO),1529,46
Monte Alegre de Goiás(GO),8606,93
Montes Claros de Goiás(GO),8055,562
Montividiu(GO),13396,779
Montividiu do Norte(GO),4479,36
Morrinhos(GO),46136,3928
Morro Agudo de Goiás(GO),2248,112
Mossâmedes(GO),4290,98
Mozarlândia(GO),15659,1312
Mundo Novo(GO),4887,162
Mutunópolis(GO),3778,67
Nazário(GO),9142,476
Nerópolis(GO),29850,1091
Niquelândia(GO),46388,1640
Nova América(GO),2352,180
Nova Aurora(GO),2210,95
Nova Crixás(GO),12869,624
Nova Glória(GO),8164,492
Nova Iguaçu de Goiás(GO),2929,102
Nova Roma(GO),3264,102
Nova Veneza(GO),9853,590
Novo Brasil(GO),2913,216
Novo Gama(GO),115711,3271
Novo Planalto(GO),4495,193
Orizona(GO),15615,400
Ouro Verde de Goiás(GO),3759,177
Ouvidor(GO),6667,428
Padre Bernardo(GO),33835,889
Palestina de Goiás(GO),3464,116
Palmeiras de Goiás(GO),28858,3880
Palmelo(GO),2381,154
Palminópolis(GO),3585,298
Panamá(GO),2615,119
Paranaiguara(GO),10057,235
Paraúna(GO),10988,356
Perolândia(GO),3129,91
Petrolina de Goiás(GO),10281,418
Pilar de Goiás(GO),2253,129
Piracanjuba(GO),24524,1190
Piranhas(GO),10385,420
Pirenópolis(GO),24908,551
Pires do Rio(GO),31458,1632
Planaltina(GO),89918,2180
Pontalina(GO),17819,1052
Porangatu(GO),45394,1596
Porteirão(GO),3881,1029
Portelândia(GO),4011,324
Posse(GO),36900,1064
Professor Jamil(GO),3223,144
Quirinópolis(GO),50065,1719
Rialma(GO),10918,872
Rianápolis(GO),4801,354
Rio Quente(GO),4493,204
Rio Verde(GO),235647,17393
Rubiataba(GO),19882,1546
Sanclerlândia(GO),7637,336
Santa Bárbara de Goiás(GO),6560,498
Santa Cruz de Goiás(GO),2855,77
Santa Fé de Goiás(GO),5459,283
Santa Helena de Goiás(GO),38648,3640
Santa Isabel(GO),3809,303
Santa Rita do Araguaia(GO),8756,204
Santa Rita do Novo Destino(GO),3343,109
Santa Rosa de Goiás(GO),2319,94
Santa Tereza de Goiás(GO),3355,54
Santa Terezinha de Goiás(GO),8744,419
Santo Antônio da Barra(GO),4821,272
Santo Antônio de Goiás(GO),6283,540
Santo Antônio do Descoberto(GO),74744,1755
Senador Canedo(GO),115371,8404
Serranópolis(GO),8544,369
Silvânia(GO),20695,666
Simolândia(GO),6856,105
São Domingos(GO),12949,102
São Francisco de Goiás(GO),6264,240
São João d'Aliança(GO),13740,416
São João da Paraúna(GO),1381,47
São Luiz do Norte(GO),5167,171
São Luís de Montes Belos(GO),33817,2010
São Miguel do Araguaia(GO),21993,800
São Miguel do Passa Quatro(GO),4057,135
São Patrício(GO),2036,154
São Simão(GO),20645,671
Sítio d'Abadia(GO),2989,17
Taquaral de Goiás(GO),3529,115
Teresina de Goiás(GO),3458,53
Terezópolis de Goiás(GO),8043,515
Trindade(GO),127599,5233
Trombas(GO),3500,227
Três Ranchos(GO),2833,116
Turvelândia(GO),5281,516
Turvânia(GO),4598,348
Uirapuru(GO),2854,80
Uruana(GO),13843,450
Uruaçu(GO),40532,1948
Urutaí(GO),3072,106
Valparaíso de Goiás(GO),168468,8965
Varjão(GO),3827,113
Vianópolis(GO),13863,391
Vicentinópolis(GO),8743,375
Vila Boa(GO),6171,71
Vila Propício(GO),5821,257
Água Fria de Goiás(GO),5735,109
Água Limpa(GO),1850,42
Águas Lindas de Goiás(GO),212440,5340
Abaré(BA),20086,399
Abaíra(BA),8739,211
Acajutiba(BA),15159,341
Adustina(BA),17040,363
Aiquara(BA),4446,383
Alagoinhas(BA),151596,8829
Alcobaça(BA),22470,1027
Almadina(BA),5464,493
Amargosa(BA),37241,1546
Amélia Rodrigues(BA),25102,1231
América Dourada(BA),16094,457
Anagé(BA),22005,449
Andaraí(BA),13143,547
Andorinha(BA),14595,539
Angical(BA),13977,322
Anguera(BA),11221,240
Antas(BA),19291,751
Antônio Cardoso(BA),11683,230
Antônio Gonçalves(BA),11798,484
Aporá(BA),17731,354
Apuarema(BA),7330,542
Aracatu(BA),13135,501
Araci(BA),54379,2593
Aramari(BA),11397,398
Arataca(BA),11019,359
Aratuípe(BA),8825,224
Araçás(BA),12177,462
Aurelino Leal(BA),11531,737
Baianópolis(BA),13877,210
Baixa Grande(BA),20468,428
Banzaê(BA),13229,723
Barra(BA),53578,1102
Barra da Estiva(BA),20598,1132
Barra do Choça(BA),31603,1253
Barra do Mendes(BA),13865,561
Barra do Rocha(BA),5714,226
Barreiras(BA),155439,9629
Barro Alto(BA),14931,570
Barro Preto(BA),5591,422
Barrocas(BA),15978,401
Belmonte(BA),23328,831
Belo Campo(BA),17211,352
Biritinga(BA),15979,206
Boa Nova(BA),12633,372
Boa Vista do Tupim(BA),18576,155
Bom Jesus da Lapa(BA),69148,1809
Bom Jesus da Serra(BA),9880,305
Boninal(BA),14368,408
Bonito(BA),16764,493
Boquira(BA),21508,330
Botuporã(BA),10211,132
Brejolândia(BA),10557,126
Brejões(BA),14295,441
Brotas de Macaúbas(BA),10231,52
Brumado(BA),67195,5073
Buerarema(BA),18349,1021
Buritirama(BA),21174,597
Caatiba(BA),6758,535
Cabaceiras do Paraguaçu(BA),18807,296
Cachoeira(BA),33470,865
Caculé(BA),23170,639
Caetanos(BA),14542,374
Caetité(BA),50975,1248
Cafarnaum(BA),18437,674
Cairu(BA),18176,892
Caldeirão Grande(BA),13327,524
Camacan(BA),31988,2019
Camamu(BA),35316,1556
Camaçari(BA),299132,13391
Campo Alegre de Lourdes(BA),28798,291
Campo Formoso(BA),71206,2405
Canarana(BA),26176,995
Canavieiras(BA),31099,759
Candeal(BA),8258,325
Candeias(BA),87076,4732
Candiba(BA),14319,200
Cansanção(BA),34834,473
Canudos(BA),16668,380
Canápolis(BA),9711,185
Capela do Alto Alegre(BA),11637,640
Capim Grosso(BA),30662,2770
Caravelas(BA),22016,906
Caraíbas(BA),8951,176
Cardeal da Silva(BA),9295,192
Carinhanha(BA),29018,499
Casa Nova(BA),71969,1194
Castro Alves(BA),26264,947
Catolândia(BA),3577,64
Catu(BA),54704,3647
Caturama(BA),9329,128
Caém(BA),9213,309
Central(BA),17266,244
Chorrochó(BA),11177,53
Cipó(BA),17300,395
Coaraci(BA),16993,1405
Cocos(BA),18777,383
Conceição da Feira(BA),22581,948
Conceição do Almeida(BA),17247,1521
Conceição do Coité(BA),66612,6289
Conceição do Jacuípe(BA),33153,1761
Conde(BA),25837,558
Condeúba(BA),17247,548
Contendas do Sincorá(BA),4066,122
Coração de Maria(BA),22605,974
Cordeiros(BA),8614,499
Coribe(BA),14194,623
Coronel João Sá(BA),15895,492
Correntina(BA),32137,1190
Cotegipe(BA),13782,203
Cravolândia(BA),5349,160
Cristópolis(BA),13910,414
Crisópolis(BA),21103,239
Cruz das Almas(BA),63239,3266
Curaçá(BA),34700,733
Cândido Sales(BA),25189,1407
Cícero Dantas(BA),32515,1038
Dias d'Ávila(BA),81089,3588
Dom Basílio(BA),12199,575
Dom Macedo Costa(BA),4058,309
Dário Meira(BA),10710,673
Elísio Medrado(BA),8122,355
Encruzilhada(BA),17006,476
Entre Rios(BA),41780,892
Esplanada(BA),37237,965
Euclides da Cunha(BA),60585,1653
Eunápolis(BA),113380,6070
Feira da Mata(BA),5665,140
Feira de Santana(BA),614872,29356
Filadélfia(BA),16377,873
Firmino Alves(BA),5617,247
Floresta Azul(BA),10629,589
Formosa do Rio Preto(BA),25591,565
Fátima(BA),17890,687
Gandu(BA),32403,2283
Gavião(BA),4463,287
Gentio do Ouro(BA),11233,277
Glória(BA),15221,373
Gongogi(BA),7128,375
Governador Mangabeira(BA),20722,535
Guajeru(BA),6937,188
Guanambi(BA),84481,3959
Guaratinga(BA),20843,987
Heliópolis(BA),13031,198
Iaçu(BA),24305,742
Ibiassucê(BA),9224,151
Ibicaraí(BA),21689,1529
Ibicoara(BA),19571,497
Ibicuí(BA),16198,940
Ibipeba(BA),18211,813
Ibipitanga(BA),14902,495
Ibiquera(BA),4044,65
Ibirapitanga(BA),23375,1209
Ibirapuã(BA),8637,672
Ibirataia(BA),15312,2015
Ibitiara(BA),16339,345
Ibititá(BA),17113,1014
Ibotirama(BA),26927,671
Ichu(BA),6206,215
Igaporã(BA),15640,186
Igrapiúna(BA),13226,572
Iguaí(BA),26916,715
Ilhéus(BA),162327,13358
Inhambupe(BA),39926,1043
Ipecaetá(BA),14487,196
Ipiaú(BA),45873,2679
Ipirá(BA),59595,1291
Ipupiara(BA),9865,166
Irajuba(BA),7260,240
Iramaia(BA),8537,100
Iraquara(BA),25216,1122
Irará(BA),29034,831
Irecê(BA),72967,5760
Itabela(BA),30584,1191
Itaberaba(BA),64489,4451
Itabuna(BA),213223,23621
