cities,population,cases
Satuba(AL),13828,396
Senador Rui Palmeira(AL),13870,56
São Brás(AL),6961,127
São José da Laje(AL),23927,491
São José da Tapera(AL),32260,392
São Luís do Quitunde(AL),34555,547
São Miguel dos Campos(AL),61251,1640
São Miguel dos Milagres(AL),7951,123
São Sebastião(AL),34152,658
Tanque d'Arca(AL),6162,88
Taquarana(AL),19980,194
Teotônio Vilela(AL),44169,1037
Traipu(AL),27715,141
União dos Palmares(AL),65611,710
Viçosa(AL),25733,250
Água Branca(AL),20196,61
Abaiara(CE),11737,52
Acarape(CE),14929,1014
Acaraú(CE),62641,2407
Acopiara(CE),54270,454
Aiuaba(CE),17399,12
Alcântaras(CE),11714,363
Altaneira(CE),7586,5
Alto Santo(CE),17146,179
Amontada(CE),43452,715
Antonina do Norte(CE),7353,12
Apuiarés(CE),14600,185
Aquiraz(CE),80271,811
Aracati(CE),74547,1271
Aracoiaba(CE),26469,643
Ararendá(CE),10935,39
Araripe(CE),21600,158
Aratuba(CE),11847,176
Arneiroz(CE),7840,40
Assaré(CE),23417,204
Aurora(CE),24654,141
Baixio(CE),6288,26
Banabuiú(CE),18197,395
Barbalha(CE),60781,850
Barreira(CE),22425,299
Barro(CE),22680,65
Barroquinha(CE),15017,689
Baturité(CE),35750,501
Beberibe(CE),53573,632
Bela Cruz(CE),32591,1091
Boa Viagem(CE),54470,228
Brejo Santo(CE),49477,541
Camocim(CE),63661,2173
Campos Sales(CE),27426,236
Canindé(CE),76997,1699
Capistrano(CE),17738,530
Caridade(CE),22547,293
Caririaçu(CE),26965,409
Cariré(CE),18448,558
Cariús(CE),18699,241
Carnaubal(CE),17606,326
Cascavel(CE),71743,1226
Catarina(CE),20698,98
Catunda(CE),10342,210
Caucaia(CE),361400,5010
Cedro(CE),25557,170
Chaval(CE),13069,702
Chorozinho(CE),20264,446
Choró(CE),13521,282
Coreaú(CE),23136,900
Crateús(CE),75074,1776
Crato(CE),132123,2809
Croatá(CE),18063,85
Cruz(CE),24827,773
Deputado Irapuan Pinheiro(CE),9625,31
Ereré(CE),7198,69
Eusébio(CE),53618,1596
Farias Brito(CE),19450,572
Forquilha(CE),24218,591
Fortaleza(CE),2669342,41912
Fortim(CE),16480,131
Frecheirinha(CE),14072,723
General Sampaio(CE),7618,127
Granja(CE),54748,1017
Granjeiro(CE),4844,9
Graça(CE),14399,378
Groaíras(CE),11068,597
Guaiúba(CE),26064,246
Guaraciaba do Norte(CE),40642,327
Guaramiranga(CE),5193,97
Hidrolândia(CE),19978,153
Horizonte(CE),67337,1315
Ibaretama(CE),13353,45
Ibiapina(CE),24997,408
Ibicuitinga(CE),12525,409
Icapuí(CE),19934,306
Icó(CE),68018,402
Iguatu(CE),102498,1831
Independência(CE),26178,162
Ipaporanga(CE),11593,117
Ipaumirim(CE),12463,48
Ipu(CE),41964,505
Ipueiras(CE),38166,272
Iracema(CE),14297,162
Irauçuba(CE),24156,338
Itaitinga(CE),37980,594
Itaiçaba(CE),7827,204
Itapajé(CE),52675,936
Itapipoca(CE),129358,2158
Itapiúna(CE),20382,234
Itarema(CE),41826,1565
Itatira(CE),21647,819
Jaguaretama(CE),18162,312
Jaguaribara(CE),11401,211
Jaguaribe(CE),34682,679
Jaguaruana(CE),33705,594
Jardim(CE),27174,101
Jati(CE),8111,27
Jijoca de Jericoacoara(CE),19816,566
Juazeiro do Norte(CE),274207,7907
Jucás(CE),24833,239
Lavras da Mangabeira(CE),31508,204
Limoeiro do Norte(CE),59540,1005
Madalena(CE),19691,350
Maracanaú(CE),227886,5154
Maranguape(CE),128978,3932
Marco(CE),27361,401
Martinópole(CE),11233,139
Massapê(CE),38737,850
Mauriti(CE),47962,522
Meruoca(CE),15057,449
Milagres(CE),27512,137
Milhã(CE),13155,145
Miraíma(CE),13818,356
Missão Velha(CE),35393,589
Mombaça(CE),43797,764
Monsenhor Tabosa(CE),17234,138
Morada Nova(CE),61890,1406
Moraújo(CE),8724,433
Morrinhos(CE),22534,407
Mucambo(CE),14537,342
Mulungu(CE),10823,97
Nova Olinda(CE),15565,47
Nova Russas(CE),32328,268
Novo Oriente(CE),28607,232
Ocara(CE),25703,358
Orós(CE),21427,763
Pacajus(CE),72203,1044
Pacatuba(CE),83432,1417
Pacoti(CE),12261,253
Pacujá(CE),6533,168
Palhano(CE),9386,76
Palmácia(CE),13322,202
Paracuru(CE),35076,632
Paraipaba(CE),32744,765
Parambu(CE),31521,204
Paramoti(CE),12226,125
Pedra Branca(CE),43258,250
Penaforte(CE),9077,17
Pentecoste(CE),37751,621
Pereiro(CE),16307,76
Pindoretama(CE),20567,352
Piquet Carneiro(CE),16959,111
Pires Ferreira(CE),10951,85
Poranga(CE),12336,96
Porteiras(CE),14996,104
Potengi(CE),11045,106
Potiretama(CE),6419,46
Quiterianópolis(CE),21084,176
Quixadá(CE),87728,2767
Quixelô(CE),16178,483
Quixeramobim(CE),81082,1312
Quixeré(CE),22149,467
Redenção(CE),29053,1069
Reriutaba(CE),18491,239
Russas(CE),78194,2081
Saboeiro(CE),15819,35
Salitre(CE),16554,213
Santa Quitéria(CE),43703,1012
Santana do Acaraú(CE),32452,700
Santana do Cariri(CE),17700,133
Senador Pompeu(CE),25496,165
Senador Sá(CE),7623,337
Sobral(CE),208935,9735
Solonópole(CE),18324,240
São Benedito(CE),47903,531
São Gonçalo do Amarante(CE),48422,1943
São João do Jaguaribe(CE),7645,148
São Luís do Curu(CE),13000,134
Tabuleiro do Norte(CE),30697,655
Tamboril(CE),26251,164
Tarrafas(CE),8592,32
Tauá(CE),58859,780
Tejuçuoca(CE),19187,394
Tianguá(CE),75946,2488
Trairi(CE),55918,665
Tururu(CE),16271,281
Ubajara(CE),34792,796
Umari(CE),7733,56
Umirim(CE),19825,253
Uruburetama(CE),21850,678
Uruoca(CE),13840,437
Varjota(CE),18420,576
Viçosa do Ceará(CE),60889,1246
Várzea Alegre(CE),40721,524
Afonso Cláudio(ES),30586,520
Alegre(ES),30084,243
Alfredo Chaves(ES),14601,239
Alto Rio Novo(ES),7836,109
Anchieta(ES),29263,560
Apiacá(ES),7567,89
Aracruz(ES),101220,2292
Atilio Vivacqua(ES),11936,198
Baixo Guandu(ES),30998,479
Barra de São Francisco(ES),44650,298
Boa Esperança(ES),15037,266
Bom Jesus do Norte(ES),9936,192
Brejetuba(ES),12404,294
Cachoeiro de Itapemirim(ES),208972,3227
Cariacica(ES),381285,8948
Castelo(ES),37534,714
Colatina(ES),122499,3539
Conceição da Barra(ES),31063,168
Conceição do Castelo(ES),12723,149
Divino de São Lourenço(ES),4304,99
Domingos Martins(ES),33850,486
Dores do Rio Preto(ES),6749,56
Ecoporanga(ES),22923,320
Fundão(ES),21509,461
Governador Lindenberg(ES),12709,103
Guarapari(ES),124859,1884
Guaçuí(ES),30867,242
Ibatiba(ES),26082,273
Ibiraçu(ES),12479,364
Ibitirama(ES),8889,62
Iconha(ES),13860,281
Irupi(ES),13377,167
Itaguaçu(ES),14066,60
Itapemirim(ES),34348,703
Itarana(ES),10555,58
Iúna(ES),29161,455
Jaguaré(ES),30477,299
Jerônimo Monteiro(ES),12192,141
João Neiva(ES),16668,304
Laranja da Terra(ES),10947,62
Linhares(ES),173555,4271
Mantenópolis(ES),15350,149
Marataízes(ES),38499,944
Marechal Floriano(ES),16694,592
Marilândia(ES),12833,289
Mimoso do Sul(ES),26153,558
Montanha(ES),18833,123
Mucurici(ES),5524,34
Muniz Freire(ES),17465,126
Muqui(ES),15449,260
Nova Venécia(ES),50110,618
Pancas(ES),23184,341
Pedro Canário(ES),26184,255
Pinheiros(ES),27047,307
Piúma(ES),21711,373
Ponto Belo(ES),7863,43
Presidente Kennedy(ES),11574,545
Rio Bananal(ES),19141,183
Rio Novo do Sul(ES),11622,273
Santa Leopoldina(ES),12224,164
Santa Maria de Jetibá(ES),40431,355
Santa Teresa(ES),23590,358
Serra(ES),517510,10298
Sooretama(ES),30070,523
São Domingos do Norte(ES),8638,179
São Gabriel da Palha(ES),37947,896
São José do Calçado(ES),10556,228
São Mateus(ES),130611,1314
São Roque do Canaã(ES),12415,116
Vargem Alta(ES),21402,299
Venda Nova do Imigrante(ES),25277,542
Viana(ES),78239,1338
Vila Pavão(ES),9208,47
Vila Valério(ES),14080,288
Vila Velha(ES),493838,12110
Vitória(ES),362097,10839
Água Doce do Norte(ES),11019,115
Águia Branca(ES),9642,195
Abadia de Goiás(GO),8773,162
Abadiânia(GO),20042,77
Acreúna(GO),22366,153
Adelândia(GO),2516,39
Alexânia(GO),27653,254
Aloândia(GO),1995,8
Alto Horizonte(GO),6414,75
Alto Paraíso de Goiás(GO),7624,72
Alvorada do Norte(GO),8660,76
Amaralina(GO),3812,3
Americano do Brasil(GO),6111,91
Amorinópolis(GO),3126,13
Anhanguera(GO),1149,14
Anicuns(GO),21850,250
Anápolis(GO),386923,2489
Aparecida de Goiânia(GO),578179,9333
Aparecida do Rio Doce(GO),2474,30
Aporé(GO),4198,0
Aragarças(GO),20118,306
Aragoiânia(GO),10308,119
Araguapaz(GO),7770,55
Araçu(GO),3522,12
Arenópolis(GO),2612,3
Aruanã(GO),9875,24
Aurilândia(GO),3120,17
Avelinópolis(GO),2417,23
Baliza(GO),5138,7
Barro Alto(GO),11167,77
Bela Vista de Goiás(GO),29975,221
Bom Jardim de Goiás(GO),8841,60
Bom Jesus de Goiás(GO),25216,124
Bonfinópolis(GO),9706,106
Bonópolis(GO),4405,3
Brazabrantes(GO),3703,44
Britânia(GO),5779,12
Buriti Alegre(GO),9459,156
Buriti de Goiás(GO),2488,18
Buritinópolis(GO),3292,22
Cabeceiras(GO),7993,8
Cachoeira Alta(GO),12484,168
Cachoeira Dourada(GO),8067,17
Cachoeira de Goiás(GO),1351,6
Caiapônia(GO),18913,13
Caldas Novas(GO),91162,333
Caldazinha(GO),3804,23
Campestre de Goiás(GO),3630,22
Campinaçu(GO),3640,0
Campinorte(GO),12626,51
Campo Alegre de Goiás(GO),7589,3
Campo Limpo de Goiás(GO),7789,16
Campos Belos(GO),19887,61
Campos Verdes(GO),2141,12
Carmo do Rio Verde(GO),10082,35
Castelândia(GO),3435,6
Catalão(GO),108823,624
Caturaí(GO),5070,47
Cavalcante(GO),9709,11
Caçu(GO),16009,279
Ceres(GO),22191,278
Cezarina(GO),8606,52
Chapadão do Céu(GO),10167,56
Cidade Ocidental(GO),71376,864
Cocalzinho de Goiás(GO),20240,142
Colinas do Sul(GO),3382,8
Corumbaíba(GO),9723,37
Corumbá de Goiás(GO),11110,29
Cristalina(GO),58997,148
Cristianópolis(GO),2966,4
Crixás(GO),16949,164
Cromínia(GO),3486,17
Cumari(GO),2854,13
Córrego do Ouro(GO),2327,18
Damianópolis(GO),3311,0
Damolândia(GO),2938,23
Davinópolis(GO),2094,2
Diorama(GO),2484,8
Divinópolis de Goiás(GO),4804,38
Doverlândia(GO),7322,49
Edealina(GO),3699,20
Edéia(GO),12372,69
Estrela do Norte(GO),3275,2
Faina(GO),6627,116
Fazenda Nova(GO),5637,10
Firminópolis(GO),13292,85
Flores de Goiás(GO),16557,10
Formosa(GO),121617,637
Formoso(GO),4248,16
Gameleira de Goiás(GO),3818,26
Goiandira(GO),5600,26
Goianira(GO),44289,327
Goianápolis(GO),11231,88
Goianésia(GO),70084,451
Goiatuba(GO),34095,288
Goiás(GO),22645,35
Goiânia(GO),1516113,15874
Gouvelândia(GO),5898,37
Guapó(GO),14209,97
Guarani de Goiás(GO),3893,26
Guaraíta(GO),1996,16
Guarinos(GO),1794,1
Heitoraí(GO),3724,10
Hidrolina(GO),3564,47
Hidrolândia(GO),21706,247
Iaciara(GO),13947,14
Inaciolândia(GO),6194,34
Indiara(GO),15611,68
Inhumas(GO),52866,822
Ipameri(GO),26985,80
Ipiranga de Goiás(GO),2893,11
Iporá(GO),31531,230
Israelândia(GO),2800,11
Itaberaí(GO),42900,488
Itaguari(GO),4676,63
Itaguaru(GO),5237,38
Itajá(GO),4539,6
Itapaci(GO),22981,62
Itapirapuã(GO),4997,32
Itapuranga(GO),25768,142
Itarumã(GO),7178,10
Itauçu(GO),8938,9
Itumbiara(GO),104742,671
Ivolândia(GO),2370,12
Jandaia(GO),6048,37
Jaraguá(GO),50511,70
Jataí(GO),100882,995
Jaupaci(GO),2879,7
Jesúpolis(GO),2490,11
Joviânia(GO),7387,69
Jussara(GO),18478,115
Lagoa Santa(GO),1588,0
Leopoldo de Bulhões(GO),7647,106
Luziânia(GO),208299,1547
Mairipotaba(GO),2368,6
Mambaí(GO),8882,2
Mara Rosa(GO),9503,37
Marzagão(GO),2236,1
Matrinchã(GO),4351,12
Maurilândia(GO),14080,130
Mimoso de Goiás(GO),2597,16
Minaçu(GO),29070,51
Mineiros(GO),66801,652
Moiporá(GO),1529,6
Monte Alegre de Goiás(GO),8606,9
Montes Claros de Goiás(GO),8055,59
Montividiu(GO),13396,121
Montividiu do Norte(GO),4479,4
Morrinhos(GO),46136,535
Morro Agudo de Goiás(GO),2248,5
Mossâmedes(GO),4290,9
Mozarlândia(GO),15659,460
Mundo Novo(GO),4887,22
Mutunópolis(GO),3778,4
Nazário(GO),9142,37
Nerópolis(GO),29850,47
Niquelândia(GO),46388,201
Nova América(GO),2352,1
Nova Aurora(GO),2210,15
Nova Crixás(GO),12869,17
Nova Glória(GO),8164,113
Nova Iguaçu de Goiás(GO),2929,4
Nova Roma(GO),3264,0
Nova Veneza(GO),9853,52
Novo Brasil(GO),2913,9
Novo Gama(GO),115711,706
Novo Planalto(GO),4495,0
Orizona(GO),15615,56
Ouro Verde de Goiás(GO),3759,12
Ouvidor(GO),6667,76
Padre Bernardo(GO),33835,212
Palestina de Goiás(GO),3464,5
Palmeiras de Goiás(GO),28858,331
Palmelo(GO),2381,56
Palminópolis(GO),3585,27
Panamá(GO),2615,4
Paranaiguara(GO),10057,19
Paraúna(GO),10988,188
Perolândia(GO),3129,2
Petrolina de Goiás(GO),10281,65
Pilar de Goiás(GO),2253,1
Piracanjuba(GO),24524,125
Piranhas(GO),10385,78
Pirenópolis(GO),24908,13
Pires do Rio(GO),31458,420
Planaltina(GO),89918,777
Pontalina(GO),17819,13
Porangatu(GO),45394,78
Porteirão(GO),3881,36
Portelândia(GO),4011,23
Posse(GO),36900,108
Professor Jamil(GO),3223,22
Quirinópolis(GO),50065,419
Rialma(GO),10918,149
Rianápolis(GO),4801,12
Rio Quente(GO),4493,7
Rio Verde(GO),235647,6325
Rubiataba(GO),19882,121
Sanclerlândia(GO),7637,31
Santa Bárbara de Goiás(GO),6560,31
Santa Cruz de Goiás(GO),2855,16
Santa Fé de Goiás(GO),5459,10
Santa Helena de Goiás(GO),38648,775
Santa Isabel(GO),3809,31
Santa Rita do Araguaia(GO),8756,17
Santa Rita do Novo Destino(GO),3343,14
Santa Rosa de Goiás(GO),2319,5
Santa Tereza de Goiás(GO),3355,5
Santa Terezinha de Goiás(GO),8744,35
Santo Antônio da Barra(GO),4821,29
Santo Antônio de Goiás(GO),6283,125
Santo Antônio do Descoberto(GO),74744,541
Senador Canedo(GO),115371,1848
Serranópolis(GO),8544,7
Silvânia(GO),20695,100
Simolândia(GO),6856,29
São Domingos(GO),12949,0
São Francisco de Goiás(GO),6264,25
São João d'Aliança(GO),13740,82
São João da Paraúna(GO),1381,7
São Luiz do Norte(GO),5167,28
São Luís de Montes Belos(GO),33817,158
São Miguel do Araguaia(GO),21993,40
São Miguel do Passa Quatro(GO),4057,0
São Patrício(GO),2036,9
São Simão(GO),20645,248
Sítio d'Abadia(GO),2989,0
Taquaral de Goiás(GO),3529,14
Teresina de Goiás(GO),3458,4
Terezópolis de Goiás(GO),8043,91
Trindade(GO),127599,481
Trombas(GO),3500,0
Três Ranchos(GO),2833,11
Turvelândia(GO),5281,46
Turvânia(GO),4598,33
Uirapuru(GO),2854,1
Uruana(GO),13843,63
Uruaçu(GO),40532,266
Urutaí(GO),3072,8
Valparaíso de Goiás(GO),168468,1695
Varjão(GO),3827,28
Vianópolis(GO),13863,96
Vicentinópolis(GO),8743,43
Vila Boa(GO),6171,32
Vila Propício(GO),5821,41
Água Fria de Goiás(GO),5735,9
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,1365
Abaré(BA),20086,37
Abaíra(BA),8739,7
Acajutiba(BA),15159,61
Adustina(BA),17040,55
Aiquara(BA),4446,86
Alagoinhas(BA),151596,1746
Alcobaça(BA),22470,238
Almadina(BA),5464,164
Amargosa(BA),37241,182
Amélia Rodrigues(BA),25102,203
América Dourada(BA),16094,90
Anagé(BA),22005,58
Andaraí(BA),13143,17
Andorinha(BA),14595,29
Angical(BA),13977,18
Anguera(BA),11221,44
Antas(BA),19291,54
Antônio Cardoso(BA),11683,30
Antônio Gonçalves(BA),11798,97
Aporá(BA),17731,70
Apuarema(BA),7330,169
Aracatu(BA),13135,23
Araci(BA),54379,635
Aramari(BA),11397,68
Arataca(BA),11019,94
Aratuípe(BA),8825,28
Araçás(BA),12177,33
Aurelino Leal(BA),11531,297
Baianópolis(BA),13877,9
Baixa Grande(BA),20468,11
Banzaê(BA),13229,71
Barra(BA),53578,70
Barra da Estiva(BA),20598,5
Barra do Choça(BA),31603,266
Barra do Mendes(BA),13865,5
Barra do Rocha(BA),5714,22
Barreiras(BA),155439,1407
Barro Alto(BA),14931,9
Barro Preto(BA),5591,134
Barrocas(BA),15978,63
Belmonte(BA),23328,215
Belo Campo(BA),17211,3
Biritinga(BA),15979,27
Boa Nova(BA),12633,16
Boa Vista do Tupim(BA),18576,22
Bom Jesus da Lapa(BA),69148,125
Bom Jesus da Serra(BA),9880,61
Boninal(BA),14368,6
Bonito(BA),16764,20
Boquira(BA),21508,17
Botuporã(BA),10211,3
Brejolândia(BA),10557,0
Brejões(BA),14295,18
Brotas de Macaúbas(BA),10231,0
Brumado(BA),67195,446
Buerarema(BA),18349,246
Buritirama(BA),21174,69
Caatiba(BA),6758,101
Cabaceiras do Paraguaçu(BA),18807,33
Cachoeira(BA),33470,287
Caculé(BA),23170,9
Caetanos(BA),14542,10
Caetité(BA),50975,73
Cafarnaum(BA),18437,115
Cairu(BA),18176,122
Caldeirão Grande(BA),13327,65
Camacan(BA),31988,796
Camamu(BA),35316,648
Camaçari(BA),299132,3838
Campo Alegre de Lourdes(BA),28798,71
Campo Formoso(BA),71206,588
Canarana(BA),26176,60
Canavieiras(BA),31099,105
Candeal(BA),8258,32
Candeias(BA),87076,1474
Candiba(BA),14319,18
Cansanção(BA),34834,99
Canudos(BA),16668,69
Canápolis(BA),9711,0
Capela do Alto Alegre(BA),11637,87
Capim Grosso(BA),30662,409
Caravelas(BA),22016,138
Caraíbas(BA),8951,7
Cardeal da Silva(BA),9295,17
Carinhanha(BA),29018,35
Casa Nova(BA),71969,252
Castro Alves(BA),26264,157
Catolândia(BA),3577,5
Catu(BA),54704,796
Caturama(BA),9329,1
Caém(BA),9213,42
Central(BA),17266,10
Chorrochó(BA),11177,9
Cipó(BA),17300,108
Coaraci(BA),16993,139
Cocos(BA),18777,29
Conceição da Feira(BA),22581,381
Conceição do Almeida(BA),17247,200
Conceição do Coité(BA),66612,855
Conceição do Jacuípe(BA),33153,298
Conde(BA),25837,133
Condeúba(BA),17247,31
Contendas do Sincorá(BA),4066,6
Coração de Maria(BA),22605,144
Cordeiros(BA),8614,12
Coribe(BA),14194,43
Coronel João Sá(BA),15895,113
Correntina(BA),32137,102
Cotegipe(BA),13782,7
Cravolândia(BA),5349,8
Cristópolis(BA),13910,46
Crisópolis(BA),21103,101
Cruz das Almas(BA),63239,363
Curaçá(BA),34700,151
Cândido Sales(BA),25189,215
Cícero Dantas(BA),32515,92
Dias d'Ávila(BA),81089,924
Dom Basílio(BA),12199,13
Dom Macedo Costa(BA),4058,27
Dário Meira(BA),10710,338
Elísio Medrado(BA),8122,38
Encruzilhada(BA),17006,94
Entre Rios(BA),41780,174
Esplanada(BA),37237,153
Euclides da Cunha(BA),60585,80
Eunápolis(BA),113380,1704
Feira da Mata(BA),5665,16
Feira de Santana(BA),614872,7414
Filadélfia(BA),16377,271
Firmino Alves(BA),5617,31
Floresta Azul(BA),10629,165
Formosa do Rio Preto(BA),25591,22
Fátima(BA),17890,46
Gandu(BA),32403,1151
Gavião(BA),4463,0
Gentio do Ouro(BA),11233,165
Glória(BA),15221,44
Gongogi(BA),7128,30
Governador Mangabeira(BA),20722,87
Guajeru(BA),6937,3
Guanambi(BA),84481,176
Guaratinga(BA),20843,154
Heliópolis(BA),13031,28
Iaçu(BA),24305,112
Ibiassucê(BA),9224,13
Ibicaraí(BA),21689,301
Ibicoara(BA),19571,10
Ibicuí(BA),16198,128
Ibipeba(BA),18211,8
Ibipitanga(BA),14902,8
Ibiquera(BA),4044,1
Ibirapitanga(BA),23375,219
Ibirapuã(BA),8637,71
Ibirataia(BA),15312,281
Ibitiara(BA),16339,10
Ibititá(BA),17113,14
Ibotirama(BA),26927,147
Ichu(BA),6206,3
Igaporã(BA),15640,13
Igrapiúna(BA),13226,111
Iguaí(BA),26916,345
Ilhéus(BA),162327,2840
Inhambupe(BA),39926,114
Ipecaetá(BA),14487,47
Ipiaú(BA),45873,1310
Ipirá(BA),59595,185
Ipupiara(BA),9865,0
Irajuba(BA),7260,26
Iramaia(BA),8537,9
Iraquara(BA),25216,173
Irará(BA),29034,63
Irecê(BA),72967,449
Itabela(BA),30584,261
Itaberaba(BA),64489,783
Itabuna(BA),213223,5272
Itacaré(BA),28296,230
Itaeté(BA),16056,57
Itagi(BA),12351,54
Itagibá(BA),14579,158
Itagimirim(BA),6869,39
Itaguaçu da Bahia(BA),14429,8
Itaju do Colônia(BA),6682,44
Itajuípe(BA),20491,672
Itamaraju(BA),64486,1066
Itamari(BA),8035,79
Itambé(BA),23049,58
Itanagra(BA),6441,14
Itanhém(BA),19405,188
Itaparica(BA),22228,214
Itapebi(BA),10259,117
Itapetinga(BA),76147,641
