cities,population,cases
Forquilha(CE),24218,756
Fortaleza(CE),2669342,56735
Fortim(CE),16480,169
Frecheirinha(CE),14072,1530
General Sampaio(CE),7618,145
Granja(CE),54748,1289
Granjeiro(CE),4844,194
Graça(CE),14399,579
Groaíras(CE),11068,804
Guaiúba(CE),26064,319
Guaraciaba do Norte(CE),40642,823
Guaramiranga(CE),5193,141
Hidrolândia(CE),19978,525
Horizonte(CE),67337,2200
Ibaretama(CE),13353,161
Ibiapina(CE),24997,833
Ibicuitinga(CE),12525,531
Icapuí(CE),19934,611
Icó(CE),68018,2135
Iguatu(CE),102498,4043
Independência(CE),26178,452
Ipaporanga(CE),11593,333
Ipaumirim(CE),12463,238
Ipu(CE),41964,2205
Ipueiras(CE),38166,1491
Iracema(CE),14297,804
Irauçuba(CE),24156,409
Itaitinga(CE),37980,842
Itaiçaba(CE),7827,271
Itapajé(CE),52675,1175
Itapipoca(CE),129358,3326
Itapiúna(CE),20382,365
Itarema(CE),41826,1972
Itatira(CE),21647,985
Jaguaretama(CE),18162,840
Jaguaribara(CE),11401,303
Jaguaribe(CE),34682,1538
Jaguaruana(CE),33705,1046
Jardim(CE),27174,303
Jati(CE),8111,91
Jijoca de Jericoacoara(CE),19816,848
Juazeiro do Norte(CE),274207,16256
Jucás(CE),24833,531
Lavras da Mangabeira(CE),31508,941
Limoeiro do Norte(CE),59540,1716
Madalena(CE),19691,511
Maracanaú(CE),227886,7561
Maranguape(CE),128978,5151
Marco(CE),27361,505
Martinópole(CE),11233,222
Massapê(CE),38737,983
Mauriti(CE),47962,1305
Meruoca(CE),15057,710
Milagres(CE),27512,583
Milhã(CE),13155,346
Miraíma(CE),13818,425
Missão Velha(CE),35393,867
Mombaça(CE),43797,1177
Monsenhor Tabosa(CE),17234,699
Morada Nova(CE),61890,2383
Moraújo(CE),8724,508
Morrinhos(CE),22534,506
Mucambo(CE),14537,522
Mulungu(CE),10823,192
Nova Olinda(CE),15565,305
Nova Russas(CE),32328,813
Novo Oriente(CE),28607,513
Ocara(CE),25703,504
Orós(CE),21427,1280
Pacajus(CE),72203,1587
Pacatuba(CE),83432,1845
Pacoti(CE),12261,298
Pacujá(CE),6533,340
Palhano(CE),9386,118
Palmácia(CE),13322,315
Paracuru(CE),35076,1238
Paraipaba(CE),32744,1103
Parambu(CE),31521,336
Paramoti(CE),12226,210
Pedra Branca(CE),43258,371
Penaforte(CE),9077,44
Pentecoste(CE),37751,849
Pereiro(CE),16307,499
Pindoretama(CE),20567,490
Piquet Carneiro(CE),16959,777
Pires Ferreira(CE),10951,423
Poranga(CE),12336,194
Porteiras(CE),14996,369
Potengi(CE),11045,151
Potiretama(CE),6419,188
Quiterianópolis(CE),21084,622
Quixadá(CE),87728,3897
Quixelô(CE),16178,1131
Quixeramobim(CE),81082,2523
Quixeré(CE),22149,850
Redenção(CE),29053,1623
Reriutaba(CE),18491,1024
Russas(CE),78194,3331
Saboeiro(CE),15819,379
Salitre(CE),16554,367
Santa Quitéria(CE),43703,1607
Santana do Acaraú(CE),32452,1106
Santana do Cariri(CE),17700,225
Senador Pompeu(CE),25496,718
Senador Sá(CE),7623,411
Sobral(CE),208935,12604
Solonópole(CE),18324,861
São Benedito(CE),47903,1418
São Gonçalo do Amarante(CE),48422,2703
São João do Jaguaribe(CE),7645,190
São Luís do Curu(CE),13000,176
Tabuleiro do Norte(CE),30697,1277
Tamboril(CE),26251,450
Tarrafas(CE),8592,39
Tauá(CE),58859,2939
Tejuçuoca(CE),19187,523
Tianguá(CE),75946,3903
Trairi(CE),55918,712
Tururu(CE),16271,530
Ubajara(CE),34792,1026
Umari(CE),7733,143
Umirim(CE),19825,342
Uruburetama(CE),21850,758
Uruoca(CE),13840,622
Varjota(CE),18420,1102
Viçosa do Ceará(CE),60889,2089
Várzea Alegre(CE),40721,942
Afonso Cláudio(ES),30586,1095
Alegre(ES),30084,433
Alfredo Chaves(ES),14601,547
Alto Rio Novo(ES),7836,194
Anchieta(ES),29263,1103
Apiacá(ES),7567,188
Aracruz(ES),101220,4675
Atilio Vivacqua(ES),11936,383
Baixo Guandu(ES),30998,932
Barra de São Francisco(ES),44650,1052
Boa Esperança(ES),15037,392
Bom Jesus do Norte(ES),9936,351
Brejetuba(ES),12404,565
Cachoeiro de Itapemirim(ES),208972,7077
Cariacica(ES),381285,14632
Castelo(ES),37534,1726
Colatina(ES),122499,7235
Conceição da Barra(ES),31063,391
Conceição do Castelo(ES),12723,380
Divino de São Lourenço(ES),4304,144
Domingos Martins(ES),33850,1096
Dores do Rio Preto(ES),6749,89
Ecoporanga(ES),22923,1168
Fundão(ES),21509,758
Governador Lindenberg(ES),12709,361
Guarapari(ES),124859,4141
Guaçuí(ES),30867,415
Ibatiba(ES),26082,936
Ibiraçu(ES),12479,613
Ibitirama(ES),8889,120
Iconha(ES),13860,615
Irupi(ES),13377,283
Itaguaçu(ES),14066,408
Itapemirim(ES),34348,1619
Itarana(ES),10555,287
Iúna(ES),29161,651
Jaguaré(ES),30477,1033
Jerônimo Monteiro(ES),12192,298
João Neiva(ES),16668,528
Laranja da Terra(ES),10947,144
Linhares(ES),173555,7847
Mantenópolis(ES),15350,240
Marataízes(ES),38499,2048
Marechal Floriano(ES),16694,1057
Marilândia(ES),12833,524
Mimoso do Sul(ES),26153,876
Montanha(ES),18833,414
Mucurici(ES),5524,154
Muniz Freire(ES),17465,358
Muqui(ES),15449,411
Nova Venécia(ES),50110,1498
Pancas(ES),23184,622
Pedro Canário(ES),26184,565
Pinheiros(ES),27047,741
Piúma(ES),21711,833
Ponto Belo(ES),7863,116
Presidente Kennedy(ES),11574,821
Rio Bananal(ES),19141,518
Rio Novo do Sul(ES),11622,478
Santa Leopoldina(ES),12224,305
Santa Maria de Jetibá(ES),40431,1036
Santa Teresa(ES),23590,1024
Serra(ES),517510,20522
Sooretama(ES),30070,1015
São Domingos do Norte(ES),8638,394
São Gabriel da Palha(ES),37947,1856
São José do Calçado(ES),10556,345
São Mateus(ES),130611,3524
São Roque do Canaã(ES),12415,295
Vargem Alta(ES),21402,640
Venda Nova do Imigrante(ES),25277,1157
Viana(ES),78239,2262
Vila Pavão(ES),9208,247
Vila Valério(ES),14080,530
Vila Velha(ES),493838,23733
Vitória(ES),362097,20816
Água Doce do Norte(ES),11019,218
Águia Branca(ES),9642,436
Abadia de Goiás(GO),8773,668
Abadiânia(GO),20042,169
Acreúna(GO),22366,981
Adelândia(GO),2516,85
Alexânia(GO),27653,1235
Aloândia(GO),1995,103
Alto Horizonte(GO),6414,196
Alto Paraíso de Goiás(GO),7624,269
Alvorada do Norte(GO),8660,294
Amaralina(GO),3812,15
Americano do Brasil(GO),6111,146
Amorinópolis(GO),3126,59
Anhanguera(GO),1149,18
Anicuns(GO),21850,807
Anápolis(GO),386923,13886
Aparecida de Goiânia(GO),578179,37609
Aparecida do Rio Doce(GO),2474,100
Aporé(GO),4198,130
Aragarças(GO),20118,818
Aragoiânia(GO),10308,393
Araguapaz(GO),7770,192
Araçu(GO),3522,85
Arenópolis(GO),2612,32
Aruanã(GO),9875,151
Aurilândia(GO),3120,65
Avelinópolis(GO),2417,108
Baliza(GO),5138,34
Barro Alto(GO),11167,539
Bela Vista de Goiás(GO),29975,981
Bom Jardim de Goiás(GO),8841,175
Bom Jesus de Goiás(GO),25216,1005
Bonfinópolis(GO),9706,372
Bonópolis(GO),4405,73
Brazabrantes(GO),3703,83
Britânia(GO),5779,180
Buriti Alegre(GO),9459,262
Buriti de Goiás(GO),2488,99
Buritinópolis(GO),3292,55
Cabeceiras(GO),7993,75
Cachoeira Alta(GO),12484,769
Cachoeira Dourada(GO),8067,130
Cachoeira de Goiás(GO),1351,25
Caiapônia(GO),18913,240
Caldas Novas(GO),91162,2132
Caldazinha(GO),3804,101
Campestre de Goiás(GO),3630,172
Campinaçu(GO),3640,118
Campinorte(GO),12626,413
Campo Alegre de Goiás(GO),7589,37
Campo Limpo de Goiás(GO),7789,34
Campos Belos(GO),19887,347
Campos Verdes(GO),2141,43
Carmo do Rio Verde(GO),10082,69
Castelândia(GO),3435,46
Catalão(GO),108823,2818
Caturaí(GO),5070,117
Cavalcante(GO),9709,70
Caçu(GO),16009,738
Ceres(GO),22191,1031
Cezarina(GO),8606,184
Chapadão do Céu(GO),10167,511
Cidade Ocidental(GO),71376,3336
Cocalzinho de Goiás(GO),20240,575
Colinas do Sul(GO),3382,76
Corumbaíba(GO),9723,101
Corumbá de Goiás(GO),11110,246
Cristalina(GO),58997,792
Cristianópolis(GO),2966,86
Crixás(GO),16949,570
Cromínia(GO),3486,101
Cumari(GO),2854,57
Córrego do Ouro(GO),2327,60
Damianópolis(GO),3311,18
Damolândia(GO),2938,89
Davinópolis(GO),2094,18
Diorama(GO),2484,27
Divinópolis de Goiás(GO),4804,82
Doverlândia(GO),7322,119
Edealina(GO),3699,110
Edéia(GO),12372,355
Estrela do Norte(GO),3275,53
Faina(GO),6627,222
Fazenda Nova(GO),5637,90
Firminópolis(GO),13292,175
Flores de Goiás(GO),16557,81
Formosa(GO),121617,2927
Formoso(GO),4248,29
Gameleira de Goiás(GO),3818,91
Goiandira(GO),5600,80
Goianira(GO),44289,1175
Goianápolis(GO),11231,480
Goianésia(GO),70084,3889
Goiatuba(GO),34095,1585
Goiás(GO),22645,378
Goiânia(GO),1516113,66708
Gouvelândia(GO),5898,155
Guapó(GO),14209,537
Guarani de Goiás(GO),3893,49
Guaraíta(GO),1996,45
Guarinos(GO),1794,23
Heitoraí(GO),3724,50
Hidrolina(GO),3564,201
Hidrolândia(GO),21706,1010
Iaciara(GO),13947,152
Inaciolândia(GO),6194,150
Indiara(GO),15611,358
Inhumas(GO),52866,2754
Ipameri(GO),26985,324
Ipiranga de Goiás(GO),2893,27
Iporá(GO),31531,1212
Israelândia(GO),2800,70
Itaberaí(GO),42900,1417
Itaguari(GO),4676,330
Itaguaru(GO),5237,178
Itajá(GO),4539,140
Itapaci(GO),22981,438
Itapirapuã(GO),4997,174
Itapuranga(GO),25768,670
Itarumã(GO),7178,130
Itauçu(GO),8938,306
Itumbiara(GO),104742,3271
Ivolândia(GO),2370,54
Jandaia(GO),6048,301
Jaraguá(GO),50511,1017
Jataí(GO),100882,4107
Jaupaci(GO),2879,26
Jesúpolis(GO),2490,45
Joviânia(GO),7387,200
Jussara(GO),18478,622
Lagoa Santa(GO),1588,23
Leopoldo de Bulhões(GO),7647,170
Luziânia(GO),208299,6103
Mairipotaba(GO),2368,52
Mambaí(GO),8882,60
Mara Rosa(GO),9503,101
Marzagão(GO),2236,38
Matrinchã(GO),4351,83
Maurilândia(GO),14080,483
Mimoso de Goiás(GO),2597,59
Minaçu(GO),29070,620
Mineiros(GO),66801,4823
Moiporá(GO),1529,38
Monte Alegre de Goiás(GO),8606,37
Montes Claros de Goiás(GO),8055,255
Montividiu(GO),13396,583
Montividiu do Norte(GO),4479,24
Morrinhos(GO),46136,2067
Morro Agudo de Goiás(GO),2248,69
Mossâmedes(GO),4290,85
Mozarlândia(GO),15659,971
Mundo Novo(GO),4887,110
Mutunópolis(GO),3778,28
Nazário(GO),9142,249
Nerópolis(GO),29850,633
Niquelândia(GO),46388,1154
Nova América(GO),2352,57
Nova Aurora(GO),2210,52
Nova Crixás(GO),12869,363
Nova Glória(GO),8164,275
Nova Iguaçu de Goiás(GO),2929,44
Nova Roma(GO),3264,62
Nova Veneza(GO),9853,343
Novo Brasil(GO),2913,61
Novo Gama(GO),115711,2318
Novo Planalto(GO),4495,159
Orizona(GO),15615,262
Ouro Verde de Goiás(GO),3759,101
Ouvidor(GO),6667,225
Padre Bernardo(GO),33835,704
Palestina de Goiás(GO),3464,74
Palmeiras de Goiás(GO),28858,2540
Palmelo(GO),2381,132
Palminópolis(GO),3585,213
Panamá(GO),2615,98
Paranaiguara(GO),10057,163
Paraúna(GO),10988,257
Perolândia(GO),3129,63
Petrolina de Goiás(GO),10281,190
Pilar de Goiás(GO),2253,32
Piracanjuba(GO),24524,622
Piranhas(GO),10385,262
Pirenópolis(GO),24908,278
Pires do Rio(GO),31458,1034
Planaltina(GO),89918,1713
Pontalina(GO),17819,502
Porangatu(GO),45394,1090
Porteirão(GO),3881,589
Portelândia(GO),4011,229
Posse(GO),36900,613
Professor Jamil(GO),3223,90
Quirinópolis(GO),50065,1433
Rialma(GO),10918,515
Rianápolis(GO),4801,193
Rio Quente(GO),4493,74
Rio Verde(GO),235647,13016
Rubiataba(GO),19882,334
Sanclerlândia(GO),7637,185
Santa Bárbara de Goiás(GO),6560,316
Santa Cruz de Goiás(GO),2855,64
Santa Fé de Goiás(GO),5459,107
Santa Helena de Goiás(GO),38648,3049
Santa Isabel(GO),3809,157
Santa Rita do Araguaia(GO),8756,111
Santa Rita do Novo Destino(GO),3343,87
Santa Rosa de Goiás(GO),2319,40
Santa Tereza de Goiás(GO),3355,34
Santa Terezinha de Goiás(GO),8744,92
Santo Antônio da Barra(GO),4821,185
Santo Antônio de Goiás(GO),6283,413
Santo Antônio do Descoberto(GO),74744,1231
Senador Canedo(GO),115371,5798
Serranópolis(GO),8544,218
Silvânia(GO),20695,345
Simolândia(GO),6856,90
São Domingos(GO),12949,29
São Francisco de Goiás(GO),6264,94
São João d'Aliança(GO),13740,277
São João da Paraúna(GO),1381,11
São Luiz do Norte(GO),5167,142
São Luís de Montes Belos(GO),33817,1107
São Miguel do Araguaia(GO),21993,79
São Miguel do Passa Quatro(GO),4057,85
São Patrício(GO),2036,88
São Simão(GO),20645,502
Sítio d'Abadia(GO),2989,2
Taquaral de Goiás(GO),3529,69
Teresina de Goiás(GO),3458,34
Terezópolis de Goiás(GO),8043,385
Trindade(GO),127599,3327
Trombas(GO),3500,31
Três Ranchos(GO),2833,45
Turvelândia(GO),5281,375
Turvânia(GO),4598,213
Uirapuru(GO),2854,10
Uruana(GO),13843,172
Uruaçu(GO),40532,1204
Urutaí(GO),3072,60
Valparaíso de Goiás(GO),168468,7038
Varjão(GO),3827,61
Vianópolis(GO),13863,202
Vicentinópolis(GO),8743,184
Vila Boa(GO),6171,62
Vila Propício(GO),5821,243
Água Fria de Goiás(GO),5735,78
Água Limpa(GO),1850,3
Águas Lindas de Goiás(GO),212440,4050
Abaré(BA),20086,115
Abaíra(BA),8739,77
Acajutiba(BA),15159,175
Adustina(BA),17040,118
Aiquara(BA),4446,287
Alagoinhas(BA),151596,5736
Alcobaça(BA),22470,637
Almadina(BA),5464,363
Amargosa(BA),37241,516
Amélia Rodrigues(BA),25102,562
América Dourada(BA),16094,139
Anagé(BA),22005,167
Andaraí(BA),13143,44
Andorinha(BA),14595,114
Angical(BA),13977,208
Anguera(BA),11221,76
Antas(BA),19291,421
Antônio Cardoso(BA),11683,80
Antônio Gonçalves(BA),11798,204
Aporá(BA),17731,211
Apuarema(BA),7330,455
Aracatu(BA),13135,126
Araci(BA),54379,1221
Aramari(BA),11397,171
Arataca(BA),11019,256
Aratuípe(BA),8825,158
Araçás(BA),12177,264
Aurelino Leal(BA),11531,465
Baianópolis(BA),13877,150
Baixa Grande(BA),20468,51
Banzaê(BA),13229,503
Barra(BA),53578,372
Barra da Estiva(BA),20598,87
Barra do Choça(BA),31603,528
Barra do Mendes(BA),13865,26
Barra do Rocha(BA),5714,122
Barreiras(BA),155439,5701
Barro Alto(BA),14931,135
Barro Preto(BA),5591,278
Barrocas(BA),15978,163
Belmonte(BA),23328,486
Belo Campo(BA),17211,106
Biritinga(BA),15979,101
Boa Nova(BA),12633,225
Boa Vista do Tupim(BA),18576,109
Bom Jesus da Lapa(BA),69148,733
Bom Jesus da Serra(BA),9880,106
Boninal(BA),14368,24
Bonito(BA),16764,86
Boquira(BA),21508,52
Botuporã(BA),10211,10
Brejolândia(BA),10557,6
Brejões(BA),14295,102
Brotas de Macaúbas(BA),10231,5
Brumado(BA),67195,2551
Buerarema(BA),18349,559
Buritirama(BA),21174,317
Caatiba(BA),6758,411
Cabaceiras do Paraguaçu(BA),18807,105
Cachoeira(BA),33470,461
Caculé(BA),23170,91
Caetanos(BA),14542,181
Caetité(BA),50975,213
Cafarnaum(BA),18437,287
Cairu(BA),18176,441
Caldeirão Grande(BA),13327,141
Camacan(BA),31988,1542
Camamu(BA),35316,844
Camaçari(BA),299132,6533
Campo Alegre de Lourdes(BA),28798,143
Campo Formoso(BA),71206,1110
Canarana(BA),26176,318
Canavieiras(BA),31099,323
Candeal(BA),8258,167
Candeias(BA),87076,2640
Candiba(BA),14319,46
Cansanção(BA),34834,238
Canudos(BA),16668,149
Canápolis(BA),9711,94
Capela do Alto Alegre(BA),11637,220
Capim Grosso(BA),30662,1150
Caravelas(BA),22016,425
Caraíbas(BA),8951,26
Cardeal da Silva(BA),9295,84
Carinhanha(BA),29018,178
Casa Nova(BA),71969,627
Castro Alves(BA),26264,565
Catolândia(BA),3577,49
Catu(BA),54704,1793
Caturama(BA),9329,8
Caém(BA),9213,121
Central(BA),17266,80
Chorrochó(BA),11177,39
Cipó(BA),17300,208
Coaraci(BA),16993,906
Cocos(BA),18777,124
Conceição da Feira(BA),22581,606
Conceição do Almeida(BA),17247,606
Conceição do Coité(BA),66612,3482
Conceição do Jacuípe(BA),33153,681
Conde(BA),25837,383
Condeúba(BA),17247,86
Contendas do Sincorá(BA),4066,35
Coração de Maria(BA),22605,457
Cordeiros(BA),8614,53
Coribe(BA),14194,211
Coronel João Sá(BA),15895,247
Correntina(BA),32137,509
Cotegipe(BA),13782,98
Cravolândia(BA),5349,17
Cristópolis(BA),13910,169
Crisópolis(BA),21103,192
Cruz das Almas(BA),63239,834
Curaçá(BA),34700,406
Cândido Sales(BA),25189,815
Cícero Dantas(BA),32515,695
Dias d'Ávila(BA),81089,1683
Dom Basílio(BA),12199,155
Dom Macedo Costa(BA),4058,130
Dário Meira(BA),10710,565
Elísio Medrado(BA),8122,142
Encruzilhada(BA),17006,265
Entre Rios(BA),41780,467
Esplanada(BA),37237,389
Euclides da Cunha(BA),60585,259
Eunápolis(BA),113380,3396
Feira da Mata(BA),5665,34
Feira de Santana(BA),614872,16233
Filadélfia(BA),16377,553
Firmino Alves(BA),5617,106
Floresta Azul(BA),10629,392
Formosa do Rio Preto(BA),25591,296
Fátima(BA),17890,506
Gandu(BA),32403,1633
Gavião(BA),4463,50
Gentio do Ouro(BA),11233,183
Glória(BA),15221,246
Gongogi(BA),7128,176
Governador Mangabeira(BA),20722,155
Guajeru(BA),6937,10
Guanambi(BA),84481,1079
Guaratinga(BA),20843,544
Heliópolis(BA),13031,66
Iaçu(BA),24305,285
Ibiassucê(BA),9224,36
Ibicaraí(BA),21689,927
Ibicoara(BA),19571,29
Ibicuí(BA),16198,724
Ibipeba(BA),18211,193
Ibipitanga(BA),14902,231
Ibiquera(BA),4044,7
Ibirapitanga(BA),23375,693
Ibirapuã(BA),8637,173
Ibirataia(BA),15312,1345
Ibitiara(BA),16339,19
Ibititá(BA),17113,406
Ibotirama(BA),26927,301
Ichu(BA),6206,60
Igaporã(BA),15640,33
Igrapiúna(BA),13226,275
Iguaí(BA),26916,547
Ilhéus(BA),162327,7234
Inhambupe(BA),39926,553
Ipecaetá(BA),14487,117
Ipiaú(BA),45873,2090
Ipirá(BA),59595,486
Ipupiara(BA),9865,36
Irajuba(BA),7260,46
Iramaia(BA),8537,21
Iraquara(BA),25216,250
Irará(BA),29034,436
Irecê(BA),72967,2690
Itabela(BA),30584,918
Itaberaba(BA),64489,2428
Itabuna(BA),213223,14106
Itacaré(BA),28296,386
Itaeté(BA),16056,101
Itagi(BA),12351,415
Itagibá(BA),14579,498
Itagimirim(BA),6869,126
Itaguaçu da Bahia(BA),14429,74
Itaju do Colônia(BA),6682,264
Itajuípe(BA),20491,1084
