cities,population,cases
Carneiros(AL),9081,35
Chã Preta(AL),7311,23
Coité do Nóia(AL),10693,103
Colônia Leopoldina(AL),21698,206
Coqueiro Seco(AL),5845,140
Coruripe(AL),56933,1017
Craíbas(AL),24219,351
Delmiro Gouveia(AL),52016,414
Dois Riachos(AL),11075,85
Estrela de Alagoas(AL),18205,102
Feira Grande(AL),22166,216
Feliz Deserto(AL),4754,35
Flexeiras(AL),12790,168
Girau do Ponciano(AL),40917,761
Ibateguara(AL),15616,153
Igaci(AL),25631,129
Igreja Nova(AL),24499,220
Inhapi(AL),18385,7
Jacaré dos Homens(AL),5253,22
Jacuípe(AL),7021,54
Japaratinga(AL),8361,111
Jaramataia(AL),5770,28
Jequiá da Praia(AL),11580,291
Joaquim Gomes(AL),23993,198
Jundiá(AL),4155,23
Junqueiro(AL),24727,382
Lagoa da Canoa(AL),17852,203
Limoeiro de Anadia(AL),28635,166
Maceió(AL),1018948,19909
Major Isidoro(AL),19804,264
Mar Vermelho(AL),3514,16
Maragogi(AL),32704,352
Maravilha(AL),9163,34
Marechal Deodoro(AL),51901,1538
Maribondo(AL),13264,244
Mata Grande(AL),25216,28
Matriz de Camaragibe(AL),24642,491
Messias(AL),17856,301
Minador do Negrão(AL),5329,9
Monteirópolis(AL),7159,42
Murici(AL),28236,296
Novo Lino(AL),12690,95
Olho d'Água Grande(AL),5123,48
Olho d'Água das Flores(AL),21688,420
Olho d'Água do Casado(AL),9373,9
Olivença(AL),11624,81
Ouro Branco(AL),11496,69
Palestina(AL),5011,98
Palmeira dos Índios(AL),73218,612
Pariconha(AL),10533,72
Paripueira(AL),13176,109
Passo de Camaragibe(AL),15245,218
Paulo Jacinto(AL),7564,123
Penedo(AL),63683,436
Piaçabuçu(AL),17827,244
Pilar(AL),35111,904
Pindoba(AL),2908,32
Piranhas(AL),25039,61
Porto Calvo(AL),27165,563
Porto Real do Colégio(AL),20066,179
Porto de Pedras(AL),7786,81
Poço das Trincheiras(AL),14386,24
Pão de Açúcar(AL),24399,341
Quebrangulo(AL),11294,149
Rio Largo(AL),75120,909
Roteiro(AL),6664,114
Santa Luzia do Norte(AL),7296,160
Santana do Ipanema(AL),47654,526
Santana do Mundaú(AL),10740,90
Satuba(AL),13828,367
Senador Rui Palmeira(AL),13870,42
São Brás(AL),6961,97
São José da Laje(AL),23927,424
São José da Tapera(AL),32260,249
São Luís do Quitunde(AL),34555,456
São Miguel dos Campos(AL),61251,1425
São Miguel dos Milagres(AL),7951,118
São Sebastião(AL),34152,526
Tanque d'Arca(AL),6162,78
Taquarana(AL),19980,163
Teotônio Vilela(AL),44169,902
Traipu(AL),27715,109
União dos Palmares(AL),65611,649
Viçosa(AL),25733,205
Água Branca(AL),20196,44
Abaiara(CE),11737,37
Acarape(CE),14929,806
Acaraú(CE),62641,2073
Acopiara(CE),54270,394
Aiuaba(CE),17399,12
Alcântaras(CE),11714,341
Altaneira(CE),7586,4
Alto Santo(CE),17146,153
Amontada(CE),43452,710
Antonina do Norte(CE),7353,12
Apuiarés(CE),14600,158
Aquiraz(CE),80271,789
Aracati(CE),74547,942
Aracoiaba(CE),26469,561
Ararendá(CE),10935,34
Araripe(CE),21600,121
Aratuba(CE),11847,134
Arneiroz(CE),7840,37
Assaré(CE),23417,157
Aurora(CE),24654,116
Baixio(CE),6288,20
Banabuiú(CE),18197,325
Barbalha(CE),60781,707
Barreira(CE),22425,294
Barro(CE),22680,50
Barroquinha(CE),15017,641
Baturité(CE),35750,472
Beberibe(CE),53573,524
Bela Cruz(CE),32591,1035
Boa Viagem(CE),54470,192
Brejo Santo(CE),49477,331
Camocim(CE),63661,2038
Campos Sales(CE),27426,205
Canindé(CE),76997,1482
Capistrano(CE),17738,423
Caridade(CE),22547,287
Caririaçu(CE),26965,262
Cariré(CE),18448,527
Cariús(CE),18699,171
Carnaubal(CE),17606,220
Cascavel(CE),71743,1120
Catarina(CE),20698,66
Catunda(CE),10342,164
Caucaia(CE),361400,4728
Cedro(CE),25557,118
Chaval(CE),13069,584
Chorozinho(CE),20264,413
Choró(CE),13521,238
Coreaú(CE),23136,772
Crateús(CE),75074,1379
Crato(CE),132123,2005
Croatá(CE),18063,59
Cruz(CE),24827,712
Deputado Irapuan Pinheiro(CE),9625,22
Ereré(CE),7198,65
Eusébio(CE),53618,1520
Farias Brito(CE),19450,305
Forquilha(CE),24218,487
Fortaleza(CE),2669342,39941
Fortim(CE),16480,105
Frecheirinha(CE),14072,456
General Sampaio(CE),7618,126
Granja(CE),54748,887
Granjeiro(CE),4844,9
Graça(CE),14399,302
Groaíras(CE),11068,525
Guaiúba(CE),26064,235
Guaraciaba do Norte(CE),40642,260
Guaramiranga(CE),5193,83
Hidrolândia(CE),19978,135
Horizonte(CE),67337,1144
Ibaretama(CE),13353,44
Ibiapina(CE),24997,372
Ibicuitinga(CE),12525,387
Icapuí(CE),19934,277
Icó(CE),68018,314
Iguatu(CE),102498,1424
Independência(CE),26178,147
Ipaporanga(CE),11593,99
Ipaumirim(CE),12463,33
Ipu(CE),41964,334
Ipueiras(CE),38166,248
Iracema(CE),14297,126
Irauçuba(CE),24156,319
Itaitinga(CE),37980,568
Itaiçaba(CE),7827,186
Itapajé(CE),52675,831
Itapipoca(CE),129358,1858
Itapiúna(CE),20382,181
Itarema(CE),41826,1506
Itatira(CE),21647,787
Jaguaretama(CE),18162,219
Jaguaribara(CE),11401,194
Jaguaribe(CE),34682,483
Jaguaruana(CE),33705,525
Jardim(CE),27174,83
Jati(CE),8111,19
Jijoca de Jericoacoara(CE),19816,470
Juazeiro do Norte(CE),274207,4644
Jucás(CE),24833,162
Lavras da Mangabeira(CE),31508,177
Limoeiro do Norte(CE),59540,839
Madalena(CE),19691,270
Maracanaú(CE),227886,4637
Maranguape(CE),128978,2964
Marco(CE),27361,373
Martinópole(CE),11233,112
Massapê(CE),38737,794
Mauriti(CE),47962,451
Meruoca(CE),15057,402
Milagres(CE),27512,89
Milhã(CE),13155,117
Miraíma(CE),13818,295
Missão Velha(CE),35393,386
Mombaça(CE),43797,687
Monsenhor Tabosa(CE),17234,133
Morada Nova(CE),61890,1264
Moraújo(CE),8724,362
Morrinhos(CE),22534,369
Mucambo(CE),14537,270
Mulungu(CE),10823,68
Nova Olinda(CE),15565,30
Nova Russas(CE),32328,234
Novo Oriente(CE),28607,151
Ocara(CE),25703,332
Orós(CE),21427,603
Pacajus(CE),72203,899
Pacatuba(CE),83432,1291
Pacoti(CE),12261,221
Pacujá(CE),6533,154
Palhano(CE),9386,70
Palmácia(CE),13322,190
Paracuru(CE),35076,540
Paraipaba(CE),32744,660
Parambu(CE),31521,189
Paramoti(CE),12226,112
Pedra Branca(CE),43258,235
Penaforte(CE),9077,17
Pentecoste(CE),37751,598
Pereiro(CE),16307,58
Pindoretama(CE),20567,344
Piquet Carneiro(CE),16959,103
Pires Ferreira(CE),10951,45
Poranga(CE),12336,60
Porteiras(CE),14996,58
Potengi(CE),11045,92
Potiretama(CE),6419,38
Quiterianópolis(CE),21084,138
Quixadá(CE),87728,2387
Quixelô(CE),16178,396
Quixeramobim(CE),81082,1045
Quixeré(CE),22149,347
Redenção(CE),29053,1002
Reriutaba(CE),18491,200
Russas(CE),78194,1800
Saboeiro(CE),15819,32
Salitre(CE),16554,170
Santa Quitéria(CE),43703,762
Santana do Acaraú(CE),32452,505
Santana do Cariri(CE),17700,112
Senador Pompeu(CE),25496,132
Senador Sá(CE),7623,336
Sobral(CE),208935,8941
Solonópole(CE),18324,161
São Benedito(CE),47903,412
São Gonçalo do Amarante(CE),48422,1865
São João do Jaguaribe(CE),7645,140
São Luís do Curu(CE),13000,130
Tabuleiro do Norte(CE),30697,533
Tamboril(CE),26251,146
Tarrafas(CE),8592,28
Tauá(CE),58859,689
Tejuçuoca(CE),19187,373
Tianguá(CE),75946,2066
Trairi(CE),55918,632
Tururu(CE),16271,261
Ubajara(CE),34792,728
Umari(CE),7733,53
Umirim(CE),19825,226
Uruburetama(CE),21850,667
Uruoca(CE),13840,358
Varjota(CE),18420,476
Viçosa do Ceará(CE),60889,1001
Várzea Alegre(CE),40721,377
Afonso Cláudio(ES),30586,467
Alegre(ES),30084,202
Alfredo Chaves(ES),14601,216
Alto Rio Novo(ES),7836,95
Anchieta(ES),29263,451
Apiacá(ES),7567,76
Aracruz(ES),101220,1801
Atilio Vivacqua(ES),11936,158
Baixo Guandu(ES),30998,330
Barra de São Francisco(ES),44650,271
Boa Esperança(ES),15037,222
Bom Jesus do Norte(ES),9936,156
Brejetuba(ES),12404,243
Cachoeiro de Itapemirim(ES),208972,2717
Cariacica(ES),381285,7862
Castelo(ES),37534,548
Colatina(ES),122499,3029
Conceição da Barra(ES),31063,124
Conceição do Castelo(ES),12723,122
Divino de São Lourenço(ES),4304,84
Domingos Martins(ES),33850,402
Dores do Rio Preto(ES),6749,53
Ecoporanga(ES),22923,235
Fundão(ES),21509,399
Governador Lindenberg(ES),12709,80
Guarapari(ES),124859,1478
Guaçuí(ES),30867,224
Ibatiba(ES),26082,207
Ibiraçu(ES),12479,282
Ibitirama(ES),8889,51
Iconha(ES),13860,241
Irupi(ES),13377,123
Itaguaçu(ES),14066,51
Itapemirim(ES),34348,655
Itarana(ES),10555,55
Iúna(ES),29161,413
Jaguaré(ES),30477,233
Jerônimo Monteiro(ES),12192,129
João Neiva(ES),16668,248
Laranja da Terra(ES),10947,57
Linhares(ES),173555,3637
Mantenópolis(ES),15350,121
Marataízes(ES),38499,823
Marechal Floriano(ES),16694,539
Marilândia(ES),12833,265
Mimoso do Sul(ES),26153,476
Montanha(ES),18833,97
Mucurici(ES),5524,26
Muniz Freire(ES),17465,112
Muqui(ES),15449,232
Nova Venécia(ES),50110,535
Pancas(ES),23184,275
Pedro Canário(ES),26184,203
Pinheiros(ES),27047,238
Piúma(ES),21711,314
Ponto Belo(ES),7863,33
Presidente Kennedy(ES),11574,474
Rio Bananal(ES),19141,141
Rio Novo do Sul(ES),11622,260
Santa Leopoldina(ES),12224,143
Santa Maria de Jetibá(ES),40431,280
Santa Teresa(ES),23590,275
Serra(ES),517510,9767
Sooretama(ES),30070,438
São Domingos do Norte(ES),8638,150
São Gabriel da Palha(ES),37947,759
São José do Calçado(ES),10556,192
São Mateus(ES),130611,1076
São Roque do Canaã(ES),12415,85
Vargem Alta(ES),21402,237
Venda Nova do Imigrante(ES),25277,428
Viana(ES),78239,1236
Vila Pavão(ES),9208,30
Vila Valério(ES),14080,221
Vila Velha(ES),493838,10938
Vitória(ES),362097,9867
Água Doce do Norte(ES),11019,99
Águia Branca(ES),9642,141
Abadia de Goiás(GO),8773,103
Abadiânia(GO),20042,68
Acreúna(GO),22366,117
Adelândia(GO),2516,38
Alexânia(GO),27653,117
Aloândia(GO),1995,3
Alto Horizonte(GO),6414,32
Alto Paraíso de Goiás(GO),7624,61
Alvorada do Norte(GO),8660,32
Amaralina(GO),3812,3
Americano do Brasil(GO),6111,61
Amorinópolis(GO),3126,6
Anhanguera(GO),1149,4
Anicuns(GO),21850,187
Anápolis(GO),386923,1574
Aparecida de Goiânia(GO),578179,4510
Aparecida do Rio Doce(GO),2474,26
Aporé(GO),4198,0
Aragarças(GO),20118,123
Aragoiânia(GO),10308,44
Araguapaz(GO),7770,7
Araçu(GO),3522,9
Arenópolis(GO),2612,1
Aruanã(GO),9875,15
Aurilândia(GO),3120,15
Avelinópolis(GO),2417,22
Baliza(GO),5138,1
Barro Alto(GO),11167,47
Bela Vista de Goiás(GO),29975,158
Bom Jardim de Goiás(GO),8841,29
Bom Jesus de Goiás(GO),25216,74
Bonfinópolis(GO),9706,75
Bonópolis(GO),4405,0
Brazabrantes(GO),3703,26
Britânia(GO),5779,7
Buriti Alegre(GO),9459,136
Buriti de Goiás(GO),2488,17
Buritinópolis(GO),3292,4
Cabeceiras(GO),7993,4
Cachoeira Alta(GO),12484,72
Cachoeira Dourada(GO),8067,14
Cachoeira de Goiás(GO),1351,1
Caiapônia(GO),18913,8
Caldas Novas(GO),91162,199
Caldazinha(GO),3804,6
Campestre de Goiás(GO),3630,9
Campinaçu(GO),3640,0
Campinorte(GO),12626,41
Campo Alegre de Goiás(GO),7589,3
Campo Limpo de Goiás(GO),7789,11
Campos Belos(GO),19887,44
Campos Verdes(GO),2141,7
Carmo do Rio Verde(GO),10082,12
Castelândia(GO),3435,5
Catalão(GO),108823,397
Caturaí(GO),5070,13
Cavalcante(GO),9709,7
Caçu(GO),16009,206
Ceres(GO),22191,179
Cezarina(GO),8606,31
Chapadão do Céu(GO),10167,54
Cidade Ocidental(GO),71376,596
Cocalzinho de Goiás(GO),20240,92
Colinas do Sul(GO),3382,2
Corumbaíba(GO),9723,29
Corumbá de Goiás(GO),11110,14
Cristalina(GO),58997,66
Cristianópolis(GO),2966,1
Crixás(GO),16949,108
Cromínia(GO),3486,9
Cumari(GO),2854,13
Córrego do Ouro(GO),2327,3
Damianópolis(GO),3311,0
Damolândia(GO),2938,19
Davinópolis(GO),2094,0
Diorama(GO),2484,2
Divinópolis de Goiás(GO),4804,27
Doverlândia(GO),7322,13
Edealina(GO),3699,15
Edéia(GO),12372,31
Estrela do Norte(GO),3275,1
Faina(GO),6627,46
Fazenda Nova(GO),5637,5
Firminópolis(GO),13292,38
Flores de Goiás(GO),16557,5
Formosa(GO),121617,424
Formoso(GO),4248,16
Gameleira de Goiás(GO),3818,14
Goiandira(GO),5600,10
Goianira(GO),44289,24
Goianápolis(GO),11231,51
Goianésia(GO),70084,290
Goiatuba(GO),34095,136
Goiás(GO),22645,26
Goiânia(GO),1516113,9790
Gouvelândia(GO),5898,25
Guapó(GO),14209,53
Guarani de Goiás(GO),3893,19
Guaraíta(GO),1996,7
Guarinos(GO),1794,2
Heitoraí(GO),3724,4
Hidrolina(GO),3564,35
Hidrolândia(GO),21706,162
Iaciara(GO),13947,8
Inaciolândia(GO),6194,13
Indiara(GO),15611,43
Inhumas(GO),52866,632
Ipameri(GO),26985,57
Ipiranga de Goiás(GO),2893,3
Iporá(GO),31531,153
Israelândia(GO),2800,8
Itaberaí(GO),42900,305
Itaguari(GO),4676,13
Itaguaru(GO),5237,12
Itajá(GO),4539,5
Itapaci(GO),22981,35
Itapirapuã(GO),4997,19
Itapuranga(GO),25768,42
Itarumã(GO),7178,7
Itauçu(GO),8938,8
Itumbiara(GO),104742,426
Ivolândia(GO),2370,4
Jandaia(GO),6048,22
Jaraguá(GO),50511,44
Jataí(GO),100882,564
Jaupaci(GO),2879,5
Jesúpolis(GO),2490,6
Joviânia(GO),7387,22
Jussara(GO),18478,79
Lagoa Santa(GO),1588,0
Leopoldo de Bulhões(GO),7647,60
Luziânia(GO),208299,1228
Mairipotaba(GO),2368,1
Mambaí(GO),8882,0
Mara Rosa(GO),9503,15
Marzagão(GO),2236,0
Matrinchã(GO),4351,9
Maurilândia(GO),14080,112
Mimoso de Goiás(GO),2597,14
Minaçu(GO),29070,19
Mineiros(GO),66801,623
Moiporá(GO),1529,1
Monte Alegre de Goiás(GO),8606,2
Montes Claros de Goiás(GO),8055,31
Montividiu(GO),13396,87
Montividiu do Norte(GO),4479,3
Morrinhos(GO),46136,332
Morro Agudo de Goiás(GO),2248,3
Mossâmedes(GO),4290,5
Mozarlândia(GO),15659,63
Mundo Novo(GO),4887,18
Mutunópolis(GO),3778,3
Nazário(GO),9142,29
Nerópolis(GO),29850,32
Niquelândia(GO),46388,107
Nova América(GO),2352,1
Nova Aurora(GO),2210,13
Nova Crixás(GO),12869,8
Nova Glória(GO),8164,80
Nova Iguaçu de Goiás(GO),2929,5
Nova Roma(GO),3264,0
Nova Veneza(GO),9853,23
Novo Brasil(GO),2913,6
Novo Gama(GO),115711,547
Novo Planalto(GO),4495,0
Orizona(GO),15615,43
Ouro Verde de Goiás(GO),3759,10
Ouvidor(GO),6667,32
Padre Bernardo(GO),33835,139
Palestina de Goiás(GO),3464,2
Palmeiras de Goiás(GO),28858,155
Palmelo(GO),2381,44
Palminópolis(GO),3585,14
Panamá(GO),2615,2
Paranaiguara(GO),10057,14
Paraúna(GO),10988,135
Perolândia(GO),3129,1
Petrolina de Goiás(GO),10281,7
Pilar de Goiás(GO),2253,0
Piracanjuba(GO),24524,60
Piranhas(GO),10385,31
Pirenópolis(GO),24908,6
Pires do Rio(GO),31458,224
Planaltina(GO),89918,598
Pontalina(GO),17819,3
Porangatu(GO),45394,68
Porteirão(GO),3881,23
Portelândia(GO),4011,23
Posse(GO),36900,72
Professor Jamil(GO),3223,17
Quirinópolis(GO),50065,441
Rialma(GO),10918,46
Rianápolis(GO),4801,2
Rio Quente(GO),4493,3
Rio Verde(GO),235647,5340
Rubiataba(GO),19882,86
Sanclerlândia(GO),7637,20
Santa Bárbara de Goiás(GO),6560,13
Santa Cruz de Goiás(GO),2855,14
Santa Fé de Goiás(GO),5459,5
Santa Helena de Goiás(GO),38648,301
Santa Isabel(GO),3809,8
Santa Rita do Araguaia(GO),8756,11
Santa Rita do Novo Destino(GO),3343,5
Santa Rosa de Goiás(GO),2319,4
Santa Tereza de Goiás(GO),3355,3
Santa Terezinha de Goiás(GO),8744,22
Santo Antônio da Barra(GO),4821,22
Santo Antônio de Goiás(GO),6283,71
Santo Antônio do Descoberto(GO),74744,453
Senador Canedo(GO),115371,1214
Serranópolis(GO),8544,2
Silvânia(GO),20695,69
Simolândia(GO),6856,7
São Domingos(GO),12949,0
São Francisco de Goiás(GO),6264,15
São João d'Aliança(GO),13740,72
São João da Paraúna(GO),1381,2
São Luiz do Norte(GO),5167,23
São Luís de Montes Belos(GO),33817,99
São Miguel do Araguaia(GO),21993,34
São Miguel do Passa Quatro(GO),4057,0
São Patrício(GO),2036,2
São Simão(GO),20645,268
Sítio d'Abadia(GO),2989,0
Taquaral de Goiás(GO),3529,3
Teresina de Goiás(GO),3458,4
Terezópolis de Goiás(GO),8043,75
Trindade(GO),127599,328
Trombas(GO),3500,0
Três Ranchos(GO),2833,5
Turvelândia(GO),5281,36
Turvânia(GO),4598,22
Uirapuru(GO),2854,1
Uruana(GO),13843,39
Uruaçu(GO),40532,144
Urutaí(GO),3072,8
Valparaíso de Goiás(GO),168468,1208
Varjão(GO),3827,24
Vianópolis(GO),13863,78
Vicentinópolis(GO),8743,3
Vila Boa(GO),6171,9
Vila Propício(GO),5821,14
Água Fria de Goiás(GO),5735,5
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,1063
Abaré(BA),20086,11
Abaíra(BA),8739,5
Acajutiba(BA),15159,47
Adustina(BA),17040,55
Aiquara(BA),4446,53
Alagoinhas(BA),151596,1088
Alcobaça(BA),22470,162
Almadina(BA),5464,71
Amargosa(BA),37241,119
Amélia Rodrigues(BA),25102,163
América Dourada(BA),16094,75
Anagé(BA),22005,44
Andaraí(BA),13143,9
Andorinha(BA),14595,25
Angical(BA),13977,5
Anguera(BA),11221,40
Antas(BA),19291,34
Antônio Cardoso(BA),11683,23
Antônio Gonçalves(BA),11798,51
Aporá(BA),17731,47
Apuarema(BA),7330,133
Aracatu(BA),13135,20
Araci(BA),54379,507
Aramari(BA),11397,37
Arataca(BA),11019,41
Aratuípe(BA),8825,8
Araçás(BA),12177,17
Aurelino Leal(BA),11531,222
Baianópolis(BA),13877,4
Baixa Grande(BA),20468,3
Banzaê(BA),13229,52
Barra(BA),53578,43
Barra da Estiva(BA),20598,5
Barra do Choça(BA),31603,207
Barra do Mendes(BA),13865,4
Barra do Rocha(BA),5714,15
Barreiras(BA),155439,794
Barro Alto(BA),14931,5
Barro Preto(BA),5591,97
Barrocas(BA),15978,50
Belmonte(BA),23328,182
Belo Campo(BA),17211,1
Biritinga(BA),15979,14
Boa Nova(BA),12633,5
Boa Vista do Tupim(BA),18576,13
Bom Jesus da Lapa(BA),69148,81
Bom Jesus da Serra(BA),9880,56
Boninal(BA),14368,6
Bonito(BA),16764,2
Boquira(BA),21508,15
Botuporã(BA),10211,2
Brejolândia(BA),10557,0
Brejões(BA),14295,17
Brotas de Macaúbas(BA),10231,0
Brumado(BA),67195,307
Buerarema(BA),18349,188
Buritirama(BA),21174,56
Caatiba(BA),6758,80
Cabaceiras do Paraguaçu(BA),18807,26
Cachoeira(BA),33470,208
Caculé(BA),23170,5
Caetanos(BA),14542,7
Caetité(BA),50975,58
Cafarnaum(BA),18437,36
Cairu(BA),18176,95
Caldeirão Grande(BA),13327,59
Camacan(BA),31988,571
Camamu(BA),35316,492
Camaçari(BA),299132,2898
Campo Alegre de Lourdes(BA),28798,52
Campo Formoso(BA),71206,364
Canarana(BA),26176,53
Canavieiras(BA),31099,74
Candeal(BA),8258,23
Candeias(BA),87076,1200
Candiba(BA),14319,15
Cansanção(BA),34834,89
Canudos(BA),16668,28
Canápolis(BA),9711,0
Capela do Alto Alegre(BA),11637,68
Capim Grosso(BA),30662,265
Caravelas(BA),22016,116
Caraíbas(BA),8951,7
Cardeal da Silva(BA),9295,9
Carinhanha(BA),29018,16
Casa Nova(BA),71969,189
Castro Alves(BA),26264,132
Catolândia(BA),3577,3
Catu(BA),54704,561
Caturama(BA),9329,1
Caém(BA),9213,35
Central(BA),17266,8
Chorrochó(BA),11177,7
Cipó(BA),17300,102
Coaraci(BA),16993,107
Cocos(BA),18777,16
Conceição da Feira(BA),22581,327
Conceição do Almeida(BA),17247,111
Conceição do Coité(BA),66612,517
Conceição do Jacuípe(BA),33153,251
Conde(BA),25837,84
Condeúba(BA),17247,30
Contendas do Sincorá(BA),4066,1
Coração de Maria(BA),22605,101
Cordeiros(BA),8614,11
Coribe(BA),14194,10
Coronel João Sá(BA),15895,75
Correntina(BA),32137,41
Cotegipe(BA),13782,3
Cravolândia(BA),5349,7
Cristópolis(BA),13910,45
Crisópolis(BA),21103,69
Cruz das Almas(BA),63239,263
Curaçá(BA),34700,101
Cândido Sales(BA),25189,174
Cícero Dantas(BA),32515,64
Dias d'Ávila(BA),81089,684
Dom Basílio(BA),12199,10
Dom Macedo Costa(BA),4058,20
Dário Meira(BA),10710,208
Elísio Medrado(BA),8122,11
Encruzilhada(BA),17006,72
Entre Rios(BA),41780,128
Esplanada(BA),37237,100
Euclides da Cunha(BA),60585,60
Eunápolis(BA),113380,1202
Feira da Mata(BA),5665,3
Feira de Santana(BA),614872,5834
Filadélfia(BA),16377,171
Firmino Alves(BA),5617,8
Floresta Azul(BA),10629,128
Formosa do Rio Preto(BA),25591,18
Fátima(BA),17890,26
Gandu(BA),32403,988
Gavião(BA),4463,0
Gentio do Ouro(BA),11233,128
Glória(BA),15221,33
Gongogi(BA),7128,27
Governador Mangabeira(BA),20722,59
Guajeru(BA),6937,3
Guanambi(BA),84481,137
Guaratinga(BA),20843,123
Heliópolis(BA),13031,15
Iaçu(BA),24305,74
Ibiassucê(BA),9224,2
Ibicaraí(BA),21689,225
Ibicoara(BA),19571,10
Ibicuí(BA),16198,81
Ibipeba(BA),18211,7
Ibipitanga(BA),14902,8
Ibiquera(BA),4044,0
Ibirapitanga(BA),23375,173
Ibirapuã(BA),8637,65
Ibirataia(BA),15312,149
Ibitiara(BA),16339,10
Ibititá(BA),17113,3
Ibotirama(BA),26927,104
Ichu(BA),6206,1
Igaporã(BA),15640,12
Igrapiúna(BA),13226,74
Iguaí(BA),26916,297
Ilhéus(BA),162327,2219
Inhambupe(BA),39926,56
Ipecaetá(BA),14487,29
Ipiaú(BA),45873,954
Ipirá(BA),59595,131
Ipupiara(BA),9865,0
Irajuba(BA),7260,19
Iramaia(BA),8537,7
Iraquara(BA),25216,127
Irará(BA),29034,43
Irecê(BA),72967,292
Itabela(BA),30584,143
Itaberaba(BA),64489,529
Itabuna(BA),213223,4038
Itacaré(BA),28296,183
Itaeté(BA),16056,53
Itagi(BA),12351,24
Itagibá(BA),14579,115
Itagimirim(BA),6869,31
Itaguaçu da Bahia(BA),14429,8
Itaju do Colônia(BA),6682,29
Itajuípe(BA),20491,532
Itamaraju(BA),64486,870
Itamari(BA),8035,27
Itambé(BA),23049,27
Itanagra(BA),6441,12
Itanhém(BA),19405,163
Itaparica(BA),22228,180
Itapebi(BA),10259,101
Itapetinga(BA),76147,449
Itapicuru(BA),35576,105
