#city,population,cases
Ouro Branco(AL),11496,141
Palestina(AL),5011,321
Palmeira dos Índios(AL),73218,2781
Pariconha(AL),10533,414
Paripueira(AL),13176,219
Passo de Camaragibe(AL),15245,422
Paulo Jacinto(AL),7564,218
Penedo(AL),63683,2247
Piaçabuçu(AL),17827,511
Pilar(AL),35111,1986
Pindoba(AL),2908,84
Piranhas(AL),25039,506
Porto Calvo(AL),27165,880
Porto Real do Colégio(AL),20066,450
Porto de Pedras(AL),7786,199
Poço das Trincheiras(AL),14386,240
Pão de Açúcar(AL),24399,1008
Quebrangulo(AL),11294,547
Rio Largo(AL),75120,2006
Roteiro(AL),6664,175
Santa Luzia do Norte(AL),7296,336
Santana do Ipanema(AL),47654,3004
Santana do Mundaú(AL),10740,461
Satuba(AL),13828,710
Senador Rui Palmeira(AL),13870,208
São Brás(AL),6961,285
São José da Laje(AL),23927,847
São José da Tapera(AL),32260,1001
São Luís do Quitunde(AL),34555,914
São Miguel dos Campos(AL),61251,2510
São Miguel dos Milagres(AL),7951,158
São Sebastião(AL),34152,980
Tanque d'Arca(AL),6162,181
Taquarana(AL),19980,429
Teotônio Vilela(AL),44169,1427
Traipu(AL),27715,319
União dos Palmares(AL),65611,1370
Viçosa(AL),25733,836
Água Branca(AL),20196,251
Abaiara(CE),11737,253
Acarape(CE),14929,2084
Acaraú(CE),62641,3240
Acopiara(CE),54270,1737
Aiuaba(CE),17399,226
Alcântaras(CE),11714,776
Altaneira(CE),7586,278
Alto Santo(CE),17146,649
Amontada(CE),43452,1247
Antonina do Norte(CE),7353,110
Apuiarés(CE),14600,397
Aquiraz(CE),80271,2855
Aracati(CE),74547,3351
Aracoiaba(CE),26469,1157
Ararendá(CE),10935,503
Araripe(CE),21600,589
Aratuba(CE),11847,354
Arneiroz(CE),7840,108
Assaré(CE),23417,1036
Aurora(CE),24654,1006
Baixio(CE),6288,198
Banabuiú(CE),18197,774
Barbalha(CE),60781,3039
Barreira(CE),22425,525
Barro(CE),22680,579
Barroquinha(CE),15017,870
Baturité(CE),35750,1171
Beberibe(CE),53573,1782
Bela Cruz(CE),32591,1920
Boa Viagem(CE),54470,1920
Brejo Santo(CE),49477,3924
Camocim(CE),63661,3005
Campos Sales(CE),27426,1204
Canindé(CE),76997,2607
Capistrano(CE),17738,895
Caridade(CE),22547,573
Caririaçu(CE),26965,916
Cariré(CE),18448,1280
Cariús(CE),18699,910
Carnaubal(CE),17606,904
Cascavel(CE),71743,2622
Catarina(CE),20698,500
Catunda(CE),10342,637
Caucaia(CE),361400,12706
Cedro(CE),25557,1749
Chaval(CE),13069,866
Chorozinho(CE),20264,1054
Choró(CE),13521,410
Coreaú(CE),23136,1578
Crateús(CE),75074,7302
Crato(CE),132123,10236
Croatá(CE),18063,503
Cruz(CE),24827,1706
Deputado Irapuan Pinheiro(CE),9625,449
Ereré(CE),7198,544
Eusébio(CE),53618,4433
Farias Brito(CE),19450,1454
Forquilha(CE),24218,878
Fortaleza(CE),2669342,133791
Fortim(CE),16480,561
Frecheirinha(CE),14072,1864
General Sampaio(CE),7618,291
Granja(CE),54748,1478
Granjeiro(CE),4844,259
Graça(CE),14399,667
Groaíras(CE),11068,996
Guaiúba(CE),26064,521
Guaraciaba do Norte(CE),40642,1327
Guaramiranga(CE),5193,269
Hidrolândia(CE),19978,1398
Horizonte(CE),67337,3615
Ibaretama(CE),13353,240
Ibiapina(CE),24997,994
Ibicuitinga(CE),12525,752
Icapuí(CE),19934,1198
Icó(CE),68018,3611
Iguatu(CE),102498,5696
Independência(CE),26178,712
Ipaporanga(CE),11593,526
Ipaumirim(CE),12463,354
Ipu(CE),41964,3058
Ipueiras(CE),38166,1658
Iracema(CE),14297,1421
Irauçuba(CE),24156,451
Itaitinga(CE),37980,1884
Itaiçaba(CE),7827,466
Itapajé(CE),52675,1417
Itapipoca(CE),129358,4443
Itapiúna(CE),20382,724
Itarema(CE),41826,2248
Itatira(CE),21647,1304
Jaguaretama(CE),18162,1203
Jaguaribara(CE),11401,524
Jaguaribe(CE),34682,2279
Jaguaruana(CE),33705,1668
Jardim(CE),27174,579
Jati(CE),8111,246
Jijoca de Jericoacoara(CE),19816,1406
Juazeiro do Norte(CE),274207,18498
Jucás(CE),24833,701
Lavras da Mangabeira(CE),31508,1458
Limoeiro do Norte(CE),59540,2586
Madalena(CE),19691,677
Maracanaú(CE),227886,11624
Maranguape(CE),128978,7347
Marco(CE),27361,796
Martinópole(CE),11233,335
Massapê(CE),38737,1210
Mauriti(CE),47962,1899
Meruoca(CE),15057,959
Milagres(CE),27512,1395
Milhã(CE),13155,512
Miraíma(CE),13818,548
Missão Velha(CE),35393,1227
Mombaça(CE),43797,2265
Monsenhor Tabosa(CE),17234,997
Morada Nova(CE),61890,4231
Moraújo(CE),8724,996
Morrinhos(CE),22534,681
Mucambo(CE),14537,632
Mulungu(CE),10823,361
Nova Olinda(CE),15565,552
Nova Russas(CE),32328,1192
Novo Oriente(CE),28607,722
Ocara(CE),25703,723
Orós(CE),21427,1614
Pacajus(CE),72203,2765
Pacatuba(CE),83432,3276
Pacoti(CE),12261,443
Pacujá(CE),6533,462
Palhano(CE),9386,578
Palmácia(CE),13322,456
Paracuru(CE),35076,1635
Paraipaba(CE),32744,1386
Parambu(CE),31521,770
Paramoti(CE),12226,365
Pedra Branca(CE),43258,459
Penaforte(CE),9077,200
Pentecoste(CE),37751,1659
Pereiro(CE),16307,950
Pindoretama(CE),20567,831
Piquet Carneiro(CE),16959,1028
Pires Ferreira(CE),10951,610
Poranga(CE),12336,302
Porteiras(CE),14996,824
Potengi(CE),11045,250
Potiretama(CE),6419,294
Quiterianópolis(CE),21084,863
Quixadá(CE),87728,4890
Quixelô(CE),16178,1275
Quixeramobim(CE),81082,3481
Quixeré(CE),22149,1352
Redenção(CE),29053,2303
Reriutaba(CE),18491,1290
Russas(CE),78194,5474
Saboeiro(CE),15819,537
Salitre(CE),16554,619
Santa Quitéria(CE),43703,3171
Santana do Acaraú(CE),32452,1377
Santana do Cariri(CE),17700,396
Senador Pompeu(CE),25496,981
Senador Sá(CE),7623,478
Sobral(CE),208935,15935
Solonópole(CE),18324,980
São Benedito(CE),47903,2121
São Gonçalo do Amarante(CE),48422,3962
São João do Jaguaribe(CE),7645,352
São Luís do Curu(CE),13000,398
Tabuleiro do Norte(CE),30697,2382
Tamboril(CE),26251,1063
Tarrafas(CE),8592,224
Tauá(CE),58859,4537
Tejuçuoca(CE),19187,755
Tianguá(CE),75946,4976
Trairi(CE),55918,1017
Tururu(CE),16271,679
Ubajara(CE),34792,1325
Umari(CE),7733,244
Umirim(CE),19825,461
Uruburetama(CE),21850,1066
Uruoca(CE),13840,772
Varjota(CE),18420,1402
Viçosa do Ceará(CE),60889,2543
Várzea Alegre(CE),40721,1637
Afonso Cláudio(ES),30586,2633
Alegre(ES),30084,1318
Alfredo Chaves(ES),14601,1717
Alto Rio Novo(ES),7836,488
Anchieta(ES),29263,2933
Apiacá(ES),7567,463
Aracruz(ES),101220,11002
Atilio Vivacqua(ES),11936,996
Baixo Guandu(ES),30998,2501
Barra de São Francisco(ES),44650,2471
Boa Esperança(ES),15037,813
Bom Jesus do Norte(ES),9936,729
Brejetuba(ES),12404,1166
Cachoeiro de Itapemirim(ES),208972,18236
Cariacica(ES),381285,26414
Castelo(ES),37534,3734
Colatina(ES),122499,15362
Conceição da Barra(ES),31063,777
Conceição do Castelo(ES),12723,948
Divino de São Lourenço(ES),4304,319
Domingos Martins(ES),33850,2471
Dores do Rio Preto(ES),6749,467
Ecoporanga(ES),22923,1996
Fundão(ES),21509,1593
Governador Lindenberg(ES),12709,1215
Guarapari(ES),124859,9952
Guaçuí(ES),30867,1593
Ibatiba(ES),26082,2294
Ibiraçu(ES),12479,1228
Ibitirama(ES),8889,301
Iconha(ES),13860,1785
Irupi(ES),13377,931
Itaguaçu(ES),14066,1232
Itapemirim(ES),34348,2894
Itarana(ES),10555,1019
Iúna(ES),29161,1658
Jaguaré(ES),30477,2411
Jerônimo Monteiro(ES),12192,780
João Neiva(ES),16668,1649
Laranja da Terra(ES),10947,444
Linhares(ES),173555,16688
Mantenópolis(ES),15350,543
Marataízes(ES),38499,4295
Marechal Floriano(ES),16694,2058
Marilândia(ES),12833,1565
Mimoso do Sul(ES),26153,2060
Montanha(ES),18833,1012
Mucurici(ES),5524,460
Muniz Freire(ES),17465,1581
Muqui(ES),15449,1079
Nova Venécia(ES),50110,3392
Pancas(ES),23184,1357
Pedro Canário(ES),26184,1120
Pinheiros(ES),27047,1500
Piúma(ES),21711,1853
Ponto Belo(ES),7863,398
Presidente Kennedy(ES),11574,1419
Rio Bananal(ES),19141,1429
Rio Novo do Sul(ES),11622,1007
Santa Leopoldina(ES),12224,633
Santa Maria de Jetibá(ES),40431,3255
Santa Teresa(ES),23590,3285
Serra(ES),517510,42723
Sooretama(ES),30070,1970
São Domingos do Norte(ES),8638,824
São Gabriel da Palha(ES),37947,3915
São José do Calçado(ES),10556,594
São Mateus(ES),130611,7485
São Roque do Canaã(ES),12415,1236
Vargem Alta(ES),21402,1448
Venda Nova do Imigrante(ES),25277,3012
Viana(ES),78239,5074
Vila Pavão(ES),9208,711
Vila Valério(ES),14080,1559
Vila Velha(ES),493838,43703
Vitória(ES),362097,37220
Água Doce do Norte(ES),11019,529
Águia Branca(ES),9642,1319
Abadia de Goiás(GO),8773,1010
Abadiânia(GO),20042,265
Acreúna(GO),22366,1274
Adelândia(GO),2516,100
Alexânia(GO),27653,1773
Aloândia(GO),1995,182
Alto Horizonte(GO),6414,434
Alto Paraíso de Goiás(GO),7624,461
Alvorada do Norte(GO),8660,470
Amaralina(GO),3812,26
Americano do Brasil(GO),6111,266
Amorinópolis(GO),3126,124
Anhanguera(GO),1149,66
Anicuns(GO),21850,1747
Anápolis(GO),386923,22617
Aparecida de Goiânia(GO),578179,48993
Aparecida do Rio Doce(GO),2474,138
Aporé(GO),4198,205
Aragarças(GO),20118,1529
Aragoiânia(GO),10308,602
Araguapaz(GO),7770,297
Araçu(GO),3522,260
Arenópolis(GO),2612,77
Aruanã(GO),9875,308
Aurilândia(GO),3120,131
Avelinópolis(GO),2417,212
Baliza(GO),5138,114
Barro Alto(GO),11167,956
Bela Vista de Goiás(GO),29975,1533
Bom Jardim de Goiás(GO),8841,436
Bom Jesus de Goiás(GO),25216,1610
Bonfinópolis(GO),9706,408
Bonópolis(GO),4405,96
Brazabrantes(GO),3703,280
Britânia(GO),5779,371
Buriti Alegre(GO),9459,597
Buriti de Goiás(GO),2488,132
Buritinópolis(GO),3292,97
Cabeceiras(GO),7993,175
Cachoeira Alta(GO),12484,963
Cachoeira Dourada(GO),8067,253
Cachoeira de Goiás(GO),1351,36
Caiapônia(GO),18913,645
Caldas Novas(GO),91162,5598
Caldazinha(GO),3804,160
Campestre de Goiás(GO),3630,308
Campinaçu(GO),3640,160
Campinorte(GO),12626,803
Campo Alegre de Goiás(GO),7589,133
Campo Limpo de Goiás(GO),7789,142
Campos Belos(GO),19887,775
Campos Verdes(GO),2141,134
Carmo do Rio Verde(GO),10082,333
Castelândia(GO),3435,172
Catalão(GO),108823,6666
Caturaí(GO),5070,316
Cavalcante(GO),9709,113
Caçu(GO),16009,1065
Ceres(GO),22191,1790
Cezarina(GO),8606,498
Chapadão do Céu(GO),10167,1358
Cidade Ocidental(GO),71376,4445
Cocalzinho de Goiás(GO),20240,868
Colinas do Sul(GO),3382,175
Corumbaíba(GO),9723,685
Corumbá de Goiás(GO),11110,334
Cristalina(GO),58997,1588
Cristianópolis(GO),2966,198
Crixás(GO),16949,1416
Cromínia(GO),3486,148
Cumari(GO),2854,219
Córrego do Ouro(GO),2327,160
Damianópolis(GO),3311,44
Damolândia(GO),2938,151
Davinópolis(GO),2094,44
Diorama(GO),2484,84
Divinópolis de Goiás(GO),4804,155
Doverlândia(GO),7322,289
Edealina(GO),3699,280
Edéia(GO),12372,829
Estrela do Norte(GO),3275,171
Faina(GO),6627,380
Fazenda Nova(GO),5637,239
Firminópolis(GO),13292,350
Flores de Goiás(GO),16557,134
Formosa(GO),121617,5456
Formoso(GO),4248,332
Gameleira de Goiás(GO),3818,225
Goiandira(GO),5600,245
Goianira(GO),44289,2456
Goianápolis(GO),11231,726
Goianésia(GO),70084,6398
Goiatuba(GO),34095,2722
Goiás(GO),22645,731
Goiânia(GO),1516113,111391
Gouvelândia(GO),5898,184
Guapó(GO),14209,871
Guarani de Goiás(GO),3893,138
Guaraíta(GO),1996,159
Guarinos(GO),1794,77
Heitoraí(GO),3724,92
Hidrolina(GO),3564,222
Hidrolândia(GO),21706,1416
Iaciara(GO),13947,340
Inaciolândia(GO),6194,274
Indiara(GO),15611,502
Inhumas(GO),52866,5387
Ipameri(GO),26985,1360
Ipiranga de Goiás(GO),2893,111
Iporá(GO),31531,2235
Israelândia(GO),2800,127
Itaberaí(GO),42900,1808
Itaguari(GO),4676,474
Itaguaru(GO),5237,345
Itajá(GO),4539,173
Itapaci(GO),22981,1257
Itapirapuã(GO),4997,372
Itapuranga(GO),25768,1709
Itarumã(GO),7178,236
Itauçu(GO),8938,605
Itumbiara(GO),104742,5964
Ivolândia(GO),2370,151
Jandaia(GO),6048,504
Jaraguá(GO),50511,3056
Jataí(GO),100882,7130
Jaupaci(GO),2879,37
Jesúpolis(GO),2490,65
Joviânia(GO),7387,436
Jussara(GO),18478,1178
Lagoa Santa(GO),1588,62
Leopoldo de Bulhões(GO),7647,290
Luziânia(GO),208299,10738
Mairipotaba(GO),2368,94
Mambaí(GO),8882,106
Mara Rosa(GO),9503,226
Marzagão(GO),2236,171
Matrinchã(GO),4351,135
Maurilândia(GO),14080,657
Mimoso de Goiás(GO),2597,94
Minaçu(GO),29070,1196
Mineiros(GO),66801,6993
Moiporá(GO),1529,47
Monte Alegre de Goiás(GO),8606,95
Montes Claros de Goiás(GO),8055,588
Montividiu(GO),13396,780
Montividiu do Norte(GO),4479,88
Morrinhos(GO),46136,4135
Morro Agudo de Goiás(GO),2248,128
Mossâmedes(GO),4290,111
Mozarlândia(GO),15659,1356
Mundo Novo(GO),4887,230
Mutunópolis(GO),3778,78
Nazário(GO),9142,491
Nerópolis(GO),29850,1140
Niquelândia(GO),46388,1714
Nova América(GO),2352,202
Nova Aurora(GO),2210,120
Nova Crixás(GO),12869,693
Nova Glória(GO),8164,518
Nova Iguaçu de Goiás(GO),2929,111
Nova Roma(GO),3264,114
Nova Veneza(GO),9853,650
Novo Brasil(GO),2913,254
Novo Gama(GO),115711,3317
Novo Planalto(GO),4495,198
Orizona(GO),15615,437
Ouro Verde de Goiás(GO),3759,183
Ouvidor(GO),6667,457
Padre Bernardo(GO),33835,962
Palestina de Goiás(GO),3464,128
Palmeiras de Goiás(GO),28858,4066
Palmelo(GO),2381,159
Palminópolis(GO),3585,303
Panamá(GO),2615,125
Paranaiguara(GO),10057,252
Paraúna(GO),10988,401
Perolândia(GO),3129,92
Petrolina de Goiás(GO),10281,504
Pilar de Goiás(GO),2253,141
Piracanjuba(GO),24524,1296
Piranhas(GO),10385,496
Pirenópolis(GO),24908,651
Pires do Rio(GO),31458,1734
Planaltina(GO),89918,2313
Pontalina(GO),17819,1112
Porangatu(GO),45394,1629
Porteirão(GO),3881,1079
Portelândia(GO),4011,367
Posse(GO),36900,1088
Professor Jamil(GO),3223,159
Quirinópolis(GO),50065,1763
Rialma(GO),10918,955
Rianápolis(GO),4801,390
Rio Quente(GO),4493,255
Rio Verde(GO),235647,17843
Rubiataba(GO),19882,1653
Sanclerlândia(GO),7637,369
Santa Bárbara de Goiás(GO),6560,529
Santa Cruz de Goiás(GO),2855,90
Santa Fé de Goiás(GO),5459,392
Santa Helena de Goiás(GO),38648,3740
Santa Isabel(GO),3809,341
Santa Rita do Araguaia(GO),8756,237
Santa Rita do Novo Destino(GO),3343,128
Santa Rosa de Goiás(GO),2319,103
Santa Tereza de Goiás(GO),3355,82
Santa Terezinha de Goiás(GO),8744,434
Santo Antônio da Barra(GO),4821,297
Santo Antônio de Goiás(GO),6283,561
Santo Antônio do Descoberto(GO),74744,1795
Senador Canedo(GO),115371,9230
Serranópolis(GO),8544,404
Silvânia(GO),20695,797
Simolândia(GO),6856,123
São Domingos(GO),12949,113
São Francisco de Goiás(GO),6264,251
São João d'Aliança(GO),13740,436
São João da Paraúna(GO),1381,56
São Luiz do Norte(GO),5167,233
São Luís de Montes Belos(GO),33817,2374
São Miguel do Araguaia(GO),21993,878
São Miguel do Passa Quatro(GO),4057,138
São Patrício(GO),2036,170
São Simão(GO),20645,695
Sítio d'Abadia(GO),2989,16
Taquaral de Goiás(GO),3529,127
Teresina de Goiás(GO),3458,112
Terezópolis de Goiás(GO),8043,585
Trindade(GO),127599,5532
Trombas(GO),3500,244
Três Ranchos(GO),2833,120
Turvelândia(GO),5281,531
Turvânia(GO),4598,393
Uirapuru(GO),2854,93
Uruana(GO),13843,504
Uruaçu(GO),40532,2316
Urutaí(GO),3072,109
Valparaíso de Goiás(GO),168468,9201
Varjão(GO),3827,138
Vianópolis(GO),13863,399
Vicentinópolis(GO),8743,415
Vila Boa(GO),6171,74
Vila Propício(GO),5821,264
Água Fria de Goiás(GO),5735,119
Água Limpa(GO),1850,46
Águas Lindas de Goiás(GO),212440,5478
Abaré(BA),20086,474
Abaíra(BA),8739,233
Acajutiba(BA),15159,372
Adustina(BA),17040,418
Aiquara(BA),4446,392
Alagoinhas(BA),151596,9192
Alcobaça(BA),22470,1084
Almadina(BA),5464,527
Amargosa(BA),37241,1795
Amélia Rodrigues(BA),25102,1343
América Dourada(BA),16094,469
Anagé(BA),22005,482
Andaraí(BA),13143,556
Andorinha(BA),14595,572
Angical(BA),13977,329
Anguera(BA),11221,270
Antas(BA),19291,797
Antônio Cardoso(BA),11683,253
Antônio Gonçalves(BA),11798,509
Aporá(BA),17731,370
Apuarema(BA),7330,585
Aracatu(BA),13135,527
Araci(BA),54379,2799
Aramari(BA),11397,432
Arataca(BA),11019,379
Aratuípe(BA),8825,230
Araçás(BA),12177,477
Aurelino Leal(BA),11531,758
Baianópolis(BA),13877,232
Baixa Grande(BA),20468,444
Banzaê(BA),13229,737
Barra(BA),53578,1149
Barra da Estiva(BA),20598,1163
Barra do Choça(BA),31603,1416
Barra do Mendes(BA),13865,572
Barra do Rocha(BA),5714,253
Barreiras(BA),155439,9843
Barro Alto(BA),14931,577
Barro Preto(BA),5591,436
Barrocas(BA),15978,518
Belmonte(BA),23328,837
Belo Campo(BA),17211,400
Biritinga(BA),15979,224
Boa Nova(BA),12633,431
Boa Vista do Tupim(BA),18576,158
Bom Jesus da Lapa(BA),69148,1994
Bom Jesus da Serra(BA),9880,334
Boninal(BA),14368,435
Bonito(BA),16764,505
Boquira(BA),21508,343
Botuporã(BA),10211,145
Brejolândia(BA),10557,128
Brejões(BA),14295,452
Brotas de Macaúbas(BA),10231,52
Brumado(BA),67195,5665
Buerarema(BA),18349,1071
Buritirama(BA),21174,614
Caatiba(BA),6758,564
Cabaceiras do Paraguaçu(BA),18807,321
Cachoeira(BA),33470,953
Caculé(BA),23170,756
Caetanos(BA),14542,404
Caetité(BA),50975,1332
Cafarnaum(BA),18437,691
Cairu(BA),18176,929
Caldeirão Grande(BA),13327,527
Camacan(BA),31988,2090
Camamu(BA),35316,1712
Camaçari(BA),299132,15636
Campo Alegre de Lourdes(BA),28798,315
Campo Formoso(BA),71206,2607
Canarana(BA),26176,1012
Canavieiras(BA),31099,803
Candeal(BA),8258,366
Candeias(BA),87076,4967
Candiba(BA),14319,253
Cansanção(BA),34834,502
Canudos(BA),16668,408
Canápolis(BA),9711,193
Capela do Alto Alegre(BA),11637,654
Capim Grosso(BA),30662,2807
Caravelas(BA),22016,938
Caraíbas(BA),8951,184
Cardeal da Silva(BA),9295,219
Carinhanha(BA),29018,525
Casa Nova(BA),71969,1238
Castro Alves(BA),26264,968
Catolândia(BA),3577,66
Catu(BA),54704,3910
Caturama(BA),9329,148
Caém(BA),9213,330
Central(BA),17266,253
Chorrochó(BA),11177,55
Cipó(BA),17300,419
Coaraci(BA),16993,1454
Cocos(BA),18777,409
Conceição da Feira(BA),22581,987
Conceição do Almeida(BA),17247,1605
Conceição do Coité(BA),66612,6510
Conceição do Jacuípe(BA),33153,1883
Conde(BA),25837,596
Condeúba(BA),17247,578
Contendas do Sincorá(BA),4066,125
Coração de Maria(BA),22605,1015
Cordeiros(BA),8614,505
Coribe(BA),14194,660
Coronel João Sá(BA),15895,518
Correntina(BA),32137,1263
Cotegipe(BA),13782,208
Cravolândia(BA),5349,163
Cristópolis(BA),13910,437
Crisópolis(BA),21103,250
Cruz das Almas(BA),63239,3353
Curaçá(BA),34700,764
Cândido Sales(BA),25189,1456
Cícero Dantas(BA),32515,1069
Dias d'Ávila(BA),81089,3922
Dom Basílio(BA),12199,607
Dom Macedo Costa(BA),4058,316
Dário Meira(BA),10710,724
Elísio Medrado(BA),8122,375
Encruzilhada(BA),17006,493
Entre Rios(BA),41780,944
Esplanada(BA),37237,1028
Euclides da Cunha(BA),60585,1748
Eunápolis(BA),113380,6930
Feira da Mata(BA),5665,145
Feira de Santana(BA),614872,30887
Filadélfia(BA),16377,876
Firmino Alves(BA),5617,261
Floresta Azul(BA),10629,627
Formosa do Rio Preto(BA),25591,575
Fátima(BA),17890,696
Gandu(BA),32403,2320
Gavião(BA),4463,296
Gentio do Ouro(BA),11233,286
Glória(BA),15221,385
Gongogi(BA),7128,394
Governador Mangabeira(BA),20722,596
Guajeru(BA),6937,209
Guanambi(BA),84481,4403
Guaratinga(BA),20843,1004
Heliópolis(BA),13031,257
Iaçu(BA),24305,829
Ibiassucê(BA),9224,172
Ibicaraí(BA),21689,1592
Ibicoara(BA),19571,502
Ibicuí(BA),16198,957
Ibipeba(BA),18211,814
Ibipitanga(BA),14902,544
Ibiquera(BA),4044,73
Ibirapitanga(BA),23375,1266
Ibirapuã(BA),8637,694
Ibirataia(BA),15312,2051
Ibitiara(BA),16339,389
Ibititá(BA),17113,1016
Ibotirama(BA),26927,693
Ichu(BA),6206,254
Igaporã(BA),15640,203
Igrapiúna(BA),13226,613
Iguaí(BA),26916,727
Ilhéus(BA),162327,13949
Inhambupe(BA),39926,1113
Ipecaetá(BA),14487,215
Ipiaú(BA),45873,2776
Ipirá(BA),59595,1327
Ipupiara(BA),9865,180
Irajuba(BA),7260,244
Iramaia(BA),8537,108
Iraquara(BA),25216,1171
Irará(BA),29034,874
Irecê(BA),72967,5920
Itabela(BA),30584,1227
Itaberaba(BA),64489,4829
