cities,population,cases
Amapá(AP),9109,1268
Calçoene(AP),11117,1605
Cutias(AP),5983,865
Ferreira Gomes(AP),7780,1393
Itaubal(AP),5503,498
Laranjal do Jari(AP),50410,8272
Macapá(AP),503327,52111
Mazagão(AP),21632,2846
Oiapoque(AP),27270,5006
Pedra Branca do Amapari(AP),16502,3226
Porto Grande(AP),21971,1734
Pracuúba(AP),5120,379
Santana(AP),121364,23715
Serra do Navio(AP),5397,1121
Tartarugalzinho(AP),17315,1884
Vitória do Jari(AP),15931,3854
Acrelândia(AC),15256,1538
Assis Brasil(AC),7417,1557
Brasiléia(AC),26278,2649
Bujari(AC),10266,1108
Capixaba(AC),11733,614
Cruzeiro do Sul(AC),88376,7376
Epitaciolândia(AC),18411,1324
Feijó(AC),34780,2978
Jordão(AC),8317,397
Manoel Urbano(AC),9459,895
Marechal Thaumaturgo(AC),18867,1198
Mâncio Lima(AC),18977,2030
Plácido de Castro(AC),19761,1520
Porto Acre(AC),18504,1381
Porto Walter(AC),11982,529
Rio Branco(AC),407319,36029
Rodrigues Alves(AC),18930,766
Santa Rosa do Purus(AC),6540,895
Sena Madureira(AC),45848,5620
Senador Guiomard(AC),23024,1121
Tarauacá(AC),42567,6368
Xapuri(AC),19323,2904
Alvarães(AM),16041,2750
Amaturá(AM),11536,2351
Anamã(AM),13614,1727
Anori(AM),21010,1868
Apuí(AM),21973,1283
Atalaia do Norte(AM),19921,2716
Autazes(AM),39565,2806
Barcelos(AM),27502,4192
Barreirinha(AM),32041,2337
Benjamin Constant(AM),42984,2682
Beruri(AM),19679,2160
Boa Vista do Ramos(AM),19207,885
Boca do Acre(AM),34308,2514
Borba(AM),41161,1954
Caapiranga(AM),13081,580
Canutama(AM),15629,1304
Carauari(AM),28294,6565
Careiro(AM),37869,4245
Careiro da Várzea(AM),30225,956
Coari(AM),85097,9326
Codajás(AM),28637,2366
Eirunepé(AM),35273,4113
Envira(AM),20033,2437
Fonte Boa(AM),17609,1588
Guajará(AM),16678,1649
Humaitá(AM),55080,7582
Ipixuna(AM),29689,4637
Iranduba(AM),48296,8621
Itacoatiara(AM),101337,8746
Itamarati(AM),7851,936
Itapiranga(AM),9148,3020
Japurá(AM),2755,801
Juruá(AM),14712,920
Jutaí(AM),14317,2162
Lábrea(AM),46069,6629
Manacapuru(AM),97377,8237
Manaquiri(AM),32105,1386
Manaus(AM),2182763,174593
Manicoré(AM),55751,4554
Maraã(AM),18224,2120
Maués(AM),63905,4554
Nhamundá(AM),21173,1814
Nova Olinda do Norte(AM),37378,2602
Novo Airão(AM),19454,2249
Novo Aripuanã(AM),25644,1912
Parintins(AM),114273,9820
Pauini(AM),19426,2749
Presidente Figueiredo(AM),36279,5895
Rio Preto da Eva(AM),33347,4377
Santa Isabel do Rio Negro(AM),25156,2718
Santo Antônio do Içá(AM),21602,1828
Silves(AM),9171,1367
São Gabriel da Cachoeira(AM),45564,8088
São Paulo de Olivença(AM),39299,5174
São Sebastião do Uatumã(AM),14020,1482
Tabatinga(AM),65844,3288
Tapauá(AM),17156,1776
Tefé(AM),59849,9117
Tonantins(AM),18755,1290
Uarini(AM),13540,1863
Urucará(AM),16256,2356
Urucurituba(AM),23065,2419
Brasília(DF),3015268,348393
Anadia(AL),17545,1139
Arapiraca(AL),231747,23309
Atalaia(AL),47185,1078
Barra de Santo Antônio(AL),15932,358
Barra de São Miguel(AL),8322,447
Batalha(AL),18232,968
Belo Monte(AL),6704,277
Belém(AL),4344,107
Boca da Mata(AL),27281,1669
Branquinha(AL),10494,469
Cacimbinhas(AL),10858,617
Cajueiro(AL),21264,516
Campestre(AL),6936,244
Campo Alegre(AL),57063,2534
Campo Grande(AL),9558,444
Canapi(AL),17722,270
Capela(AL),17053,778
Carneiros(AL),9081,200
Chã Preta(AL),7311,258
Coité do Nóia(AL),10693,365
Colônia Leopoldina(AL),21698,322
Coqueiro Seco(AL),5845,422
Coruripe(AL),56933,3499
Craíbas(AL),24219,1068
Delmiro Gouveia(AL),52016,2894
Dois Riachos(AL),11075,536
Estrela de Alagoas(AL),18205,326
Feira Grande(AL),22166,677
Feliz Deserto(AL),4754,126
Flexeiras(AL),12790,616
Girau do Ponciano(AL),40917,1688
Ibateguara(AL),15616,542
Igaci(AL),25631,738
Igreja Nova(AL),24499,934
Inhapi(AL),18385,353
Jacaré dos Homens(AL),5253,223
Jacuípe(AL),7021,145
Japaratinga(AL),8361,384
Jaramataia(AL),5770,97
Jequiá da Praia(AL),11580,540
Joaquim Gomes(AL),23993,706
Jundiá(AL),4155,145
Junqueiro(AL),24727,949
Lagoa da Canoa(AL),17852,874
Limoeiro de Anadia(AL),28635,959
Maceió(AL),1018948,73376
Major Isidoro(AL),19804,626
Mar Vermelho(AL),3514,125
Maragogi(AL),32704,1340
Maravilha(AL),9163,249
