#city,population,cases
Cajueiro(AL),21264,390
Campestre(AL),6936,107
Campo Alegre(AL),57063,1680
Campo Grande(AL),9558,251
Canapi(AL),17722,74
Capela(AL),17053,573
Carneiros(AL),9081,111
Chã Preta(AL),7311,50
Coité do Nóia(AL),10693,220
Colônia Leopoldina(AL),21698,260
Coqueiro Seco(AL),5845,338
Coruripe(AL),56933,2167
Craíbas(AL),24219,816
Delmiro Gouveia(AL),52016,1448
Dois Riachos(AL),11075,299
Estrela de Alagoas(AL),18205,226
Feira Grande(AL),22166,499
Feliz Deserto(AL),4754,101
Flexeiras(AL),12790,357
Girau do Ponciano(AL),40917,1407
Ibateguara(AL),15616,462
Igaci(AL),25631,306
Igreja Nova(AL),24499,644
Inhapi(AL),18385,89
Jacaré dos Homens(AL),5253,127
Jacuípe(AL),7021,76
Japaratinga(AL),8361,181
Jaramataia(AL),5770,61
Jequiá da Praia(AL),11580,397
Joaquim Gomes(AL),23993,646
Jundiá(AL),4155,48
Junqueiro(AL),24727,604
Lagoa da Canoa(AL),17852,608
Limoeiro de Anadia(AL),28635,603
Maceió(AL),1018948,40430
Major Isidoro(AL),19804,456
Mar Vermelho(AL),3514,34
Maragogi(AL),32704,623
Maravilha(AL),9163,110
Marechal Deodoro(AL),51901,3222
Maribondo(AL),13264,372
Mata Grande(AL),25216,233
Matriz de Camaragibe(AL),24642,1143
Messias(AL),17856,687
Minador do Negrão(AL),5329,101
Monteirópolis(AL),7159,143
Murici(AL),28236,503
Novo Lino(AL),12690,115
Olho d'Água Grande(AL),5123,147
Olho d'Água das Flores(AL),21688,1188
Olho d'Água do Casado(AL),9373,56
Olivença(AL),11624,190
Ouro Branco(AL),11496,110
Palestina(AL),5011,308
Palmeira dos Índios(AL),73218,2361
Pariconha(AL),10533,236
Paripueira(AL),13176,204
Passo de Camaragibe(AL),15245,382
Paulo Jacinto(AL),7564,207
Penedo(AL),63683,1921
Piaçabuçu(AL),17827,468
Pilar(AL),35111,1666
Pindoba(AL),2908,83
Piranhas(AL),25039,354
Porto Calvo(AL),27165,807
Porto Real do Colégio(AL),20066,443
Porto de Pedras(AL),7786,168
Poço das Trincheiras(AL),14386,150
Pão de Açúcar(AL),24399,958
Quebrangulo(AL),11294,478
Rio Largo(AL),75120,1660
Roteiro(AL),6664,165
Santa Luzia do Norte(AL),7296,289
Santana do Ipanema(AL),47654,2416
Santana do Mundaú(AL),10740,351
Satuba(AL),13828,585
Senador Rui Palmeira(AL),13870,145
São Brás(AL),6961,271
São José da Laje(AL),23927,729
São José da Tapera(AL),32260,918
São Luís do Quitunde(AL),34555,889
São Miguel dos Campos(AL),61251,2303
São Miguel dos Milagres(AL),7951,130
São Sebastião(AL),34152,874
Tanque d'Arca(AL),6162,169
Taquarana(AL),19980,344
Teotônio Vilela(AL),44169,1385
Traipu(AL),27715,290
União dos Palmares(AL),65611,1189
Viçosa(AL),25733,554
Água Branca(AL),20196,209
Abaiara(CE),11737,171
Acarape(CE),14929,1969
Acaraú(CE),62641,2819
Acopiara(CE),54270,1426
Aiuaba(CE),17399,94
Alcântaras(CE),11714,618
Altaneira(CE),7586,240
Alto Santo(CE),17146,552
Amontada(CE),43452,1070
Antonina do Norte(CE),7353,84
Apuiarés(CE),14600,265
Aquiraz(CE),80271,1481
Aracati(CE),74547,2578
Aracoiaba(CE),26469,929
Ararendá(CE),10935,438
Araripe(CE),21600,348
Aratuba(CE),11847,276
Arneiroz(CE),7840,72
Assaré(CE),23417,933
Aurora(CE),24654,919
Baixio(CE),6288,132
Banabuiú(CE),18197,663
Barbalha(CE),60781,2543
Barreira(CE),22425,382
Barro(CE),22680,499
Barroquinha(CE),15017,825
Baturité(CE),35750,844
Beberibe(CE),53573,1355
Bela Cruz(CE),32591,1389
Boa Viagem(CE),54470,1617
Brejo Santo(CE),49477,3113
Camocim(CE),63661,2649
Campos Sales(CE),27426,814
Canindé(CE),76997,2328
Capistrano(CE),17738,774
Caridade(CE),22547,390
Caririaçu(CE),26965,833
Cariré(CE),18448,1103
Cariús(CE),18699,715
Carnaubal(CE),17606,725
Cascavel(CE),71743,2020
Catarina(CE),20698,366
Catunda(CE),10342,452
Caucaia(CE),361400,8030
Cedro(CE),25557,937
Chaval(CE),13069,834
Chorozinho(CE),20264,863
Choró(CE),13521,363
Coreaú(CE),23136,1357
Crateús(CE),75074,6868
Crato(CE),132123,8941
Croatá(CE),18063,425
Cruz(CE),24827,1184
Deputado Irapuan Pinheiro(CE),9625,342
Ereré(CE),7198,474
Eusébio(CE),53618,2850
Farias Brito(CE),19450,1328
Forquilha(CE),24218,785
Fortaleza(CE),2669342,91793
Fortim(CE),16480,197
Frecheirinha(CE),14072,1604
General Sampaio(CE),7618,180
Granja(CE),54748,1344
Granjeiro(CE),4844,197
Graça(CE),14399,633
Groaíras(CE),11068,815
Guaiúba(CE),26064,368
Guaraciaba do Norte(CE),40642,1106
Guaramiranga(CE),5193,212
Hidrolândia(CE),19978,1091
Horizonte(CE),67337,2912
Ibaretama(CE),13353,191
Ibiapina(CE),24997,892
Ibicuitinga(CE),12525,668
Icapuí(CE),19934,991
Icó(CE),68018,2963
Iguatu(CE),102498,5062
Independência(CE),26178,605
Ipaporanga(CE),11593,476
Ipaumirim(CE),12463,278
Ipu(CE),41964,2709
Ipueiras(CE),38166,1579
Iracema(CE),14297,1113
Irauçuba(CE),24156,419
Itaitinga(CE),37980,1196
Itaiçaba(CE),7827,337
Itapajé(CE),52675,1251
Itapipoca(CE),129358,3865
Itapiúna(CE),20382,446
Itarema(CE),41826,2067
Itatira(CE),21647,1144
Jaguaretama(CE),18162,911
Jaguaribara(CE),11401,398
Jaguaribe(CE),34682,1873
Jaguaruana(CE),33705,1286
Jardim(CE),27174,448
Jati(CE),8111,148
Jijoca de Jericoacoara(CE),19816,1040
Juazeiro do Norte(CE),274207,17299
Jucás(CE),24833,596
Lavras da Mangabeira(CE),31508,1278
Limoeiro do Norte(CE),59540,2121
Madalena(CE),19691,587
Maracanaú(CE),227886,8959
Maranguape(CE),128978,6103
Marco(CE),27361,582
Martinópole(CE),11233,247
Massapê(CE),38737,1058
Mauriti(CE),47962,1600
Meruoca(CE),15057,750
Milagres(CE),27512,1081
Milhã(CE),13155,373
Miraíma(CE),13818,457
Missão Velha(CE),35393,1114
Mombaça(CE),43797,1488
Monsenhor Tabosa(CE),17234,851
Morada Nova(CE),61890,3367
Moraújo(CE),8724,535
Morrinhos(CE),22534,513
Mucambo(CE),14537,560
Mulungu(CE),10823,240
Nova Olinda(CE),15565,472
Nova Russas(CE),32328,915
Novo Oriente(CE),28607,572
Ocara(CE),25703,607
Orós(CE),21427,1436
Pacajus(CE),72203,2280
Pacatuba(CE),83432,2301
Pacoti(CE),12261,349
Pacujá(CE),6533,439
Palhano(CE),9386,271
Palmácia(CE),13322,353
Paracuru(CE),35076,1426
Paraipaba(CE),32744,1276
Parambu(CE),31521,454
Paramoti(CE),12226,263
Pedra Branca(CE),43258,399
Penaforte(CE),9077,90
Pentecoste(CE),37751,1156
Pereiro(CE),16307,772
Pindoretama(CE),20567,587
Piquet Carneiro(CE),16959,934
Pires Ferreira(CE),10951,542
Poranga(CE),12336,251
Porteiras(CE),14996,649
Potengi(CE),11045,183
Potiretama(CE),6419,203
Quiterianópolis(CE),21084,826
Quixadá(CE),87728,4473
Quixelô(CE),16178,1180
Quixeramobim(CE),81082,3001
Quixeré(CE),22149,1205
Redenção(CE),29053,1853
Reriutaba(CE),18491,1141
Russas(CE),78194,4486
Saboeiro(CE),15819,498
Salitre(CE),16554,422
Santa Quitéria(CE),43703,1780
Santana do Acaraú(CE),32452,1194
Santana do Cariri(CE),17700,348
Senador Pompeu(CE),25496,769
Senador Sá(CE),7623,411
Sobral(CE),208935,13875
Solonópole(CE),18324,940
São Benedito(CE),47903,1735
São Gonçalo do Amarante(CE),48422,3148
São João do Jaguaribe(CE),7645,262
São Luís do Curu(CE),13000,221
Tabuleiro do Norte(CE),30697,1852
Tamboril(CE),26251,852
Tarrafas(CE),8592,113
Tauá(CE),58859,3543
Tejuçuoca(CE),19187,644
Tianguá(CE),75946,4362
Trairi(CE),55918,745
Tururu(CE),16271,553
Ubajara(CE),34792,1168
Umari(CE),7733,220
Umirim(CE),19825,396
Uruburetama(CE),21850,841
Uruoca(CE),13840,674
Varjota(CE),18420,1267
Viçosa do Ceará(CE),60889,2282
Várzea Alegre(CE),40721,1154
Afonso Cláudio(ES),30586,1894
Alegre(ES),30084,1030
Alfredo Chaves(ES),14601,1473
Alto Rio Novo(ES),7836,446
Anchieta(ES),29263,2232
Apiacá(ES),7567,385
Aracruz(ES),101220,8977
Atilio Vivacqua(ES),11936,842
Baixo Guandu(ES),30998,2107
Barra de São Francisco(ES),44650,1905
Boa Esperança(ES),15037,605
Bom Jesus do Norte(ES),9936,667
Brejetuba(ES),12404,862
Cachoeiro de Itapemirim(ES),208972,14404
Cariacica(ES),381285,22811
Castelo(ES),37534,3275
Colatina(ES),122499,13116
Conceição da Barra(ES),31063,575
Conceição do Castelo(ES),12723,825
Divino de São Lourenço(ES),4304,275
Domingos Martins(ES),33850,2018
Dores do Rio Preto(ES),6749,387
Ecoporanga(ES),22923,1727
Fundão(ES),21509,1206
Governador Lindenberg(ES),12709,989
Guarapari(ES),124859,7799
Guaçuí(ES),30867,1329
Ibatiba(ES),26082,1539
Ibiraçu(ES),12479,1094
Ibitirama(ES),8889,272
Iconha(ES),13860,1433
Irupi(ES),13377,697
Itaguaçu(ES),14066,1011
Itapemirim(ES),34348,2552
Itarana(ES),10555,754
Iúna(ES),29161,1260
Jaguaré(ES),30477,1953
Jerônimo Monteiro(ES),12192,552
João Neiva(ES),16668,1352
Laranja da Terra(ES),10947,335
Linhares(ES),173555,13901
Mantenópolis(ES),15350,470
Marataízes(ES),38499,3576
Marechal Floriano(ES),16694,1846
Marilândia(ES),12833,1317
Mimoso do Sul(ES),26153,1706
Montanha(ES),18833,760
Mucurici(ES),5524,338
Muniz Freire(ES),17465,1108
Muqui(ES),15449,750
Nova Venécia(ES),50110,2610
Pancas(ES),23184,1082
Pedro Canário(ES),26184,838
Pinheiros(ES),27047,1113
Piúma(ES),21711,1463
Ponto Belo(ES),7863,305
Presidente Kennedy(ES),11574,1234
Rio Bananal(ES),19141,1190
Rio Novo do Sul(ES),11622,838
Santa Leopoldina(ES),12224,512
Santa Maria de Jetibá(ES),40431,2469
Santa Teresa(ES),23590,2711
Serra(ES),517510,34768
Sooretama(ES),30070,1544
São Domingos do Norte(ES),8638,681
São Gabriel da Palha(ES),37947,3023
São José do Calçado(ES),10556,503
São Mateus(ES),130611,5799
São Roque do Canaã(ES),12415,1064
Vargem Alta(ES),21402,1216
Venda Nova do Imigrante(ES),25277,2531
Viana(ES),78239,4244
Vila Pavão(ES),9208,463
Vila Valério(ES),14080,1186
Vila Velha(ES),493838,37401
Vitória(ES),362097,31518
Água Doce do Norte(ES),11019,444
Águia Branca(ES),9642,775
Abadia de Goiás(GO),8773,790
Abadiânia(GO),20042,201
Acreúna(GO),22366,1057
Adelândia(GO),2516,92
Alexânia(GO),27653,1529
Aloândia(GO),1995,146
Alto Horizonte(GO),6414,215
Alto Paraíso de Goiás(GO),7624,386
Alvorada do Norte(GO),8660,371
Amaralina(GO),3812,17
Americano do Brasil(GO),6111,163
Amorinópolis(GO),3126,97
Anhanguera(GO),1149,22
Anicuns(GO),21850,1031
Anápolis(GO),386923,17713
Aparecida de Goiânia(GO),578179,41597
Aparecida do Rio Doce(GO),2474,111
Aporé(GO),4198,169
Aragarças(GO),20118,1190
Aragoiânia(GO),10308,461
Araguapaz(GO),7770,204
Araçu(GO),3522,164
Arenópolis(GO),2612,32
Aruanã(GO),9875,213
Aurilândia(GO),3120,67
Avelinópolis(GO),2417,144
Baliza(GO),5138,82
Barro Alto(GO),11167,645
Bela Vista de Goiás(GO),29975,1270
Bom Jardim de Goiás(GO),8841,189
Bom Jesus de Goiás(GO),25216,1112
Bonfinópolis(GO),9706,393
Bonópolis(GO),4405,87
Brazabrantes(GO),3703,195
Britânia(GO),5779,271
Buriti Alegre(GO),9459,436
Buriti de Goiás(GO),2488,120
Buritinópolis(GO),3292,62
Cabeceiras(GO),7993,111
Cachoeira Alta(GO),12484,824
Cachoeira Dourada(GO),8067,186
Cachoeira de Goiás(GO),1351,26
Caiapônia(GO),18913,335
Caldas Novas(GO),91162,3499
Caldazinha(GO),3804,126
Campestre de Goiás(GO),3630,220
Campinaçu(GO),3640,126
Campinorte(GO),12626,561
Campo Alegre de Goiás(GO),7589,58
Campo Limpo de Goiás(GO),7789,138
Campos Belos(GO),19887,460
Campos Verdes(GO),2141,72
Carmo do Rio Verde(GO),10082,225
Castelândia(GO),3435,103
Catalão(GO),108823,4282
Caturaí(GO),5070,130
Cavalcante(GO),9709,73
Caçu(GO),16009,767
Ceres(GO),22191,1328
Cezarina(GO),8606,311
Chapadão do Céu(GO),10167,939
Cidade Ocidental(GO),71376,4129
Cocalzinho de Goiás(GO),20240,727
Colinas do Sul(GO),3382,159
Corumbaíba(GO),9723,472
Corumbá de Goiás(GO),11110,270
Cristalina(GO),58997,1040
Cristianópolis(GO),2966,152
Crixás(GO),16949,792
Cromínia(GO),3486,127
Cumari(GO),2854,160
Córrego do Ouro(GO),2327,110
Damianópolis(GO),3311,24
Damolândia(GO),2938,102
Davinópolis(GO),2094,23
Diorama(GO),2484,35
Divinópolis de Goiás(GO),4804,95
Doverlândia(GO),7322,170
Edealina(GO),3699,268
Edéia(GO),12372,557
Estrela do Norte(GO),3275,82
Faina(GO),6627,240
Fazenda Nova(GO),5637,113
Firminópolis(GO),13292,258
Flores de Goiás(GO),16557,121
Formosa(GO),121617,4376
Formoso(GO),4248,167
Gameleira de Goiás(GO),3818,113
Goiandira(GO),5600,180
Goianira(GO),44289,1779
Goianápolis(GO),11231,532
Goianésia(GO),70084,5147
Goiatuba(GO),34095,2082
Goiás(GO),22645,509
Goiânia(GO),1516113,88405
Gouvelândia(GO),5898,164
Guapó(GO),14209,649
Guarani de Goiás(GO),3893,64
Guaraíta(GO),1996,133
Guarinos(GO),1794,32
Heitoraí(GO),3724,53
Hidrolina(GO),3564,215
Hidrolândia(GO),21706,1208
Iaciara(GO),13947,199
Inaciolândia(GO),6194,207
Indiara(GO),15611,427
Inhumas(GO),52866,3505
Ipameri(GO),26985,699
Ipiranga de Goiás(GO),2893,39
Iporá(GO),31531,1571
Israelândia(GO),2800,80
Itaberaí(GO),42900,1548
Itaguari(GO),4676,398
Itaguaru(GO),5237,255
Itajá(GO),4539,155
Itapaci(GO),22981,676
Itapirapuã(GO),4997,249
Itapuranga(GO),25768,952
Itarumã(GO),7178,180
Itauçu(GO),8938,462
Itumbiara(GO),104742,4710
Ivolândia(GO),2370,70
Jandaia(GO),6048,441
Jaraguá(GO),50511,1224
Jataí(GO),100882,5537
Jaupaci(GO),2879,26
Jesúpolis(GO),2490,51
Joviânia(GO),7387,308
Jussara(GO),18478,840
Lagoa Santa(GO),1588,58
Leopoldo de Bulhões(GO),7647,202
Luziânia(GO),208299,7932
Mairipotaba(GO),2368,53
Mambaí(GO),8882,71
Mara Rosa(GO),9503,190
Marzagão(GO),2236,98
Matrinchã(GO),4351,103
Maurilândia(GO),14080,574
Mimoso de Goiás(GO),2597,71
Minaçu(GO),29070,790
Mineiros(GO),66801,5736
Moiporá(GO),1529,40
Monte Alegre de Goiás(GO),8606,65
Montes Claros de Goiás(GO),8055,316
Montividiu(GO),13396,685
Montividiu do Norte(GO),4479,26
Morrinhos(GO),46136,3016
Morro Agudo de Goiás(GO),2248,84
Mossâmedes(GO),4290,93
Mozarlândia(GO),15659,1134
Mundo Novo(GO),4887,139
Mutunópolis(GO),3778,50
Nazário(GO),9142,307
Nerópolis(GO),29850,834
Niquelândia(GO),46388,1500
Nova América(GO),2352,69
Nova Aurora(GO),2210,74
Nova Crixás(GO),12869,484
Nova Glória(GO),8164,330
Nova Iguaçu de Goiás(GO),2929,59
Nova Roma(GO),3264,82
Nova Veneza(GO),9853,440
Novo Brasil(GO),2913,94
Novo Gama(GO),115711,2981
Novo Planalto(GO),4495,186
Orizona(GO),15615,378
Ouro Verde de Goiás(GO),3759,126
Ouvidor(GO),6667,305
Padre Bernardo(GO),33835,820
Palestina de Goiás(GO),3464,75
Palmeiras de Goiás(GO),28858,3469
Palmelo(GO),2381,141
Palminópolis(GO),3585,235
Panamá(GO),2615,102
Paranaiguara(GO),10057,180
Paraúna(GO),10988,328
Perolândia(GO),3129,76
Petrolina de Goiás(GO),10281,267
Pilar de Goiás(GO),2253,59
Piracanjuba(GO),24524,906
Piranhas(GO),10385,276
Pirenópolis(GO),24908,382
Pires do Rio(GO),31458,1349
Planaltina(GO),89918,1961
Pontalina(GO),17819,939
Porangatu(GO),45394,1340
Porteirão(GO),3881,944
Portelândia(GO),4011,270
Posse(GO),36900,928
Professor Jamil(GO),3223,119
Quirinópolis(GO),50065,1532
Rialma(GO),10918,693
Rianápolis(GO),4801,290
Rio Quente(GO),4493,140
Rio Verde(GO),235647,15877
Rubiataba(GO),19882,662
Sanclerlândia(GO),7637,300
Santa Bárbara de Goiás(GO),6560,434
Santa Cruz de Goiás(GO),2855,67
Santa Fé de Goiás(GO),5459,186
Santa Helena de Goiás(GO),38648,3242
Santa Isabel(GO),3809,197
Santa Rita do Araguaia(GO),8756,118
Santa Rita do Novo Destino(GO),3343,103
Santa Rosa de Goiás(GO),2319,70
Santa Tereza de Goiás(GO),3355,35
Santa Terezinha de Goiás(GO),8744,246
Santo Antônio da Barra(GO),4821,202
Santo Antônio de Goiás(GO),6283,479
Santo Antônio do Descoberto(GO),74744,1625
Senador Canedo(GO),115371,7149
Serranópolis(GO),8544,319
Silvânia(GO),20695,474
Simolândia(GO),6856,94
São Domingos(GO),12949,94
São Francisco de Goiás(GO),6264,123
São João d'Aliança(GO),13740,390
São João da Paraúna(GO),1381,27
São Luiz do Norte(GO),5167,146
São Luís de Montes Belos(GO),33817,1387
São Miguel do Araguaia(GO),21993,682
São Miguel do Passa Quatro(GO),4057,110
São Patrício(GO),2036,99
São Simão(GO),20645,599
Sítio d'Abadia(GO),2989,17
Taquaral de Goiás(GO),3529,111
Teresina de Goiás(GO),3458,37
Terezópolis de Goiás(GO),8043,488
Trindade(GO),127599,4385
Trombas(GO),3500,55
Três Ranchos(GO),2833,72
Turvelândia(GO),5281,468
Turvânia(GO),4598,267
Uirapuru(GO),2854,39
Uruana(GO),13843,231
Uruaçu(GO),40532,1539
Urutaí(GO),3072,79
Valparaíso de Goiás(GO),168468,8394
Varjão(GO),3827,76
Vianópolis(GO),13863,334
Vicentinópolis(GO),8743,278
Vila Boa(GO),6171,70
Vila Propício(GO),5821,255
Água Fria de Goiás(GO),5735,93
Água Limpa(GO),1850,25
Águas Lindas de Goiás(GO),212440,5039
Abaré(BA),20086,176
Abaíra(BA),8739,148
Acajutiba(BA),15159,266
Adustina(BA),17040,176
Aiquara(BA),4446,349
Alagoinhas(BA),151596,7331
Alcobaça(BA),22470,893
Almadina(BA),5464,397
Amargosa(BA),37241,934
Amélia Rodrigues(BA),25102,902
América Dourada(BA),16094,372
Anagé(BA),22005,351
Andaraí(BA),13143,445
Andorinha(BA),14595,408
Angical(BA),13977,293
Anguera(BA),11221,146
Antas(BA),19291,655
Antônio Cardoso(BA),11683,146
Antônio Gonçalves(BA),11798,363
Aporá(BA),17731,303
Apuarema(BA),7330,486
Aracatu(BA),13135,466
Araci(BA),54379,1563
Aramari(BA),11397,245
Arataca(BA),11019,295
Aratuípe(BA),8825,205
Araçás(BA),12177,454
Aurelino Leal(BA),11531,660
Baianópolis(BA),13877,186
Baixa Grande(BA),20468,377
Banzaê(BA),13229,684
Barra(BA),53578,694
Barra da Estiva(BA),20598,963
Barra do Choça(BA),31603,911
Barra do Mendes(BA),13865,531
Barra do Rocha(BA),5714,182
Barreiras(BA),155439,7940
Barro Alto(BA),14931,537
Barro Preto(BA),5591,350
Barrocas(BA),15978,244
Belmonte(BA),23328,695
Belo Campo(BA),17211,258
Biritinga(BA),15979,132
Boa Nova(BA),12633,257
Boa Vista do Tupim(BA),18576,139
Bom Jesus da Lapa(BA),69148,1405
Bom Jesus da Serra(BA),9880,236
Boninal(BA),14368,313
Bonito(BA),16764,430
Boquira(BA),21508,311
Botuporã(BA),10211,51
Brejolândia(BA),10557,123
Brejões(BA),14295,352
Brotas de Macaúbas(BA),10231,49
Brumado(BA),67195,4200
Buerarema(BA),18349,814
Buritirama(BA),21174,547
Caatiba(BA),6758,455
Cabaceiras do Paraguaçu(BA),18807,208
Cachoeira(BA),33470,634
Caculé(BA),23170,294
Caetanos(BA),14542,271
Caetité(BA),50975,863
Cafarnaum(BA),18437,493
Cairu(BA),18176,734
Caldeirão Grande(BA),13327,495
Camacan(BA),31988,1798
Camamu(BA),35316,1071
Camaçari(BA),299132,8423
Campo Alegre de Lourdes(BA),28798,216
Campo Formoso(BA),71206,2073
Canarana(BA),26176,768
Canavieiras(BA),31099,610
Candeal(BA),8258,291
Candeias(BA),87076,3617
Candiba(BA),14319,114
Cansanção(BA),34834,326
Canudos(BA),16668,332
Canápolis(BA),9711,158
Capela do Alto Alegre(BA),11637,574
Capim Grosso(BA),30662,2310
Caravelas(BA),22016,772
Caraíbas(BA),8951,139
Cardeal da Silva(BA),9295,122
Carinhanha(BA),29018,347
Casa Nova(BA),71969,1079
Castro Alves(BA),26264,770
Catolândia(BA),3577,58
Catu(BA),54704,2560
Caturama(BA),9329,72
Caém(BA),9213,270
Central(BA),17266,208
Chorrochó(BA),11177,52
Cipó(BA),17300,337
Coaraci(BA),16993,1139
Cocos(BA),18777,346
Conceição da Feira(BA),22581,867
Conceição do Almeida(BA),17247,1196
Conceição do Coité(BA),66612,5771
Conceição do Jacuípe(BA),33153,1513
Conde(BA),25837,452
Condeúba(BA),17247,341
Contendas do Sincorá(BA),4066,109
Coração de Maria(BA),22605,877
Cordeiros(BA),8614,432
Coribe(BA),14194,553
Coronel João Sá(BA),15895,357
Correntina(BA),32137,866
Cotegipe(BA),13782,173
Cravolândia(BA),5349,87
Cristópolis(BA),13910,364
Crisópolis(BA),21103,219
Cruz das Almas(BA),63239,2209
Curaçá(BA),34700,659
Cândido Sales(BA),25189,1272
Cícero Dantas(BA),32515,849
Dias d'Ávila(BA),81089,2145
Dom Basílio(BA),12199,520
Dom Macedo Costa(BA),4058,284
Dário Meira(BA),10710,584
Elísio Medrado(BA),8122,320
Encruzilhada(BA),17006,434
Entre Rios(BA),41780,654
Esplanada(BA),37237,749
Euclides da Cunha(BA),60585,1265
Eunápolis(BA),113380,4802
Feira da Mata(BA),5665,126
Feira de Santana(BA),614872,24734
Filadélfia(BA),16377,831
Firmino Alves(BA),5617,149
Floresta Azul(BA),10629,486
Formosa do Rio Preto(BA),25591,538
Fátima(BA),17890,623
Gandu(BA),32403,2051
Gavião(BA),4463,265
Gentio do Ouro(BA),11233,275
Glória(BA),15221,310
Gongogi(BA),7128,296
Governador Mangabeira(BA),20722,326
Guajeru(BA),6937,157
Guanambi(BA),84481,2803
Guaratinga(BA),20843,875
Heliópolis(BA),13031,148
Iaçu(BA),24305,501
Ibiassucê(BA),9224,104
Ibicaraí(BA),21689,1209
Ibicoara(BA),19571,457
Ibicuí(BA),16198,869
Ibipeba(BA),18211,800
Ibipitanga(BA),14902,428
Ibiquera(BA),4044,32
Ibirapitanga(BA),23375,953
Ibirapuã(BA),8637,645
Ibirataia(BA),15312,1647
Ibitiara(BA),16339,256
Ibititá(BA),17113,859
Ibotirama(BA),26927,564
Ichu(BA),6206,130
Igaporã(BA),15640,109
Igrapiúna(BA),13226,342
Iguaí(BA),26916,664
Ilhéus(BA),162327,9955
Inhambupe(BA),39926,783
Ipecaetá(BA),14487,175
Ipiaú(BA),45873,2414
Ipirá(BA),59595,1059
Ipupiara(BA),9865,140
Irajuba(BA),7260,164
Iramaia(BA),8537,78
Iraquara(BA),25216,969
Irará(BA),29034,641
Irecê(BA),72967,4984
Itabela(BA),30584,1089
Itaberaba(BA),64489,3265
Itabuna(BA),213223,18235
Itacaré(BA),28296,786
Itaeté(BA),16056,203
Itagi(BA),12351,571
Itagibá(BA),14579,646
