cities,population,cases
Farias Brito(CE),19450,2390
Forquilha(CE),24218,1334
Fortaleza(CE),2669342,239649
Fortim(CE),16480,1975
Frecheirinha(CE),14072,2897
General Sampaio(CE),7618,530
Granja(CE),54748,3010
Granjeiro(CE),4844,401
Graça(CE),14399,1131
Groaíras(CE),11068,1607
Guaiúba(CE),26064,1461
Guaraciaba do Norte(CE),40642,2194
Guaramiranga(CE),5193,808
Hidrolândia(CE),19978,2432
Horizonte(CE),67337,7071
Ibaretama(CE),13353,1090
Ibiapina(CE),24997,1459
Ibicuitinga(CE),12525,1611
Icapuí(CE),19934,2383
Icó(CE),68018,6281
Iguatu(CE),102498,9229
Independência(CE),26178,1722
Ipaporanga(CE),11593,1112
Ipaumirim(CE),12463,960
Ipu(CE),41964,4297
Ipueiras(CE),38166,2423
Iracema(CE),14297,2245
Irauçuba(CE),24156,1059
Itaitinga(CE),37980,4333
Itaiçaba(CE),7827,1267
Itapajé(CE),52675,2998
Itapipoca(CE),129358,9741
Itapiúna(CE),20382,2000
Itarema(CE),41826,3132
Itatira(CE),21647,1942
Jaguaretama(CE),18162,1795
Jaguaribara(CE),11401,943
Jaguaribe(CE),34682,4074
Jaguaruana(CE),33705,3314
Jardim(CE),27174,1559
Jati(CE),8111,684
Jijoca de Jericoacoara(CE),19816,2556
Juazeiro do Norte(CE),274207,25379
Jucás(CE),24833,1503
Lavras da Mangabeira(CE),31508,2460
Limoeiro do Norte(CE),59540,6238
Madalena(CE),19691,1249
Maracanaú(CE),227886,20404
Maranguape(CE),128978,11354
Marco(CE),27361,1795
Martinópole(CE),11233,1369
Massapê(CE),38737,2213
Mauriti(CE),47962,3385
Meruoca(CE),15057,1635
Milagres(CE),27512,2699
Milhã(CE),13155,1043
Miraíma(CE),13818,1194
Missão Velha(CE),35393,1958
Mombaça(CE),43797,3603
Monsenhor Tabosa(CE),17234,1822
Morada Nova(CE),61890,7954
Moraújo(CE),8724,1823
Morrinhos(CE),22534,1363
Mucambo(CE),14537,1745
Mulungu(CE),10823,940
Nova Olinda(CE),15565,1110
Nova Russas(CE),32328,2904
Novo Oriente(CE),28607,1390
Ocara(CE),25703,1892
Orós(CE),21427,3062
Pacajus(CE),72203,5516
Pacatuba(CE),83432,5922
Pacoti(CE),12261,1303
Pacujá(CE),6533,603
Palhano(CE),9386,1277
Palmácia(CE),13322,906
Paracuru(CE),35076,4158
Paraipaba(CE),32744,2420
Parambu(CE),31521,1320
Paramoti(CE),12226,954
Pedra Branca(CE),43258,871
Penaforte(CE),9077,677
Pentecoste(CE),37751,3528
Pereiro(CE),16307,1904
Pindoretama(CE),20567,1998
Piquet Carneiro(CE),16959,1598
Pires Ferreira(CE),10951,924
Poranga(CE),12336,704
Porteiras(CE),14996,1410
Potengi(CE),11045,587
Potiretama(CE),6419,643
Quiterianópolis(CE),21084,1418
Quixadá(CE),87728,8532
Quixelô(CE),16178,2126
Quixeramobim(CE),81082,8171
Quixeré(CE),22149,3511
Redenção(CE),29053,4591
Reriutaba(CE),18491,2391
Russas(CE),78194,9757
Saboeiro(CE),15819,889
Salitre(CE),16554,1052
Santa Quitéria(CE),43703,5086
Santana do Acaraú(CE),32452,2250
Santana do Cariri(CE),17700,1124
Senador Pompeu(CE),25496,1909
Senador Sá(CE),7623,1122
Sobral(CE),208935,25769
Solonópole(CE),18324,1354
São Benedito(CE),47903,3316
São Gonçalo do Amarante(CE),48422,6621
São João do Jaguaribe(CE),7645,705
São Luís do Curu(CE),13000,1222
Tabuleiro do Norte(CE),30697,4790
Tamboril(CE),26251,1972
Tarrafas(CE),8592,444
Tauá(CE),58859,7768
Tejuçuoca(CE),19187,1560
Tianguá(CE),75946,8631
Trairi(CE),55918,1918
Tururu(CE),16271,1292
Ubajara(CE),34792,1757
Umari(CE),7733,418
Umirim(CE),19825,843
Uruburetama(CE),21850,1796
Uruoca(CE),13840,1333
Varjota(CE),18420,2146
Viçosa do Ceará(CE),60889,4373
Várzea Alegre(CE),40721,2846
Afonso Cláudio(ES),30586,3324
Alegre(ES),30084,2198
Alfredo Chaves(ES),14601,2296
Alto Rio Novo(ES),7836,679
Anchieta(ES),29263,4578
Apiacá(ES),7567,754
Aracruz(ES),101220,15040
Atilio Vivacqua(ES),11936,1433
Baixo Guandu(ES),30998,3324
Barra de São Francisco(ES),44650,4570
Boa Esperança(ES),15037,1450
Bom Jesus do Norte(ES),9936,1001
Brejetuba(ES),12404,1555
Cachoeiro de Itapemirim(ES),208972,25255
Cariacica(ES),381285,37782
Castelo(ES),37534,5656
Colatina(ES),122499,18641
Conceição da Barra(ES),31063,1614
Conceição do Castelo(ES),12723,1351
Divino de São Lourenço(ES),4304,383
Domingos Martins(ES),33850,3545
Dores do Rio Preto(ES),6749,677
Ecoporanga(ES),22923,2967
Fundão(ES),21509,2476
Governador Lindenberg(ES),12709,1744
Guarapari(ES),124859,14971
Guaçuí(ES),30867,2559
Ibatiba(ES),26082,3312
Ibiraçu(ES),12479,1636
Ibitirama(ES),8889,414
Iconha(ES),13860,2497
Irupi(ES),13377,1463
Itaguaçu(ES),14066,1554
Itapemirim(ES),34348,4176
Itarana(ES),10555,1373
Iúna(ES),29161,2480
Jaguaré(ES),30477,3409
Jerônimo Monteiro(ES),12192,1196
João Neiva(ES),16668,2507
Laranja da Terra(ES),10947,761
Linhares(ES),173555,24447
Mantenópolis(ES),15350,880
Marataízes(ES),38499,6465
Marechal Floriano(ES),16694,3096
Marilândia(ES),12833,1977
Mimoso do Sul(ES),26153,2950
Montanha(ES),18833,1542
Mucurici(ES),5524,598
Muniz Freire(ES),17465,2665
Muqui(ES),15449,1841
Nova Venécia(ES),50110,5172
Pancas(ES),23184,2328
Pedro Canário(ES),26184,2111
Pinheiros(ES),27047,3172
Piúma(ES),21711,2533
Ponto Belo(ES),7863,579
Presidente Kennedy(ES),11574,2013
Rio Bananal(ES),19141,2365
Rio Novo do Sul(ES),11622,1471
Santa Leopoldina(ES),12224,1057
Santa Maria de Jetibá(ES),40431,5029
Santa Teresa(ES),23590,3994
Serra(ES),517510,63311
Sooretama(ES),30070,2988
São Domingos do Norte(ES),8638,1280
São Gabriel da Palha(ES),37947,6289
São José do Calçado(ES),10556,922
São Mateus(ES),130611,11497
São Roque do Canaã(ES),12415,1670
Vargem Alta(ES),21402,2326
Venda Nova do Imigrante(ES),25277,4259
Viana(ES),78239,7896
Vila Pavão(ES),9208,998
Vila Valério(ES),14080,2944
Vila Velha(ES),493838,61149
Vitória(ES),362097,53251
Água Doce do Norte(ES),11019,786
Águia Branca(ES),9642,1868
Abadia de Goiás(GO),8773,1405
Abadiânia(GO),20042,414
Acreúna(GO),22366,1823
Adelândia(GO),2516,184
Alexânia(GO),27653,2990
Aloândia(GO),1995,239
Alto Horizonte(GO),6414,793
Alto Paraíso de Goiás(GO),7624,619
Alvorada do Norte(GO),8660,683
Amaralina(GO),3812,68
Americano do Brasil(GO),6111,549
Amorinópolis(GO),3126,207
Anhanguera(GO),1149,88
Anicuns(GO),21850,2526
Anápolis(GO),386923,37217
Aparecida de Goiânia(GO),578179,66052
Aparecida do Rio Doce(GO),2474,209
Aporé(GO),4198,360
Aragarças(GO),20118,2202
Aragoiânia(GO),10308,985
Araguapaz(GO),7770,508
Araçu(GO),3522,397
Arenópolis(GO),2612,191
Aruanã(GO),9875,510
Aurilândia(GO),3120,187
Avelinópolis(GO),2417,268
Baliza(GO),5138,264
Barro Alto(GO),11167,1258
Bela Vista de Goiás(GO),29975,2313
Bom Jardim de Goiás(GO),8841,715
Bom Jesus de Goiás(GO),25216,2612
Bonfinópolis(GO),9706,452
Bonópolis(GO),4405,150
Brazabrantes(GO),3703,428
Britânia(GO),5779,522
Buriti Alegre(GO),9459,914
Buriti de Goiás(GO),2488,191
Buritinópolis(GO),3292,165
Cabeceiras(GO),7993,344
Cachoeira Alta(GO),12484,1356
Cachoeira Dourada(GO),8067,400
Cachoeira de Goiás(GO),1351,77
Caiapônia(GO),18913,1104
Caldas Novas(GO),91162,8094
Caldazinha(GO),3804,278
Campestre de Goiás(GO),3630,493
Campinaçu(GO),3640,183
Campinorte(GO),12626,1366
Campo Alegre de Goiás(GO),7589,268
Campo Limpo de Goiás(GO),7789,190
Campos Belos(GO),19887,1423
Campos Verdes(GO),2141,294
Carmo do Rio Verde(GO),10082,614
Castelândia(GO),3435,315
Catalão(GO),108823,9372
Caturaí(GO),5070,451
Cavalcante(GO),9709,338
Caçu(GO),16009,1275
Ceres(GO),22191,2525
Cezarina(GO),8606,892
Chapadão do Céu(GO),10167,1493
Cidade Ocidental(GO),71376,5263
Cocalzinho de Goiás(GO),20240,1611
Colinas do Sul(GO),3382,257
Corumbaíba(GO),9723,917
Corumbá de Goiás(GO),11110,582
Cristalina(GO),58997,2663
Cristianópolis(GO),2966,253
Crixás(GO),16949,2106
Cromínia(GO),3486,206
Cumari(GO),2854,260
Córrego do Ouro(GO),2327,241
Damianópolis(GO),3311,78
Damolândia(GO),2938,199
Davinópolis(GO),2094,97
Diorama(GO),2484,117
Divinópolis de Goiás(GO),4804,222
Doverlândia(GO),7322,430
Edealina(GO),3699,522
Edéia(GO),12372,1452
Estrela do Norte(GO),3275,225
Faina(GO),6627,548
Fazenda Nova(GO),5637,425
Firminópolis(GO),13292,557
Flores de Goiás(GO),16557,186
Formosa(GO),121617,8790
Formoso(GO),4248,458
Gameleira de Goiás(GO),3818,380
Goiandira(GO),5600,303
Goianira(GO),44289,3205
Goianápolis(GO),11231,1067
Goianésia(GO),70084,8531
Goiatuba(GO),34095,4592
Goiás(GO),22645,1355
Goiânia(GO),1516113,153737
Gouvelândia(GO),5898,495
Guapó(GO),14209,1349
Guarani de Goiás(GO),3893,203
Guaraíta(GO),1996,248
Guarinos(GO),1794,134
Heitoraí(GO),3724,168
Hidrolina(GO),3564,234
Hidrolândia(GO),21706,2284
Iaciara(GO),13947,627
Inaciolândia(GO),6194,798
Indiara(GO),15611,1023
Inhumas(GO),52866,7103
Ipameri(GO),26985,1918
Ipiranga de Goiás(GO),2893,141
Iporá(GO),31531,3243
Israelândia(GO),2800,153
Itaberaí(GO),42900,3138
Itaguari(GO),4676,695
Itaguaru(GO),5237,393
Itajá(GO),4539,201
Itapaci(GO),22981,1924
Itapirapuã(GO),4997,656
Itapuranga(GO),25768,3195
Itarumã(GO),7178,479
Itauçu(GO),8938,975
Itumbiara(GO),104742,9410
Ivolândia(GO),2370,203
Jandaia(GO),6048,737
Jaraguá(GO),50511,4981
Jataí(GO),100882,10044
Jaupaci(GO),2879,66
Jesúpolis(GO),2490,122
Joviânia(GO),7387,1003
Jussara(GO),18478,1482
Lagoa Santa(GO),1588,92
Leopoldo de Bulhões(GO),7647,469
Luziânia(GO),208299,22622
Mairipotaba(GO),2368,190
Mambaí(GO),8882,236
Mara Rosa(GO),9503,302
Marzagão(GO),2236,236
Matrinchã(GO),4351,202
Maurilândia(GO),14080,902
Mimoso de Goiás(GO),2597,121
Minaçu(GO),29070,1986
Mineiros(GO),66801,10024
Moiporá(GO),1529,52
Monte Alegre de Goiás(GO),8606,193
Montes Claros de Goiás(GO),8055,922
Montividiu(GO),13396,1171
Montividiu do Norte(GO),4479,239
Morrinhos(GO),46136,5768
Morro Agudo de Goiás(GO),2248,232
Mossâmedes(GO),4290,237
Mozarlândia(GO),15659,1707
Mundo Novo(GO),4887,380
Mutunópolis(GO),3778,273
Nazário(GO),9142,818
Nerópolis(GO),29850,1530
Niquelândia(GO),46388,3323
Nova América(GO),2352,288
Nova Aurora(GO),2210,180
Nova Crixás(GO),12869,1233
Nova Glória(GO),8164,869
Nova Iguaçu de Goiás(GO),2929,210
Nova Roma(GO),3264,161
Nova Veneza(GO),9853,979
Novo Brasil(GO),2913,310
Novo Gama(GO),115711,4299
Novo Planalto(GO),4495,292
Orizona(GO),15615,574
Ouro Verde de Goiás(GO),3759,280
Ouvidor(GO),6667,676
Padre Bernardo(GO),33835,1635
Palestina de Goiás(GO),3464,203
Palmeiras de Goiás(GO),28858,5266
Palmelo(GO),2381,208
Palminópolis(GO),3585,409
Panamá(GO),2615,203
Paranaiguara(GO),10057,369
Paraúna(GO),10988,585
Perolândia(GO),3129,135
Petrolina de Goiás(GO),10281,998
Pilar de Goiás(GO),2253,300
Piracanjuba(GO),24524,2259
Piranhas(GO),10385,1039
Pirenópolis(GO),24908,1499
Pires do Rio(GO),31458,2791
Planaltina(GO),89918,3578
Pontalina(GO),17819,1673
Porangatu(GO),45394,2089
Porteirão(GO),3881,1695
Portelândia(GO),4011,515
Posse(GO),36900,1697
Professor Jamil(GO),3223,226
Quirinópolis(GO),50065,3515
Rialma(GO),10918,1365
Rianápolis(GO),4801,618
Rio Quente(GO),4493,377
Rio Verde(GO),235647,24156
Rubiataba(GO),19882,2438
Sanclerlândia(GO),7637,614
Santa Bárbara de Goiás(GO),6560,692
Santa Cruz de Goiás(GO),2855,129
Santa Fé de Goiás(GO),5459,650
Santa Helena de Goiás(GO),38648,4334
Santa Isabel(GO),3809,405
Santa Rita do Araguaia(GO),8756,375
Santa Rita do Novo Destino(GO),3343,160
Santa Rosa de Goiás(GO),2319,269
Santa Tereza de Goiás(GO),3355,172
Santa Terezinha de Goiás(GO),8744,804
Santo Antônio da Barra(GO),4821,429
Santo Antônio de Goiás(GO),6283,815
Santo Antônio do Descoberto(GO),74744,2547
Senador Canedo(GO),115371,14944
Serranópolis(GO),8544,1012
Silvânia(GO),20695,1449
Simolândia(GO),6856,348
São Domingos(GO),12949,152
São Francisco de Goiás(GO),6264,394
São João d'Aliança(GO),13740,653
São João da Paraúna(GO),1381,76
São Luiz do Norte(GO),5167,324
São Luís de Montes Belos(GO),33817,4052
São Miguel do Araguaia(GO),21993,1688
São Miguel do Passa Quatro(GO),4057,277
São Patrício(GO),2036,286
São Simão(GO),20645,1133
Sítio d'Abadia(GO),2989,28
Taquaral de Goiás(GO),3529,204
Teresina de Goiás(GO),3458,195
Terezópolis de Goiás(GO),8043,931
Trindade(GO),127599,8619
Trombas(GO),3500,394
Três Ranchos(GO),2833,201
Turvelândia(GO),5281,663
Turvânia(GO),4598,550
Uirapuru(GO),2854,193
Uruana(GO),13843,1028
Uruaçu(GO),40532,3779
Urutaí(GO),3072,150
Valparaíso de Goiás(GO),168468,11867
Varjão(GO),3827,392
Vianópolis(GO),13863,716
Vicentinópolis(GO),8743,1192
Vila Boa(GO),6171,169
Vila Propício(GO),5821,331
Água Fria de Goiás(GO),5735,249
Água Limpa(GO),1850,137
Águas Lindas de Goiás(GO),212440,7649
Abaré(BA),20086,893
Abaíra(BA),8739,268
Acajutiba(BA),15159,491
Adustina(BA),17040,827
Aiquara(BA),4446,461
Alagoinhas(BA),151596,12096
Alcobaça(BA),22470,1412
Almadina(BA),5464,599
Amargosa(BA),37241,2493
Amélia Rodrigues(BA),25102,2081
América Dourada(BA),16094,843
Anagé(BA),22005,843
Andaraí(BA),13143,772
Andorinha(BA),14595,786
Angical(BA),13977,577
Anguera(BA),11221,410
Antas(BA),19291,1203
Antônio Cardoso(BA),11683,420
Antônio Gonçalves(BA),11798,790
Aporá(BA),17731,487
Apuarema(BA),7330,663
Aracatu(BA),13135,791
Araci(BA),54379,3359
Aramari(BA),11397,565
Arataca(BA),11019,653
Aratuípe(BA),8825,364
Araçás(BA),12177,599
Aurelino Leal(BA),11531,897
Baianópolis(BA),13877,771
Baixa Grande(BA),20468,675
Banzaê(BA),13229,1017
Barra(BA),53578,1990
Barra da Estiva(BA),20598,2090
Barra do Choça(BA),31603,1949
Barra do Mendes(BA),13865,684
Barra do Rocha(BA),5714,408
Barreiras(BA),155439,16785
Barro Alto(BA),14931,810
Barro Preto(BA),5591,575
Barrocas(BA),15978,730
Belmonte(BA),23328,998
Belo Campo(BA),17211,781
Biritinga(BA),15979,448
Boa Nova(BA),12633,838
Boa Vista do Tupim(BA),18576,245
Bom Jesus da Lapa(BA),69148,4692
Bom Jesus da Serra(BA),9880,420
Boninal(BA),14368,586
Bonito(BA),16764,826
Boquira(BA),21508,556
Botuporã(BA),10211,195
Brejolândia(BA),10557,141
Brejões(BA),14295,656
Brotas de Macaúbas(BA),10231,100
Brumado(BA),67195,8694
Buerarema(BA),18349,1284
Buritirama(BA),21174,833
Caatiba(BA),6758,815
Cabaceiras do Paraguaçu(BA),18807,532
Cachoeira(BA),33470,1463
Caculé(BA),23170,1452
Caetanos(BA),14542,629
Caetité(BA),50975,2285
Cafarnaum(BA),18437,840
Cairu(BA),18176,1208
Caldeirão Grande(BA),13327,557
Camacan(BA),31988,2745
Camamu(BA),35316,2194
Camaçari(BA),299132,22354
Campo Alegre de Lourdes(BA),28798,704
Campo Formoso(BA),71206,4623
Canarana(BA),26176,1428
Canavieiras(BA),31099,1171
Candeal(BA),8258,508
Candeias(BA),87076,7003
Candiba(BA),14319,589
Cansanção(BA),34834,841
Canudos(BA),16668,559
Canápolis(BA),9711,344
Capela do Alto Alegre(BA),11637,771
Capim Grosso(BA),30662,3437
Caravelas(BA),22016,1303
Caraíbas(BA),8951,278
Cardeal da Silva(BA),9295,292
Carinhanha(BA),29018,987
Casa Nova(BA),71969,2119
Castro Alves(BA),26264,1950
Catolândia(BA),3577,211
Catu(BA),54704,5564
Caturama(BA),9329,212
Caém(BA),9213,446
Central(BA),17266,414
Chorrochó(BA),11177,214
Cipó(BA),17300,704
Coaraci(BA),16993,1769
Cocos(BA),18777,788
Conceição da Feira(BA),22581,1486
Conceição do Almeida(BA),17247,2183
Conceição do Coité(BA),66612,7586
Conceição do Jacuípe(BA),33153,2766
Conde(BA),25837,870
Condeúba(BA),17247,1129
Contendas do Sincorá(BA),4066,242
Coração de Maria(BA),22605,1515
Cordeiros(BA),8614,653
Coribe(BA),14194,919
Coronel João Sá(BA),15895,1122
Correntina(BA),32137,2268
Cotegipe(BA),13782,535
Cravolândia(BA),5349,391
Cristópolis(BA),13910,823
Crisópolis(BA),21103,364
Cruz das Almas(BA),63239,4454
Curaçá(BA),34700,1039
Cândido Sales(BA),25189,1723
Cícero Dantas(BA),32515,1758
Dias d'Ávila(BA),81089,5307
Dom Basílio(BA),12199,909
Dom Macedo Costa(BA),4058,358
Dário Meira(BA),10710,833
Elísio Medrado(BA),8122,464
Encruzilhada(BA),17006,617
Entre Rios(BA),41780,1512
Esplanada(BA),37237,1793
Euclides da Cunha(BA),60585,2902
Eunápolis(BA),113380,10430
Feira da Mata(BA),5665,228
Feira de Santana(BA),614872,45590
Filadélfia(BA),16377,1007
Firmino Alves(BA),5617,343
Floresta Azul(BA),10629,766
Formosa do Rio Preto(BA),25591,1060
Fátima(BA),17890,921
Gandu(BA),32403,2579
Gavião(BA),4463,312
Gentio do Ouro(BA),11233,384
Glória(BA),15221,782
Gongogi(BA),7128,573
Governador Mangabeira(BA),20722,887
Guajeru(BA),6937,319
Guanambi(BA),84481,8443
Guaratinga(BA),20843,1354
Heliópolis(BA),13031,800
Iaçu(BA),24305,1666
Ibiassucê(BA),9224,452
Ibicaraí(BA),21689,1985
Ibicoara(BA),19571,761
Ibicuí(BA),16198,1046
Ibipeba(BA),18211,982
Ibipitanga(BA),14902,943
Ibiquera(BA),4044,118
Ibirapitanga(BA),23375,1617
Ibirapuã(BA),8637,993
Ibirataia(BA),15312,2148
Ibitiara(BA),16339,639
Ibititá(BA),17113,1417
Ibotirama(BA),26927,1046
Ichu(BA),6206,400
Igaporã(BA),15640,460
Igrapiúna(BA),13226,715
Iguaí(BA),26916,987
Ilhéus(BA),162327,19954
Inhambupe(BA),39926,2006
Ipecaetá(BA),14487,363
