#city,population,cases
Cariús(CE),18699,2245
Carnaubal(CE),17606,1894
Cascavel(CE),71743,5963
Catarina(CE),20698,782
Catunda(CE),10342,1250
Caucaia(CE),361400,21551
Cedro(CE),25557,3531
Chaval(CE),13069,1532
Chorozinho(CE),20264,1908
Choró(CE),13521,1042
Coreaú(CE),23136,2523
Crateús(CE),75074,12366
Crato(CE),132123,16684
Croatá(CE),18063,1026
Cruz(CE),24827,3591
Deputado Irapuan Pinheiro(CE),9625,781
Ereré(CE),7198,854
Eusébio(CE),53618,9472
Farias Brito(CE),19450,2576
Forquilha(CE),24218,1482
Fortaleza(CE),2669342,249612
Fortim(CE),16480,2118
Frecheirinha(CE),14072,2927
General Sampaio(CE),7618,535
Granja(CE),54748,3169
Granjeiro(CE),4844,446
Graça(CE),14399,1238
Groaíras(CE),11068,1734
Guaiúba(CE),26064,1576
Guaraciaba do Norte(CE),40642,2487
Guaramiranga(CE),5193,844
Hidrolândia(CE),19978,2612
Horizonte(CE),67337,7355
Ibaretama(CE),13353,1170
Ibiapina(CE),24997,1575
Ibicuitinga(CE),12525,1801
Icapuí(CE),19934,2675
Icó(CE),68018,6934
Iguatu(CE),102498,10600
Independência(CE),26178,1892
Ipaporanga(CE),11593,1269
Ipaumirim(CE),12463,1191
Ipu(CE),41964,4607
Ipueiras(CE),38166,2678
Iracema(CE),14297,2394
Irauçuba(CE),24156,1162
Itaitinga(CE),37980,4468
Itaiçaba(CE),7827,1433
Itapajé(CE),52675,3182
Itapipoca(CE),129358,10437
Itapiúna(CE),20382,2137
Itarema(CE),41826,3207
Itatira(CE),21647,2055
Jaguaretama(CE),18162,1894
Jaguaribara(CE),11401,1018
Jaguaribe(CE),34682,4307
Jaguaruana(CE),33705,3651
Jardim(CE),27174,1747
Jati(CE),8111,750
Jijoca de Jericoacoara(CE),19816,2701
Juazeiro do Norte(CE),274207,27367
Jucás(CE),24833,1688
Lavras da Mangabeira(CE),31508,2766
Limoeiro do Norte(CE),59540,6843
Madalena(CE),19691,1333
Maracanaú(CE),227886,20945
Maranguape(CE),128978,11606
Marco(CE),27361,1862
Martinópole(CE),11233,1452
Massapê(CE),38737,2399
Mauriti(CE),47962,4188
Meruoca(CE),15057,1701
Milagres(CE),27512,3011
Milhã(CE),13155,1271
Miraíma(CE),13818,1291
Missão Velha(CE),35393,2179
Mombaça(CE),43797,3782
Monsenhor Tabosa(CE),17234,1904
Morada Nova(CE),61890,8616
Moraújo(CE),8724,1901
Morrinhos(CE),22534,1435
Mucambo(CE),14537,1812
Mulungu(CE),10823,1160
Nova Olinda(CE),15565,1282
Nova Russas(CE),32328,3477
Novo Oriente(CE),28607,1664
Ocara(CE),25703,2067
Orós(CE),21427,3456
Pacajus(CE),72203,5632
Pacatuba(CE),83432,6072
Pacoti(CE),12261,1400
Pacujá(CE),6533,617
Palhano(CE),9386,1403
Palmácia(CE),13322,970
Paracuru(CE),35076,4712
Paraipaba(CE),32744,2689
Parambu(CE),31521,1414
Paramoti(CE),12226,998
Pedra Branca(CE),43258,1249
Penaforte(CE),9077,770
Pentecoste(CE),37751,3708
Pereiro(CE),16307,2239
Pindoretama(CE),20567,2115
Piquet Carneiro(CE),16959,1758
Pires Ferreira(CE),10951,1019
Poranga(CE),12336,849
Porteiras(CE),14996,1516
Potengi(CE),11045,663
Potiretama(CE),6419,775
Quiterianópolis(CE),21084,1625
Quixadá(CE),87728,9139
Quixelô(CE),16178,2444
Quixeramobim(CE),81082,9361
Quixeré(CE),22149,3750
Redenção(CE),29053,4947
Reriutaba(CE),18491,2948
Russas(CE),78194,10302
Saboeiro(CE),15819,1011
Salitre(CE),16554,1124
Santa Quitéria(CE),43703,5287
Santana do Acaraú(CE),32452,2308
Santana do Cariri(CE),17700,1257
Senador Pompeu(CE),25496,2028
Senador Sá(CE),7623,1153
Sobral(CE),208935,26701
Solonópole(CE),18324,1493
São Benedito(CE),47903,3793
São Gonçalo do Amarante(CE),48422,7021
São João do Jaguaribe(CE),7645,761
São Luís do Curu(CE),13000,1296
Tabuleiro do Norte(CE),30697,5023
Tamboril(CE),26251,2303
Tarrafas(CE),8592,508
Tauá(CE),58859,8183
Tejuçuoca(CE),19187,1732
Tianguá(CE),75946,9184
Trairi(CE),55918,2103
Tururu(CE),16271,1421
Ubajara(CE),34792,1816
Umari(CE),7733,450
Umirim(CE),19825,919
Uruburetama(CE),21850,1831
Uruoca(CE),13840,1460
Varjota(CE),18420,2363
Viçosa do Ceará(CE),60889,4863
Várzea Alegre(CE),40721,3144
Afonso Cláudio(ES),30586,3395
Alegre(ES),30084,2410
Alfredo Chaves(ES),14601,2404
Alto Rio Novo(ES),7836,705
Anchieta(ES),29263,4780
Apiacá(ES),7567,818
Aracruz(ES),101220,15792
Atilio Vivacqua(ES),11936,1482
Baixo Guandu(ES),30998,3461
Barra de São Francisco(ES),44650,4720
Boa Esperança(ES),15037,1584
Bom Jesus do Norte(ES),9936,1067
Brejetuba(ES),12404,1632
Cachoeiro de Itapemirim(ES),208972,26357
Cariacica(ES),381285,39852
Castelo(ES),37534,5865
Colatina(ES),122499,19117
Conceição da Barra(ES),31063,1756
Conceição do Castelo(ES),12723,1389
Divino de São Lourenço(ES),4304,399
Domingos Martins(ES),33850,3818
Dores do Rio Preto(ES),6749,710
Ecoporanga(ES),22923,3283
Fundão(ES),21509,2583
Governador Lindenberg(ES),12709,2038
Guarapari(ES),124859,15773
Guaçuí(ES),30867,2706
Ibatiba(ES),26082,3556
Ibiraçu(ES),12479,1727
Ibitirama(ES),8889,437
Iconha(ES),13860,2607
Irupi(ES),13377,1529
Itaguaçu(ES),14066,1612
Itapemirim(ES),34348,4321
Itarana(ES),10555,1434
Iúna(ES),29161,2759
Jaguaré(ES),30477,3627
Jerônimo Monteiro(ES),12192,1258
João Neiva(ES),16668,2630
Laranja da Terra(ES),10947,829
Linhares(ES),173555,25604
Mantenópolis(ES),15350,932
Marataízes(ES),38499,6713
Marechal Floriano(ES),16694,3288
Marilândia(ES),12833,2021
Mimoso do Sul(ES),26153,3052
Montanha(ES),18833,1633
Mucurici(ES),5524,614
Muniz Freire(ES),17465,2811
Muqui(ES),15449,1905
Nova Venécia(ES),50110,5584
Pancas(ES),23184,2429
Pedro Canário(ES),26184,2210
Pinheiros(ES),27047,3382
Piúma(ES),21711,2606
Ponto Belo(ES),7863,595
Presidente Kennedy(ES),11574,2103
Rio Bananal(ES),19141,2493
Rio Novo do Sul(ES),11622,1547
Santa Leopoldina(ES),12224,1114
Santa Maria de Jetibá(ES),40431,5285
Santa Teresa(ES),23590,4198
Serra(ES),517510,65319
Sooretama(ES),30070,3212
São Domingos do Norte(ES),8638,1353
São Gabriel da Palha(ES),37947,6618
São José do Calçado(ES),10556,962
São Mateus(ES),130611,12185
São Roque do Canaã(ES),12415,1709
Vargem Alta(ES),21402,2402
Venda Nova do Imigrante(ES),25277,4448
Viana(ES),78239,8251
Vila Pavão(ES),9208,1008
Vila Valério(ES),14080,3044
Vila Velha(ES),493838,64188
Vitória(ES),362097,55014
Água Doce do Norte(ES),11019,831
Águia Branca(ES),9642,1901
Abadia de Goiás(GO),8773,1474
Abadiânia(GO),20042,443
Acreúna(GO),22366,2062
Adelândia(GO),2516,200
Alexânia(GO),27653,3099
Aloândia(GO),1995,277
Alto Horizonte(GO),6414,861
Alto Paraíso de Goiás(GO),7624,633
Alvorada do Norte(GO),8660,748
Amaralina(GO),3812,92
Americano do Brasil(GO),6111,731
Amorinópolis(GO),3126,246
Anhanguera(GO),1149,90
Anicuns(GO),21850,2819
Anápolis(GO),386923,39292
Aparecida de Goiânia(GO),578179,68858
Aparecida do Rio Doce(GO),2474,231
Aporé(GO),4198,360
Aragarças(GO),20118,2514
Aragoiânia(GO),10308,1036
Araguapaz(GO),7770,584
Araçu(GO),3522,423
Arenópolis(GO),2612,208
Aruanã(GO),9875,535
Aurilândia(GO),3120,193
Avelinópolis(GO),2417,290
Baliza(GO),5138,324
Barro Alto(GO),11167,1291
Bela Vista de Goiás(GO),29975,2526
Bom Jardim de Goiás(GO),8841,839
Bom Jesus de Goiás(GO),25216,2785
Bonfinópolis(GO),9706,460
Bonópolis(GO),4405,197
Brazabrantes(GO),3703,470
Britânia(GO),5779,575
Buriti Alegre(GO),9459,975
Buriti de Goiás(GO),2488,222
Buritinópolis(GO),3292,174
Cabeceiras(GO),7993,352
Cachoeira Alta(GO),12484,1509
Cachoeira Dourada(GO),8067,553
Cachoeira de Goiás(GO),1351,77
Caiapônia(GO),18913,1179
Caldas Novas(GO),91162,8686
Caldazinha(GO),3804,307
Campestre de Goiás(GO),3630,509
Campinaçu(GO),3640,185
Campinorte(GO),12626,1416
Campo Alegre de Goiás(GO),7589,288
Campo Limpo de Goiás(GO),7789,215
Campos Belos(GO),19887,1705
Campos Verdes(GO),2141,310
Carmo do Rio Verde(GO),10082,625
Castelândia(GO),3435,335
Catalão(GO),108823,10105
Caturaí(GO),5070,494
Cavalcante(GO),9709,354
Caçu(GO),16009,1331
Ceres(GO),22191,2624
Cezarina(GO),8606,925
Chapadão do Céu(GO),10167,1738
Cidade Ocidental(GO),71376,5571
Cocalzinho de Goiás(GO),20240,1726
Colinas do Sul(GO),3382,291
Corumbaíba(GO),9723,950
Corumbá de Goiás(GO),11110,666
Cristalina(GO),58997,2957
Cristianópolis(GO),2966,276
Crixás(GO),16949,2146
Cromínia(GO),3486,217
Cumari(GO),2854,289
Córrego do Ouro(GO),2327,270
Damianópolis(GO),3311,82
Damolândia(GO),2938,211
Davinópolis(GO),2094,100
Diorama(GO),2484,179
Divinópolis de Goiás(GO),4804,222
Doverlândia(GO),7322,438
Edealina(GO),3699,550
Edéia(GO),12372,1607
Estrela do Norte(GO),3275,240
Faina(GO),6627,571
Fazenda Nova(GO),5637,463
Firminópolis(GO),13292,656
Flores de Goiás(GO),16557,186
Formosa(GO),121617,9478
Formoso(GO),4248,484
Gameleira de Goiás(GO),3818,406
Goiandira(GO),5600,322
Goianira(GO),44289,3418
Goianápolis(GO),11231,1132
Goianésia(GO),70084,9102
Goiatuba(GO),34095,4929
Goiás(GO),22645,1585
Goiânia(GO),1516113,162344
Gouvelândia(GO),5898,544
Guapó(GO),14209,1389
Guarani de Goiás(GO),3893,252
Guaraíta(GO),1996,282
Guarinos(GO),1794,149
Heitoraí(GO),3724,187
Hidrolina(GO),3564,238
Hidrolândia(GO),21706,2509
Iaciara(GO),13947,720
Inaciolândia(GO),6194,849
Indiara(GO),15611,1111
Inhumas(GO),52866,7374
Ipameri(GO),26985,2080
Ipiranga de Goiás(GO),2893,146
Iporá(GO),31531,3668
Israelândia(GO),2800,153
Itaberaí(GO),42900,3499
Itaguari(GO),4676,741
Itaguaru(GO),5237,405
Itajá(GO),4539,219
Itapaci(GO),22981,2042
Itapirapuã(GO),4997,678
Itapuranga(GO),25768,3335
Itarumã(GO),7178,527
Itauçu(GO),8938,1067
Itumbiara(GO),104742,10180
Ivolândia(GO),2370,217
Jandaia(GO),6048,771
Jaraguá(GO),50511,5520
Jataí(GO),100882,11152
Jaupaci(GO),2879,70
Jesúpolis(GO),2490,127
Joviânia(GO),7387,1030
Jussara(GO),18478,1583
Lagoa Santa(GO),1588,98
Leopoldo de Bulhões(GO),7647,500
Luziânia(GO),208299,24915
Mairipotaba(GO),2368,200
Mambaí(GO),8882,267
Mara Rosa(GO),9503,306
Marzagão(GO),2236,239
Matrinchã(GO),4351,207
Maurilândia(GO),14080,985
Mimoso de Goiás(GO),2597,125
Minaçu(GO),29070,2224
Mineiros(GO),66801,10485
Moiporá(GO),1529,55
Monte Alegre de Goiás(GO),8606,227
Montes Claros de Goiás(GO),8055,1018
Montividiu(GO),13396,1212
Montividiu do Norte(GO),4479,263
Morrinhos(GO),46136,6101
Morro Agudo de Goiás(GO),2248,240
Mossâmedes(GO),4290,251
Mozarlândia(GO),15659,1822
Mundo Novo(GO),4887,442
Mutunópolis(GO),3778,316
Nazário(GO),9142,877
Nerópolis(GO),29850,1544
Niquelândia(GO),46388,3930
Nova América(GO),2352,304
Nova Aurora(GO),2210,192
Nova Crixás(GO),12869,1420
Nova Glória(GO),8164,881
Nova Iguaçu de Goiás(GO),2929,215
Nova Roma(GO),3264,188
Nova Veneza(GO),9853,1063
Novo Brasil(GO),2913,315
Novo Gama(GO),115711,4521
Novo Planalto(GO),4495,294
Orizona(GO),15615,584
Ouro Verde de Goiás(GO),3759,315
Ouvidor(GO),6667,711
Padre Bernardo(GO),33835,1702
Palestina de Goiás(GO),3464,214
Palmeiras de Goiás(GO),28858,5420
Palmelo(GO),2381,219
Palminópolis(GO),3585,415
Panamá(GO),2615,213
Paranaiguara(GO),10057,438
Paraúna(GO),10988,607
Perolândia(GO),3129,162
Petrolina de Goiás(GO),10281,1163
Pilar de Goiás(GO),2253,305
Piracanjuba(GO),24524,2507
Piranhas(GO),10385,1239
Pirenópolis(GO),24908,1818
Pires do Rio(GO),31458,3024
Planaltina(GO),89918,3827
Pontalina(GO),17819,1727
Porangatu(GO),45394,2228
Porteirão(GO),3881,1741
Portelândia(GO),4011,537
Posse(GO),36900,1769
Professor Jamil(GO),3223,238
Quirinópolis(GO),50065,3947
Rialma(GO),10918,1421
Rianápolis(GO),4801,660
Rio Quente(GO),4493,432
Rio Verde(GO),235647,25730
Rubiataba(GO),19882,2560
Sanclerlândia(GO),7637,640
Santa Bárbara de Goiás(GO),6560,740
Santa Cruz de Goiás(GO),2855,145
Santa Fé de Goiás(GO),5459,671
Santa Helena de Goiás(GO),38648,4406
Santa Isabel(GO),3809,436
Santa Rita do Araguaia(GO),8756,413
Santa Rita do Novo Destino(GO),3343,169
Santa Rosa de Goiás(GO),2319,299
Santa Tereza de Goiás(GO),3355,212
Santa Terezinha de Goiás(GO),8744,851
Santo Antônio da Barra(GO),4821,443
Santo Antônio de Goiás(GO),6283,944
Santo Antônio do Descoberto(GO),74744,2708
Senador Canedo(GO),115371,16068
Serranópolis(GO),8544,1240
Silvânia(GO),20695,1614
Simolândia(GO),6856,351
São Domingos(GO),12949,153
São Francisco de Goiás(GO),6264,405
São João d'Aliança(GO),13740,674
São João da Paraúna(GO),1381,78
São Luiz do Norte(GO),5167,447
São Luís de Montes Belos(GO),33817,4305
São Miguel do Araguaia(GO),21993,2085
São Miguel do Passa Quatro(GO),4057,299
São Patrício(GO),2036,301
São Simão(GO),20645,1341
Sítio d'Abadia(GO),2989,29
Taquaral de Goiás(GO),3529,216
Teresina de Goiás(GO),3458,200
Terezópolis de Goiás(GO),8043,1001
Trindade(GO),127599,9271
Trombas(GO),3500,419
Três Ranchos(GO),2833,221
Turvelândia(GO),5281,847
Turvânia(GO),4598,600
Uirapuru(GO),2854,200
Uruana(GO),13843,1156
Uruaçu(GO),40532,4311
Urutaí(GO),3072,157
Valparaíso de Goiás(GO),168468,12151
Varjão(GO),3827,502
Vianópolis(GO),13863,744
Vicentinópolis(GO),8743,1242
Vila Boa(GO),6171,175
Vila Propício(GO),5821,347
Água Fria de Goiás(GO),5735,301
Água Limpa(GO),1850,157
Águas Lindas de Goiás(GO),212440,8278
Abaré(BA),20086,954
Abaíra(BA),8739,284
Acajutiba(BA),15159,525
Adustina(BA),17040,972
Aiquara(BA),4446,471
Alagoinhas(BA),151596,13367
Alcobaça(BA),22470,1480
Almadina(BA),5464,609
Amargosa(BA),37241,2794
Amélia Rodrigues(BA),25102,2245
América Dourada(BA),16094,915
Anagé(BA),22005,864
Andaraí(BA),13143,877
Andorinha(BA),14595,908
Angical(BA),13977,647
Anguera(BA),11221,450
Antas(BA),19291,1308
Antônio Cardoso(BA),11683,521
Antônio Gonçalves(BA),11798,856
Aporá(BA),17731,553
Apuarema(BA),7330,696
Aracatu(BA),13135,799
Araci(BA),54379,3488
Aramari(BA),11397,600
Arataca(BA),11019,771
Aratuípe(BA),8825,423
Araçás(BA),12177,653
Aurelino Leal(BA),11531,987
Baianópolis(BA),13877,833
Baixa Grande(BA),20468,752
Banzaê(BA),13229,1089
Barra(BA),53578,2088
Barra da Estiva(BA),20598,2320
Barra do Choça(BA),31603,2069
Barra do Mendes(BA),13865,714
Barra do Rocha(BA),5714,409
Barreiras(BA),155439,18304
Barro Alto(BA),14931,887
Barro Preto(BA),5591,588
Barrocas(BA),15978,755
Belmonte(BA),23328,1104
Belo Campo(BA),17211,888
Biritinga(BA),15979,505
Boa Nova(BA),12633,908
Boa Vista do Tupim(BA),18576,260
Bom Jesus da Lapa(BA),69148,5544
Bom Jesus da Serra(BA),9880,439
Boninal(BA),14368,616
Bonito(BA),16764,861
Boquira(BA),21508,641
Botuporã(BA),10211,215
Brejolândia(BA),10557,143
Brejões(BA),14295,768
Brotas de Macaúbas(BA),10231,139
Brumado(BA),67195,9023
Buerarema(BA),18349,1318
Buritirama(BA),21174,846
Caatiba(BA),6758,895
Cabaceiras do Paraguaçu(BA),18807,590
Cachoeira(BA),33470,1578
Caculé(BA),23170,1808
Caetanos(BA),14542,662
Caetité(BA),50975,2602
Cafarnaum(BA),18437,890
Cairu(BA),18176,1345
Caldeirão Grande(BA),13327,565
Camacan(BA),31988,2905
Camamu(BA),35316,2281
Camaçari(BA),299132,23491
Campo Alegre de Lourdes(BA),28798,799
Campo Formoso(BA),71206,4938
Canarana(BA),26176,1472
Canavieiras(BA),31099,1336
Candeal(BA),8258,554
Candeias(BA),87076,7725
Candiba(BA),14319,638
Cansanção(BA),34834,909
Canudos(BA),16668,646
Canápolis(BA),9711,373
Capela do Alto Alegre(BA),11637,808
Capim Grosso(BA),30662,3514
Caravelas(BA),22016,1355
Caraíbas(BA),8951,301
Cardeal da Silva(BA),9295,321
Carinhanha(BA),29018,1136
Casa Nova(BA),71969,2504
Castro Alves(BA),26264,2089
Catolândia(BA),3577,232
Catu(BA),54704,6098
Caturama(BA),9329,220
Caém(BA),9213,456
Central(BA),17266,451
Chorrochó(BA),11177,250
Cipó(BA),17300,855
Coaraci(BA),16993,1821
Cocos(BA),18777,849
Conceição da Feira(BA),22581,1687
Conceição do Almeida(BA),17247,2394
Conceição do Coité(BA),66612,7796
Conceição do Jacuípe(BA),33153,3078
Conde(BA),25837,998
Condeúba(BA),17247,1253
Contendas do Sincorá(BA),4066,279
Coração de Maria(BA),22605,1680
Cordeiros(BA),8614,681
Coribe(BA),14194,991
Coronel João Sá(BA),15895,1310
Correntina(BA),32137,2418
Cotegipe(BA),13782,584
Cravolândia(BA),5349,429
Cristópolis(BA),13910,859
Crisópolis(BA),21103,380
Cruz das Almas(BA),63239,4822
Curaçá(BA),34700,1150
Cândido Sales(BA),25189,1806
Cícero Dantas(BA),32515,2049
Dias d'Ávila(BA),81089,5563
Dom Basílio(BA),12199,965
Dom Macedo Costa(BA),4058,366
Dário Meira(BA),10710,878
Elísio Medrado(BA),8122,516
Encruzilhada(BA),17006,650
Entre Rios(BA),41780,1668
Esplanada(BA),37237,1970
Euclides da Cunha(BA),60585,3306
Eunápolis(BA),113380,11297
Feira da Mata(BA),5665,247
Feira de Santana(BA),614872,49196
Filadélfia(BA),16377,1041
Firmino Alves(BA),5617,392
Floresta Azul(BA),10629,777
Formosa do Rio Preto(BA),25591,1184
Fátima(BA),17890,991
Gandu(BA),32403,2679
Gavião(BA),4463,328
Gentio do Ouro(BA),11233,401
Glória(BA),15221,1032
Gongogi(BA),7128,753
Governador Mangabeira(BA),20722,959
Guajeru(BA),6937,332
Guanambi(BA),84481,9613
Guaratinga(BA),20843,1423
Heliópolis(BA),13031,887
Iaçu(BA),24305,1788
Ibiassucê(BA),9224,536
Ibicaraí(BA),21689,2043
Ibicoara(BA),19571,835
Ibicuí(BA),16198,1110
Ibipeba(BA),18211,1004
Ibipitanga(BA),14902,1008
Ibiquera(BA),4044,125
Ibirapitanga(BA),23375,1664
Ibirapuã(BA),8637,1060
Ibirataia(BA),15312,2228
Ibitiara(BA),16339,707
Ibititá(BA),17113,1453
Ibotirama(BA),26927,1172
Ichu(BA),6206,411
Igaporã(BA),15640,484
Igrapiúna(BA),13226,745
Iguaí(BA),26916,1079
Ilhéus(BA),162327,20874
Inhambupe(BA),39926,2334
