cities,population,cases
Amapá(AP),9109,1305
Calçoene(AP),11117,1633
Cutias(AP),5983,867
Ferreira Gomes(AP),7780,1464
Itaubal(AP),5503,500
Laranjal do Jari(AP),50410,8345
Macapá(AP),503327,55870
Mazagão(AP),21632,2960
Oiapoque(AP),27270,5126
Pedra Branca do Amapari(AP),16502,3294
Porto Grande(AP),21971,1856
Pracuúba(AP),5120,391
Santana(AP),121364,24863
Serra do Navio(AP),5397,1193
Tartarugalzinho(AP),17315,1930
Vitória do Jari(AP),15931,3919
Acrelândia(AC),15256,1639
Assis Brasil(AC),7417,1732
Brasiléia(AC),26278,2840
Bujari(AC),10266,1132
Capixaba(AC),11733,651
Cruzeiro do Sul(AC),88376,7603
Epitaciolândia(AC),18411,1429
Feijó(AC),34780,3159
Jordão(AC),8317,711
Manoel Urbano(AC),9459,902
Marechal Thaumaturgo(AC),18867,1249
Mâncio Lima(AC),18977,2572
Plácido de Castro(AC),19761,1725
Porto Acre(AC),18504,1495
Porto Walter(AC),11982,540
Rio Branco(AC),407319,37337
Rodrigues Alves(AC),18930,843
Santa Rosa do Purus(AC),6540,970
Sena Madureira(AC),45848,5757
Senador Guiomard(AC),23024,1167
Tarauacá(AC),42567,6383
Xapuri(AC),19323,2976
Alvarães(AM),16041,2848
Amaturá(AM),11536,2353
Anamã(AM),13614,1774
Anori(AM),21010,1885
Apuí(AM),21973,1367
Atalaia do Norte(AM),19921,2793
Autazes(AM),39565,2867
Barcelos(AM),27502,4311
Barreirinha(AM),32041,2399
Benjamin Constant(AM),42984,2693
Beruri(AM),19679,2217
Boa Vista do Ramos(AM),19207,954
Boca do Acre(AM),34308,2616
Borba(AM),41161,2174
Caapiranga(AM),13081,646
Canutama(AM),15629,1336
Carauari(AM),28294,6633
Careiro(AM),37869,4291
Careiro da Várzea(AM),30225,992
Coari(AM),85097,9332
Codajás(AM),28637,2420
Eirunepé(AM),35273,4203
Envira(AM),20033,2648
Fonte Boa(AM),17609,1599
Guajará(AM),16678,1679
Humaitá(AM),55080,7877
Ipixuna(AM),29689,5206
Iranduba(AM),48296,8706
Itacoatiara(AM),101337,9111
Itamarati(AM),7851,960
Itapiranga(AM),9148,3056
Japurá(AM),2755,895
Juruá(AM),14712,977
Jutaí(AM),14317,2420
Lábrea(AM),46069,6911
Manacapuru(AM),97377,9326
Manaquiri(AM),32105,1491
Manaus(AM),2182763,183425
Manicoré(AM),55751,4670
Maraã(AM),18224,2258
