cities,population,cases
Ouro Branco(AL),11496,57
Palestina(AL),5011,58
Palmeira dos Índios(AL),73218,386
Pariconha(AL),10533,10
Paripueira(AL),13176,81
Passo de Camaragibe(AL),15245,179
Paulo Jacinto(AL),7564,111
Penedo(AL),63683,156
Piaçabuçu(AL),17827,194
Pilar(AL),35111,543
Pindoba(AL),2908,18
Piranhas(AL),25039,27
Porto Calvo(AL),27165,463
Porto Real do Colégio(AL),20066,89
Porto de Pedras(AL),7786,65
Poço das Trincheiras(AL),14386,16
Pão de Açúcar(AL),24399,172
Quebrangulo(AL),11294,93
Rio Largo(AL),75120,705
Roteiro(AL),6664,59
Santa Luzia do Norte(AL),7296,126
Santana do Ipanema(AL),47654,257
Santana do Mundaú(AL),10740,52
Satuba(AL),13828,313
Senador Rui Palmeira(AL),13870,26
São Brás(AL),6961,40
São José da Laje(AL),23927,332
São José da Tapera(AL),32260,96
São Luís do Quitunde(AL),34555,379
São Miguel dos Campos(AL),61251,779
São Miguel dos Milagres(AL),7951,94
São Sebastião(AL),34152,408
Tanque d'Arca(AL),6162,53
Taquarana(AL),19980,136
Teotônio Vilela(AL),44169,654
Traipu(AL),27715,76
União dos Palmares(AL),65611,459
Viçosa(AL),25733,142
Água Branca(AL),20196,27
Abaiara(CE),11737,18
Acarape(CE),14929,475
Acaraú(CE),62641,1649
Acopiara(CE),54270,242
Aiuaba(CE),17399,9
Alcântaras(CE),11714,253
Altaneira(CE),7586,2
Alto Santo(CE),17146,80
Amontada(CE),43452,605
Antonina do Norte(CE),7353,11
Apuiarés(CE),14600,122
Aquiraz(CE),80271,649
Aracati(CE),74547,737
Aracoiaba(CE),26469,414
Ararendá(CE),10935,10
Araripe(CE),21600,72
Aratuba(CE),11847,101
Arneiroz(CE),7840,28
Assaré(CE),23417,111
Aurora(CE),24654,32
Baixio(CE),6288,10
Banabuiú(CE),18197,186
Barbalha(CE),60781,293
Barreira(CE),22425,228
Barro(CE),22680,30
Barroquinha(CE),15017,466
Baturité(CE),35750,437
Beberibe(CE),53573,384
Bela Cruz(CE),32591,864
Boa Viagem(CE),54470,132
Brejo Santo(CE),49477,192
Camocim(CE),63661,1606
Campos Sales(CE),27426,139
Canindé(CE),76997,1279
Capistrano(CE),17738,365
Caridade(CE),22547,191
Caririaçu(CE),26965,122
Cariré(CE),18448,347
Cariús(CE),18699,122
Carnaubal(CE),17606,136
Cascavel(CE),71743,990
Catarina(CE),20698,48
Catunda(CE),10342,96
Caucaia(CE),361400,3551
Cedro(CE),25557,57
Chaval(CE),13069,379
Chorozinho(CE),20264,346
Choró(CE),13521,191
Coreaú(CE),23136,456
Crateús(CE),75074,701
Crato(CE),132123,650
Croatá(CE),18063,39
Cruz(CE),24827,511
Deputado Irapuan Pinheiro(CE),9625,9
Ereré(CE),7198,57
Eusébio(CE),53618,1362
Farias Brito(CE),19450,121
Forquilha(CE),24218,178
Fortaleza(CE),2669342,35081
Fortim(CE),16480,69
Frecheirinha(CE),14072,154
General Sampaio(CE),7618,100
Granja(CE),54748,532
Granjeiro(CE),4844,2
Graça(CE),14399,138
Groaíras(CE),11068,327
Guaiúba(CE),26064,219
Guaraciaba do Norte(CE),40642,152
Guaramiranga(CE),5193,46
Hidrolândia(CE),19978,99
Horizonte(CE),67337,961
Ibaretama(CE),13353,19
Ibiapina(CE),24997,208
Ibicuitinga(CE),12525,249
Icapuí(CE),19934,211
Icó(CE),68018,175
Iguatu(CE),102498,802
Independência(CE),26178,96
Ipaporanga(CE),11593,86
Ipaumirim(CE),12463,18
Ipu(CE),41964,217
Ipueiras(CE),38166,194
Iracema(CE),14297,42
Irauçuba(CE),24156,207
Itaitinga(CE),37980,483
Itaiçaba(CE),7827,125
Itapajé(CE),52675,580
Itapipoca(CE),129358,1582
Itapiúna(CE),20382,142
Itarema(CE),41826,1134
Itatira(CE),21647,618
Jaguaretama(CE),18162,94
Jaguaribara(CE),11401,146
Jaguaribe(CE),34682,245
Jaguaruana(CE),33705,264
Jardim(CE),27174,42
Jati(CE),8111,13
Jijoca de Jericoacoara(CE),19816,272
Juazeiro do Norte(CE),274207,1564
Jucás(CE),24833,52
Lavras da Mangabeira(CE),31508,53
Limoeiro do Norte(CE),59540,609
Madalena(CE),19691,169
Maracanaú(CE),227886,3563
Maranguape(CE),128978,1510
Marco(CE),27361,204
Martinópole(CE),11233,56
Massapê(CE),38737,702
Mauriti(CE),47962,206
Meruoca(CE),15057,311
Milagres(CE),27512,39
Milhã(CE),13155,92
Miraíma(CE),13818,275
Missão Velha(CE),35393,145
Mombaça(CE),43797,416
Monsenhor Tabosa(CE),17234,117
Morada Nova(CE),61890,919
Moraújo(CE),8724,233
Morrinhos(CE),22534,268
Mucambo(CE),14537,179
Mulungu(CE),10823,46
Nova Olinda(CE),15565,17
Nova Russas(CE),32328,179
Novo Oriente(CE),28607,44
Ocara(CE),25703,281
Orós(CE),21427,185
Pacajus(CE),72203,722
Pacatuba(CE),83432,967
Pacoti(CE),12261,163
Pacujá(CE),6533,82
Palhano(CE),9386,46
Palmácia(CE),13322,167
Paracuru(CE),35076,409
Paraipaba(CE),32744,343
Parambu(CE),31521,147
Paramoti(CE),12226,85
Pedra Branca(CE),43258,78
Penaforte(CE),9077,11
Pentecoste(CE),37751,483
Pereiro(CE),16307,27
Pindoretama(CE),20567,276
Piquet Carneiro(CE),16959,31
Pires Ferreira(CE),10951,22
Poranga(CE),12336,28
Porteiras(CE),14996,27
Potengi(CE),11045,61
Potiretama(CE),6419,26
Quiterianópolis(CE),21084,71
Quixadá(CE),87728,1843
Quixelô(CE),16178,199
Quixeramobim(CE),81082,636
Quixeré(CE),22149,220
Redenção(CE),29053,713
Reriutaba(CE),18491,92
Russas(CE),78194,943
Saboeiro(CE),15819,27
Salitre(CE),16554,62
Santa Quitéria(CE),43703,564
Santana do Acaraú(CE),32452,378
Santana do Cariri(CE),17700,78
Senador Pompeu(CE),25496,62
Senador Sá(CE),7623,295
Sobral(CE),208935,6404
Solonópole(CE),18324,106
São Benedito(CE),47903,248
São Gonçalo do Amarante(CE),48422,1582
São João do Jaguaribe(CE),7645,87
São Luís do Curu(CE),13000,120
Tabuleiro do Norte(CE),30697,462
Tamboril(CE),26251,110
Tarrafas(CE),8592,22
Tauá(CE),58859,486
Tejuçuoca(CE),19187,298
Tianguá(CE),75946,1192
Trairi(CE),55918,504
Tururu(CE),16271,201
Ubajara(CE),34792,519
Umari(CE),7733,52
Umirim(CE),19825,187
Uruburetama(CE),21850,585
Uruoca(CE),13840,251
Varjota(CE),18420,245
Viçosa do Ceará(CE),60889,646
Várzea Alegre(CE),40721,253
Afonso Cláudio(ES),30586,315
Alegre(ES),30084,109
Alfredo Chaves(ES),14601,142
Alto Rio Novo(ES),7836,27
Anchieta(ES),29263,311
Apiacá(ES),7567,36
Aracruz(ES),101220,786
Atilio Vivacqua(ES),11936,70
Baixo Guandu(ES),30998,193
Barra de São Francisco(ES),44650,196
Boa Esperança(ES),15037,131
Bom Jesus do Norte(ES),9936,58
Brejetuba(ES),12404,109
Cachoeiro de Itapemirim(ES),208972,1605
Cariacica(ES),381285,4943
Castelo(ES),37534,285
Colatina(ES),122499,1534
Conceição da Barra(ES),31063,55
Conceição do Castelo(ES),12723,58
Divino de São Lourenço(ES),4304,80
Domingos Martins(ES),33850,287
Dores do Rio Preto(ES),6749,23
Ecoporanga(ES),22923,122
Fundão(ES),21509,269
Governador Lindenberg(ES),12709,39
Guarapari(ES),124859,907
Guaçuí(ES),30867,135
Ibatiba(ES),26082,102
Ibiraçu(ES),12479,139
Ibitirama(ES),8889,35
Iconha(ES),13860,154
Irupi(ES),13377,43
Itaguaçu(ES),14066,26
Itapemirim(ES),34348,493
Itarana(ES),10555,40
Iúna(ES),29161,218
Jaguaré(ES),30477,93
Jerônimo Monteiro(ES),12192,88
João Neiva(ES),16668,173
Laranja da Terra(ES),10947,48
Linhares(ES),173555,1853
Mantenópolis(ES),15350,44
Marataízes(ES),38499,668
Marechal Floriano(ES),16694,388
Marilândia(ES),12833,107
Mimoso do Sul(ES),26153,229
Montanha(ES),18833,31
Mucurici(ES),5524,9
Muniz Freire(ES),17465,81
Muqui(ES),15449,104
Nova Venécia(ES),50110,326
Pancas(ES),23184,168
Pedro Canário(ES),26184,154
Pinheiros(ES),27047,128
Piúma(ES),21711,231
Ponto Belo(ES),7863,15
Presidente Kennedy(ES),11574,260
Rio Bananal(ES),19141,89
Rio Novo do Sul(ES),11622,175
Santa Leopoldina(ES),12224,86
Santa Maria de Jetibá(ES),40431,192
Santa Teresa(ES),23590,178
Serra(ES),517510,7351
Sooretama(ES),30070,224
São Domingos do Norte(ES),8638,81
São Gabriel da Palha(ES),37947,377
São José do Calçado(ES),10556,102
São Mateus(ES),130611,615
São Roque do Canaã(ES),12415,68
Vargem Alta(ES),21402,81
Venda Nova do Imigrante(ES),25277,239
Viana(ES),78239,818
Vila Pavão(ES),9208,22
Vila Valério(ES),14080,91
Vila Velha(ES),493838,7352
Vitória(ES),362097,7122
Água Doce do Norte(ES),11019,40
Águia Branca(ES),9642,56
Abadia de Goiás(GO),8773,33
Abadiânia(GO),20042,40
Acreúna(GO),22366,9
Adelândia(GO),2516,12
Alexânia(GO),27653,41
Aloândia(GO),1995,1
Alto Horizonte(GO),6414,1
Alto Paraíso de Goiás(GO),7624,6
Alvorada do Norte(GO),8660,2
Amaralina(GO),3812,3
Americano do Brasil(GO),6111,28
Amorinópolis(GO),3126,2
Anhanguera(GO),1149,1
Anicuns(GO),21850,62
Anápolis(GO),386923,815
Aparecida de Goiânia(GO),578179,2581
Aparecida do Rio Doce(GO),2474,23
Aporé(GO),4198,0
Aragarças(GO),20118,40
Aragoiânia(GO),10308,17
Araguapaz(GO),7770,2
Araçu(GO),3522,3
Arenópolis(GO),2612,0
Aruanã(GO),9875,5
Aurilândia(GO),3120,15
Avelinópolis(GO),2417,1
Baliza(GO),5138,0
Barro Alto(GO),11167,25
Bela Vista de Goiás(GO),29975,105
Bom Jardim de Goiás(GO),8841,5
Bom Jesus de Goiás(GO),25216,35
Bonfinópolis(GO),9706,16
Bonópolis(GO),4405,0
Brazabrantes(GO),3703,3
Britânia(GO),5779,6
Buriti Alegre(GO),9459,37
Buriti de Goiás(GO),2488,8
Buritinópolis(GO),3292,1
Cabeceiras(GO),7993,3
Cachoeira Alta(GO),12484,21
Cachoeira Dourada(GO),8067,6
Cachoeira de Goiás(GO),1351,0
Caiapônia(GO),18913,3
Caldas Novas(GO),91162,64
Caldazinha(GO),3804,3
Campestre de Goiás(GO),3630,2
Campinaçu(GO),3640,0
Campinorte(GO),12626,17
Campo Alegre de Goiás(GO),7589,2
Campo Limpo de Goiás(GO),7789,9
Campos Belos(GO),19887,30
Campos Verdes(GO),2141,0
Carmo do Rio Verde(GO),10082,13
Castelândia(GO),3435,4
Catalão(GO),108823,200
Caturaí(GO),5070,7
Cavalcante(GO),9709,4
Caçu(GO),16009,66
Ceres(GO),22191,67
Cezarina(GO),8606,9
Chapadão do Céu(GO),10167,36
Cidade Ocidental(GO),71376,321
Cocalzinho de Goiás(GO),20240,22
Colinas do Sul(GO),3382,0
Corumbaíba(GO),9723,12
Corumbá de Goiás(GO),11110,10
Cristalina(GO),58997,41
Cristianópolis(GO),2966,1
Crixás(GO),16949,67
Cromínia(GO),3486,3
Cumari(GO),2854,11
Córrego do Ouro(GO),2327,1
Damianópolis(GO),3311,0
Damolândia(GO),2938,10
Davinópolis(GO),2094,0
Diorama(GO),2484,0
Divinópolis de Goiás(GO),4804,2
Doverlândia(GO),7322,0
Edealina(GO),3699,3
Edéia(GO),12372,16
Estrela do Norte(GO),3275,1
Faina(GO),6627,2
Fazenda Nova(GO),5637,1
Firminópolis(GO),13292,4
Flores de Goiás(GO),16557,1
Formosa(GO),121617,293
Formoso(GO),4248,0
Gameleira de Goiás(GO),3818,7
Goiandira(GO),5600,3
Goianira(GO),44289,13
Goianápolis(GO),11231,31
Goianésia(GO),70084,123
Goiatuba(GO),34095,68
Goiás(GO),22645,9
Goiânia(GO),1516113,6655
Gouvelândia(GO),5898,10
Guapó(GO),14209,34
Guarani de Goiás(GO),3893,11
Guaraíta(GO),1996,2
Guarinos(GO),1794,0
Heitoraí(GO),3724,0
Hidrolina(GO),3564,12
Hidrolândia(GO),21706,83
Iaciara(GO),13947,11
Inaciolândia(GO),6194,1
Indiara(GO),15611,28
Inhumas(GO),52866,215
Ipameri(GO),26985,30
Ipiranga de Goiás(GO),2893,1
Iporá(GO),31531,109
Israelândia(GO),2800,3
Itaberaí(GO),42900,82
Itaguari(GO),4676,1
Itaguaru(GO),5237,4
Itajá(GO),4539,3
Itapaci(GO),22981,17
Itapirapuã(GO),4997,4
Itapuranga(GO),25768,6
Itarumã(GO),7178,1
Itauçu(GO),8938,1
Itumbiara(GO),104742,164
Ivolândia(GO),2370,4
Jandaia(GO),6048,15
Jaraguá(GO),50511,23
Jataí(GO),100882,303
Jaupaci(GO),2879,2
Jesúpolis(GO),2490,3
Joviânia(GO),7387,4
Jussara(GO),18478,22
Lagoa Santa(GO),1588,0
Leopoldo de Bulhões(GO),7647,49
Luziânia(GO),208299,571
Mairipotaba(GO),2368,0
Mambaí(GO),8882,0
Mara Rosa(GO),9503,10
Marzagão(GO),2236,0
Matrinchã(GO),4351,3
Maurilândia(GO),14080,85
Mimoso de Goiás(GO),2597,7
Minaçu(GO),29070,9
Mineiros(GO),66801,353
Moiporá(GO),1529,0
Monte Alegre de Goiás(GO),8606,1
Montes Claros de Goiás(GO),8055,6
Montividiu(GO),13396,49
Montividiu do Norte(GO),4479,1
Morrinhos(GO),46136,104
Morro Agudo de Goiás(GO),2248,1
Mossâmedes(GO),4290,4
Mozarlândia(GO),15659,6
Mundo Novo(GO),4887,6
Mutunópolis(GO),3778,3
Nazário(GO),9142,7
Nerópolis(GO),29850,10
Niquelândia(GO),46388,55
Nova América(GO),2352,1
Nova Aurora(GO),2210,2
Nova Crixás(GO),12869,1
Nova Glória(GO),8164,35
Nova Iguaçu de Goiás(GO),2929,2
Nova Roma(GO),3264,0
Nova Veneza(GO),9853,9
Novo Brasil(GO),2913,3
Novo Gama(GO),115711,337
Novo Planalto(GO),4495,0
Orizona(GO),15615,19
Ouro Verde de Goiás(GO),3759,2
Ouvidor(GO),6667,5
Padre Bernardo(GO),33835,91
Palestina de Goiás(GO),3464,0
Palmeiras de Goiás(GO),28858,52
Palmelo(GO),2381,6
Palminópolis(GO),3585,4
Panamá(GO),2615,2
Paranaiguara(GO),10057,6
Paraúna(GO),10988,20
Perolândia(GO),3129,1
Petrolina de Goiás(GO),10281,2
Pilar de Goiás(GO),2253,0
Piracanjuba(GO),24524,35
Piranhas(GO),10385,10
Pirenópolis(GO),24908,6
Pires do Rio(GO),31458,84
Planaltina(GO),89918,342
Pontalina(GO),17819,2
Porangatu(GO),45394,46
Porteirão(GO),3881,5
Portelândia(GO),4011,8
Posse(GO),36900,23
Professor Jamil(GO),3223,10
Quirinópolis(GO),50065,119
Rialma(GO),10918,32
Rianápolis(GO),4801,1
Rio Quente(GO),4493,0
Rio Verde(GO),235647,4108
Rubiataba(GO),19882,41
Sanclerlândia(GO),7637,2
Santa Bárbara de Goiás(GO),6560,3
Santa Cruz de Goiás(GO),2855,1
Santa Fé de Goiás(GO),5459,2
Santa Helena de Goiás(GO),38648,201
Santa Isabel(GO),3809,5
Santa Rita do Araguaia(GO),8756,4
Santa Rita do Novo Destino(GO),3343,1
Santa Rosa de Goiás(GO),2319,2
Santa Tereza de Goiás(GO),3355,3
Santa Terezinha de Goiás(GO),8744,4
Santo Antônio da Barra(GO),4821,3
Santo Antônio de Goiás(GO),6283,24
Santo Antônio do Descoberto(GO),74744,303
Senador Canedo(GO),115371,543
Serranópolis(GO),8544,1
Silvânia(GO),20695,32
Simolândia(GO),6856,0
São Domingos(GO),12949,0
São Francisco de Goiás(GO),6264,10
São João d'Aliança(GO),13740,49
São João da Paraúna(GO),1381,0
São Luiz do Norte(GO),5167,19
São Luís de Montes Belos(GO),33817,46
São Miguel do Araguaia(GO),21993,8
São Miguel do Passa Quatro(GO),4057,0
São Patrício(GO),2036,0
São Simão(GO),20645,158
Sítio d'Abadia(GO),2989,0
Taquaral de Goiás(GO),3529,0
Teresina de Goiás(GO),3458,0
Terezópolis de Goiás(GO),8043,15
Trindade(GO),127599,211
Trombas(GO),3500,0
Três Ranchos(GO),2833,1
Turvelândia(GO),5281,8
Turvânia(GO),4598,13
Uirapuru(GO),2854,0
Uruana(GO),13843,24
Uruaçu(GO),40532,64
Urutaí(GO),3072,5
Valparaíso de Goiás(GO),168468,566
Varjão(GO),3827,8
Vianópolis(GO),13863,30
Vicentinópolis(GO),8743,6
Vila Boa(GO),6171,2
Vila Propício(GO),5821,0
Água Fria de Goiás(GO),5735,4
Água Limpa(GO),1850,0
Águas Lindas de Goiás(GO),212440,696
Abaré(BA),20086,2
Abaíra(BA),8739,7
Acajutiba(BA),15159,23
Adustina(BA),17040,25
Aiquara(BA),4446,10
Alagoinhas(BA),151596,435
Alcobaça(BA),22470,54
Almadina(BA),5464,17
Amargosa(BA),37241,33
Amélia Rodrigues(BA),25102,82
América Dourada(BA),16094,13
Anagé(BA),22005,9
Andaraí(BA),13143,7
Andorinha(BA),14595,5
Angical(BA),13977,1
Anguera(BA),11221,27
Antas(BA),19291,4
Antônio Cardoso(BA),11683,9
Antônio Gonçalves(BA),11798,12
Aporá(BA),17731,37
Apuarema(BA),7330,37
Aracatu(BA),13135,15
Araci(BA),54379,207
Aramari(BA),11397,6
Arataca(BA),11019,2
Aratuípe(BA),8825,1
Araçás(BA),12177,5
Aurelino Leal(BA),11531,88
Baianópolis(BA),13877,3
Baixa Grande(BA),20468,2
Banzaê(BA),13229,18
Barra(BA),53578,21
Barra da Estiva(BA),20598,4
Barra do Choça(BA),31603,31
Barra do Mendes(BA),13865,3
Barra do Rocha(BA),5714,6
Barreiras(BA),155439,329
Barro Alto(BA),14931,0
Barro Preto(BA),5591,27
Barrocas(BA),15978,35
Belmonte(BA),23328,83
Belo Campo(BA),17211,0
Biritinga(BA),15979,1
Boa Nova(BA),12633,2
Boa Vista do Tupim(BA),18576,6
Bom Jesus da Lapa(BA),69148,60
Bom Jesus da Serra(BA),9880,11
Boninal(BA),14368,6
Bonito(BA),16764,0
Boquira(BA),21508,14
Botuporã(BA),10211,0
Brejolândia(BA),10557,0
Brejões(BA),14295,11
Brotas de Macaúbas(BA),10231,1
Brumado(BA),67195,172
Buerarema(BA),18349,69
Buritirama(BA),21174,28
Caatiba(BA),6758,41
Cabaceiras do Paraguaçu(BA),18807,14
Cachoeira(BA),33470,61
Caculé(BA),23170,1
Caetanos(BA),14542,2
Caetité(BA),50975,41
Cafarnaum(BA),18437,3
Cairu(BA),18176,47
Caldeirão Grande(BA),13327,33
Camacan(BA),31988,292
Camamu(BA),35316,65
Camaçari(BA),299132,1337
Campo Alegre de Lourdes(BA),28798,35
Campo Formoso(BA),71206,86
Canarana(BA),26176,22
Canavieiras(BA),31099,33
Candeal(BA),8258,17
Candeias(BA),87076,637
Candiba(BA),14319,12
Cansanção(BA),34834,36
Canudos(BA),16668,14
Canápolis(BA),9711,0
Capela do Alto Alegre(BA),11637,11
Capim Grosso(BA),30662,94
Caravelas(BA),22016,35
Caraíbas(BA),8951,3
Cardeal da Silva(BA),9295,7
Carinhanha(BA),29018,2
Casa Nova(BA),71969,87
Castro Alves(BA),26264,59
Catolândia(BA),3577,1
Catu(BA),54704,275
Caturama(BA),9329,0
Caém(BA),9213,15
Central(BA),17266,0
Chorrochó(BA),11177,1
Cipó(BA),17300,18
Coaraci(BA),16993,67
Cocos(BA),18777,7
Conceição da Feira(BA),22581,90
Conceição do Almeida(BA),17247,31
Conceição do Coité(BA),66612,171
Conceição do Jacuípe(BA),33153,153
Conde(BA),25837,37
Condeúba(BA),17247,24
Contendas do Sincorá(BA),4066,0
Coração de Maria(BA),22605,49
Cordeiros(BA),8614,1
Coribe(BA),14194,3
Coronel João Sá(BA),15895,14
Correntina(BA),32137,5
Cotegipe(BA),13782,0
Cravolândia(BA),5349,5
Cristópolis(BA),13910,21
Crisópolis(BA),21103,8
Cruz das Almas(BA),63239,88
Curaçá(BA),34700,64
Cândido Sales(BA),25189,84
Cícero Dantas(BA),32515,31
Dias d'Ávila(BA),81089,372
Dom Basílio(BA),12199,4
Dom Macedo Costa(BA),4058,7
Dário Meira(BA),10710,22
Elísio Medrado(BA),8122,2
Encruzilhada(BA),17006,56
Entre Rios(BA),41780,73
Esplanada(BA),37237,36
Euclides da Cunha(BA),60585,24
Eunápolis(BA),113380,596
Feira da Mata(BA),5665,4
Feira de Santana(BA),614872,3110
Filadélfia(BA),16377,71
Firmino Alves(BA),5617,3
Floresta Azul(BA),10629,56
Formosa do Rio Preto(BA),25591,12
Fátima(BA),17890,15
Gandu(BA),32403,481
Gavião(BA),4463,0
Gentio do Ouro(BA),11233,18
Glória(BA),15221,18
Gongogi(BA),7128,19
Governador Mangabeira(BA),20722,18
Guajeru(BA),6937,2
Guanambi(BA),84481,82
Guaratinga(BA),20843,41
Heliópolis(BA),13031,5
Iaçu(BA),24305,40
Ibiassucê(BA),9224,1
Ibicaraí(BA),21689,129
Ibicoara(BA),19571,2
Ibicuí(BA),16198,28
Ibipeba(BA),18211,5
Ibipitanga(BA),14902,7
Ibiquera(BA),4044,1
Ibirapitanga(BA),23375,80
Ibirapuã(BA),8637,55
Ibirataia(BA),15312,60
Ibitiara(BA),16339,8
Ibititá(BA),17113,0
Ibotirama(BA),26927,22
Ichu(BA),6206,2
Igaporã(BA),15640,0
Igrapiúna(BA),13226,33
Iguaí(BA),26916,194
Ilhéus(BA),162327,1251
Inhambupe(BA),39926,16
Ipecaetá(BA),14487,5
Ipiaú(BA),45873,691
Ipirá(BA),59595,71
Ipupiara(BA),9865,0
Irajuba(BA),7260,0
Iramaia(BA),8537,2
Iraquara(BA),25216,28
Irará(BA),29034,25
Irecê(BA),72967,84
Itabela(BA),30584,77
Itaberaba(BA),64489,241
Itabuna(BA),213223,2484
Itacaré(BA),28296,102
Itaeté(BA),16056,47
Itagi(BA),12351,11
Itagibá(BA),14579,61
Itagimirim(BA),6869,3
Itaguaçu da Bahia(BA),14429,0
Itaju do Colônia(BA),6682,16
Itajuípe(BA),20491,369
Itamaraju(BA),64486,505
Itamari(BA),8035,2
Itambé(BA),23049,11
Itanagra(BA),6441,8
Itanhém(BA),19405,80
Itaparica(BA),22228,74
Itapebi(BA),10259,67
Itapetinga(BA),76147,147
Itapicuru(BA),35576,64
Itapitanga(BA),10313,13
Itapé(BA),8761,27
Itaquara(BA),8319,2
