SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,AREA_ALBERS_SQKM
601031020,61020,New Norfolk,6000,Not in any Significant Urban Area (Tas.),63.264
601031021,61021,West Moonah,6003,Hobart,1.7726
601041022,61022,Kingston - Huntingfield,6003,Hobart,61.8202
601041023,61023,Kingston Beach - Blackmans Bay,6003,Hobart,22.2736
601041024,61024,Margate - Snug,6003,Hobart,146.2329
601041025,61025,Mount Wellington,6000,Not in any Significant Urban Area (Tas.),90.163
601041026,61026,Taroona - Bonnet Hill,6003,Hobart,8.0166
601051027,61027,Hobart,6003,Hobart,6.6157
601051028,61028,Lenah Valley - Mount Stuart,6003,Hobart,9.8086
601051029,61029,Mount Nelson - Dynnyrne,6003,Hobart,7.9217
601051030,61030,New Town,6003,Hobart,3.822
601051031,61031,Sandy Bay,6003,Hobart,6.9463
601051032,61032,South Hobart - Fern Tree,6003,Hobart,23.4873
601051033,61033,West Hobart,6003,Hobart,3.623
601061034,61034,Dodges Ferry - Lewisham,6000,Not in any Significant Urban Area (Tas.),318.3924
601061035,61035,Sorell - Richmond,6003,Hobart,375.9341
602011036,61036,Invermay,6004,Launceston,4.0281
602011037,61037,Kings Meadows - Punchbowl,6004,Launceston,5.7589
602011038,61038,Launceston,6004,Launceston,5.2803
602011039,61039,Legana,6004,Launceston,33.6971
602011040,61040,Mowbray,6004,Launceston,9.2817
602011041,61041,Newnham - Mayfield,6004,Launceston,23.5924
602011042,61042,Newstead,6004,Launceston,3.6874
602011043,61043,Norwood (Tas.),6004,Launceston,3.9851
602011044,61044,Prospect Vale - Blackstone,6004,Launceston,17.7443
602011045,61045,Ravenswood,6004,Launceston,10.0147
602011046,61046,Riverside,6004,Launceston,48.3143
602011047,61047,South Launceston,6004,Launceston,2.7762
602011048,61048,Summerhill - Prospect,6004,Launceston,8.8067
602011049,61049,Trevallyn,6004,Launceston,9.7181
602011050,61050,Waverley - St Leonards,6004,Launceston,55.1274
602011051,61051,West Launceston,6004,Launceston,3.9642
602011052,61052,Youngtown - Relbia,6004,Launceston,14.9319
602021053,61053,Beauty Point - Beaconsfield,6000,Not in any Significant Urban Area (Tas.),259.1746
602021054,61054,Deloraine,6000,Not in any Significant Urban Area (Tas.),2521.1544
602021055,61055,Grindelwald - Lanena,6000,Not in any Significant Urban Area (Tas.),344.8494
602021056,61056,Hadspen - Carrick,6004,Launceston,174.702
602021057,61057,Westbury,6000,Not in any Significant Urban Area (Tas.),679.0802
602031058,61058,Dilston - Lilydale,6000,Not in any Significant Urban Area (Tas.),1274.0719
602031059,61059,George Town,6000,Not in any Significant Urban Area (Tas.),747.168
602031060,61060,Longford,6000,Not in any Significant Urban Area (Tas.),222.5428
602031061,61061,Northern Midlands,6000,Not in any Significant Urban Area (Tas.),4763.6291
602031062,61062,Perth - Evandale,6000,Not in any Significant Urban Area (Tas.),226.7697
602031064,61064,St Helens - Scamander,6000,Not in any Significant Urban Area (Tas.),3299.1469
602031099,61099,Flinders and Cape Barren Islands,6000,Not in any Significant Urban Area (Tas.),1996.6244
602031100,61100,Scottsdale - Bridport,6000,Not in any Significant Urban Area (Tas.),3205.7138
603011065,61065,Central Highlands,6000,Not in any Significant Urban Area (Tas.),7185.4625
603011066,61066,Derwent Valley,6000,Not in any Significant Urban Area (Tas.),1289.9537
603011067,61067,Southern Midlands,6000,Not in any Significant Urban Area (Tas.),2600.2608
603011068,61068,Wilderness - East,6000,Not in any Significant Urban Area (Tas.),7351.056
603021069,61069,Bruny Island - Kettering,6000,Not in any Significant Urban Area (Tas.),443.4576
603021070,61070,Cygnet,6000,Not in any Significant Urban Area (Tas.),239.4535
603021071,61071,Geeveston - Dover,6000,Not in any Significant Urban Area (Tas.),827.8139
603021072,61072,Huonville - Franklin,6000,Not in any Significant Urban Area (Tas.),681.95
603031073,61073,Forestier - Tasman,6000,Not in any Significant Urban Area (Tas.),660.3947
603031074,61074,Triabunna - Bicheno,6000,Not in any Significant Urban Area (Tas.),2542.214
604011075,61075,Acton - Upper Burnie,6001,Burnie - Wynyard,2.1455
604011076,61076,Burnie - Ulverstone Region,6000,Not in any Significant Urban Area (Tas.),1364.2466
604011077,61077,Burnie - Wivenhoe,6001,Burnie - Wynyard,11.447
604011078,61078,Parklands - Camdale,6001,Burnie - Wynyard,19.5337
604011079,61079,Penguin - Sulphur Creek,6000,Not in any Significant Urban Area (Tas.),64.157
604011080,61080,Romaine - Havenview,6001,Burnie - Wynyard,11.8537
604011081,61081,Somerset,6001,Burnie - Wynyard,26.8891
604011082,61082,Ulverstone,6005,Ulverstone,27.4924
604011083,61083,West Ulverstone,6005,Ulverstone,18.0639
604011084,61084,Wynyard,6001,Burnie - Wynyard,58.6445
604021085,61085,Devonport,6002,Devonport,10.2768
604021086,61086,East Devonport,6002,Devonport,13.2324
604021087,61087,Latrobe,6002,Devonport,215.3336
604021088,61088,Miandetta - Don,6002,Devonport,23.0743
604021089,61089,Port Sorell,6000,Not in any Significant Urban Area (Tas.),362.9642
604021090,61090,Quoiba - Spreyton,6002,Devonport,28.585
604021091,61091,Sheffield - Railton,6000,Not in any Significant Urban Area (Tas.),1156.4976
604021092,61092,Turners Beach - Forth,6005,Ulverstone,84.3944
604031093,61093,King Island,6000,Not in any Significant Urban Area (Tas.),1095.7407
604031094,61094,North West,6000,Not in any Significant Urban Area (Tas.),4766.2568
604031095,61095,Smithton,6000,Not in any Significant Urban Area (Tas.),91.3094
604031096,61096,Waratah,6000,Not in any Significant Urban Area (Tas.),3489.4721
604031097,61097,West Coast (Tas.),6000,Not in any Significant Urban Area (Tas.),3931.6265
604031098,61098,Wilderness - West,6000,Not in any Significant Urban Area (Tas.),5651.9123
697979799,69799,Migratory - Offshore - Shipping (Tas.),6000,Not in any Significant Urban Area (Tas.),0
699999499,69499,No usual address (Tas.),6000,Not in any Significant Urban Area (Tas.),0
701011001,71001,Darwin Airport,7002,Darwin,14.3244
701011002,71002,Darwin City,7002,Darwin,3.1734
701011003,71003,East Point,7002,Darwin,2.377
701011004,71004,Fannie Bay - The Gardens,7002,Darwin,3.9165
701011005,71005,Larrakeyah,7002,Darwin,1.9452
701011006,71006,Ludmilla - The Narrows,7002,Darwin,5.35
701011007,71007,Parap,7002,Darwin,1.1022
701011008,71008,Stuart Park,7002,Darwin,1.6351
701011009,71009,Woolner - Bayview - Winnellie,7002,Darwin,6.7936
701021010,71010,Alawa,7002,Darwin,1.2399
701021011,71011,Anula,7002,Darwin,1.3178
701021012,71012,Berrimah,7002,Darwin,30.2554
701021013,71013,Brinkin - Nakara,7002,Darwin,2.6861
701021014,71014,Buffalo Creek,7000,Not in any Significant Urban Area (NT),23.9105
701021015,71015,Charles Darwin,7002,Darwin,17.4936
701021016,71016,Coconut Grove,7002,Darwin,1.4242
701021017,71017,East Arm,7002,Darwin,24.3744
701021018,71018,Jingili,7002,Darwin,1.3163
701021019,71019,Karama,7002,Darwin,2.0655
701021020,71020,Leanyer,7002,Darwin,2.5017
701021021,71021,Lyons (NT),7002,Darwin,7.0409
701021022,71022,Malak - Marrara,7002,Darwin,4.8315
701021023,71023,Millner,7002,Darwin,1.4677
701021024,71024,Moil,7002,Darwin,1.0424
701021025,71025,Nightcliff,7002,Darwin,1.4512
701021026,71026,Rapid Creek,7002,Darwin,1.9176
701021027,71027,Tiwi,7002,Darwin,3.1187
701021028,71028,Wagaman,7002,Darwin,0.8378
701021029,71029,Wanguri,7002,Darwin,0.8855
701021030,71030,Wulagi,7002,Darwin,1.2629
701031031,71031,Howard Springs,7002,Darwin,118.021
701031032,71032,Humpty Doo,7000,Not in any Significant Urban Area (NT),157.4161
701031033,71033,Koolpinyah,7000,Not in any Significant Urban Area (NT),1199.6495
701031034,71034,Virginia,7002,Darwin,54.7363
701031035,71035,Weddell,7000,Not in any Significant Urban Area (NT),1408.495
701041036,71036,Bakewell,7002,Darwin,1.3185
701041037,71037,Driver,7002,Darwin,1.7157
701041038,71038,Durack - Marlow Lagoon,7002,Darwin,11.7191
701041039,71039,Gray,7002,Darwin,1.5029
701041040,71040,Moulden,7002,Darwin,1.7504
701041041,71041,Palmerston - North,7002,Darwin,4.7651
701041042,71042,Palmerston - South,7002,Darwin,24.9843
701041043,71043,Rosebery - Bellamack,7002,Darwin,3.1751
701041044,71044,Woodroffe,7002,Darwin,1.5977
702011045,71045,Charles,7001,Alice Springs,16.693
702011046,71046,East Side,7001,Alice Springs,25.7669
702011047,71047,Flynn (NT),7001,Alice Springs,17.0626
702011048,71048,Larapinta,7001,Alice Springs,58.5557
702011049,71049,Mount Johns,7001,Alice Springs,18.9529
702011050,71050,Petermann - Simpson,7000,Not in any Significant Urban Area (NT),175242.1535
702011051,71051,Ross,7001,Alice Springs,190.6822
702011052,71052,Sandover - Plenty,7000,Not in any Significant Urban Area (NT),129516.4673
702011053,71053,Tanami,7000,Not in any Significant Urban Area (NT),192633.3183
702011054,71054,Yuendumu - Anmatjere,7000,Not in any Significant Urban Area (NT),71845.0771
702021055,71055,Barkly,7000,Not in any Significant Urban Area (NT),303171.9242
702021056,71056,Tennant Creek,7000,Not in any Significant Urban Area (NT),42.0605
702031057,71057,Alligator,7000,Not in any Significant Urban Area (NT),33100.6655
702031058,71058,Daly,7000,Not in any Significant Urban Area (NT),34828.0713
702031059,71059,Thamarrurr,7000,Not in any Significant Urban Area (NT),3373.7078
702031060,71060,Tiwi Islands,7000,Not in any Significant Urban Area (NT),7483.1661
702031061,71061,West Arnhem,7000,Not in any Significant Urban Area (NT),33509.2427
702041062,71062,Anindilyakwa,7000,Not in any Significant Urban Area (NT),2609.0396
702041063,71063,East Arnhem,7000,Not in any Significant Urban Area (NT),30989.9027
702041064,71064,Nhulunbuy,7000,Not in any Significant Urban Area (NT),7.647
702051065,71065,Elsey,7000,Not in any Significant Urban Area (NT),92949.7351
702051066,71066,Gulf,7000,Not in any Significant Urban Area (NT),92275.0274
702051067,71067,Katherine,7000,Not in any Significant Urban Area (NT),7416.9497
702051068,71068,Victoria River,7000,Not in any Significant Urban Area (NT),133608.5533
797979799,79799,Migratory - Offshore - Shipping (NT),7000,Not in any Significant Urban Area (NT),0
799999499,79499,No usual address (NT),7000,Not in any Significant Urban Area (NT),0
801011001,81001,Aranda,8001,Canberra - Queanbeyan,1.5631
801011002,81002,Belconnen,8001,Canberra - Queanbeyan,4.4261
801011003,81003,Bruce,8001,Canberra - Queanbeyan,5.7975
801011004,81004,Charnwood,8001,Canberra - Queanbeyan,1.8559
801011005,81005,Cook,8001,Canberra - Queanbeyan,1.5831
801011006,81006,Dunlop,8001,Canberra - Queanbeyan,3.5908
801011007,81007,Evatt,8001,Canberra - Queanbeyan,3.0603
801011008,81008,Florey,8001,Canberra - Queanbeyan,2.7554
801011009,81009,Flynn (ACT),8001,Canberra - Queanbeyan,2.0955
801011010,81010,Fraser,8001,Canberra - Queanbeyan,2.4751
801011011,81011,Giralang,8001,Canberra - Queanbeyan,2.4467
801011012,81012,Gooromon,8000,Not in any Significant Urban Area (ACT),9.9135
801011013,81013,Hawker,8001,Canberra - Queanbeyan,1.9563
801011014,81014,Higgins,8001,Canberra - Queanbeyan,1.6743
801011015,81015,Holt,8001,Canberra - Queanbeyan,3.2956
801011016,81016,Kaleen,8001,Canberra - Queanbeyan,6.0268
801011017,81017,Latham,8001,Canberra - Queanbeyan,2.7312
801011018,81018,Lawson,8001,Canberra - Queanbeyan,3.0845
801011019,81019,Macgregor (ACT),8001,Canberra - Queanbeyan,4.2749
801011020,81020,Macquarie,8001,Canberra - Queanbeyan,1.7004
801011021,81021,McKellar,8001,Canberra - Queanbeyan,1.414
801011022,81022,Melba,8001,Canberra - Queanbeyan,2.3073
801011023,81023,Page,8001,Canberra - Queanbeyan,1.3225
801011024,81024,Scullin,8001,Canberra - Queanbeyan,1.426
801011025,81025,Spence,8001,Canberra - Queanbeyan,1.5224
801011026,81026,Weetangera,8001,Canberra - Queanbeyan,1.5832
801011111,81111,Molonglo Corridor,8000,Not in any Significant Urban Area (ACT),24.9139
801011112,81112,West Belconnen,8000,Not in any Significant Urban Area (ACT),11.3504
801031031,81031,Hume,8001,Canberra - Queanbeyan,8.5832
801031032,81032,Kowen,8000,Not in any Significant Urban Area (ACT),77.047
801031113,81113,Canberra East,8001,Canberra - Queanbeyan,31.0618
801031114,81114,Canberra Airport,8001,Canberra - Queanbeyan,5.5374
801031115,81115,Majura,8001,Canberra - Queanbeyan,89.692
801041034,81034,Amaroo,8001,Canberra - Queanbeyan,2.5872
801041035,81035,Bonner,8001,Canberra - Queanbeyan,2.7559
801041036,81036,Casey,8001,Canberra - Queanbeyan,2.6225
801041037,81037,Crace,8001,Canberra - Queanbeyan,1.6518
801041038,81038,Forde,8001,Canberra - Queanbeyan,1.9171
801041039,81039,Franklin,8001,Canberra - Queanbeyan,2.2966
801041040,81040,Gungahlin,8001,Canberra - Queanbeyan,4.5642
801041043,81043,Hall,8000,Not in any Significant Urban Area (ACT),2.8593
801041044,81044,Harrison,8001,Canberra - Queanbeyan,2.9168
801041045,81045,Mitchell,8001,Canberra - Queanbeyan,7.3847
801041046,81046,Ngunnawal,8001,Canberra - Queanbeyan,4.1591
801041047,81047,Nicholls,8001,Canberra - Queanbeyan,6.7016
801041048,81048,Palmerston,8001,Canberra - Queanbeyan,1.9481
801041116,81116,Gungahlin - East,8000,Not in any Significant Urban Area (ACT),17.2008
801041117,81117,Gungahlin - West,8000,Not in any Significant Urban Area (ACT),14.7676
801041118,81118,Jacka,8001,Canberra - Queanbeyan,2.917
801041119,81119,Kenny,8001,Canberra - Queanbeyan,6.1708
801041120,81120,Moncrieff,8001,Canberra - Queanbeyan,1.9172
801041121,81121,Taylor,8000,Not in any Significant Urban Area (ACT),3.0387
801041122,81122,Throsby,8000,Not in any Significant Urban Area (ACT),1.4795
801051049,81049,Acton,8001,Canberra - Queanbeyan,2.7374
801051050,81050,Ainslie,8001,Canberra - Queanbeyan,3.5405
801051051,81051,Braddon,8001,Canberra - Queanbeyan,1.4078
801051053,81053,Civic,8001,Canberra - Queanbeyan,1.4309
801051054,81054,Dickson,8001,Canberra - Queanbeyan,1.5779
801051055,81055,Downer,8001,Canberra - Queanbeyan,1.6342
801051056,81056,Hackett,8001,Canberra - Queanbeyan,1.9498
801051057,81057,Lyneham,8001,Canberra - Queanbeyan,5.4776
801051058,81058,O'Connor (ACT),8001,Canberra - Queanbeyan,4.9286
801051060,81060,Turner,8001,Canberra - Queanbeyan,1.5377
801051061,81061,Watson,8001,Canberra - Queanbeyan,3.6743
801051123,81123,Black Mountain,8000,Not in any Significant Urban Area (ACT),6.7267
801051124,81124,Campbell,8001,Canberra - Queanbeyan,3.1593
801051125,81125,Duntroon,8001,Canberra - Queanbeyan,2.4118
801051126,81126,Parkes (ACT) - North,8001,Canberra - Queanbeyan,1.0976
801051127,81127,Reid,8001,Canberra - Queanbeyan,0.9367
801051128,81128,Russell,8001,Canberra - Queanbeyan,0.4939
801061062,81062,Deakin,8001,Canberra - Queanbeyan,3.5714
801061063,81063,Forrest,8001,Canberra - Queanbeyan,1.5901
801061064,81064,Griffith (ACT),8001,Canberra - Queanbeyan,2.7559
801061066,81066,Lake Burley Griffin,8001,Canberra - Queanbeyan,6.1594
801061067,81067,Narrabundah,8001,Canberra - Queanbeyan,4.0907
801061068,81068,Parkes (ACT) - South,8001,Canberra - Queanbeyan,1.8118
801061069,81069,Red Hill (ACT),8001,Canberra - Queanbeyan,4.8606
801061070,81070,Yarralumla,8001,Canberra - Queanbeyan,7.2105
801061129,81129,Barton,8001,Canberra - Queanbeyan,1.1901
801061130,81130,Fyshwick,8001,Canberra - Queanbeyan,9.7669
801061131,81131,Kingston (ACT),8001,Canberra - Queanbeyan,1.4038
801071071,81071,Banks,8001,Canberra - Queanbeyan,2.2533
801071072,81072,Bonython,8001,Canberra - Queanbeyan,2.9045
801071073,81073,Calwell,8001,Canberra - Queanbeyan,3.8922
801071074,81074,Chisholm,8001,Canberra - Queanbeyan,3.1046
801071075,81075,Conder,8001,Canberra - Queanbeyan,4.5237
801071076,81076,Fadden,8001,Canberra - Queanbeyan,3.1064
801071077,81077,Gilmore,8001,Canberra - Queanbeyan,2.0454
801071078,81078,Gordon (ACT),8001,Canberra - Queanbeyan,4.4416
801071079,81079,Gowrie (ACT),8001,Canberra - Queanbeyan,1.9317
801071080,81080,Greenway,8001,Canberra - Queanbeyan,5.307
801071081,81081,Isabella Plains,8001,Canberra - Queanbeyan,2.495
801071082,81082,Kambah,8001,Canberra - Queanbeyan,11.3361
801071083,81083,Macarthur,8001,Canberra - Queanbeyan,1.3014
801071084,81084,Monash,8001,Canberra - Queanbeyan,3.4119
801071085,81085,Mount Taylor,8001,Canberra - Queanbeyan,10.9052
801071086,81086,Oxley (ACT),8001,Canberra - Queanbeyan,1.0865
801071087,81087,Richardson,8001,Canberra - Queanbeyan,2.2371
801071088,81088,Theodore,8001,Canberra - Queanbeyan,3.1353
801071089,81089,Tuggeranong,8000,Not in any Significant Urban Area (ACT),75.6837
801071090,81090,Wanniassa,8001,Canberra - Queanbeyan,5.3975
801071132,81132,Tuggeranong - West,8000,Not in any Significant Urban Area (ACT),9.2083
801081091,81091,Chapman,8001,Canberra - Queanbeyan,1.8558
801081092,81092,Duffy,8001,Canberra - Queanbeyan,2.7964
801081093,81093,Fisher,8001,Canberra - Queanbeyan,1.5822
801081094,81094,Holder,8001,Canberra - Queanbeyan,1.8719
801081095,81095,Rivett,8001,Canberra - Queanbeyan,1.6106
801081096,81096,Stirling,8001,Canberra - Queanbeyan,1.3226
801081097,81097,Waramanga,8001,Canberra - Queanbeyan,1.7098
801081098,81098,Weston,8001,Canberra - Queanbeyan,3.8462
801081133,81133,Scrivener,8001,Canberra - Queanbeyan,1.5532
801091099,81099,Chifley,8001,Canberra - Queanbeyan,1.5889
801091100,81100,Curtin,8001,Canberra - Queanbeyan,4.8079
801091101,81101,Farrer,8001,Canberra - Queanbeyan,2.0687
801091102,81102,Garran,8001,Canberra - Queanbeyan,2.6965
801091103,81103,Hughes,8001,Canberra - Queanbeyan,1.7894
801091104,81104,Isaacs,8001,Canberra - Queanbeyan,3.0881
801091105,81105,Lyons (ACT),8001,Canberra - Queanbeyan,2.2619
801091106,81106,Mawson,8001,Canberra - Queanbeyan,2.1128
801091107,81107,O'Malley,8001,Canberra - Queanbeyan,2.6068
801091108,81108,Pearce,8001,Canberra - Queanbeyan,1.7032
801091109,81109,Phillip,8001,Canberra - Queanbeyan,2.5749
801091110,81110,Torrens,8001,Canberra - Queanbeyan,1.3013
801101134,81134,Arboretum,8000,Not in any Significant Urban Area (ACT),6.0368
801101135,81135,Coombs,8001,Canberra - Queanbeyan,2.3179
801101136,81136,Denman Prospect,8000,Not in any Significant Urban Area (ACT),4.7437
801101137,81137,Molonglo,8000,Not in any Significant Urban Area (ACT),2.1894
801101138,81138,Molonglo - North,8000,Not in any Significant Urban Area (ACT),10.5912
801101139,81139,Wright,8001,Canberra - Queanbeyan,1.2716
801111140,81140,ACT - South West,8000,Not in any Significant Urban Area (ACT),416.6124
801111141,81141,Namadgi,8000,Not in any Significant Urban Area (ACT),1202.893
897979799,89799,Migratory - Offshore - Shipping (ACT),8000,Not in any Significant Urban Area (ACT),0
899999499,89499,No usual address (ACT),8000,Not in any Significant Urban Area (ACT),0
901011001,91001,Christmas Island,9000,Not in any Significant Urban Area (OT),136.1356
901021002,91002,Cocos (Keeling) Islands,9000,Not in any Significant Urban Area (OT),13.7163
901031003,91003,Jervis Bay,9000,Not in any Significant Urban Area (OT),67.8134
901041004,91004,Norfolk Island,9000,Not in any Significant Urban Area (OT),38.6509
997979799,99799,Migratory - Offshore - Shipping (OT),9000,Not in any Significant Urban Area (OT),0
999999499,99499,No usual address (OT),9000,Not in any Significant Urban Area (OT),0
