SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,AREA_ALBERS_SQKM
119031373,11373,Riverwood,1030,Sydney,2.7733
119031374,11374,South Hurstville - Blakehurst,1030,Sydney,6.2489
119041375,11375,Arncliffe - Bardwell Valley,1030,Sydney,4.9926
119041376,11376,Bexley,1030,Sydney,5.2778
119041377,11377,Kingsgrove (South) - Bardwell Park,1030,Sydney,3.7871
119041378,11378,Kogarah,1030,Sydney,2.2197
119041379,11379,Kogarah Bay - Carlton - Allawah,1030,Sydney,3.5033
119041380,11380,Monterey - Brighton-le-Sands - Kyeemagh,1030,Sydney,3.3799
119041381,11381,Rockdale - Banksia,1030,Sydney,3.576
119041382,11382,Sans Souci - Ramsgate,1030,Sydney,4.6115
120011383,11383,Concord - Mortlake - Cabarita,1030,Sydney,6.3192
120011384,11384,Concord West - North Strathfield,1030,Sydney,5.103
120011385,11385,Drummoyne - Rodd Point,1030,Sydney,3.7047
120011386,11386,Five Dock - Abbotsford,1030,Sydney,4.6202
120021387,11387,Balmain,1030,Sydney,2.5815
120021388,11388,Leichhardt - Annandale,1030,Sydney,4.4723
120021389,11389,Lilyfield - Rozelle,1030,Sydney,3.6039
120031390,11390,Ashfield,1030,Sydney,3.6699
120031391,11391,Burwood - Croydon,1030,Sydney,4.4925
120031392,11392,Canterbury (North) - Ashbury,1030,Sydney,3.0275
120031393,11393,Croydon Park - Enfield,1030,Sydney,3.9711
120031394,11394,Dulwich Hill - Lewisham,1030,Sydney,2.7016
120031395,11395,Haberfield - Summer Hill,1030,Sydney,3.4746
120031396,11396,Homebush,1030,Sydney,3.8434
120031575,11575,Strathfield,1030,Sydney,6.4515
120031576,11576,Strathfield South,1030,Sydney,2.5112
121011398,11398,Chatswood (East) - Artarmon,1030,Sydney,5.0678
121011399,11399,Chatswood (West) - Lane Cove North,1030,Sydney,5.5372
121011400,11400,Lane Cove - Greenwich,1030,Sydney,9.0561
121011401,11401,St Leonards - Naremburn,1030,Sydney,2.761
121011402,11402,Willoughby - Castle Cove - Northbridge,1030,Sydney,10.7518
121021403,11403,Asquith - Mount Colah,1030,Sydney,34.6849
121021404,11404,Berowra - Brooklyn - Cowan,1030,Sydney,81.7548
121021406,11406,Normanhurst - Thornleigh - Westleigh,1030,Sydney,9.9882
121021577,11577,Hornsby - East,1030,Sydney,2.5689
121021578,11578,Hornsby - West,1030,Sydney,6.2898
121021579,11579,Waitara - Wahroonga (West),1030,Sydney,2.1123
121031407,11407,Gordon - Killara,1030,Sydney,11.6714
121031408,11408,Lindfield - Roseville,1030,Sydney,11.8766
121031409,11409,Pymble,1030,Sydney,10.2514
121031410,11410,St Ives,1030,Sydney,17.7776
121031411,11411,Turramurra,1030,Sydney,20.6426
121031412,11412,Wahroonga (East) - Warrawee,1030,Sydney,13.327
121041413,11413,Cremorne - Cammeray,1030,Sydney,3.2391
121041414,11414,Crows Nest - Waverton,1030,Sydney,2.9612
121041415,11415,Mosman,1030,Sydney,8.6503
121041416,11416,Neutral Bay - Kirribilli,1030,Sydney,2.2106
121041417,11417,North Sydney - Lavender Bay,1030,Sydney,1.9144
122011418,11418,Balgowlah - Clontarf - Seaforth,1030,Sydney,7.6104
122011419,11419,Manly - Fairlight,1030,Sydney,6.7351
122021420,11420,Avalon - Palm Beach,1030,Sydney,8.6057
122021421,11421,Bayview - Elanora Heights,1030,Sydney,64.583
122021422,11422,Newport - Bilgola,1030,Sydney,5.7981
122021423,11423,Warriewood - Mona Vale,1030,Sydney,11.6627
122031424,11424,Beacon Hill - Narraweena,1030,Sydney,4.3406
122031425,11425,Cromer,1030,Sydney,7.4915
122031426,11426,Dee Why - North Curl Curl,1030,Sydney,4.0732
122031427,11427,Forestville - Killarney Heights,1030,Sydney,8.9311
122031428,11428,Frenchs Forest - Belrose,1030,Sydney,30.1321
122031429,11429,Freshwater - Brookvale,1030,Sydney,7.1838
122031430,11430,Manly Vale - Allambie Heights,1030,Sydney,9.3541
122031431,11431,Narrabeen - Collaroy,1030,Sydney,7.1622
122031432,11432,Terrey Hills - Duffys Forest,1030,Sydney,70.5438
123011433,11433,Camden - Ellis Lane,1030,Sydney,26.1934
123011434,11434,Elderslie - Harrington Park,1030,Sydney,21.5414
123011435,11435,Mount Annan - Currans Hill,1030,Sydney,26.134
123021436,11436,Bradbury - Wedderburn,1030,Sydney,36.6555
123021437,11437,Campbelltown - Woodbine,1030,Sydney,13.7476
123021438,11438,Claymore - Eagle Vale - Raby,1030,Sydney,22.9168
123021439,11439,Holsworthy Military Area,1000,Not in any Significant Urban Area (NSW),129.823
123021440,11440,Ingleburn - Denham Court,1030,Sydney,30.9189
123021441,11441,Leumeah - Minto Heights,1030,Sydney,23.6461
123021442,11442,Macquarie Fields - Glenfield,1030,Sydney,16.0182
123021443,11443,Minto - St Andrews,1030,Sydney,12.4133
123021444,11444,Rosemeadow - Glen Alpine,1030,Sydney,48.0827
123031445,11445,Bargo,1000,Not in any Significant Urban Area (NSW),67.7705
123031446,11446,Douglas Park - Appin,1000,Not in any Significant Urban Area (NSW),289.9461
123031447,11447,Picton - Tahmoor - Buxton,1000,Not in any Significant Urban Area (NSW),189.9084
123031448,11448,The Oaks - Oakdale,1000,Not in any Significant Urban Area (NSW),322.7354
124011449,11449,Blackheath - Megalong Valley,1000,Not in any Significant Urban Area (NSW),139.2166
124011450,11450,Blaxland - Warrimoo - Lapstone,1030,Sydney,29.6935
124011451,11451,Blue Mountains - North,1000,Not in any Significant Urban Area (NSW),595.0366
124011452,11452,Katoomba - Leura,1030,Sydney,40.8734
124011453,11453,Lawson - Hazelbrook - Linden,1030,Sydney,46.8873
124011454,11454,Springwood - Winmalee,1030,Sydney,69.6647
124011455,11455,Wentworth Falls,1030,Sydney,21.0358
124021456,11456,Blue Mountains - South,1000,Not in any Significant Urban Area (NSW),2456.9093
124031457,11457,Cambridge Park,1030,Sydney,6.5871
124031458,11458,Castlereagh - Cranebrook,1030,Sydney,71.5174
124031459,11459,Emu Plains - Leonay,1030,Sydney,13.794
124031460,11460,Glenmore Park - Regentville,1030,Sydney,9.233
124031461,11461,Jamisontown - South Penrith,1030,Sydney,9.0181
124031462,11462,Kingswood - Werrington,1030,Sydney,14.0229
124031463,11463,Mulgoa - Luddenham - Orchard Hills,1030,Sydney,158.6776
124031464,11464,Penrith,1030,Sydney,10.3941
124031465,11465,Warragamba - Silverdale,1030,Sydney,63.6143
124041466,11466,Richmond - Clarendon,1030,Sydney,74.6728
124041467,11467,Windsor - Bligh Park,1030,Sydney,22.73
124041468,11468,Yarramundi - Londonderry,1030,Sydney,81.4359
124051469,11469,Erskine Park,1030,Sydney,8.3944
124051470,11470,St Clair,1030,Sydney,7.2035
124051580,11580,Colyton - Oxley Park,1030,Sydney,4.6521
124051581,11581,St Marys - North St Marys,1030,Sydney,12.8646
125011473,11473,Homebush Bay - Silverwater,1030,Sydney,11.2619
125011475,11475,Rookwood Cemetery,1030,Sydney,3.015
125011582,11582,Auburn - Central,1030,Sydney,3.7326
125011583,11583,Auburn - North,1030,Sydney,2.0966
125011584,11584,Auburn - South,1030,Sydney,2.4313
125011585,11585,Berala,1030,Sydney,2.0865
125011586,11586,Lidcombe,1030,Sydney,6.4037
125011587,11587,Regents Park,1030,Sydney,2.0325
125021476,11476,Carlingford,1030,Sydney,9.7457
125021477,11477,Ermington - Rydalmere,1030,Sydney,9.8654
125021478,11478,Oatlands - Dundas Valley,1030,Sydney,6.0763
125031479,11479,Chester Hill - Sefton,1030,Sydney,7.2676
125031480,11480,Fairfield - East,1030,Sydney,5.7115
125031481,11481,Granville - Clyde,1030,Sydney,5.6083
125031482,11482,Greystanes - Pemulwuy,1030,Sydney,11.8487
125031483,11483,Guildford - South Granville,1030,Sydney,6.7962
125031484,11484,Guildford West - Merrylands West,1030,Sydney,5.4654
125031485,11485,Merrylands - Holroyd,1030,Sydney,6.7188
125031486,11486,Smithfield Industrial,1030,Sydney,4.3017
125031487,11487,Yennora Industrial,1030,Sydney,2.0787
125041489,11489,North Parramatta,1030,Sydney,7.0608
125041490,11490,North Rocks,1030,Sydney,5.3762
125041491,11491,Northmead,1030,Sydney,5.9332
125041492,11492,Parramatta - Rosehill,1030,Sydney,8.4965
125041493,11493,Toongabbie - Constitution Hill,1030,Sydney,7.4795
125041494,11494,Winston Hills,1030,Sydney,4.3479
125041588,11588,Pendle Hill - Girraween,1030,Sydney,4.4615
125041589,11589,Wentworthville - Westmead,1030,Sydney,3.9358
126011495,11495,Epping - North Epping,1030,Sydney,8.8806
126011496,11496,Pennant Hills - Cheltenham,1030,Sydney,13.2937
126021497,11497,Eastwood - Denistone,1030,Sydney,7.8201
126021498,11498,Gladesville - Huntleys Point,1030,Sydney,4.7162
126021499,11499,Hunters Hill - Woolwich,1030,Sydney,4.1512
126021500,11500,Macquarie Park - Marsfield,1030,Sydney,10.672
126021501,11501,North Ryde - East Ryde,1030,Sydney,6.2232
126021503,11503,West Ryde - Meadowbank,1030,Sydney,4.7923
126021590,11590,Putney,1030,Sydney,1.5194
126021591,11591,Ryde,1030,Sydney,7.2682
127011504,11504,Ashcroft - Busby - Miller,1030,Sydney,5.463
127011505,11505,Austral - Greendale,1030,Sydney,110.7146
127011506,11506,Cobbitty - Leppington,1030,Sydney,132.1375
127011592,11592,Badgerys Creek,1030,Sydney,17.5774
127011593,11593,Cecil Hills,1030,Sydney,3.7478
127011594,11594,Green Valley,1030,Sydney,3.2145
127011595,11595,Hinchinbrook,1030,Sydney,5.225
127011596,11596,Hoxton Park - Carnes Hill - Horningsea Park,1030,Sydney,4.1264
127011597,11597,West Hoxton - Middleton Grange,1030,Sydney,9.2626
127021509,11509,Bonnyrigg Heights - Bonnyrigg,1030,Sydney,5.1887
127021510,11510,Bossley Park - Abbotsbury,1030,Sydney,9.5146
127021511,11511,Cabramatta - Lansvale,1030,Sydney,7.5964
127021512,11512,Cabramatta West - Mount Pritchard,1030,Sydney,5.3429
127021513,11513,Canley Vale - Canley Heights,1030,Sydney,5.4161
127021514,11514,Edensor Park,1030,Sydney,3.0955
127021515,11515,Fairfield,1030,Sydney,4.2304
127021516,11516,Fairfield - West,1030,Sydney,4.6915
127021517,11517,Greenfield Park - Prairiewood,1030,Sydney,3.6367
127021518,11518,Horsley Park - Kemps Creek,1030,Sydney,56.2773
127021519,11519,Smithfield - Wetherill Park,1030,Sydney,6.6123
127021520,11520,St Johns Park - Wakeley,1030,Sydney,3.6111
127021521,11521,Wetherill Park Industrial,1030,Sydney,8.5566
127031522,11522,Casula,1030,Sydney,7.0719
127031523,11523,Chipping Norton - Moorebank,1030,Sydney,14.4902
127031524,11524,Holsworthy - Wattle Grove,1030,Sydney,73.7001
127031598,11598,Liverpool,1030,Sydney,6.3185
127031599,11599,Lurnea - Cartwright,1030,Sydney,3.4665
127031600,11600,Prestons - Edmondson Park,1030,Sydney,14.1323
127031601,11601,Warwick Farm,1030,Sydney,4.6502
128011529,11529,Gymea - Grays Point,1030,Sydney,5.7978
128011530,11530,Miranda - Yowie Bay,1030,Sydney,5.9968
128011531,11531,Sylvania - Taren Point,1030,Sydney,6.0725
128011602,11602,Caringbah,1030,Sydney,3.9958
128011603,11603,Caringbah South,1030,Sydney,4.0699
128011604,11604,Cronulla - Kurnell - Bundeena,1030,Sydney,25.0865
128011605,11605,Lilli Pilli - Port Hacking - Dolans Bay,1030,Sydney,1.2706
128011606,11606,Woolaware - Burraneer,1030,Sydney,3.3282
128021533,11533,Heathcote - Waterfall,1030,Sydney,27.6162
128021534,11534,Illawong - Alfords Point,1030,Sydney,7.2978
128021535,11535,Menai - Lucas Heights - Woronora,1030,Sydney,33.4047
128021536,11536,Oyster Bay - Como - Jannali,1030,Sydney,8.9053
128021537,11537,Royal National Park,1000,Not in any Significant Urban Area (NSW),139.3336
128021538,11538,Sutherland - Kirrawee,1030,Sydney,7.7547
128021607,11607,Engadine,1030,Sydney,8.9538
128021608,11608,Loftus - Yarrawarrah,1030,Sydney,3.8436
128021609,11609,Woronora Heights,1030,Sydney,3.1374
197979799,19799,Migratory - Offshore - Shipping (NSW),1000,Not in any Significant Urban Area (NSW),0
199999499,19499,No usual address (NSW),1000,Not in any Significant Urban Area (NSW),0
201011001,21001,Alfredton,2003,Ballarat,52.7111
201011002,21002,Ballarat,2003,Ballarat,12.3787
201011003,21003,Ballarat - North,2003,Ballarat,92.3577
201011004,21004,Ballarat - South,2003,Ballarat,32.8541
201011005,21005,Buninyong,2003,Ballarat,51.5855
201011006,21006,Delacombe,2003,Ballarat,34.1608
201011007,21007,Smythes Creek,2000,Not in any Significant Urban Area (Vic.),104.7274
201011008,21008,Wendouree - Miners Rest,2003,Ballarat,67.5734
201021009,21009,Bacchus Marsh Region,2000,Not in any Significant Urban Area (Vic.),1038.8122
201021010,21010,Creswick - Clunes,2000,Not in any Significant Urban Area (Vic.),856.7892
201021011,21011,Daylesford,2000,Not in any Significant Urban Area (Vic.),920.7579
201021012,21012,Gordon (Vic.),2000,Not in any Significant Urban Area (Vic.),850.3137
201031013,21013,Avoca,2000,Not in any Significant Urban Area (Vic.),1714.2399
201031014,21014,Beaufort,2000,Not in any Significant Urban Area (Vic.),1863.0431
201031015,21015,Golden Plains - North,2000,Not in any Significant Urban Area (Vic.),922.0812
201031016,21016,Maryborough (Vic.),2000,Not in any Significant Urban Area (Vic.),45.5379
201031017,21017,Maryborough Region,2000,Not in any Significant Urban Area (Vic.),1627.5521
202011018,21018,Bendigo,2004,Bendigo,15.974
202011019,21019,California Gully - Eaglehawk,2004,Bendigo,33.0365
202011020,21020,East Bendigo - Kennington,2004,Bendigo,17.1489
202011021,21021,Flora Hill - Spring Gully,2004,Bendigo,13.203
202011022,21022,Kangaroo Flat - Golden Square,2004,Bendigo,40.9147
202011023,21023,Maiden Gully,2004,Bendigo,42.9757
202011024,21024,Strathfieldsaye,2004,Bendigo,56.4142
202011025,21025,White Hills - Ascot,2004,Bendigo,67.7768
202021026,21026,Bendigo Region - South,2000,Not in any Significant Urban Area (Vic.),796.8536
202021027,21027,Castlemaine,2000,Not in any Significant Urban Area (Vic.),83.9291
202021028,21028,Castlemaine Region,2000,Not in any Significant Urban Area (Vic.),1514.9805
202021029,21029,Heathcote,2000,Not in any Significant Urban Area (Vic.),756.8176
202021030,21030,Kyneton,2000,Not in any Significant Urban Area (Vic.),556.4897
202021031,21031,Woodend,2000,Not in any Significant Urban Area (Vic.),211.8677
202031032,21032,Bendigo Region - North,2000,Not in any Significant Urban Area (Vic.),1440.2176
202031033,21033,Loddon,2000,Not in any Significant Urban Area (Vic.),6193.3066
203011034,21034,Bannockburn,2000,Not in any Significant Urban Area (Vic.),192.052
203011035,21035,Golden Plains - South,2000,Not in any Significant Urban Area (Vic.),1484.5292
203011036,21036,Winchelsea,2000,Not in any Significant Urban Area (Vic.),903.2573
203021037,21037,Belmont,2007,Geelong,9.3677
203021038,21038,Corio - Norlane,2007,Geelong,80.8135
203021039,21039,Geelong,2007,Geelong,12.8171
203021040,21040,Geelong West - Hamlyn Heights,2007,Geelong,32.0374
203021041,21041,Grovedale,2007,Geelong,55.7048
203021042,21042,Highton,2007,Geelong,40.587
203021043,21043,Lara,2007,Geelong,588.6014
203021044,21044,Leopold,2007,Geelong,27.9287
203021045,21045,Newcomb - Moolap,2007,Geelong,43.2941
203021046,21046,Newtown (Vic.),2007,Geelong,5.8078
203021047,21047,North Geelong - Bell Park,2007,Geelong,21.9322
203031048,21048,Clifton Springs,2007,Geelong,65.1494
203031049,21049,Lorne - Anglesea,2000,Not in any Significant Urban Area (Vic.),447.9915
203031050,21050,Ocean Grove - Barwon Heads,2007,Geelong,156.9794
203031051,21051,Portarlington,2000,Not in any Significant Urban Area (Vic.),71.8556
203031052,21052,Point Lonsdale - Queenscliff,2007,Geelong,61.6734
203031053,21053,Torquay,2007,Geelong,126.3198
204011054,21054,Alexandra,2000,Not in any Significant Urban Area (Vic.),2118.9554
204011055,21055,Euroa,2000,Not in any Significant Urban Area (Vic.),2057.9046
204011056,21056,Kilmore - Broadford,2000,Not in any Significant Urban Area (Vic.),461.5232
204011057,21057,Mansfield (Vic.),2000,Not in any Significant Urban Area (Vic.),3927.8774
204011058,21058,Nagambie,2000,Not in any Significant Urban Area (Vic.),1294.3498
204011059,21059,Seymour,2000,Not in any Significant Urban Area (Vic.),79.3085
204011060,21060,Seymour Region,2000,Not in any Significant Urban Area (Vic.),1688.8307
204011061,21061,Upper Yarra Valley,2000,Not in any Significant Urban Area (Vic.),856.2714
204011062,21062,Yea,2000,Not in any Significant Urban Area (Vic.),1474.2972
204021063,21063,Benalla,2000,Not in any Significant Urban Area (Vic.),315.3043
204021064,21064,Benalla Region,2000,Not in any Significant Urban Area (Vic.),2105.3238
204021065,21065,Rutherglen,2000,Not in any Significant Urban Area (Vic.),479.3481
204021066,21066,Wangaratta,2019,Wangaratta,57.5835
204021067,21067,Wangaratta Region,2000,Not in any Significant Urban Area (Vic.),3587.526
204031068,21068,Beechworth,2000,Not in any Significant Urban Area (Vic.),371.3306
204031069,21069,Bright - Mount Beauty,2000,Not in any Significant Urban Area (Vic.),4253.6537
204031070,21070,Chiltern - Indigo Valley,2000,Not in any Significant Urban Area (Vic.),513.1748
204031071,21071,Myrtleford,2000,Not in any Significant Urban Area (Vic.),553.3638
204031072,21072,Towong,2000,Not in any Significant Urban Area (Vic.),6668.7212
204031073,21073,West Wodonga,1001,Albury - Wodonga,153.8763
204031074,21074,Wodonga,1001,Albury - Wodonga,278.8131
204031075,21075,Yackandandah,2000,Not in any Significant Urban Area (Vic.),708.198
205011076,21076,Drouin,2020,Warragul - Drouin,326.806
205011077,21077,Mount Baw Baw Region,2000,Not in any Significant Urban Area (Vic.),2753.3276
205011078,21078,Trafalgar (Vic.),2000,Not in any Significant Urban Area (Vic.),501.5289
205011079,21079,Warragul,2020,Warragul - Drouin,352.1791
205021080,21080,Alps - East,2000,Not in any Significant Urban Area (Vic.),2071.2826
205021081,21081,Bairnsdale,2002,Bairnsdale,155.0115
205021082,21082,Bruthen - Omeo,2000,Not in any Significant Urban Area (Vic.),7377.4172
205021083,21083,Lake King,2000,Not in any Significant Urban Area (Vic.),93.8744
205021084,21084,Lakes Entrance,2000,Not in any Significant Urban Area (Vic.),214.0352
205021085,21085,Orbost,2000,Not in any Significant Urban Area (Vic.),11384.3433
205021086,21086,Paynesville,2000,Not in any Significant Urban Area (Vic.),417.8856
205031087,21087,Foster,2000,Not in any Significant Urban Area (Vic.),1498.8469
205031088,21088,French Island,2000,Not in any Significant Urban Area (Vic.),170.2291
205031089,21089,Korumburra,2000,Not in any Significant Urban Area (Vic.),600.6912
205031090,21090,Leongatha,2000,Not in any Significant Urban Area (Vic.),801.0083
205031091,21091,Phillip Island,2000,Not in any Significant Urban Area (Vic.),100.5732
205031092,21092,Wilsons Promontory,2000,Not in any Significant Urban Area (Vic.),481.5078
205031093,21093,Wonthaggi - Inverloch,2000,Not in any Significant Urban Area (Vic.),728.7626
205041094,21094,Churchill,2000,Not in any Significant Urban Area (Vic.),796.523
205041095,21095,Moe - Newborough,2013,Moe - Newborough,105.2835
205041096,21096,Morwell,2018,Traralgon - Morwell,85.4861
205041097,21097,Traralgon,2018,Traralgon - Morwell,149.6729
205041098,21098,Yallourn North - Glengarry,2000,Not in any Significant Urban Area (Vic.),342.7019
205051099,21099,Alps - West,2000,Not in any Significant Urban Area (Vic.),2955.6801
205051100,21100,Longford - Loch Sport,2000,Not in any Significant Urban Area (Vic.),1610.8492
205051101,21101,Maffra,2000,Not in any Significant Urban Area (Vic.),2532.3197
205051102,21102,Rosedale,2000,Not in any Significant Urban Area (Vic.),968.4596
205051103,21103,Sale,2015,Sale,45.6023
205051104,21104,Yarram,2000,Not in any Significant Urban Area (Vic.),1931.8629
206011105,21105,Brunswick,2010,Melbourne,5.1425
206011106,21106,Brunswick East,2010,Melbourne,2.168
206011107,21107,Brunswick West,2010,Melbourne,3.1795
206011108,21108,Coburg,2010,Melbourne,6.9346
206011109,21109,Pascoe Vale South,2010,Melbourne,2.9887
206021110,21110,Alphington - Fairfield,2010,Melbourne,2.8853
206021111,21111,Northcote,2010,Melbourne,6.145
206021112,21112,Thornbury,2010,Melbourne,4.9972
206031113,21113,Ascot Vale,2010,Melbourne,3.8361
206031114,21114,Essendon - Aberfeldie,2010,Melbourne,8.443
206031115,21115,Flemington,2010,Melbourne,1.5808
206031116,21116,Moonee Ponds,2010,Melbourne,4.3551
206041117,21117,Carlton,2010,Melbourne,1.8185
206041118,21118,Docklands,2010,Melbourne,2.444
206041119,21119,East Melbourne,2010,Melbourne,2.8998
206041120,21120,Flemington Racecourse,2010,Melbourne,1.7093
206041121,21121,Kensington (Vic.),2010,Melbourne,2.147
206041122,21122,Melbourne,2010,Melbourne,2.369
206041123,21123,North Melbourne,2010,Melbourne,3.2492
206041124,21124,Parkville,2010,Melbourne,4.0492
206041125,21125,South Yarra - West,2010,Melbourne,1.5027
206041126,21126,Southbank,2010,Melbourne,3.0743
206041127,21127,West Melbourne,2010,Melbourne,6.1992
206051128,21128,Albert Park,2010,Melbourne,4.6747
206051129,21129,Elwood,2010,Melbourne,2.553
206051130,21130,Port Melbourne,2010,Melbourne,2.7894
206051131,21131,Port Melbourne Industrial,2010,Melbourne,6.8694
206051132,21132,South Melbourne,2010,Melbourne,2.4948
206051133,21133,St Kilda,2010,Melbourne,3.901
206051134,21134,St Kilda East,2010,Melbourne,2.4135
206061135,21135,Armadale,2010,Melbourne,2.1835
206061136,21136,Prahran - Windsor,2010,Melbourne,2.9054
206061137,21137,South Yarra - East,2010,Melbourne,2.5172
206061138,21138,Toorak,2010,Melbourne,4.3233
206071139,21139,Abbotsford,2010,Melbourne,1.7405
206071140,21140,Carlton North - Princes Hill,2010,Melbourne,2.3042
206071141,21141,Collingwood,2010,Melbourne,1.2671
206071142,21142,Fitzroy,2010,Melbourne,1.378
206071143,21143,Fitzroy North,2010,Melbourne,2.5051
206071144,21144,Richmond (Vic.),2010,Melbourne,6.2125
206071145,21145,Yarra - North,2010,Melbourne,5.2089
207011146,21146,Ashburton (Vic.),2010,Melbourne,2.8366
207011147,21147,Balwyn,2010,Melbourne,5.585
207011148,21148,Balwyn North,2010,Melbourne,8.8491
207011149,21149,Camberwell,2010,Melbourne,7.2919
207011150,21150,Glen Iris - East,2010,Melbourne,5.7049
207011151,21151,Hawthorn,2010,Melbourne,5.6721
207011152,21152,Hawthorn East,2010,Melbourne,3.824
207011153,21153,Kew,2010,Melbourne,10.534
207011154,21154,Kew East,2010,Melbourne,4.0155
207011155,21155,Surrey Hills (West) - Canterbury,2010,Melbourne,5.7026
207021156,21156,Bulleen,2010,Melbourne,6.6711
207021157,21157,Doncaster,2010,Melbourne,8.7738
207021159,21159,Templestowe,2010,Melbourne,16.1176
207021160,21160,Templestowe Lower,2010,Melbourne,5.9386
207021424,21424,Doncaster East (North),2010,Melbourne,6.4029
207021425,21425,Doncaster East (South),2010,Melbourne,4.7684
207031161,21161,Blackburn,2010,Melbourne,8.6077
207031162,21162,Blackburn South,2010,Melbourne,3.5966
207031163,21163,Box Hill,2010,Melbourne,7.012
207031164,21164,Box Hill North,2010,Melbourne,6.2087
207031165,21165,Burwood,2010,Melbourne,5.0392
207031166,21166,Burwood East,2010,Melbourne,4.263
207031167,21167,Surrey Hills (East) - Mont Albert,2010,Melbourne,3.3279
208011168,21168,Beaumaris,2010,Melbourne,5.9678
208011169,21169,Brighton (Vic.),2010,Melbourne,8.2005
208011170,21170,Brighton East,2010,Melbourne,5.6083
208011171,21171,Cheltenham - Highett (West),2010,Melbourne,5.3198
208011172,21172,Hampton,2010,Melbourne,5.6846
208011173,21173,Sandringham - Black Rock,2010,Melbourne,6.4301
208021174,21174,Bentleigh - McKinnon,2010,Melbourne,6.2242
208021176,21176,Carnegie,2010,Melbourne,3.8043
208021177,21177,Caulfield - North,2010,Melbourne,6.4189
208021178,21178,Caulfield - South,2010,Melbourne,4.7426
208021179,21179,Elsternwick,2010,Melbourne,2.8616
208021180,21180,Hughesdale,2010,Melbourne,2.0096
208021181,21181,Murrumbeena,2010,Melbourne,2.5148
208021182,21182,Ormond - Glen Huntly,2010,Melbourne,2.9371
208021426,21426,Bentleigh East (North),2010,Melbourne,4.5989
208021427,21427,Bentleigh East (South),2010,Melbourne,4.5882
208031183,21183,Aspendale Gardens - Waterways,2010,Melbourne,5.3073
208031184,21184,Braeside,2010,Melbourne,9.0819
208031185,21185,Carrum - Patterson Lakes,2010,Melbourne,5.8242
208031186,21186,Chelsea - Bonbeach,2010,Melbourne,5.423
208031187,21187,Chelsea Heights,2010,Melbourne,3.1958
208031188,21188,Cheltenham - Highett (East),2010,Melbourne,8.7377
208031189,21189,Edithvale - Aspendale,2010,Melbourne,5.1001
208031190,21190,Mentone,2010,Melbourne,4.45
208031191,21191,Moorabbin - Heatherton,2010,Melbourne,11.6997
208031192,21192,Moorabbin Airport,2010,Melbourne,3.0755
208031193,21193,Mordialloc - Parkdale,2010,Melbourne,7.9681
208041194,21194,Malvern - Glen Iris,2010,Melbourne,6.1552
208041195,21195,Malvern East,2010,Melbourne,7.5668
209011196,21196,Bundoora - East,2010,Melbourne,4.0749
209011197,21197,Greensborough,2010,Melbourne,10.0974
209011198,21198,Heidelberg - Rosanna,2010,Melbourne,6.3717
209011199,21199,Heidelberg West,2010,Melbourne,6.6912
209011200,21200,Ivanhoe,2010,Melbourne,5.0499
209011201,21201,Ivanhoe East - Eaglemont,2010,Melbourne,4.2769
209011202,21202,Montmorency - Briar Hill,2010,Melbourne,12.0278
209011203,21203,Viewbank - Yallambie,2010,Melbourne,10.2379
209011204,21204,Watsonia,2010,Melbourne,3.7856
209021205,21205,Kingsbury,2010,Melbourne,9.0093
209021207,21207,Reservoir - East,2010,Melbourne,8.9663
209021208,21208,Reservoir - West,2010,Melbourne,10.1544
209021428,21428,Preston - East,2010,Melbourne,7.7457
209021429,21429,Preston - West,2010,Melbourne,3.5679
209031209,21209,Eltham,2010,Melbourne,19.4881
209031210,21210,Hurstbridge,2010,Melbourne,14.8421
209031211,21211,Kinglake,2000,Not in any Significant Urban Area (Vic.),319.504
209031212,21212,Panton Hill - St Andrews,2000,Not in any Significant Urban Area (Vic.),292.1978
209031213,21213,Plenty - Yarrambat,2010,Melbourne,29.117
209031214,21214,Research - North Warrandyte,2010,Melbourne,49.7947
209031215,21215,Wattle Glen - Diamond Creek,2010,Melbourne,26.8245
209041216,21216,Bundoora - North,2010,Melbourne,4.715
209041217,21217,Bundoora - West,2010,Melbourne,2.5601
209041219,21219,Lalor,2010,Melbourne,12.0595
209041220,21220,Mill Park - North,2010,Melbourne,8.1362
209041221,21221,Mill Park - South,2010,Melbourne,4.9298
209041223,21223,Thomastown,2010,Melbourne,14.6852
209041224,21224,Wallan,2010,Melbourne,507.7455
209041225,21225,Whittlesea,2000,Not in any Significant Urban Area (Vic.),297.9799
209041430,21430,Doreen,2010,Melbourne,14.4616
209041431,21431,Epping - East,2010,Melbourne,7.7691
209041432,21432,Epping - South,2010,Melbourne,15.8714
209041433,21433,Epping - West,2010,Melbourne,7.3573
209041434,21434,Mernda,2010,Melbourne,23.8231
209041435,21435,South Morang (North),2010,Melbourne,13.7094
209041436,21436,South Morang (South),2010,Melbourne,7.7445
209041437,21437,Wollert,2010,Melbourne,53.8918
210011226,21226,Airport West,2010,Melbourne,3.7194
210011227,21227,Essendon Airport,2010,Melbourne,3.3549
210011228,21228,Keilor,2010,Melbourne,17.512
210011229,21229,Keilor East,2010,Melbourne,10.8916
210011230,21230,Niddrie - Essendon West,2010,Melbourne,2.8027
210011231,21231,Strathmore,2010,Melbourne,4.1444
