City,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Lille - Dunkerque - Valenciennes,"46,434.41","48,516.06","50,553.29","50,995.39","52,383.34","55,289.50","57,834.52","60,639.06","62,474.64","60,154.18","61,436.42","63,881.83","63,078.69","65,133.49","65,825.91","67,776.58","68,613.88","70,882.88","73,173.01","76,452.69","73,484.14","79,408.24"
Montpellier,"16,603.69","17,964.01","18,454.85","18,730.34","19,600.89","21,179.87","22,323.82","23,387.68","24,670.01","24,400.40","25,780.20","26,672.56","26,655.30","27,043.87","27,513.92","28,070.49","28,942.72","29,645.39","30,958.11","32,883.33","32,051.10","35,124.54"
Saint-Etienne,"12,419.48","13,116.98","13,513","13,212.69","13,842.39","14,736.56","15,503.93","16,202.88","17,210.56","16,548.97","16,388.41","17,383.78","17,154","17,444.76","17,631.94","17,946.58","18,259.25","18,684.23","19,290.87","20,314.33","19,743.79","20,805.93"
Rennes,"18,748.43","19,699.17","20,518.54","20,825.81","22,196.69","24,076.53","24,932.55","25,857.13","26,050.47","25,291.21","26,241.83","27,434.97","27,584.88","28,456.83","29,524.71","30,380.75","31,209.65","32,694.54","33,726.09","35,709.39","35,187.03","37,664.64"
Amiens,"9,826.50","10,655.29","10,902.21","10,957.53","11,036.21","11,499.01","11,673.91","12,309.65","12,591.21","12,150.74","12,500","12,804.28","12,907.59","13,264.48","13,158.79","13,532.89","13,220.25","13,744.63","14,174.90","14,906.53","14,364.31","15,145.63"
Rouen,"26,235.15","27,298.23","27,865.19","27,898.04","28,690.68","30,087.19","30,970.08","32,825.64","32,942.21","31,382.68","32,917","33,805.92","33,932.50","34,816.13","34,971.78","35,716.74","35,113.85","35,609.67","35,879.53","37,396.10","35,196.52","38,716.97"
Nancy,"12,595.52","13,639.62","13,886.98","13,906.26","14,395.92","14,985.17","15,670.84","16,198.38","16,614.63","16,300.91","16,379.37","16,479.26","16,305.66","16,953.47","17,106.89","16,873.80","17,047.48","17,318.02","17,789.63","18,673.10","18,275.97","19,180.22"
Reims,"13,273.41","13,332.83","13,637.18","13,299.31","14,417.97","14,931.92","15,264.72","16,240.45","16,086.38","14,788.73","15,546.73","16,484.61","16,184.28","16,526.54","16,362.47","16,620.88","16,624.56","17,291.70","17,834.77","18,496.85","17,472.56","18,422.37"
OrlÇans,"14,099.30","14,968.64","15,336.84","15,575.59","16,112.23","16,812.32","17,331.69","18,023.64","17,382.28","16,724","17,657.99","18,044.78","17,963.84","18,355.28","18,294.92","18,559.15","18,800.15","19,237.30","19,737.95","20,708.87","19,986.98","21,449.34"
Dijon,"11,852.23","12,200.25","12,041.07","11,885.39","12,445.36","13,097.36","13,562.32","14,356.74","14,511.97","13,944.65","14,310.61","14,761.69","14,679.46","15,174.34","15,376.91","15,578.78","15,643.30","16,246.06","16,905.93","17,553.33","16,923.81","18,308.04"
Poitiers,"7,202.42","7,534.43","7,800.81","7,910.22","8,172.79","8,595.61","8,832.24","9,273.35","9,562.85","9,411.13","9,534.68","9,957.04","10,214.70","10,487.99","10,665.59","10,697.72","10,757.10","11,117.53","11,303.63","11,934.04","11,225.01","11,869.26"
Clermont-Ferrand,"11,994.70","12,438.86","12,855.12","12,871.64","13,288.07","14,081.19","14,503.31","15,202.44","14,823.74","14,504.36","14,874.52","15,892.65","15,826.39","16,471.54","16,670.85","17,146.20","17,491.13","18,722.37","19,622.80","20,827.44","19,652.25","20,663.84"
Caen,"12,474.09","12,916.52","13,617.02","13,679.70","14,141.92","14,837.75","15,479.56","16,074.72","16,587.90","16,129.17","17,299.52","17,973.99","17,208.49","17,502.64","17,594.96","17,918.86","18,233.18","17,785.48","18,310.61","19,203.54","18,483.20","19,477.10"
Limoges,"6,728.64","7,033.64","7,257.63","7,173.43","7,200.54","7,638.08","7,839.33","8,149.55","8,219.72","7,954.13","7,870.70","8,115.05","7,992.36","8,467.90","8,586.57","8,708.58","8,619.42","8,953.12","9,129.08","10,008.85","9,639.31","9,795.42"
Besanáon,"10,377.02","11,048.20","11,265.91","11,161.19","11,368.20","11,817.13","11,998.81","12,476.45","12,378.53","11,832.67","12,257.55","12,714.84","12,084.94","12,508.07","12,707.70","13,052.38","13,383.51","13,743.65","14,110.42","14,819.98","14,124.70","14,833.62"
Grenoble,"24,179.25","25,301.91","25,785.35","25,638.53","26,905.70","28,324.23","29,828.71","31,041.49","31,420.25","30,256.60","32,002.15","33,266.56","32,897.61","33,655.14","34,209.86","34,405.46","35,500.84","36,316.17","37,667.38","39,907.67","38,691.77","41,812.71"
Fort-de-France,"4,766.25","5,173.86","5,382.59","5,513.19","5,763.21","6,231.24","6,520.72","6,741.01","6,966.15","6,665.87","6,995.95","7,211.06","7,212.68","7,357.01","7,548.06","7,709.17","7,702.58","7,835.95","7,977.49","8,172.78","8,103.72","8,377.95"
Tours,"10,631.09","11,303.04","11,644.20","11,585.26","12,031.09","12,730.67","13,293.99","13,841.15","13,819.55","13,549.02","14,028.76","14,396.92","14,396.94","14,916.96","15,164.12","15,655.89","15,819.14","16,047.89","16,697.52","17,528.63","16,818.89","18,559.61"
Angers,"13,175.87","14,168.69","14,621.68","14,612.87","14,979.85","15,805.19","16,159.25","17,028.26","17,401.27","16,682.59","17,274.75","18,206.88","18,018.51","18,642.68","18,830.44","19,153.62","19,419.15","19,992.81","20,328.79","21,682.22","21,215.50","22,916.31"
Brest,"15,471.34","16,466.74","16,864.48","16,849.93","17,838.18","18,775.53","19,591.34","20,319.08","19,503.67","18,776.81","19,194.73","20,031.14","19,913.75","20,715.99","20,898.47","21,438.59","21,837.09","22,407.55","22,751.66","24,309.58","23,831.83","25,705.30"
Le Mans,"9,545.46","9,922.84","10,393.59","10,293.92","10,681.84","11,158.40","11,331.69","11,955.92","12,393.53","12,078.55","12,195.07","12,541.52","12,591.73","12,871.54","13,078.80","13,001.01","13,150.17","13,322.71","13,472.19","14,139.36","13,510.45","14,455.77"
Mulhouse,"14,451.35","15,282.11","15,701.78","15,137.56","15,235.02","16,033.19","16,545.78","17,515.30","17,578.14","16,905.85","16,843.47","17,552.47","17,333.78","17,905.13","18,111.34","18,431.07","18,669.65","19,452.81","20,207.23","21,111.10","19,877.67","21,226.37"
Perpignan,"6,061.69","6,596.45","6,859.69","7,122.84","7,339.28","7,736.98","8,185.81","8,612.97","8,710","8,475.39","8,607.90","9,064.96","8,957.85","9,129.67","9,214.88","9,504.53","9,573.06","9,875.97","10,129.88","10,752.70","10,471.11","11,255.26"
Nimes,"10,276.50","10,843.23","11,319.50","11,386.66","11,831.86","12,412.99","13,098.88","13,686.38","13,823.68","13,489.46","13,801.62","14,324.15","14,285.83","14,515.41","14,741.45","15,082.01","15,272.06","15,809.82","16,143.67","17,316.61","16,869.24","18,306.86"
Pau,"11,597.63","12,476.95","13,521.41","13,293.39","13,503.95","14,643.30","15,551.99","16,261.75","16,508.75","15,899.31","16,634.45","17,291.28","17,037.39","17,765.78","17,788.14","18,100.66","18,282.89","18,291.98","18,674.03","20,132.80","19,079.40","20,613.12"
Annecy (FR) / Genäve (CH),"14,016.59","15,021.38","15,111.21","15,331.83","16,159.99","16,855.79","17,620.64","18,458.20","17,975.48","16,923.08","17,845.33","19,116.49","18,745.20","19,537.91","19,854.61","20,615.80","21,157.47","22,018.20","22,850.41","23,929.84","22,585.52","23,384.87"
Marseille,"53,648.90","57,293.52","58,941.54","59,426.57","62,570.03","67,427.12","70,442.28","72,870.97","73,819.24","72,378.45","77,358.90","78,462.08","80,527.55","80,970.65","82,122.27","84,020.39","84,572.59","87,437.97","90,543.60","95,529.61","93,075","105,330.29"
Nice,"22,268.35","24,054.82","24,754.19","24,905.33","26,011.04","27,711.97","29,037.66","30,166.96","29,517.21","28,655.12","30,200.36","30,924.37","31,008.62","31,602.89","31,578.53","32,339.07","33,589.02","34,289.11","35,162.46","37,009.82","33,220.70","36,941.78"
Les Abymes,"4,907.29","5,343.49","5,581.75","5,817.16","6,003.40","6,570.05","6,912.36","7,114.43","7,411.39","7,013.94","7,407.72","7,647.66","7,674.96","7,834.87","7,988.80","8,148.54","8,309.79","8,366.81","8,578.78","9,073.62","8,501.36","8,728.34"
Zagreb,"14,798.41","15,678.70","17,140.47","18,604.45","19,976.14","21,767.91","23,880.58","26,314.29","27,865.17","26,260.25","27,110.12","27,893.71","28,087.97","27,971.55","28,228.12","29,402.40","30,436.10","32,240.74","33,771.42","35,992.37","34,118.89","38,401"
Split,"3,248.46","3,412.85","3,666.74","3,979.52","4,482.63","4,582.01","5,139.59","5,937.62","6,013.90","5,545.51","5,444.81","5,520.15","5,497.97","5,562.80","5,609.44","5,873.47","6,150.61","6,465.94","6,715","7,338.75","6,490.52","7,466"
Roma,"116,977.20","122,315.73","125,918.97","127,574.13","132,119.20","136,055.34","142,748.70","150,436.74","154,495.89","150,913.80","152,118.32","156,213.52","152,552.60","149,493.68","148,512.03","149,484.43","159,640.35","162,413.08","164,676.78","168,442.53","155,244.93",:
Milano,"132,543.24","137,748.94","141,342.40","144,688.67","145,831.25","151,503.60","155,810.43","163,929.89","181,253.78","173,595.49","184,246.06","188,369.35","186,298.26","182,608.97","184,853.84","190,017.03","201,096.66","206,620.79","212,916.87","216,502.01","206,829.15",:
Napoli,"47,184.98","49,425.32","50,385.96","50,980.75","51,376.47","52,481.98","54,255.26","56,454.31","59,470.37","57,028.39","56,470.31","56,149.41","55,915.90","53,818.81","54,050.76","55,444.22","57,897.39","59,400.11","59,997.28","62,054.20","56,928.31",:
Torino,"56,790.05","57,400.40","57,723.64","58,565.71","58,983.70","60,847.39","63,637.56","66,338.66","69,043.70","63,389.95","65,945.65","68,425.13","65,950.33","66,342.91","65,334.49","67,019.88","70,468.66","73,295.83","75,308.46","75,497.83","69,299.37",:
Palermo,"16,733.77","18,449.67","18,586.36","18,972.80","19,214.99","20,263.69","21,268.18","22,013.75","23,620.09","23,025.97","23,071.11","22,690.25","22,469.49","22,123.65","21,725.81","22,426.10","22,820.73","23,433.28","23,494.32","23,924.05","22,604.65",:
Genova,"22,280.92","23,400.99","23,240.90","23,924.02","24,211.33","24,681.85","25,685.34","27,120.49","28,522.66","27,303.62","27,285.35","27,305.72","26,995.93","26,343.27","27,045.97","27,619.21","28,741.17","29,586.86","29,569.81","30,625.37","27,055.21",:
Firenze,"28,094.54","28,861.83","28,742.64","29,211.96","29,224.78","29,715.53","31,421.84","32,687.71","34,145.66","32,916.27","33,196.16","34,207.15","34,641.06","34,124.57","34,769.23","35,322.71","36,904.90","37,574.37","38,738.06","42,953.28","34,970.22",:
Bari,"21,261.32","22,026.05","21,807.04","21,781.42","21,601.39","21,807.85","23,238.24","24,379.20","24,978.32","23,901.63","24,391.42","24,930.19","25,136.57","24,335.14","24,008.51","24,959.76","26,104.25","26,485.65","27,292.56","28,053.18","26,572.22",:
Bologna,"28,492.23","28,608.19","28,921.27","29,282.86","29,468.09","30,297.68","32,467.67","33,569.78","34,118.12","32,558.56","34,744.32","36,629.26","36,076.97","36,193.27","36,515.24","37,556.61","39,147.32","40,597","41,830.16","43,345.43","40,417.18",:
Catania,"16,123.02","16,512.22","16,764.11","17,305","17,167.90","18,016.57","18,614.96","19,220.64","20,243.78","19,358.77","19,279.72","19,278.84","19,327.58","18,986.51","18,982.84","18,879.25","19,560.96","20,006.46","20,193.36","20,941.23","19,494.50",:
Venezia,"19,727.43","20,014.59","19,995.50","20,877.88","21,305.35","21,848.97","23,457.41","24,390.07","24,175.02","23,632.09","24,028.43","24,739.94","24,156.12","24,000.96","24,060.47","24,726.79","25,836.93","26,525.71","26,996.61","28,036.83","23,980.95",:
Verona,"21,476.57","21,893.10","21,644.31","22,468.91","23,143.56","23,731.75","25,327.96","26,744","27,247.74","27,861.22","27,401.67","27,774.79","27,986.28","27,843.87","27,699.19","28,472.93","30,133.61","31,276.52","31,511.63","32,271.58","30,253.24",:
Perugia,"13,749.55","14,175.70","14,341.07","14,703.94","14,906.73","15,314.59","16,059.73","16,742.51","17,364.45","16,009.53","16,283.29","16,635.55","16,398.88","16,026.19","15,579.11","16,068.89","16,420.21","16,764.31","17,278.85","17,637.17","16,388.04",:
Taranto,"8,407.06","8,336.03","8,391","8,782.85","9,052.67","9,308.82","9,602.55","9,903.58","10,175.89","9,607.13","9,910.80","10,375.28","10,376.36","9,589.44","9,871.33","9,595.08","10,285.79","10,564.67","10,461.39","10,582.12","10,197.71",:
Cagliari,"8,613.79","8,837.68","8,704.09","9,098.12","9,407.50","9,498.48","9,866.46","10,350.92","11,863.28","11,221.08","11,075.94","10,991.19","11,217.64","10,715.63","10,476.37","11,392.27","11,848.38","11,993.98","12,213.98","12,515.64","11,196.45",:
Padova,"22,087.09","22,357.86","22,417.54","23,576.74","24,440.83","24,988.92","25,713.26","27,002.49","27,451.66","25,645.15","27,178.28","28,772.95","28,519.41","27,947.40","28,159.35","28,777.68","30,402.91","31,362.64","31,936.14","32,764.20","30,808.90",:
Brescia,"30,807.69","32,568.57","33,444.88","34,191.72","34,640.46","34,741.98","36,550.09","38,790.71","39,514.26","35,830.45","36,542.41","38,365.79","37,839.63","37,196.68","37,460.79","38,360.85","40,464.01","41,963.04","43,135.50","44,366.85","41,262.52",:
Messina,"10,096","10,677.05","10,567.63","10,591.89","10,450.18","11,036.26","11,351.17","11,795.72","11,497.02","10,948.62","10,764.42","11,375.20","11,311.59","11,049.16","10,957.12","10,771.20","11,121.30","11,335.09","11,420.88","11,599.62","11,015.77",:
Prato,"6,213.84","6,549.08","6,614.90","6,695.79","6,697.64","6,813.50","7,138.30","7,644.40","7,422.56","7,133.33","6,851.04","7,084.91","6,989.78","7,058.89","7,005.80","7,263.54","7,730.58","8,087.06","8,406.76","8,549.48","7,583.18",:
Parma,"11,384.14","11,871.69","12,039.25","12,314.79","12,536.17","12,667.54","13,258.80","14,079.35","14,468","14,096.47","14,731.98","14,931.48","15,096.09","14,906.75","15,070.66","15,429.09","16,144.29","16,695.39","17,341.52","17,774.61","17,000.95",:
Reggio nell Emilia,"13,331.03","13,791.47","13,888.55","14,027.67","14,209.94","15,098.37","15,989.33","16,876.49","17,874.60","16,332.58","16,255","16,922.13","16,582.61","16,595.70","16,646.57","17,337.23","18,229.47","18,939.17","19,291.22","19,815.76","18,711.20",:
Bergamo,"26,923.92","27,960.31","28,785.26","29,570.68","29,950.37","31,097.97","33,217.25","34,487.82","34,156.75","33,297.50","33,139.47","33,946.38","33,332.11","32,659.74","32,809.15","33,442.06","35,119.72","36,215.32","37,330.67","38,693.44","35,894.28",:
Lefkosia,"12,272.62","13,276.80","13,700.79","14,317.58","15,430.18","16,790.07","17,915.47","19,915","21,258.19","20,672.59","21,034.65","21,178.63","20,364.55","18,941.01","18,431.80","19,452.10","21,221.25","22,677.55","23,997.93","25,626.25","24,205.13","26,506"
Riga,"10,382.65","11,547.33","12,567.07","13,690.62","14,957.86","16,935.52","19,201.23","21,287.62","22,180.19","18,139.67","18,726.68","19,273.79","21,296.94","22,567.43","23,272.09","24,537.15","25,247.39","26,651.76","28,491.14","29,018.97","28,355.43",:
Vilnius,"8,277.23","9,288.40","10,620.42","12,189.76","13,010.27","14,536.76","16,430.98","19,181.85","19,866.42","16,701.56","18,148.37","19,644.20","21,054.27","22,536.94","23,702.81","24,333","25,078.18","26,673.84","28,837.81","31,283.78","31,322.99",:
Kaunas,"4,544.81","5,274.81","5,578.89","6,487.66","6,841.94","7,617.36","8,227.47","9,381.79","9,962.69","8,252.13","9,048.70","10,116.72","10,695.67","11,191.20","11,697.03","11,967.32","12,492.47","13,381.58","14,165.40","15,075.65","15,066.70",:
Luxembourg,"19,975.17","20,513.43","21,420.39","22,318.82","24,210.83","26,201.20","29,631.37","32,253.34","34,490.41","32,651.12","34,665.97","36,487.13","37,884.73","39,573.18","41,977.76","44,165.35","45,828.40","47,094.89","48,024.70","48,900.52","49,558.20","55,806.45"
Budapest,"43,007","48,126.04","53,929","56,651.59","60,022.48","64,794.73","68,448.82","71,847.78","77,077.81","77,298.97","80,050.65","82,633.61","82,237.34","83,396.27","86,010.54","87,572.66","88,142.88","92,276.30","98,415.86","106,802.43","104,027.97","112,895.97"
Miskolc,"4,678.49","5,214.41","5,539.76","5,906.32","6,336.76","6,921.92","6,936.43","6,954.12","7,027.26","6,486.69","6,787.93","7,075.55","7,138.43","7,516.97","8,019.77","9,092.61","8,933.09","9,792.61","10,270.73","10,066.81","10,111.74","11,479.94"
PÇcs,"2,956.25","3,255.36","3,578.82","3,801.10","3,879.46","3,927.29","4,055.89","4,177.97","4,389.51","4,201.30","4,304.42","4,301.05","4,304.34","4,330.14","4,418","4,579.15","4,633.28","4,870.47","5,298.46","5,542.04","5,334.75","6,047.33"
Debrecen,"4,168.29","4,847.78","5,130.23","5,621.43","5,783.02","5,910.46","5,958.69","5,885.02","6,279.32","6,205.75","6,650.93","6,951.77","6,964.39","6,860.89","7,141.22","7,357.70","7,155.81","7,718.62","8,271","8,587.60","8,553.61","9,090.31"
SzÇkesfehÇrv†r,"4,876.79","4,779.29","4,774.66","5,081.16","5,522.62","5,660.79","6,032.53","6,119.26","6,526.63","5,699.10","6,150.56","6,831.13","6,789.84","7,212.85","7,614.38","8,344.08","8,507.08","8,799.76","9,269.95","9,453.25","9,216.61","10,797.52"
Valletta,"5,611.27","5,673.31","5,998.02","6,488.64","6,698.01","6,998.13","7,132.06","7,656.87","8,030.51","7,891.28","8,579.34","8,566.23","8,954.87","9,485.48","10,225.02","11,474.71","12,025.35","13,394.54","14,322.31","15,638.34","14,506.31","16,401.44"
s' Gravenhage,"30,435.38","31,613.69","32,802.58","33,249.69","34,235.52","36,151.07","37,671.31","40,559.66","41,506.32","38,962.23","39,802.04","39,412.03","39,900.83","40,427.29","40,183.02","41,235.58","41,485.19","42,299","43,603.99","44,702.15","45,153",:
Amsterdam,"91,013.15","93,656.30","100,173.97","99,758.96","105,325.16","110,634.75","116,724.33","124,022.08","128,027.46","120,714.75","124,683.42","127,026.51","128,181.77","132,509.61","135,172.17","140,835.59","144,495.22","151,534.90","159,489.80","164,461.03","158,184",:
Rotterdam,"46,345.45","48,583.27","49,559.76","49,876.02","52,858.13","57,033.35","60,084.32","64,575.78","67,203.77","62,470.57","63,550.33","63,977.15","65,513.01","66,059.34","65,084.78","68,193.96","68,716.22","71,729.87","74,138.20","74,677.51","74,312",:
Utrecht,"38,711.94","41,257.64","42,401.35","41,451.27","43,241.42","45,433.90","47,722.72","51,422.41","53,101.05","52,289.54","52,549.98","53,061.08","53,531.67","54,810.55","54,677.24","56,042.47","56,333.70","59,910.10","62,786.27","65,249.33","66,113",:
Eindhoven,"19,786.06","19,990.36","19,928.64","19,637.58","21,330.93","22,301.52","24,543.05","25,982.75","26,703.11","24,109.85","26,525.49","27,779.82","27,771.87","28,640.22","29,160.61","30,860.59","31,260.77","33,573.29","34,918.12","35,703.56","36,253",:
Tilburg,"9,488.91","10,263.47","10,597.29","10,639.54","10,985.48","11,531.91","12,042.25","13,085.49","13,520.02","12,883.36","12,998.44","13,471.01","13,334.62","13,641.49","13,771.13","14,261.41","14,488.98","15,306.72","16,027.51","16,370.07","16,428",:
Groningen,"13,786.66","15,052.68","15,131.29","15,128.64","15,777.20","17,189.41","18,972.81","19,496.57","22,144.89","19,156.09","19,815.22","20,515.62","21,603.87","22,533.67","20,435.34","19,401.55","17,700.31","18,197","18,423.63","18,125.50","16,754",:
Enschede,"11,929.19","12,646.29","12,958.34","13,064.61","13,601.07","14,348.89","15,203.02","16,570.29","17,251.80","16,839.24","16,867.40","17,488.87","17,182.44","17,418.49","17,273.44","17,689.16","18,078.34","18,913.21","19,783.19","20,289.61","20,537",:
Arnhem - Nijmegen,"16,699.61","17,317.74","17,908.22","18,071.45","18,343.41","18,970.87","20,080.31","21,111.43","21,607.25","20,883.31","20,944.45","21,667.96","21,614.77","21,862.07","21,880.54","22,384.43","22,621.56","23,618.97","24,691.92","25,099.70","25,118",:
Breda,"15,938.13","16,757.62","17,211.70","17,229.37","17,729.58","18,769.29","19,585.93","20,947.89","21,857.13","20,318.47","20,573.63","21,376.17","21,425.55","21,789.90","21,614.91","22,468.28","22,601.10","23,874.69","24,936.77","25,004.65","24,964",:
Leeuwarden,"5,722.02","6,116.30","6,358.17","6,479.74","6,673.54","7,115.61","7,508.88","7,934.40","8,405.72","7,843.38","7,983.49","8,313.67","8,375.25","8,477.19","8,429.14","8,295.65","8,074.12","8,247.58","8,618.66","8,833.22","8,826",:
Leiden,"9,903.42","10,684.33","10,569.83","10,591.93","10,981.45","11,357.96","12,534.58","13,188.34","14,226.64","12,983.45","12,948.14","13,264.28","13,674.43","13,842.97","13,141.51","13,150.72","12,988.54","13,381.50","13,922.37","13,917.03","13,877",:
Zwolle,"7,841.29","8,046.52","8,264.71","8,321.60","8,726.70","9,354.46","9,846.70","10,402.97","11,326.42","10,520.93","10,511.18","11,001.14","10,955","11,234.76","11,427.74","11,704.65","11,970.39","12,517.36","13,230.74","13,456.08","13,474",:
Wien,"70,240.14","70,833.24","74,389.97","76,510.74","80,354.51","83,360.35","87,654.87","90,541.25","93,827.41","91,692.31","94,206.93","97,492.06","100,598.58","101,769.78","103,134.54","106,693.24","111,073.90","112,246.18","117,410.87","120,402.31","114,076.87",:
Graz,"13,800.47","13,917","14,477.70","15,365.64","16,397.28","17,134.29","17,722.29","18,521.88","19,105.21","18,396.70","18,869.22","19,968.20","20,946.19","21,147.47","21,639.66","22,269.59","23,342.62","23,941.32","24,681.61","25,759.60","24,909.69",:
Linz,"19,229.59","19,584.15","20,168.76","21,264.12","22,128.77","23,243.61","24,350.30","25,259.98","26,825.98","25,622.23","26,482.46","27,640.55","28,594.87","29,175.06","29,582.21","30,845.45","31,458.60","32,411.30","34,088.28","34,826.41","33,748.18",:
Salzburg,"9,950.65","10,083.06","10,548.26","10,930.40","11,763.47","12,199.84","12,935.06","13,663.57","13,884.17","13,303.19","14,105.02","14,765.49","15,621.68","15,485.18","15,706.12","16,527.12","17,078.96","17,468.60","17,971.62","18,662.85","17,895.04",:
Innsbruck,"7,356.08","7,418.05","7,709.87","7,992.53","8,331.68","8,850.68","9,245.25","9,566.94","9,788.45","9,492.10","9,718","10,166.11","10,698.98","10,940.52","11,089.81","11,586.85","11,889.82","12,115.73","12,571.31","12,973.42","12,234.82",:
Warszawa,"52,491.36","55,058.47","57,177.33","59,299.42","63,700.62","68,691.80","73,388.88","81,592.66","86,132.88","89,987.02","99,385.55","105,339.07","109,992.11","112,442.32","116,693.68","123,401.87","125,814.04","134,021.64","142,835","153,710.76","155,285.61",:
L¢dz,"10,668.99","11,223.09","11,872.04","12,645.13","13,297.62","13,743.65","14,581.92","16,115.36","17,435.23","17,674.76","19,263.13","20,049.31","20,646.38","20,833.66","21,642.84","23,012.26","22,882.67","23,964.84","25,774","27,603.42","28,058.36",:
Krak¢w,"13,836.30","14,140.21","15,041.88","16,031.28","17,442.32","18,225.58","20,049.77","22,003.21","23,684.99","23,933.44","25,827.17","27,948.39","28,876.24","29,821.58","31,132.32","33,807.72","35,054.51","37,452.71","40,044","42,559.65","42,547.61",:
Wroclaw,"8,227.14","8,286.71","9,104.83","9,231.62","9,689.45","9,908.84","10,798.97","12,214.36","13,487.24","14,168.38","15,302.22","16,222.40","16,968.37","17,636.28","18,641.10","19,894.12","20,339.64","21,832.96","23,539","25,622.38","25,365.23",:
Poznan,"15,432.21","15,787.02","16,307.03","17,195.62","18,978.66","20,044.69","21,156.86","23,455.78","25,283.39","26,213.83","27,763.21","29,579.41","30,823.61","31,767.61","32,866.69","35,105.31","36,212.76","38,151.56","39,667","42,860.63","43,322.12",:
Gdansk,"12,515.06","12,870.91","13,743.18","14,013.43","15,314.96","16,341.59","17,192.09","18,711.14","19,408.73","20,735.15","22,305.63","24,122.89","25,687.95","25,543.79","25,842.80","28,145.29","28,980.76","30,667.19","33,141","35,531.49","34,208.06",:
Szczecin,"5,413.63","5,446.11","5,628.90","5,576.46","5,688.10","6,086","6,420.57","6,811.99","7,344.17","7,247.56","7,660.09","8,103.26","8,313.33","8,326.15","8,673.23","9,298.96","9,231.30","9,688.24","10,398","10,866.52","10,957.74",:
Bydgoszcz - Tor£n,"7,831.48","8,178.28","8,515.87","8,759.68","9,165.56","9,615.46","10,236.84","11,257.53","12,055.87","12,076.39","12,859.73","13,534.55","14,055.84","13,969.08","14,381.57","15,389.02","15,584.34","16,125.45","16,974","17,752.24","18,114.86",:
Lublin,"5,691.87","6,027.30","6,331.93","6,533.23","6,826.22","6,953.15","7,298.31","8,145.51","8,988.44","9,236.71","9,990.15","10,539.75","11,370.19","11,731.01","12,101.51","12,426.26","12,686.22","13,319.31","13,932","14,855.17","14,683.41",:
Katowice,"29,364.49","30,217.57","32,896.94","34,031.35","37,249.21","37,292.37","39,311.97","43,220.85","46,283.76","47,285.29","50,498.76","53,786.40","54,593.72","53,904.71","55,329.43","58,154.24","58,541.79","61,195.78","64,639","67,364.86","65,289.97",:
Bialystok,"3,905.53","4,217.84","4,372.01","4,545.84","4,749.33","4,908.52","5,201.25","5,834.67","6,171.56","6,295.09","6,789.39","7,173.51","7,442.25","7,496.64","7,706.46","8,048.13","8,142.54","8,537.79","9,039","9,676.51","9,759.13",:
Kielce,"5,835.32","6,045.04","6,456.33","6,800.18","7,365.25","7,359.28","7,910.91","8,853.49","9,809.61","9,617.15","10,170.62","10,722.43","10,928.43","10,801.87","11,066.52","11,616.36","11,644.83","12,209.56","13,010","13,410.77","13,340.46",:
Olsztyn,"4,761.68","4,788.40","5,049.75","5,400.90","5,715.86","5,946.80","6,162.79","6,662.20","7,088.31","7,317.19","7,887.80","8,446.66","8,657.34","8,865.90","9,097.96","9,493.30","9,611.68","9,800.91","10,156","10,766.78","10,953.90",:
Rzesz¢w,"4,197.55","4,545.18","4,805.08","4,942.39","5,215.18","5,508.73","5,687.41","6,216.72","7,060.31","7,395.01","8,048.90","8,770.90","9,283.56","9,540.93","9,834.18","10,715.71","10,738.35","11,217.39","12,056","12,969.96","12,469.72",:
Opole,"5,497.35","5,506.40","5,747.62","5,895.55","7,119.46","7,026.49","7,200.29","8,129.41","8,999.54","8,605.97","9,161.02","9,742.69","9,896.41","9,928.95","10,403.97","11,013.18","10,900.78","11,417.26","12,042","12,716.45","12,485.47",:
Czestochowa,"4,298.13","4,754.45","4,751.92","4,929.48","5,512.46","5,658.41","5,655.55","6,266.98","6,524.93","6,454.36","6,946.24","7,468.32","7,654.37","7,697.73","7,952.02","8,479.89","8,678.12","9,147.22","9,600","10,297.22","10,316.07",:
Radom,"3,987.73","4,273.58","4,461.31","4,623.81","4,751.86","4,962.40","5,262.51","5,713.17","6,076.45","6,415.68","6,881.98","7,335.17","7,510.96","7,530.01","7,832.42","8,275.01","8,103.73","8,627.66","9,056","9,758.40","10,056.34",:
Bielsko-Biala,"6,297.35","6,485.87","6,656.60","6,928.23","7,433.89","7,559.85","7,878.57","8,498.28","9,231.26","9,687.23","10,249.04","10,932.67","11,394.63","11,415.21","12,098.78","13,337.46","13,650","14,093.28","14,785","15,551.67","14,803.06",:
Tarn¢w,"2,726.72","2,784.87","2,985.56","3,076.86","3,383.08","3,483.56","3,746.19","3,983.46","4,333.22","4,376.03","4,806.57","5,414.94","5,538.23","5,326.21","5,408.66","5,773.35","5,728.11","6,049.11","6,326","6,640.92","6,665.33",:
Lisboa,"59,699.62","61,711.76","64,720.60","66,790.95","69,219.89","73,529.51","77,431.49","80,325.20","82,426.85","79,959.71","82,258.01","79,333.81","76,262.37","77,843.73","78,170.98","79,754.97","81,370.91","83,940.81","87,369.88","91,442.99","84,239.23","89,233.98"
