"Gross domestic product (GDP) by metropolitan area (millions of current dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2011"
"00998","United States (Metropolitan Portion)",13953082
"10180","Abilene, TX (Metropolitan Statistical Area)",5761
"10420","Akron, OH (Metropolitan Statistical Area)",29425
"10500","Albany, GA (Metropolitan Statistical Area)",4938
"10540","Albany, OR (Metropolitan Statistical Area)",3170
"10580","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",43663
"10740","Albuquerque, NM (Metropolitan Statistical Area)",39967
"10780","Alexandria, LA (Metropolitan Statistical Area)",5177
"10900","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",32120
"11020","Altoona, PA (Metropolitan Statistical Area)",4462
"11100","Amarillo, TX (Metropolitan Statistical Area)",10503
"11180","Ames, IA (Metropolitan Statistical Area)",4505
"11260","Anchorage, AK (Metropolitan Statistical Area)",30554
"11460","Ann Arbor, MI (Metropolitan Statistical Area)",19268
"11500","Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",3835
"11540","Appleton, WI (Metropolitan Statistical Area)",10439
"11700","Asheville, NC (Metropolitan Statistical Area)",14387
"12020","Athens-Clarke County, GA (Metropolitan Statistical Area)",6867
"12060","Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",284644
"12100","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",13082
"12220","Auburn-Opelika, AL (Metropolitan Statistical Area)",4121
"12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",20182
"12420","Austin-Round Rock, TX (Metropolitan Statistical Area)",92857
"12540","Bakersfield, CA (Metropolitan Statistical Area)",35575
"12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",158199
"12620","Bangor, ME (Metropolitan Statistical Area)",5429
"12700","Barnstable Town, MA (Metropolitan Statistical Area)",9375
"12940","Baton Rouge, LA (Metropolitan Statistical Area)",47085
"12980","Battle Creek, MI (Metropolitan Statistical Area)",5114
"13020","Bay City, MI (Metropolitan Statistical Area)",2987
"13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",22207
"13220","Beckley, WV (Metropolitan Statistical Area)",4603
"13380","Bellingham, WA (Metropolitan Statistical Area)",9153
"13460","Bend-Redmond, OR (Metropolitan Statistical Area)",5736
"13740","Billings, MT (Metropolitan Statistical Area)",8534
"13780","Binghamton, NY (Metropolitan Statistical Area)",8654
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)",56141
"13900","Bismarck, ND (Metropolitan Statistical Area)",5595
"13980","Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",5631
"14010","Bloomington, IL (Metropolitan Statistical Area)",10056
"14020","Bloomington, IN (Metropolitan Statistical Area)",6163
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",3478
"14260","Boise City, ID (Metropolitan Statistical Area)",25804
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",343045
"14500","Boulder, CO (Metropolitan Statistical Area)",19275
"14540","Bowling Green, KY (Metropolitan Statistical Area)",5365
"14740","Bremerton-Silverdale, WA (Metropolitan Statistical Area)",9280
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",87729
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",8041
"15260","Brunswick, GA (Metropolitan Statistical Area)",3285
"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",48982
"15500","Burlington, NC (Metropolitan Statistical Area)",4559
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)",11717
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)",5775
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)",14104
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",19477
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",3528
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)",4344
"16180","Carson City, NV (Metropolitan Statistical Area)",2815
"16220","Casper, WY (Metropolitan Statistical Area)",6965
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)",16165
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",4284
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)",9522
"16620","Charleston, WV (Metropolitan Statistical Area)",14131
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)",30391
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",122531
"16820","Charlottesville, VA (Metropolitan Statistical Area)",10540
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)",21108
"16940","Cheyenne, WY (Metropolitan Statistical Area)",5203
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",550817
"17020","Chico, CA (Metropolitan Statistical Area)",6277
"17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",108509
"17300","Clarksville, TN-KY (Metropolitan Statistical Area)",10444
"17420","Cleveland, TN (Metropolitan Statistical Area)",3442
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)",114364
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)",4275
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)",7458
"17820","Colorado Springs, CO (Metropolitan Statistical Area)",26921
"17860","Columbia, MO (Metropolitan Statistical Area)",6995
"17900","Columbia, SC (Metropolitan Statistical Area)",32878
"17980","Columbus, GA-AL (Metropolitan Statistical Area)",12461
"18020","Columbus, IN (Metropolitan Statistical Area)",4500
"18140","Columbus, OH (Metropolitan Statistical Area)",101196
"18580","Corpus Christi, TX (Metropolitan Statistical Area)",20737
"18700","Corvallis, OR (Metropolitan Statistical Area)",5167
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",11387
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)",2819
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",404175
"19140","Dalton, GA (Metropolitan Statistical Area)",5223
"19180","Danville, IL (Metropolitan Statistical Area)",2603
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",5691
