"Gross domestic product (GDP) by metropolitan area (millions of current dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2013"
"00998","United States (Metropolitan Portion)",15079920
"10180","Abilene, TX (Metropolitan Statistical Area)",6452
"10420","Akron, OH (Metropolitan Statistical Area)",31485
"10500","Albany, GA (Metropolitan Statistical Area)",5307
"10540","Albany, OR (Metropolitan Statistical Area)",3375
"10580","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",46537
"10740","Albuquerque, NM (Metropolitan Statistical Area)",41970
"10780","Alexandria, LA (Metropolitan Statistical Area)",5400
"10900","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",34338
"11020","Altoona, PA (Metropolitan Statistical Area)",4770
"11100","Amarillo, TX (Metropolitan Statistical Area)",11587
"11180","Ames, IA (Metropolitan Statistical Area)",5078
"11260","Anchorage, AK (Metropolitan Statistical Area)",31563
"11460","Ann Arbor, MI (Metropolitan Statistical Area)",20417
"11500","Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",3747
"11540","Appleton, WI (Metropolitan Statistical Area)",11151
"11700","Asheville, NC (Metropolitan Statistical Area)",15790
"12020","Athens-Clarke County, GA (Metropolitan Statistical Area)",7330
"12060","Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",307233
"12100","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",13618
"12220","Auburn-Opelika, AL (Metropolitan Statistical Area)",4543
"12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",20833
"12420","Austin-Round Rock, TX (Metropolitan Statistical Area)",103892
"12540","Bakersfield, CA (Metropolitan Statistical Area)",39702
"12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",168845
"12620","Bangor, ME (Metropolitan Statistical Area)",5681
"12700","Barnstable Town, MA (Metropolitan Statistical Area)",10048
"12940","Baton Rouge, LA (Metropolitan Statistical Area)",52247
"12980","Battle Creek, MI (Metropolitan Statistical Area)",5529
"13020","Bay City, MI (Metropolitan Statistical Area)",3229
"13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",24147
"13220","Beckley, WV (Metropolitan Statistical Area)",4937
"13380","Bellingham, WA (Metropolitan Statistical Area)",10119
"13460","Bend-Redmond, OR (Metropolitan Statistical Area)",6570
"13740","Billings, MT (Metropolitan Statistical Area)",9274
"13780","Binghamton, NY (Metropolitan Statistical Area)",8895
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)",59722
"13900","Bismarck, ND (Metropolitan Statistical Area)",6829
"13980","Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",6202
"14010","Bloomington, IL (Metropolitan Statistical Area)",11355
"14020","Bloomington, IN (Metropolitan Statistical Area)",6467
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",3791
"14260","Boise City, ID (Metropolitan Statistical Area)",28475
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",370769
"14500","Boulder, CO (Metropolitan Statistical Area)",21260
"14540","Bowling Green, KY (Metropolitan Statistical Area)",5862
"14740","Bremerton-Silverdale, WA (Metropolitan Statistical Area)",9428
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",93502
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",8631
"15260","Brunswick, GA (Metropolitan Statistical Area)",3409
"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",51630
"15500","Burlington, NC (Metropolitan Statistical Area)",5173
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)",12711
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)",5799
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)",15700
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",21376
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",3735
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)",4579
"16180","Carson City, NV (Metropolitan Statistical Area)",2841
"16220","Casper, WY (Metropolitan Statistical Area)",7512
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)",17239
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",4603
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)",10207
"16620","Charleston, WV (Metropolitan Statistical Area)",14258
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)",32676
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",139022
"16820","Charlottesville, VA (Metropolitan Statistical Area)",11179
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)",22217
"16940","Cheyenne, WY (Metropolitan Statistical Area)",5567
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",590248
"17020","Chico, CA (Metropolitan Statistical Area)",6861
"17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",119090
"17300","Clarksville, TN-KY (Metropolitan Statistical Area)",10628
"17420","Cleveland, TN (Metropolitan Statistical Area)",3859
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)",122878
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)",4493
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)",8252
"17820","Colorado Springs, CO (Metropolitan Statistical Area)",28251
"17860","Columbia, MO (Metropolitan Statistical Area)",7584
"17900","Columbia, SC (Metropolitan Statistical Area)",35425
"17980","Columbus, GA-AL (Metropolitan Statistical Area)",12979
"18020","Columbus, IN (Metropolitan Statistical Area)",5165
"18140","Columbus, OH (Metropolitan Statistical Area)",114253
"18580","Corpus Christi, TX (Metropolitan Statistical Area)",23467
"18700","Corvallis, OR (Metropolitan Statistical Area)",5247
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12167
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)",2889
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",447574
"19140","Dalton, GA (Metropolitan Statistical Area)",5502
"19180","Danville, IL (Metropolitan Statistical Area)",2729
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",6298
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19385
"19380","Dayton, OH (Metropolitan Statistical Area)",37534
"19460","Decatur, AL (Metropolitan Statistical Area)",5521
"19500","Decatur, IL (Metropolitan Statistical Area)",5810
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",13956
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",178860
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",42654
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",224726
"20020","Dothan, AL (Metropolitan Statistical Area)",4896
"20100","Dover, DE (Metropolitan Statistical Area)",6493
"20220","Dubuque, IA (Metropolitan Statistical Area)",4932
"20260","Duluth, MN-WI (Metropolitan Statistical Area)",11711
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)",42245
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)",5434
"20740","Eau Claire, WI (Metropolitan Statistical Area)",7068
"20940","El Centro, CA (Metropolitan Statistical Area)",5643
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",5816
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)",12067
"21300","Elmira, NY (Metropolitan Statistical Area)",3188
"21340","El Paso, TX (Metropolitan Statistical Area)",27458
"21500","Erie, PA (Metropolitan Statistical Area)",10485
"21660","Eugene, OR (Metropolitan Statistical Area)",13160
"21780","Evansville, IN-KY (Metropolitan Statistical Area)",16577
