ClusterID	AllPeople	d_Work	AgricultHF	Manufact	Construct	HotelRest	FinanceInt	RealEstate	Admin	Education	Income	NetIncome	NIncBH	NIncAH	Households	CarsVans	Dwellings	OccuDwell	UnDwell	UnSecDwell	Employed	Managers	Profess	technical	Admin2	SkillTrd	Service	Sales	plant	Basic	Coach	Train	Patents	Morphology
510	3110	18.94	14	294	92	101	31	140	92	183	678600	557960	557960	497640	1508	1610	1643	1507	136	39	1447	254	275	207	126	153	88	83	98	163	1	0	0	1000
511	4855	13.07	10	632	120	90	32	127	98	101	770350	682310	638290	550250	2201	1717	2291	2202	89	3	1860	153	60	162	194	257	150	162	380	342	0	0	0	1
512	5446	13.83	12	720	135	104	47	182	176	209	964000	819400	771200	674800	2410	2228	2466	2410	56	3	2371	217	176	269	301	305	154	182	370	397	0	0	0	1
513	4662	16.82	25	432	181	95	28	147	175	122	778830	659010	599100	539190	1997	1998	2077	1997	80	0	1949	211	126	227	251	291	153	169	283	238	0	0	1	1000
514	3683	15.91	8	420	178	77	17	96	80	66	618800	510510	448630	386750	1547	1475	1614	1547	67	4	1533	142	54	124	158	254	132	142	274	253	0	0	0	1000
515	76062	217.5	123	5971	2638	1422	571	2503	1673	2070	12150950	10581240	9416530	8605260	32118	26315	33912	32118	1794	48	29182	2935	2292	3420	3112	4109	2261	3061	3740	4252	2	2	19	14
516	8339	81.14	16	356	113	248	53	225	175	475	993300	824800	823020	709500	2838	2052	3065	2841	224	29	2550	257	492	225	246	199	151	206	266	508	0	0	5	2
517	30386	97.46	48	3140	550	400	261	712	669	690	4673980	4136750	3639310	3342000	12183	10172	12570	12183	387	10	10812	976	614	1130	1119	1215	750	1335	1909	1764	4	0	7	7
518	3665	14.39	8	283	67	76	84	178	250	307	841000	710500	580000	522000	1450	2012	1476	1449	27	3	1914	259	323	346	335	152	96	147	109	147	0	0	3	1
519	7089	28.91	17	415	149	146	122	347	569	518	1568320	1340730	1113140	1039130	3016	3612	3081	3015	66	4	3633	465	556	702	620	264	193	339	188	306	0	0	1	2
520	16355	49.82	36	1247	362	233	166	363	415	362	2482510	2214930	1972060	1766990	6719	5278	7012	6719	293	0	5777	512	263	656	624	728	555	647	933	859	0	1	2	3
521	10127	11.78	15	798	306	159	133	319	270	277	1710800	1496950	1325870	1154790	4277	3552	4409	4277	132	0	3925	347	232	391	547	513	324	486	540	545	2	0	1	1
522	17365	71.85	40	1200	526	361	293	672	705	601	3276200	2767760	2601910	2247180	7743	7186	8031	7743	288	19	7530	963	723	935	1114	831	518	749	731	966	44	1	5	5
523	4665	13.05	5	392	128	74	45	116	140	72	744600	657000	657000	547500	2190	1538	2298	2190	108	3	1778	161	58	170	228	248	138	195	277	303	0	0	0	1
524	15616	62.47	63	1493	437	354	191	535	591	579	2953080	2511700	2284020	2066570	6749	6526	6991	6749	242	4	7092	909	668	1032	895	873	541	545	757	872	31	0	9	4
525	100180	317.26	1388	7513	3406	2752	1097	3785	2696	2972	19678180	16251160	14463170	12750770	43748	45526	45840	43739	2101	154	46496	5698	3506	5304	5459	6174	3177	4276	6174	6728	1	4	0	7002013
526	4578	29.63	22	308	155	94	54	169	136	164	870130	736160	640410	544810	1911	1916	1953	1914	39	0	2175	250	156	258	223	220	321	206	262	279	0	0	2	2
527	1212650	2358.76	2670	77435	35048	25879	18266	49236	39813	39768	213084300	182387820	164928690	146651600	519255	429607	540163	519275	20888	809	501504	57553	50165	63832	70167	58489	36134	50593	48270	66301	106	16	549	5017133
528	24942	93.7	61	1830	865	445	271	844	795	483	4037470	3552470	3277510	2892220	10941	8636	11418	10939	479	6	9619	862	525	1090	1265	1294	853	986	1280	1464	1	0	6	6
529	4462	13.64	19	379	158	92	43	119	121	72	717120	637440	597600	498000	1992	1579	2097	1992	105	0	1821	129	76	204	209	238	200	193	296	276	0	0	1	1
530	8229	49.21	30	384	215	161	98	377	393	415	1603590	1354930	1257880	1126850	3612	4026	3716	3610	106	3	3455	482	589	553	445	284	278	216	207	401	0	0	2	3
531	26958	104.3	59	2201	699	466	235	773	985	634	4507110	3909460	3546520	3143850	11562	9662	11898	11562	336	10	11143	1061	569	1340	1406	1207	1240	995	1611	1714	2	0	10	1006
532	2223	22.47	23	129	119	57	21	58	109	56	361380	313830	285300	247260	951	860	1000	950	50	7	980	82	50	113	116	181	98	78	126	136	0	0	1	1000
533	4380	39.39	40	187	155	140	30	193	202	119	718800	636900	629100	527100	2010	1637	2143	2013	130	30	1849	211	165	232	202	244	196	150	142	307	1	0	1	2000
534	5011	35.5	21	375	167	184	38	133	68	76	762120	663300	568380	522600	2010	1481	2098	2011	87	19	2111	184	59	145	141	326	202	295	347	412	0	0	0	2
