ClusterID	AllPeople	d_Work	AgricultHF	Manufact	Construct	HotelRest	FinanceInt	RealEstate	Admin	Education	Income	NetIncome	NIncBH	NIncAH	Households	CarsVans	Dwellings	OccuDwell	UnDwell	UnSecDwell	Employed	Managers	Profess	technical	Admin2	SkillTrd	Service	Sales	plant	Basic	Coach	Train	Patents	Morphology
210	16485	30.56	114	1851	617	299	251	755	325	583	3052090	2502050	2321640	1978880	6661	8064	6748	6662	86	3	7874	904	585	866	949	1249	637	570	1029	1085	0	1	68	3
211	2170	13.9	14	140	69	41	12	60	63	59	343730	297280	278700	241540	929	1007	1002	929	73	25	856	93	65	96	87	145	70	117	97	86	0	0	0	1000
212	8067	35.21	34	705	350	152	290	533	169	321	2362960	1799560	1393040	1221080	3130	4679	3164	3130	34	6	4145	637	479	565	626	505	262	318	313	440	0	0	0	2
213	5822	16.57	34	564	217	118	104	642	113	228	1629450	1331100	1124550	1009800	2295	3302	2337	2294	43	7	3288	684	388	488	441	366	193	248	167	313	0	0	14	1
214	6373	60.2	26	381	227	131	35	141	158	143	923060	827820	788790	693710	2854	2488	3032	2854	178	15	2317	249	113	280	252	408	223	260	238	294	0	1	2	3
215	8439835	9960.33	17198	316863	219124	175039	308426	782880	209946	292059	2475612519.99998	1953513409.99996	1814589389.99998	1568800239.99998	3533701	3342368	3641855	3533690	108165	17308	3942587	709084	569998	689038	610372	318184	233942	265249	196781	349939	238	433	12631.99	21023834
216	14594	36.54	18	980	287	181	110	351	308	335	2051520	1834080	1729560	1527180	6056	4724	6367	6059	308	9	4653	385	345	654	531	554	349	418	543	874	0	0	5	3
217	11805	41.51	88	896	355	272	117	621	1485	328	3217510	2540600	2052970	1800450	4436	6119	4800	4438	362	6	6598	835	311	1376	918	743	560	497	569	789	0	0	4	3
218	5450	18.65	21	283	147	73	149	548	104	265	1836100	1451800	1110200	1046150	2135	3113	2196	2134	62	8	2528	605	475	415	276	184	141	124	105	203	0	0	2	1
219	3745	18.64	23	296	178	54	137	225	84	98	1032240	792880	643280	553520	1496	2027	1562	1495	67	6	1838	280	170	242	225	235	129	131	195	231	0	0	0	1
220	17947	37.39	57	909	496	506	292	1020	307	662	3850550	3025740	2602620	2235080	6911	7704	7061	6911	150	15	7987	971	687	993	1129	818	644	842	550	1353	1	0	25	3
221	65895	155.58	189	3241	1721	1231	2399	7565	1392	3234	23286190	17573250	14962410	13306300	27379	35054	27940	27376	564	75	34300	7423	6930	5838	4030	2306	2005	1950	1289	2529	0	2	87	10
222	72994	154.41	237	5126	2794	1503	1390	5784	1831	2181	20300300	15643270	12857620	11172970	29677	37615	30183	29683	500	31	36996	5933	3634	5035	5731	3958	2510	3057	2829	4309	15	2	73	13
223	13741	24.98	95	1131	710	226	400	878	299	456	4042710	2968380	2194830	1968300	5076	7673	5139	5077	62	6	7096	1034	493	909	1105	1049	496	565	579	866	0	1	12	2
224	4745	10.14	13	574	90	65	33	125	85	84	701400	601200	581160	480960	2004	1596	2100	2004	96	0	1752	131	74	163	187	209	127	201	299	361	0	0	1	1
225	172586	391.87	524	8894	4094	4086	1419	12945	2751	14661	43533080	34964870	32021290	27486150	67383	70918	69450	67373	2077	353	79831	11184	17334	12353	9137	6774	5062	5058	3853	9076	11	2	454	3003027
226	103675	256.17	458	5853	3818	2082	6071	7522	3001	4177	30692490	23739110	19459420	17143200	43451	54724	44461	43454	1007	56	53393	8934	6670	8092	8737	5119	3130	3891	3269	5551	1	1	0	15
227	22765	64.58	114	2316	920	412	420	1667	610	994	6133040	4964520	4269790	3709950	9105	11956	9238	9103	135	21	12214	1928	1257	1683	1598	1496	852	963	1113	1324	0	0	46	5
228	1640	12.53	11	208	59	37	22	74	24	51	282940	236880	210560	184240	658	856	672	658	14	3	737	71	42	73	87	117	58	43	119	127	0	0	0	1
229	65395	103.93	186	6024	2538	1331	1420	3906	1366	1690	16837980	13099510	10868700	9031920	27535	30790	28074	27535	539	36	32335	4075	2520	3933	4849	4028	2142	2635	3385	4768	7	2	0	9
230	5293	33.24	26	299	126	79	45	118	185	183	804440	699760	701180	630920	2342	2262	2487	2343	144	3	1865	191	192	207	249	215	171	158	231	251	0	1	2.99	3
231	5225	14.27	21	474	214	98	197	495	171	244	1859130	1368810	1082790	939780	2043	3023	2101	2043	58	3	2954	617	421	475	431	296	171	156	155	232	0	0	11	1
232	5117	17.95	28	367	202	103	96	450	123	195	1475280	1126950	942540	799110	2049	2792	2095	2050	45	3	2577	480	284	357	349	292	199	168	181	267	0	0	1	1
233	8448	11.04	28	662	335	165	97	501	233	448	2068920	1674840	1412120	1280760	3284	4078	3341	3284	57	4	4281	525	387	569	647	527	290	424	347	565	0	0	3	1
234	5343	13.51	28	439	214	99	131	429	149	190	1505700	1171100	1003800	860400	2390	2774	2416	2390	26	5	2640	401	330	367	391	309	162	156	199	325	0	0	2	1
235	3607	11.78	18	462	170	62	44	144	71	99	640270	536040	476480	402030	1489	1698	1536	1489	47	0	1660	152	90	158	166	282	143	123	306	240	0	0	0	1
236	1869	14.07	20	46	67	52	18	56	38	64	304640	259840	277760	232960	896	844	963	897	66	7	712	89	64	70	85	96	73	74	57	104	0	0	0	1000
237	43310	86.41	147	3555	1115	674	836	3228	903	1469	12234520	9491390	8158530	6999480	18236	21134	18574	18234	340	46	20885	3387	2565	3055	3109	2107	1370	1537	1389	2366	0	1	86	7
238	8171	75.99	57	426	215	158	79	259	155	313	1537450	1293650	1276000	1119100	3765	3725	3922	3763	159	8	3326	468	447	555	352	314	264	266	246	414	1	1	4	5
239	14865	40.6	77	1621	601	286	456	1160	352	618	4530250	3444400	2872240	2521130	6133	8046	6220	6133	87	6	7959	1359	1062	1155	1216	882	474	433	534	844	0	0	20	3
240	66944	147.97	299	5176	2248	1312	1918	4834	2073	2022	17168430	14011520	12321120	10493480	26462	32889	26964	26459	505	33	35164	5545	3196	5258	5109	4053	2431	2746	2623	4203	0	2	114	11
241	27686	79.63	66	1263	606	393	1237	3401	521	1261	10354360	8049590	6621670	6329940	10975	16276	11226	10978	248	39	13327	3455	2862	2262	1754	729	620	627	357	661	0	1	34	4
242	6904	45.92	57	168	187	182	48	199	359	182	1004550	893460	871380	736330	3080	2650	3318	3078	240	10	2667	287	181	377	301	332	245	358	169	417	1	0	1	3
243	22470	73.7	86	2084	956	361	984	1311	434	608	5858840	4578280	3812100	3273340	9428	10406	9594	9428	166	10	11181	1450	814	1440	1604	1403	868	813	1220	1569	2	1	0	4
244	53840	208.17	236	2270	1698	1094	857	1435	866	1165	11003450	9046660	8092540	7459980	24312	23056	25625	24320	1305	471	18537	2542	997	1779	2203	2684	2086	1832	1891	2523	9	1	29	1011
245	109885	157.09	370	8616	3755	2192	3263	5432	3731	2978	21197590	17466100	15982490	13711900	45760	51432	46994	45765	1229	54	52525	6273	4351	7327	8361	6080	3655	4563	5252	6663	4	1	102	15
246	8121	51.65	36	223	195	95	156	285	114	260	2041250	1624310	1445760	1406190	3957	4128	4419	3957	462	296	2448	418	293	343	346	276	252	195	110	215	4	1	5	2
247	6634	11.61	36	548	199	126	274	381	399	241	1479400	1194900	1081100	938850	2845	3533	2908	2844	64	3	3433	457	315	528	681	340	223	300	266	323	0	0	21	1
248	4989	20.12	30	250	165	83	141	310	96	478	1474530	1132610	940280	854800	2137	2612	2205	2137	68	16	2436	351	490	342	306	263	162	175	114	233	0	1	4	1000
249	29764	75.09	110	2282	999	571	1115	2547	672	1155	9736110	7347780	5973730	5297610	11923	16675	12216	11921	295	27	15775	3135	2331	2443	2124	1388	1079	1125	830	1320	2	1	0	4
250	28672	90.89	150	2671	1050	499	458	2349	1721	923	8729080	6796760	5783680	5028960	11610	15725	11849	11612	237	20	16509	3031	1505	2608	2361	1691	935	1208	1261	1909	0	2	49	5
251	111925	244.79	455	8235	3014	2693	3622	7422	4338	4687	24571430	20062540	19101430	16516620	49013	55827	50828	49006	1822	223	53882	7973	7211	8434	8029	5099	3167	4362	3715	5892	5	1	266	1020
252	32095	88.08	174	2904	1553	644	859	1754	753	909	8376400	6490600	5277470	4595720	13187	16236	13575	13188	387	24	16387	2493	1042	2003	2236	2375	1248	1314	1605	2071	8	2	0	5
253	5493	12.27	56	577	140	168	58	245	63	189	1079760	907980	834360	736200	2454	2767	2536	2454	82	8	2597	425	221	223	256	319	200	243	301	409	0	0	3	1
254	3675	15.17	83	279	150	63	58	168	78	141	710640	589680	529200	453600	1512	1886	1532	1510	22	7	1705	235	163	188	189	254	141	148	166	221	1	0	4	1000
255	242153	389.22	447	21191	8654	5136	3704	13955	4240	7685	55477460	43846940	35737770	31409260	94048	105870	96117	94047	2070	136	111237	14854	9422	13196	15643	14228	7590	8969	13014	14321	6	3	208	1029
256	6900	21.46	30	590	221	93	224	676	191	393	2261000	1675800	1330000	1170400	2660	4023	2701	2662	39	5	3917	797	556	560	628	358	214	259	209	336	0	0	3	1
257	79715	178.22	236	6263	3211	1516	1908	5547	2019	2207	20344230	15952100	13520200	11446890	32749	38005	33252	32754	498	21	39576	5585	3777	5435	5602	4609	2680	3562	3095	5231	1	1	103	13
258	15605	46.8	76	1508	455	248	310	1108	305	587	4334500	3327670	2696320	2404130	6363	8136	6501	6363	138	9	7886	1412	787	968	1048	879	444	586	786	976	0	0	12	3
259	3735	10.18	30	377	95	68	97	173	89	106	694540	575960	575960	491260	1694	1918	1719	1694	25	4	1598	197	128	199	234	188	102	130	180	240	0	0	3	1
260	95048	225.76	328	4860	3212	2005	2784	5004	4435	3750	23596270	18592500	15703480	13806380	38816	41647	39941	38813	1128	78	45108	6262	4522	7655	5596	4831	3650	3955	3218	5419	3	2	36	2012
261	3375	13.2	30	126	97	98	25	93	174	145	552240	467280	453120	382320	1416	1439	1461	1416	45	9	1413	140	122	170	206	168	129	101	104	273	0	0	0	1000
262	11053	32.94	63	1111	671	168	183	538	234	347	2864610	2256890	1903080	1664630	4769	5872	4924	4769	155	9	5526	793	399	661	616	946	501	399	560	651	0	0	1	2
263	17015	74.49	65	950	427	406	246	524	393	382	3747140	3051480	2580620	2301430	7471	7140	7721	7467	254	39	7048	829	375	776	970	777	765	579	856	1121	0	2	6	4
264	8083	11.1	30	643	223	168	119	378	89	187	1545440	1277960	1099640	891600	2972	2928	3189	2972	217	7	3547	314	138	302	419	446	189	405	489	845	0	0	3	1
265	3917	10.71	19	469	116	121	61	265	131	134	882450	725570	705960	627520	1961	2096	2091	1961	130	25	2011	273	218	286	299	248	117	127	226	217	2	0	9	1
266	68875	177.12	196	6309	2226	1239	1900	5214	1445	2726	19225340	14908090	12676620	10955620	29048	33934	29672	29052	620	48	34024	5642	4801	4649	4346	3387	2173	2404	2845	3777	6	3	81	11
267	4902	9.17	21	846	150	110	72	312	164	106	966500	792530	695880	599230	1933	2352	1958	1933	25	0	2678	295	146	253	399	350	171	189	454	421	0	1	29	1
268	6429	18.79	52	423	213	111	137	484	189	364	1703460	1419550	1264690	1058210	2581	3375	2644	2581	63	0	3151	607	430	474	404	294	212	200	178	352	0	0	0	1
269	30935	68.64	191	1180	547	787	391	1131	626	741	7527550	5959240	5197940	4683920	13477	15276	13996	13477	519	137	14180	2030	1067	1626	2532	1235	1131	1083	1466	2010	8	2	23	6
270	5383	18.84	14	454	232	100	117	382	126	219	1482810	1138970	945560	795130	2149	2899	2195	2149	46	3	2704	478	294	345	361	342	179	174	245	286	0	0	15	1
271	13154	15.96	45	1033	315	249	518	1380	287	674	4626720	3525120	3194640	2533680	5508	7678	5751	5508	243	20	7515	1690	1113	1152	1200	502	317	479	391	671	0	0	37	1
272	5106	15.61	43	477	193	83	103	383	104	234	1399300	1079460	879560	779610	1999	2664	2058	1999	59	4	2669	458	282	317	360	314	216	214	194	314	0	0	8	1
273	8871	40.89	47	1101	275	130	147	678	253	329	2274060	1741740	1508560	1263840	3496	5082	3622	3497	125	11	4908	1003	495	669	627	569	282	338	415	510	0	0	4	2
274	5382	12.05	15	618	170	97	103	360	161	210	1402880	1183680	986400	854880	2192	2811	2230	2192	38	3	3116	420	277	418	478	325	216	322	285	375	0	0	0	1
275	81641	215.54	1448	6987	2877	1860	754	3058	2417	2744	16044750	13272490	11836900	10410970	34603	40320	35607	34608	999	115	38370	5094	3203	4764	4395	5550	2955	3158	3908	5343	2	1	68	8001007
276	9697	36.91	47	1114	320	160	179	770	180	320	2815660	2131620	1718680	1506490	3832	5127	3928	3832	96	8	5148	798	604	683	687	593	354	355	428	646	0	0	5	2
277	19930	31.38	90	2514	668	385	215	975	341	479	4184220	3424880	3044230	2607650	7892	8024	8036	7892	144	7	9832	973	562	903	1147	1172	659	1034	1550	1832	0	0	18	3
278	11967	35.27	93	1447	490	179	138	534	176	289	2769280	2204920	1821500	1604360	5019	5475	5102	5019	83	10	5619	639	314	578	601	910	441	476	701	959	0	0	5	3
279	154478	216.68	454	11636	4331	2976	4631	12539	3409	6030	40995340	33368680	29204570	24357400	61797	76287	64121	61804	2317	144	80916	12862	8892	10676	12312	7360	4130	7408	6342	10934	2	2	206	16
280	22304	65.52	328	2129	887	575	331	1243	544	637	4841540	3971190	3425310	3087930	9496	11733	9764	9495	269	30	11464	1828	859	1324	1277	1562	817	947	1197	1653	3	1	12	5
281	9276	24.31	45	466	304	144	317	453	302	283	2715020	2058360	1727220	1514600	3857	5243	3929	3855	74	3	4554	825	576	651	690	497	280	353	285	397	0	0	7	2
282	17498	44.83	116	2931	680	253	348	922	356	385	4484300	3483270	2857160	2418700	7129	8876	7412	7130	282	13	9278	1116	524	1078	1134	1405	614	687	1428	1292	0	0	9	3
283	16445	35.55	61	895	382	275	120	1154	450	799	3129580	2572170	2466920	2191280	6891	7593	7118	6891	227	38	6577	896	1081	740	753	771	562	483	451	840	2	1	28	3
284	153992	305.04	1017	8742	5573	3528	4614	7618	3273	4119	37894730	29898400	25047460	22312850	65217	72745	67773	65222	2551	256	72872	9621	7308	9104	9987	9043	4954	6581	6479	9795	1	3	152	5001019
285	5853	40.45	59	266	161	165	75	286	151	249	1567580	1217840	1074750	956900	2664	2969	2813	2662	151	80	2524	391	341	316	283	307	196	180	174	336	0	0	10	3
286	125940	275.59	539	8435	3817	2245	1777	9014	3415	5337	31937760	25044450	20641010	18333320	50783	59270	52346	50786	1560	113	59403	9012	7507	8035	7879	6344	3897	4939	4874	6916	1	2	114	1005013
287	10580	25.46	92	718	292	458	332	806	214	408	2501060	2008160	1947770	1670310	4929	5792	5220	4927	293	111	5437	1070	617	683	704	623	342	480	303	615	0	0	15	2
288	105040	257.72	516	8916	2899	2309	1562	6295	3228	4359	23460490	18939430	16248530	14610260	43728	53006	44946	43727	1219	122	52974	8213	6209	6845	6632	5849	3380	4389	4117	7340	2	2	99	2002015
289	15248	41.76	118	1513	557	215	312	633	394	340	3774020	2958720	2484560	2204740	6404	7369	6592	6404	188	18	7256	963	549	869	896	856	540	608	987	988	1	1	12	3
290	163483.000855	339.520003	788.000004	8735.000073	3718.000026	3468.000018	1753.000019	16067.000103	2867.000018	14033.00006	44668030.295	34334240.2175	29730130.17889	25675900.15786	65146.000351	71760.00049	67110.000361	65145.000351	1965.000011	297.000002	78076.000491	11462.00009	19231.0001	11159.000072	8944.000071	6632.000048	4691.000022	4500.000029	3589.000024	7868.000034	9	2	1538.99	2006020
291	27372	72.3	94	3407	1064	484	383	1988	654	910	7387320	5761140	4721130	4164450	11283	14092	11533	11283	250	18	14221	2250	1220	1776	1878	1736	978	1017	1684	1682	2	1	42	4
292	3261	14.57	42	225	132	79	46	271	68	93	996130	783840	669530	587880	1633	1811	1763	1632	131	28	1843	285	170	272	230	259	216	127	108	176	1	1	3	1
293	5266	15.71	47	459	163	134	130	362	248	209	1774080	1309440	1056000	887040	2112	3201	2150	2112	38	5	3166	625	339	546	493	291	210	229	179	254	0	0	5	1
294	22878	72.63	91	2495	600	511	414	1368	585	809	5133670	4130410	3669660	3177880	9551	12191	9750	9551	199	23	11280	2016	1200	1389	1464	1204	731	796	1037	1443	1	1	13	5
295	226233	467.43	877	18900	7634	4607	7346	13772	4630	7978	47519050	38835080	33619650	29891060	93708	111205	96902	93718	3184	276	112853	17992	11143	14206	15906	12542	7341	8427	9990	15306	7	1	195	6005024
296	21731	51.1	91	2651	564	513	283	1279	421	569	4427520	3576380	3058440	2674340	8835	10435	9077	8837	240	15	11197	1588	760	1208	1461	1201	642	742	1377	2218	1	0	45	4
297	6725	13.1	34	764	266	96	77	334	87	159	1270880	1054560	892320	757120	2704	3209	2772	2702	70	0	3236	386	157	307	403	505	290	231	484	473	0	0	1	1
298	23926	69.45	162	2166	752	633	211	1316	718	709	6323970	4912150	4267310	3671800	10650	11510	11009	10649	360	38	12086	1560	1111	1470	1421	1425	975	989	1321	1814	1	1	47	6
299	6306	13.02	30	723	248	73	51	297	81	119	1083030	944180	860870	749790	2777	2828	2941	2777	164	4	2841	326	137	259	319	453	214	199	424	510	0	0	5	1
300	56446	79.86	217	5276	1323	1289	801	4722	1118	2271	12175370	9917190	9001300	7926000	23832	27757	24511	23832	679	48	27892	4197	4009	3861	3640	2788	1764	2075	2319	3239	0	1	80	7
301	68247	112.4	245	9838	2157	1213	1062	3868	1394	1977	14352610	11602840	9921790	8683640	27393	33689	28361	27397	964	49	34896	4855	2894	4024	4378	4931	2234	2541	4615	4424	0	0	126	10
302	47058	99.74	108	4656	1398	775	744	2460	913	1321	8671060	7179030	6288240	5458640	19253	20658	19924	19249	675	26	21879	2876	1569	2281	2860	2589	1386	1648	2850	3820	0	1	46	8
303	6041	11.54	38	831	181	135	43	240	87	147	1191450	963300	836550	760500	2535	3159	2576	2535	41	3	2716	357	199	262	301	444	157	176	414	406	0	0	0	1
304	15667	27.33	51	1197	344	317	363	1275	395	1018	3975400	3205800	2870200	2569300	6655	9529	6799	6655	144	15	7764	1642	1530	1109	1149	591	431	460	286	566	0	0	6	2
305	16001	48.59	60	1716	484	340	232	1258	743	637	4682610	3602740	2948480	2587140	6663	8700	6823	6663	160	22	8696	1420	959	1283	1236	938	515	671	761	913	0	0	19	3
306	20600	47.41	70	2165	491	401	292	1395	1055	621	5831160	4447660	3596170	3121630	8305	9355	8591	8303	288	12	10552	1615	1064	1570	1402	950	647	697	1108	1499	1	1	44	3
307	4952	24.24	67	306	216	127	33	180	77	148	873480	744340	668980	603900	2158	2163	2246	2158	88	11	2098	230	138	159	202	391	196	166	245	371	0	1	1	2000
308	4708	12.19	41	492	164	150	23	151	200	75	1081200	846940	684760	576640	1802	2164	1831	1802	29	4	2205	231	94	279	261	343	170	133	284	410	0	0	18	1
309	61384	145.07	238	5871	1715	1347	756	3374	1238	2455	12939090	10595690	9319920	8403000	25872	29877	26756	25869	887	114	29880	4212	3277	3693	3896	3329	1955	2070	2714	4734	3	1	90	12
310	62313	102.52	300	8083	1814	1199	632	2974	1212	1901	12836160	10445340	8872450	8038770	25730	31423	26427	25733	694	39	30353	4159	2297	3474	3501	4318	2351	2402	3912	3939	0	1	59	9
311	43800	134.41	135	4761	1568	829	514	2262	812	1506	8943980	7350790	6393750	5709080	18629	21481	19374	18635	739	55	21976	3013	1798	2611	2707	2911	1766	1752	2555	2863	0	1	27	11
312	28140	296.37	451	590	653	1051	155	1008	778	1831	4195010	3643220	3475980	3096330	11032	12259	11536	11019	517	152	11212	1313	1757	1358	1483	1394	791	893	604	1619	2	2	10	6000008
313	3719	17.84	56	232	122	70	49	243	109	201	1016870	800160	700140	616790	1667	1865	1706	1667	39	4	1818	313	251	212	240	209	132	142	120	199	0	0	0	1
314	3792	14.32	22	489	143	49	46	186	77	181	849520	667480	561290	500610	1517	2208	1542	1517	25	5	1977	295	207	235	228	279	143	133	249	208	0	0	1	1000
315	8757	27.12	72	1194	281	244	87	450	443	189	2295870	1798410	1494940	1319730	3692	4579	3840	3692	148	7	4790	588	273	655	652	603	287	344	659	729	0	0	2	2
316	2203	18.44	13	241	50	35	65	156	58	120	639750	477680	409440	349730	853	1331	892	855	37	3	1208	294	180	172	160	89	54	69	77	113	0	0	2	1000
317	9746	27.82	85	1105	309	189	141	566	178	371	2089990	1712300	1457220	1368430	4087	4733	4238	4086	152	3	4803	743	498	606	536	634	345	384	485	572	1	0	5	2
318	5096	15.82	30	640	140	102	58	154	78	105	1077120	865920	718080	654720	2112	2318	2165	2112	53	7	2171	194	111	201	223	379	195	194	295	379	0	0	7	1
319	3258	9.44	19	424	106	74	10	104	45	60	459900	407340	407340	315360	1314	1223	1352	1315	37	5	1437	126	74	108	128	214	94	176	226	291	0	0	0	1
320	45447	75.73	89	7273	1000	739	300	1833	567	879	7655290	6427550	5805140	4907930	18854	16579	19435	18853	582	19	20842	1855	879	1731	2319	2396	1154	1605	4230	4673	1	1	61	9
321	2260	17.22	10	250	70	52	77	149	46	82	640940	482900	377540	342420	878	1411	885	874	11	3	1322	278	129	223	201	124	68	104	80	115	0	0	0	1000
322	8622	24.83	41	974	317	171	183	424	207	326	1870900	1551440	1285930	1161460	3526	4857	3586	3528	58	5	4201	734	419	571	613	520	240	288	360	456	0	0	6	2
323	5858	29.56	50	686	183	174	71	325	141	261	1334930	1057380	1005540	898920	2641	3180	2725	2641	84	27	3012	577	353	340	324	348	198	196	308	368	0	0	4	2
324	68611	174.26	266	4755	2260	1924	661	2595	1289	1535	14275750	11659000	9919580	8776370	29565	29420	30997	29564	1433	173	27812	3087	1832	2967	3071	4138	2420	2514	3520	4263	3	3	65	11
325	489722	545.42	1535	48084	11618	10006	8210	22342	8985	18274	92416870	77131520	66394080	60622050	199467	209880	205452	199463	5989	220	217629	26711	21120	25739	28747	27743	14802	17179	25040	30548	8	6	615	2003043
326	3057	19.98	7	245	74	40	149	159	81	82	824320	644000	540960	463680	1288	1505	1313	1287	26	0	1458	261	138	219	209	142	97	145	120	127	0	0	0	1
327	3448	11.29	15	337	118	91	21	144	46	69	616590	537540	505920	442680	1581	1358	1638	1582	56	4	1529	149	86	130	165	206	103	107	243	340	1	1	0	1
328	6547	43.32	52	601	291	112	140	274	151	162	1512540	1199040	1012410	920260	2724	3243	2797	2722	75	0	3005	401	207	292	392	447	220	243	397	406	0	1	0	3
329	19732	46.88	70	2071	757	347	656	1054	593	760	4546710	3631960	3009220	2697080	7818	10862	7950	7820	130	3	10721	1741	1013	1510	1585	1350	658	836	944	1084	0	1	6	4
330	5362	32.72	53	401	194	121	208	282	130	219	1457230	1154390	1021860	900210	2433	2966	2517	2431	86	15	2601	381	306	348	368	319	184	195	200	300	2	0	2	2
331	3541	34.32	37	222	122	66	26	112	65	117	811270	665220	603970	559680	1696	1745	1794	1702	92	5	1350	170	108	137	155	186	96	108	181	209	0	1	0	2000
332	144139	274.28	715	11025	3804	2949	4666	7496	3634	4169	34278520	27247650	23054790	20118670	60684	64023	63297	60686	2611	172	67199	9119	6027	8423	9564	7369	4545	6185	6429	9538	3	1	151	1002018
333	54283	92.01	136	6639	1796	1276	875	2682	908	1523	10885560	8761140	7081400	6280250	20652	26125	20886	20655	231	15	27245	3614	1679	2835	3487	3724	1548	2318	3810	4230	0	1	22	7
334	6771	11.72	23	915	213	179	104	274	113	240	1326720	1077960	939760	829200	2764	3275	2783	2764	19	0	3378	399	235	351	441	476	210	269	449	548	0	0	26	1
335	2438545	2113.48	5277	210563	66737	45998	40823	113131	44532	79429	439667180	370663710	323712910	286385030	984268	982926	1017968	984282	33686	1221	1005374	130975	100089	118194	138744	127937	66322	76952	116930	129231	21	78	2212	14009171
336	54048	143.56	256	3035	1718	1770	488	1966	913	1076	11290900	9156710	7761970	6791150	23476	22250	24242	23476	766	162	21997	2619	1284	2395	2578	3075	1868	2140	2458	3580	2	0	50	1008
337	19525	65.85	130	1986	671	530	372	967	656	818	4299620	3418510	3073350	2694130	8419	9712	8721	8414	307	39	9785	1573	971	1293	1037	1258	678	765	955	1255	1	1	38	4
338	2811	18.36	17	231	61	79	60	159	90	209	596220	470700	418400	376560	1046	1334	1073	1046	27	7	1327	289	203	184	140	129	85	77	78	142	0	1	14	1000
339	4681	18.82	13	175	163	231	38	156	47	91	944640	767520	649440	570720	1968	1859	2053	1968	85	3	1747	280	81	140	181	257	165	182	169	292	0	0	0	1
340	472586	620.39	1347	45521	12066	8682	7605	19773	9474	17659	83272360	69219640	59902740	53678190	188193	194227	194650	188192	6458	316	207861	25749	20898	24695	26864	24158	13772	17053	26428	28244	3	3	354	1006051
341	19260	65.89	65	2453	928	353	279	817	455	596	4176920	3344760	2683860	2496300	7604	10435	7742	7604	138	7	9986	1263	645	1205	1271	1711	719	758	1221	1193	0	0	9	5
342	15940	57.9	228	1572	498	226	137	605	241	408	3239360	2672170	2237940	1975820	6762	6875	7016	6763	253	4	6566	686	348	612	613	899	464	503	1092	1349	0	0	3	5
343	18911	58.28	92	1656	540	418	337	1107	481	959	4043700	3303780	2898890	2592080	7887	9480	8128	7884	244	12	8939	1467	1242	1107	1024	955	549	646	782	1167	1	3	18	4
344	5814	9.93	34	839	261	80	75	240	104	198	1193500	954800	811580	716100	2387	2893	2437	2386	51	3	2991	335	186	327	374	527	213	263	419	347	0	0	1	1
345	4490	17.07	64	440	143	58	100	202	151	117	1062720	865920	728160	649440	1968	2384	2003	1968	35	0	2213	257	111	251	273	333	189	237	269	293	0	0	0	1
346	4528	22.66	12	263	146	206	82	184	93	88	1094580	871610	729720	668910	2027	2316	2063	2027	36	10	2042	264	96	245	276	286	175	194	199	307	0	0	0	1
347	2809	11.61	10	405	171	59	64	138	60	92	666900	482220	379620	348840	1026	1595	1059	1026	33	0	1619	199	89	167	243	282	107	120	222	190	0	0	1	1000
348	269241.998057	673.219995	2064.999994	17012.999877	9647.99994	6342.999947	9896.999867	13604.999875	6227.99993	9694.999934	68196249.40829	53993579.55376	45397409.61863	39774889.67564	116769.999189	131432.998919	121195.999169	116768.999189	4426.99998	608.999997	125450.998974	16874.999817	13682.999868	17158.999816	15928.999846	15723.999906	8523.999941	11566.999914	9679.99995	16309.999916	7	6	377.99	14009027
349	72825	150.27	248	8052	3384	1422	992	3044	1742	2254	14990230	12266890	10098390	9143410	29211	36421	29835	29217	618	24	35145	4796	2358	4023	4390	5500	2359	2918	4262	4539	1	3	28	12
350	141711	328.76	681	17558	3833	2868	2018	7158	5615	4302	28216230	23159060	19732770	17510900	57163	65306	58740	57158	1582	81	66187	8773	5587	7746	8227	8018	3854	5146	9132	9704	1	3	173	1001025
351	6662	14.01	26	707	239	120	124	415	159	273	1479230	1200130	1032670	893120	2791	3708	2844	2789	55	6	3503	588	370	481	476	437	246	243	315	347	0	0	5	1
352	5423	17.48	27	376	205	100	324	294	190	174	1536240	1141800	954960	809640	2076	3007	2118	2076	42	4	2909	497	227	467	453	310	199	294	219	243	0	0	1	1
353	2632	20.13	7	240	84	48	49	187	59	175	734140	568700	475640	444620	1034	1661	1068	1035	33	6	1317	368	258	181	170	84	62	59	55	80	1	0	1	1
354	79089	252.94	650	4654	2758	1997	894	3802	2713	3344	16551460	13610300	12156630	11012270	33589	38898	34587	33591	996	88	38012	5210	4296	5211	4741	4685	3022	3195	2885	4767	3	1	40	2002014
355	8821	20.93	45	988	376	207	96	374	165	286	1643140	1333320	1206400	1041420	3658	4114	3842	3660	182	7	4271	488	262	382	474	616	310	310	649	780	1	0	18	2
356	9714	27.55	35	1073	371	190	122	460	210	323	1869360	1562220	1308660	1228560	4005	4433	4107	4005	102	3	4504	520	291	478	488	668	323	346	689	701	0	0	15	2
357	35616	104.85	105	2842	727	1051	282	1659	514	1886	5411970	4536030	4061300	3574980	12925	12836	13349	12924	425	36	14337	1503	2030	1577	1512	1568	932	1232	1384	2599	2	0	25	6
358	11015	66	98	988	380	204	192	565	546	554	2323420	1867580	1663540	1515940	4558	6028	4640	4555	85	6	5397	864	625	736	757	532	363	330	485	705	0	0	5	4
