NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Macururé/BA,2919900,7752.00
Jericó/PB,2507408,7751.00
Alto Paraíso de Goiás/GO,5200605,7751.00
Umari/CE,2313708,7740.00
Sud Mennucci/SP,3552304,7738.00
Cônego Marinho/MG,3117836,7730.00
Tuparendi/RS,4322301,7730.00
Tapiraí/SP,3553500,7725.00
São Pedro do Turvo/SP,3550506,7724.00
Belo Vale/MG,3106408,7723.00
Altaneira/CE,2300606,7712.00
Santa Cruz de Monte Castelo/PR,4123303,7705.00
Cajueiro da Praia/PI,2202083,7704.00
Tomazina/PR,4127809,7699.00
Jacuí/MG,3134806,7695.00
Palmeirópolis/TO,1715754,7694.00
São Miguel das Missões/RS,4319158,7692.00
Boqueirão do Leão/RS,4302451,7691.00
Tocantínia/TO,1721109,7688.00
Ribeirão Grande/SP,3543253,7686.00
Tombos/MG,3169208,7683.00
Pedro Osório/RS,4314209,7683.00
São Mamede/PB,2514909,7682.00
Santa Fé do Araguaia/TO,1718865,7678.00
Alagoinha do Piauí/PI,2200251,7678.00
Salete/SC,4215307,7674.00
Icaraíma/PR,4109906,7671.00
Serrania/MG,3166907,7667.00
Colônia do Piauí/PI,2202778,7665.00
Leopoldo de Bulhões/GO,5212303,7663.00
Divinolândia de Minas/MG,3122207,7655.00
Lajeado Novo/MA,2105989,7653.00
Muribeca/SE,2804300,7653.00
Assis Brasil/AC,1200054,7649.00
Ipumirim/SC,4207700,7647.00
Ipuaçu/SC,4207684,7643.00
Paulo Lopes/SC,4212304,7642.00
Itajá/RN,2404853,7641.00
Limeira do Oeste/MG,3138625,7640.00
São José dos Basílios/MA,2111250,7639.00
Paraíso do Sul/RS,4314027,7635.00
São Pedro dos Ferros/MG,3164001,7634.00
Coimbra/MG,3116704,7631.00
Sanclerlândia/GO,5219001,7630.00
Figueira/PR,4107751,7625.00
Lagoa de Pedras/RN,2406304,7624.00
São José da Lagoa Tapada/PB,2514206,7622.00
Porto de Pedras/AL,2707404,7618.00
Tarabai/SP,3553906,7609.00
Barra do Turvo/SP,3505401,7606.00
Inimutaba/MG,3131109,7605.00
Florestal/MG,3126000,7602.00
Moema/MG,3142403,7589.00
Lagamar/MG,3137106,7588.00
Belágua/MA,2101731,7586.00
Granito/PE,2606309,7586.00
Palestina do Pará/PA,1505494,7575.00
Pedro Gomes/MS,5006408,7568.00
Inocência/MS,5004403,7566.00
São João do Jaguaribe/CE,2312502,7557.00
Paulo Jacinto/AL,2706604,7556.00
Guaraqueçaba/PR,4109500,7554.00
Rio do Oeste/SC,4214607,7552.00
Barão do Triunfo/RS,4301750,7550.00
Felisburgo/MG,3125606,7548.00
Apiacá/ES,3200508,7542.00
São João Batista do Glória/MG,3162203,7541.00
Pintópolis/MG,3150570,7540.00
Paulicéia/SP,3536406,7540.00
Santana de Pirapama/MG,3158508,7538.00
Coronel Domingos Soares/PR,4106456,7538.00
Abel Figueiredo/PA,1500131,7536.00
São José da Barra/MG,3162948,7532.00
Barbosa/SP,3505104,7532.00
Casserengue/PB,2504157,7530.00
Vertente do Lério/PE,2616183,7526.00
Boa Vista da Aparecida/PR,4103057,7524.00
Nuporanga/SP,3533601,7522.00
Palmeirina/PE,2610103,7509.00
Trombudo Central/SC,4218608,7506.00
Quatiguá/PR,4120705,7504.00
Laguna Carapã/MS,5005251,7496.00
Dionísio/MG,3121803,7493.00
Nova Porteirinha/MG,3145059,7493.00
Brejinho/PE,2602506,7489.00
Claro dos Poções/MG,3116506,7478.00
Itacajá/TO,1710508,7471.00
Segredo/RS,4320263,7465.00
Muniz Ferreira/BA,2922201,7464.00
Maracajá/SC,4210407,7461.00
São Miguel de Taipu/PB,2515005,7450.00
São Domingos do Azeitão/MA,2110658,7448.00
Alpercata/MG,3101805,7448.00
Pedrão/BA,2924108,7438.00
Antônio Olinto/PR,4101309,7421.00
Paulo Frontin/PR,4118709,7418.00
Joviânia/GO,5212105,7417.00
Lavras do Sul/RS,4311502,7410.00
Ribeiro Gonçalves/PI,2208908,7408.00
Jequitaí/MG,3135605,7407.00
Antonina do Norte/CE,2300804,7402.00
Ametista do Sul/RS,4300646,7396.00
São João do Oriente/MG,3162609,7393.00
Guarani das Missões/RS,4309506,7393.00
Inconfidentes/MG,3130606,7387.00
Lavrinhas/SP,3526605,7361.00
Abatiá/PR,4100103,7360.00
Brejo Grande do Araguaia/PA,1501758,7357.00
Belém do Brejo do Cruz/PB,2502003,7356.00
Santa Luzia do Norte/AL,2707909,7344.00
Campo Largo do Piauí/PI,2202174,7342.00
Jaraguari/MS,5004908,7342.00
Sericita/MG,3166303,7340.00
Itarumã/GO,5211305,7337.00
São João do Sul/SC,4216404,7332.00
Indaiabira/MG,3130655,7328.00
Santa Rita de Minas/MG,3159357,7322.00
Jaci/SP,3524501,7322.00
Palma Sola/SC,4212007,7321.00
Orindiúva/SP,3534203,7318.00
Santo Antônio do Retiro/MG,3160454,7316.00
Manoel Viana/RS,4311759,7315.00
Chã Preta/AL,2701902,7311.00
Nazaré do Piauí/PI,2206704,7307.00
Praia Grande/SC,4213807,7305.00
Laje do Muriaé/RJ,3302304,7298.00
Teodoro Sampaio/BA,2931400,7296.00
Irajuba/BA,2914208,7295.00
Cosmorama/SP,3512902,7289.00
Bandeirantes/MS,5001508,7281.00
Livramento/PB,2508505,7274.00
Apuarema/BA,2901957,7274.00
Nazarezinho/PB,2510006,7271.00
Cristalândia/TO,1706100,7268.00
Ibiraiaras/RS,4309902,7267.00
Desterro de Entre Rios/MG,3121407,7266.00
Ereré/CE,2304277,7254.00
Ouro/SC,4211801,7251.00
Reduto/MG,3154150,7247.00
Campos de Júlio/MT,5102686,7245.00
Juranda/PR,4112959,7244.00
Engenheiro Navarro/MG,3123809,7240.00
São José de Ubá/RJ,3305133,7240.00
Junco do Seridó/PB,2507804,7238.00
Varjão de Minas/MG,3170750,7235.00
Terezinha/PE,2615102,7227.00
Cacimbas/PB,2503555,7225.00
Araguacema/TO,1701903,7223.00
Boa Vista/PB,2502151,7218.00
Luiziana/PR,4113734,7217.00
Coronel Bicaco/RS,4305900,7213.00
Caiçara/PB,2503605,7182.00
Doverlândia/GO,5207253,7174.00
Dois Irmãos do Tocantins/TO,1707207,7173.00
Monteirópolis/AL,2705408,7171.00
Antônio Martins/RN,2400901,7162.00
Nova Aliança/SP,3532801,7161.00
Água Doce/SC,4200408,7160.00
Pedra Bonita/MG,3148756,7157.00
Laurentino/SC,4209508,7154.00
São Tomé das Letras/MG,3165206,7151.00
Delfinópolis/MG,3121209,7146.00
Amaral Ferrador/RS,4300638,7136.00
Governador Jorge Teixeira/RO,1101005,7130.00
Presidente Médici/MA,2109239,7124.00
Acauã/PI,2200053,7119.00
Machacalis/MG,3138906,7112.00
Naque/MG,3144359,7104.00
Treze de Maio/SC,4218400,7104.00
Bom Sucesso/PR,4103206,7103.00
São Roque de Minas/MG,3164308,7100.00
Verê/PR,4128609,7094.00
Marilena/PR,4115002,7093.00
Alto Boa Vista/MT,5100359,7092.00
Jussara/PR,4113007,7069.00
Doutor Severiano/RN,2403202,7068.00
Iraí de Minas/MG,3131604,7067.00
Central de Minas/MG,3115706,7059.00
Tuiuti/SP,3554953,7058.00
Palmitinho/RS,4313805,7056.00
Areial/PB,2501203,7054.00
Corumbiara/RO,1100072,7052.00
Alfredo Vasconcelos/MG,3101631,7052.00
Aguiarnópolis/TO,1700301,7049.00
Amapá do Maranhão/MA,2100550,7047.00
Santana da Vargem/MG,3158300,7047.00
Dirceu Arcoverde/PI,2203354,7046.00
Iraí/RS,4310504,7046.00
Sapucaí-Mirim/MG,3165404,7045.00
Itanhangá/MT,5104542,7030.00
Guidoval/MG,3128808,7026.00
Cabeceira Grande/MG,3109451,7025.00
Santo Antônio da Alegria/SP,3547908,7024.00
Barro Duro/PI,2201408,7022.00
Abadia dos Dourados/MG,3100104,7022.00
Luís Domingues/MA,2106201,7016.00
Salto da Divisa/MG,3157104,7014.00
Indianópolis/MG,3130705,7009.00
Macambira/SE,2803708,7002.00
Serra Redonda/PB,2515807,7001.00
Conquista/MG,3118205,6997.00
Goioxim/PR,4108650,6997.00
Jacuípe/AL,2703502,6992.00
Araporã/MG,3103751,6992.00
Meleiro/SC,4210803,6989.00
Divinópolis do Tocantins/TO,1707108,6986.00
São Tomás de Aquino/MG,3165107,6980.00
São Brás/AL,2708204,6977.00
Imbé de Minas/MG,3130556,6976.00
Campestre/AL,2701357,6972.00
Pontal do Araguaia/MT,5106653,6972.00
Jaborandi/SP,3524204,6963.00
São Carlos do Ivaí/PR,4124608,6961.00
Sabáudia/PR,4122701,6954.00
Ajuricaba/RS,4300208,6951.00
Faro/PA,1503002,6949.00
São Miguel do Anta/MG,3163805,6949.00
São Sebastião do Oeste/MG,3164605,6948.00
Divisa Alegre/MG,3122355,6946.00
Santana dos Garrotes/PB,2513604,6942.00
Dom Expedito Lopes/PI,2203404,6940.00
Floresta/PR,4107900,6926.00
Anhembi/SP,3502309,6911.00
São José do Ouro/RS,4318606,6911.00
Jandaíra/RN,2405108,6907.00
Almas/TO,1700400,6905.00
Ouvidor/GO,5215504,6895.00
Simolândia/GO,5220686,6895.00
Hulha Negra/RS,4309654,6894.00
Santa Rosa do Purus/AC,1200435,6893.00
Campo Belo do Sul/SC,4203402,6889.00
Padre Marcos/PI,2207207,6879.00
Vitorino/PR,4128708,6879.00
Confins/MG,3117876,6867.00
Juti/MS,5005152,6861.00
Nova Lacerda/MT,5106182,6861.00
Capetinga/MG,3112406,6860.00
São Roberto/MA,2111672,6856.00
Laranjal/MG,3138005,6856.00
Gongogi/BA,2911501,6852.00
Bonfim/MG,3108107,6852.00
Lagoa d'Anta/RN,2406205,6851.00
Boa Hora/PI,2201770,6848.00
Santo Antônio do Pinhal/SP,3548203,6843.00
Chuí/RS,4305439,6832.00
Palmeiras do Tocantins/TO,1713809,6830.00
Bom Jesus do Araguaia/MT,5101852,6830.00
Jambeiro/SP,3524907,6828.00
Careaçu/MG,3113602,6826.00
Morro do Chapéu do Piauí/PI,2206670,6825.00
Nova União/RO,1101435,6822.00
Crisólita/MG,3120151,6814.00
Cipotânea/MG,3116308,6811.00
Herval/RS,4307104,6807.00
Sussuapara/PI,2210938,6801.00
Tumiritinga/MG,3169505,6797.00
Santarém Novo/PA,1506906,6796.00
Quixaba/PE,2611533,6796.00
Alto Horizonte/GO,5200555,6796.00
Lagoa de São Francisco/PI,2205573,6795.00
Dores do Rio Preto/ES,3202009,6793.00
Itagimirim/BA,2915304,6784.00
Anita Garibaldi/SC,4201000,6783.00
Angical do Piauí/PI,2200608,6779.00
Renascença/PR,4121604,6772.00
Condor/RS,4305702,6766.00
Galiléia/MG,3127305,6764.00
Santa Clara do Sul/RS,4316758,6755.00
Roque Gonzales/RS,4316303,6750.00
Cuitegi/PB,2505204,6748.00
Maquiné/RS,4311775,6747.00
Periquito/MG,3149952,6738.00
Quintana/SP,3542008,6736.00
Ipê/RS,4310439,6736.00
Luislândia/MG,3138682,6735.00
Belo Monte/AL,2700904,6717.00
Capim/PB,2504033,6715.00
Boa Vista do Buricá/RS,4302204,6712.00
Sapopema/PR,4126207,6708.00
Santa Bárbara de Goiás/GO,5219100,6701.00
São Sebastião do Anta/MG,3164472,6697.00
Erval Seco/RS,4307302,6697.00
São José do Piauí/PI,2210201,6696.00
Maturéia/PB,2509396,6690.00
Marizópolis/PB,2509156,6689.00
Guarantã/SP,3518107,6685.00
Pinhão/SE,2805208,6678.00
Ijaci/MG,3130408,6667.00
Dona Euzébia/MG,3122900,6664.00
Condado/PB,2504504,6662.00
Mariópolis/PR,4115309,6655.00
Faxinal do Soturno/RS,4308003,6651.00
Águas Mornas/SC,4200606,6646.00
Guairaçá/PR,4108908,6635.00
Roteiro/AL,2707800,6634.00
Afonso Cunha/MA,2100105,6631.00
Comercinho/MG,3117009,6624.00
Natividade da Serra/SP,3532306,6624.00
Potiraguá/BA,2925402,6623.00
Heliodora/MG,3129202,6623.00
Grão Pará/SC,4206108,6621.00
Barão de Cotegipe/RS,4301701,6616.00
Passo do Sobrado/RS,4314076,6612.00
Morro Redondo/RS,4312450,6609.00
Palma/MG,3146701,6606.00
Porto do Mangue/RN,2410256,6605.00
Milton Brandão/PI,2206357,6603.00
Santo Antônio de Goiás/GO,5219738,6593.00
Pedro Avelino/RN,2409704,6591.00
Arapoema/TO,1702307,6590.00
Itirapuã/SP,3523701,6587.00
Sertão Santana/RS,4320552,6586.00
Santa Cruz/PB,2513208,6579.00
Pardinho/SP,3536109,6579.00
Caiçara do Norte/RN,2401859,6572.00
Morro Reuter/RS,4312476,6570.00
Oriente/SP,3534104,6569.00
Formigueiro/RS,4308409,6569.00
Pacujá/CE,2309904,6565.00
Mamonas/MG,3139250,6565.00
Guarda-Mor/MG,3128600,6558.00
Selvíria/MS,5007802,6555.00
Novo Oriente do Piauí/PI,2206902,6548.00
Colônia do Gurguéia/PI,2202752,6545.00
Augusto Pestana/RS,4301503,6545.00
Águas de Chapecó/SC,4200507,6544.00
Paraíso/SP,3535705,6536.00
Faina/GO,5207535,6527.00
Santa Cecília/PB,2513158,6526.00
Nova Palma/RS,4313102,6519.00
Pilões/PB,2511608,6518.00
Nova Ibiá/BA,2922755,6518.00
Itambaracá/PR,4111001,6516.00
Itaju do Colônia/BA,2915403,6515.00
São Francisco de Paula/MG,3161205,6512.00
Nossa Senhora de Lourdes/SE,2804706,6509.00
Diamante/PB,2505600,6506.00
Rio Sono/TO,1718758,6498.00
Lassance/MG,3138104,6494.00
Pirajuba/MG,3150703,6491.00
Vale do Paraíso/RO,1101807,6490.00
Ubarana/SP,3555356,6488.00
Sales/SP,3544806,6481.00
Brejo dos Santos/PB,2502904,6479.00
São Vicente/RN,2413003,6476.00
Lagoão/RS,4311254,6469.00
Santo Antônio de Lisboa/PI,2209401,6466.00
Padre Carvalho/MG,3146255,6466.00
Vargem Alegre/MG,3170578,6460.00
Massapê do Piauí/PI,2206050,6456.00
Potiretama/CE,2311231,6455.00
Vila Boa/GO,5222203,6451.00
Mendes Pimentel/MG,3141504,6446.00
Bom Jardim de Minas/MG,3107505,6444.00
Boqueirão do Piauí/PI,2201945,6443.00
Rio Grande do Piauí/PI,2209005,6434.00
Itanagra/BA,2915908,6433.00
Córrego Fundo/MG,3119955,6425.00
São João do Oeste/SC,4216255,6423.00
Sardoá/MG,3165503,6421.00
Patos do Piauí/PI,2207777,6420.00
Gália/SP,3516606,6419.00
São Francisco do Piauí/PI,2209708,6417.00
São José do Jacuri/MG,3163508,6409.00
Santa Helena de Minas/MG,3157658,6406.00
Amaporã/PR,4100905,6405.00
Olho d'Água/PB,2510402,6399.00
São José de Caiana/PB,2514305,6394.00
Ibema/PR,4109757,6387.00
Piracema/MG,3150604,6386.00
Bela Vista do Toldo/SC,4202131,6386.00
Cambará do Sul/RS,4303608,6383.00
Santa Maria do Herval/RS,4316956,6382.00
São Julião/PI,2210300,6379.00
Silveiras/SP,3552007,6375.00
Arandu/SP,3503109,6373.00
Guajeru/BA,2911659,6371.00
Taciba/SP,3552908,6371.00
Tiros/MG,3168903,6369.00
Cuité de Mamanguape/PB,2505238,6360.00
Inhaúma/MG,3131000,6352.00
Taiaçu/SP,3553104,6346.00
Formosa do Oeste/PR,4108205,6345.00
Boa Ventura de São Roque/PR,4103040,6343.00
Toledo/MG,3169109,6336.00
Pinhalão/PR,4119202,6323.00
Vidal Ramos/SC,4219200,6321.00
Parecis/RO,1101450,6319.00
Baixio/CE,2301802,6318.00
São Francisco de Sales/MG,3161304,6309.00
Cacaulândia/RO,1100601,6307.00
Santa Maria da Serra/SP,3547007,6298.00
São João da Ponta/PA,1507466,6294.00
Borrazópolis/PR,4103305,6290.00
Imbuia/SC,4207403,6284.00
Inaciolândia/GO,5209937,6275.00
Iacri/SP,3519204,6269.00
São Francisco de Goiás/GO,5219902,6265.00
Graça Aranha/MA,2104701,6261.00
Botumirim/MG,3108503,6259.00
Silvianópolis/MG,3167400,6258.00
Santa Filomena/PI,2209203,6256.00
Santa Cruz do Piauí/PI,2209104,6254.00
Darcinópolis/TO,1706506,6250.00
Luisburgo/MG,3138674,6249.00
Caracol/MS,5002803,6247.00
Lambari D'Oeste/MT,5105234,6246.00
Olhos-d'Água/MG,3145455,6243.00
Santa Cruz da Vitória/BA,2927804,6241.00
Progresso/RS,4315156,6235.00
Palmeirante/TO,1715705,6234.00
Caatiba/BA,2904803,6232.00
Ichu/BA,2913309,6232.00
Pérola d'Oeste/PR,4119004,6232.00
Barão/RS,4301651,6232.00
Alambari/SP,3500758,6231.00
Soledade de Minas/MG,3167806,6226.00
Colômbia/SP,3512100,6223.00
São João do Sabugi/RN,2412104,6221.00
Americano do Brasil/GO,5200852,6220.00
Cutias/AP,1600212,6217.00
Betânia do Piauí/PI,2201739,6214.00
Catuji/MG,3115458,6206.00
Rio das Antas/SC,4214409,6199.00
Coroados/SP,3512506,6197.00
Perobal/PR,4118857,6194.00
Lindolfo Collor/RS,4311627,6193.00
Gonzaga/MG,3127503,6184.00
Bom Jesus do Amparo/MG,3107703,6182.00
Cocal dos Alves/PI,2202729,6180.00
Senador Elói de Souza/RN,2413102,6167.00
Poloni/SP,3539905,6166.00
Corguinho/MS,5003108,6158.00
Aratiba/RS,4300901,6145.00
Águas de Santa Bárbara/SP,3500550,6142.00
Pedro Régis/PB,2512721,6139.00
Bossoroca/RS,4302501,6135.00
Serrinha/RN,2413508,6128.00
Balbinos/SP,3504701,6127.00
Pedra Bela/SP,3536802,6127.00
Tanque d'Arca/AL,2709004,6115.00
São José da Boa Vista/PR,4125407,6115.00
Vicentina/MS,5008404,6115.00
Caibi/SC,4203105,6112.00
Itambé/PR,4111100,6110.00
São João da Serra/PI,2209906,6106.00
Cândido Godói/RS,4304309,6106.00
Vereda/BA,2933257,6105.00
Bernardo do Mearim/MA,2101939,6102.00
Pai Pedro/MG,3146552,6098.00
Barra de São Miguel/PB,2501708,6095.00
Piacatu/SP,3537701,6093.00
Igaracy/PB,2502607,6092.00
Itá/SC,4208005,6091.00
Sapucaia/PA,1507755,6088.00
Campina do Monte Alegre/SP,3509452,6088.00
Tenente Laurentino Cruz/RN,2414159,6085.00
São João da Fronteira/PI,2209872,6084.00
Caldas Brandão/PB,2503803,6077.00
Gouvelândia/GO,5209150,6076.00
Itueta/MG,3134103,6074.00
Equador/RN,2403400,6064.00
Novais/SP,3533254,6057.00
Independência/RS,4310405,6054.00
Camalaú/PB,2503902,6048.00
São Pedro de Alcântara/SC,4217253,6046.00
Vale Real/RS,4322541,6046.00
Divisa Nova/MG,3122405,6039.00
Marabá Paulista/SP,3528700,6039.00
São José dos Ramos/PB,2514453,6037.00
Serraria/PB,2515906,6037.00
Santa Albertina/SP,3545704,6036.00
Ouro Verde do Oeste/PR,4117453,6036.00
Solidão/PE,2614402,6034.00
Patis/MG,3147956,6031.00
Echaporã/SP,3514700,6026.00
Douradina/MS,5003504,6025.00
Caiuá/SP,3509106,6017.00
Felipe Guerra/RN,2403707,6009.00
Cerrito/RS,4305124,6005.00
Jandaia/GO,5211701,6001.00
Américo de Campos/SP,3501806,5993.00
Cristália/MG,3120300,5992.00
Campo Grande do Piauí/PI,2202133,5987.00
Doutor Camargo/PR,4107306,5987.00
Itumirim/MG,3134301,5978.00
São João do Manteninha/MG,3162575,5975.00
Taquarivaí/SP,3553856,5968.00
Munhoz/MG,3143807,5960.00
Aiuruoca/MG,3101201,5949.00
Santa Luzia D'Oeste/RO,1100296,5942.00
Francisco Alves/PR,4108320,5942.00
Paula Freitas/PR,4118600,5942.00
José da Penha/RN,2406007,5941.00
Anta Gorda/RS,4300703,5941.00
Vila Propício/GO,5222302,5941.00
Alto Caparaó/MG,3102050,5938.00
Porto Rico do Maranhão/MA,2109056,5936.00
Cedro de São João/SE,2801603,5929.00
Santo Antônio do Jardim/SP,3548104,5926.00
Rio Manso/MG,3155306,5924.00
Estação/RS,4307559,5924.00
Luiziânia/SP,3527702,5918.00
Itaú/RN,2404903,5916.00
Caraúbas do Piauí/PI,2202539,5910.00
Enéas Marques/PR,4107405,5906.00
Santa Luz/PI,2209302,5903.00
Ouro Verde de Minas/MG,3146206,5895.00
Nova Olinda/PB,2510204,5892.00
São Pedro/RN,2412708,5889.00
Alpestre/RS,4300505,5885.00
Coqueiro Seco/AL,2702207,5882.00
Ibiara/PB,2506608,5877.00
Petrolândia/SC,4212700,5873.00
Tufilândia/MA,2112274,5868.00
Rodeio Bonito/RS,4315909,5868.00
Rio do Campo/SC,4214508,5864.00
Pouso Alto/MG,3152600,5862.00
Frei Gaspar/MG,3126802,5858.00
Nortelândia/MT,5106000,5858.00
Araguanã/TO,1702158,5856.00
Três Fronteiras/SP,3554904,5856.00
Santa Helena/PB,2513307,5853.00
Nova Olímpia/PR,4117206,5846.00
Água Fria de Goiás/GO,5200175,5843.00
Araricá/RS,4300877,5840.00
Gracho Cardoso/SE,2802601,5831.00
Aroazes/PI,2200905,5819.00
São João do Caiuá/PR,4124905,5819.00
Britânia/GO,5203807,5815.00
Bandeira do Sul/MG,3105301,5808.00
Montadas/PB,2509503,5806.00
Guaimbê/SP,3517307,5806.00
Fernando Prestes/SP,3515608,5805.00
Itaguatins/TO,1710706,5801.00
São Francisco de Assis do Piauí/PI,2209658,5801.00
Adrianópolis/PR,4100202,5797.00
Braúna/SP,3507704,5795.00
Barra do Chapéu/SP,3505351,5794.00
Passa Sete/RS,4314068,5790.00
Caldeirão Grande do Piauí/PI,2202091,5786.00
Senhora de Oliveira/MG,3166006,5786.00
Trindade do Sul/RS,4321956,5781.00
Picada Café/RS,4314423,5780.00
São Tomé/PR,4126108,5778.00
Jussiape/BA,2918605,5777.00
Pato Bragado/PR,4118451,5755.00
Jaramataia/AL,2703700,5751.00
Paraíso das Águas/MS,5006275,5751.00
Malta/PB,2508802,5745.00
São Pedro do Iguaçu/PR,4125753,5745.00
Calumbi/PE,2603405,5744.00
Patrocínio do Muriaé/MG,3148202,5744.00
Serra de São Bento/RN,2413300,5739.00
Nova União/MG,3136603,5739.00
Veredinha/MG,3171071,5733.00
Itaubal/AP,1600253,5730.00
General Carneiro/MT,5103908,5726.00
Laranjal/PR,4113254,5719.00
Jacobina do Piauí/PI,2205151,5718.00
Cocalinho/MT,5103106,5716.00
Cabaceiras/PB,2503100,5710.00
Alecrim/RS,4300307,5710.00
Jussari/BA,2918555,5706.00
Juvenília/MG,3136959,5706.00
Aragominas/TO,1701309,5705.00
Bonfim do Piauí/PI,2201929,5700.00
Encanto/RN,2403301,5697.00
Bacurituba/MA,2101350,5696.00
Chalé/MG,3116001,5695.00
Sucupira do Riachão/MA,2111953,5692.00
Couto Magalhães/TO,1706001,5690.00
Santa Maria/RN,2409332,5689.00
Aramina/SP,3503000,5689.00
Aurora/SC,4201901,5687.00
Sambaíba/MA,2109700,5686.00
Luzerna/SC,4210035,5683.00
São Domingos das Dores/MG,3160959,5672.00
Bom Princípio do Piauí/PI,2201919,5670.00
Barrolândia/TO,1703107,5669.00
Feira da Mata/BA,2910776,5656.00
São Paulo das Missões/RS,4319307,5654.00
Júlio Borges/PI,2205524,5653.00
Goiandira/GO,5208509,5650.00
Macuco/RJ,3302452,5646.00
São Cristóvão do Sul/SC,4216057,5646.00
São José do Xingu/MT,5107354,5646.00
Benedito Leite/MA,2101806,5643.00
Firmino Alves/BA,2910909,5641.00
Mendonça/SP,3529500,5638.00
Sabino/SP,3544608,5638.00
Sentinela do Sul/RS,4320354,5635.00
Campinas do Piauí/PI,2202109,5628.00
Aguiar/PB,2500205,5622.00
Feira Nova/SE,2802205,5617.00
Mercedes/PR,4115853,5617.00
Tucunduva/RS,4322103,5612.00
Rubelita/MG,3156502,5609.00
Sítio Novo/RN,2413706,5600.00
São Sebastião da Bela Vista/MG,3164407,5598.00
Maria Helena/PR,4114708,5593.00
Cana Verde/MG,3111903,5585.00
Santa Fé de Goiás/GO,5219258,5585.00
Caiana/MG,3110103,5584.00
Xambrê/PR,4128807,5584.00
Saudade do Iguaçu/PR,4126272,5578.00
Serra do Navio/AP,1600055,5577.00
Santa Ernestina/SP,3546504,5577.00
Itaara/RS,4310538,5573.00
Agronômica/SC,4200309,5570.00
São José da Vitória/BA,2929354,5562.00
Taiúva/SP,3553203,5562.00
Maripá/PR,4115358,5562.00
Fernandes Pinheiro/PR,4107736,5561.00
Capitão Andrade/MG,3112653,5559.00
Conceição do Pará/MG,3117603,5558.00
Ipiguá/SP,3521150,5557.00
Guaraci/PR,4109203,5557.00
Bento Fernandes/RN,2401602,5552.00
Pequizeiro/TO,1716653,5546.00
Brejinho de Nazaré/TO,1703701,5540.00
São Jorge do Ivaí/PR,4125308,5535.00
São Jorge do Patrocínio/PR,4125357,5532.00
Tiradentes do Sul/RS,4321477,5532.00
Várzea/RN,2414704,5529.00
Alcantil/PB,2500536,5527.00
Doutor Ulysses/PR,4128633,5525.00
Chuvisca/RS,4305447,5518.00
Gurinhatã/MG,3129103,5516.00
Barra do Rocha/BA,2903102,5515.00
Caseara/TO,1703909,5514.00
Bertolínia/PI,2201705,5512.00
Piranguçu/MG,3150901,5504.00
Coronel Ezequiel/RN,2402808,5501.00
Rio Preto/MG,3155900,5493.00
